Reference:	"Gerakines and Hudson (2020)"
DOI:	"doi:https://doi.org/10.3847/1538-4357/abad39"
Sample Type:	"Ice"
Composition:	"N2O (1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/57"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
499.95999	1.369198667			499.95999	-0.000115732			499.95999	0		
500.08052	1.369198667			500.08052	0.003721823			500.08052	-7.5821E-5		
500.20105	1.3655265			500.20105	0.006058111			500.20105	-0.000152584		
500.32158	1.361325167			500.32158	0.00584178			500.32158	-0.000239708		
500.44211	1.356972167			500.44211	0.002823236			500.44211	-0.000352504		
500.56264	1.354866			500.56264	-0.002469837			500.56264	-0.000495421		
500.68317	1.355273833			500.68317	-0.008743315			500.68317	-0.000653295		
500.8037	1.358933167			500.8037	-0.014460045			500.8037	-0.000789481		
500.92423	1.364666667			500.92423	-0.018244792			500.92423	-0.000857796		
501.04476	1.371754333			501.04476	-0.019284203			501.04476	-0.000822296		
501.16529	1.378349833			501.16529	-0.017457103			501.16529	-0.000672679		
501.28582	1.38373			501.28582	-0.013263547			501.28582	-0.00043321		
501.40635	1.3864775			501.40635	-0.007667853			501.40635	-0.000156795		
501.52688	1.387148			501.52688	-0.00218291			501.52688	9.1798E-5		
501.64741	1.385677333			501.64741	0.003006197			501.64741	0.000259599		
501.76794	1.382329			501.76794	0.006602494			501.76794	0.000321001		
501.88847	1.378118167			501.88847	0.008083208			501.88847	0.0002844		
502.009	1.374038833			502.009	0.007297514			502.009	0.0001859		
502.12953	1.371015667			502.12953	0.004489885			502.12953	7.2498E-5		
502.25005	1.3699635			502.25005	0.000272707			502.25005	-1.368E-5		
502.37058	1.371337833			502.37058	-0.004344965			502.37058	-4.9594E-5		
502.49111	1.375243333			502.49111	-0.008209488			502.49111	-3.3092E-5		
502.61164	1.381092			502.61164	-0.010209845			502.61164	2.0E-5		
502.73217	1.387982667			502.73217	-0.009613695			502.73217	8.8101E-5		
502.8527	1.394665333			502.8527	-0.006188017			502.8527	0.000151999		
502.97323	1.400095167			502.97323	-0.000227452			502.97323	0.000202298		
503.09376	1.403335167			503.09376	0.007591457			503.09376	0.000237798		
503.21429	1.403960333			503.21429	0.016357257			503.21429	0.000262902		
503.33482	1.401747667			503.33482	0.025127546			503.33482	0.000278598		
503.45535	1.396920667			503.45535	0.032981655			503.45535	0.000279502		
503.57588	1.3898085			503.57588	0.039134916			503.57588	0.000251899		
503.69641	1.381105333			503.69641	0.042914823			503.69641	0.000176698		
503.81694	1.3715095			503.81694	0.043949285			503.81694	3.7299E-5		
503.93747	1.3618335			503.93747	0.041892574			503.93747	-0.000171903		
504.058	1.353181833			504.058	0.036528598			504.058	-0.000439718		
504.17853	1.347016			504.17853	0.028264689			504.17853	-0.000736113		
504.29906	1.344515667			504.29906	0.018254169			504.29906	-0.001019785		
504.41959	1.3463065			504.41959	0.00831066			504.41959	-0.001247585		
504.54012	1.351850833			504.54012	0.000385854			504.54012	-0.001389298		
504.66065	1.359786667			504.66065	-0.004130851			504.66065	-0.001437002		
504.78118	1.368271333			504.78118	-0.00474662			504.78118	-0.001408779		
504.90171	1.375648833			504.90171	-0.001816487			504.90171	-0.001340897		
505.02224	1.380583333			505.02224	0.003664243			505.02224	-0.001272917		
505.14277	1.382402667			505.14277	0.010301545			505.14277	-0.001232081		
505.2633	1.381038667			505.2633	0.016579066			505.2633	-0.001222987		
505.38383	1.377165			505.38383	0.021146327			505.38383	-0.001227014		
505.50436	1.371933667			505.50436	0.023144188			505.50436	-0.001212983		
505.62488	1.36674			505.62488	0.02237824			505.62488	-0.001154296		
505.74541	1.362852			505.74541	0.019326315			505.74541	-0.001044004		
505.86594	1.3610505			505.86594	0.014985287			505.86594	-0.000899404		
505.98647	1.361601			505.98647	0.010493117			505.98647	-0.00075649		
506.107	1.363962667			506.107	0.007015833			506.107	-0.000652081		
506.22753	1.3673295			506.22753	0.004633017			506.22753	-0.000608801		
506.34806	1.3716535			506.34806	0.003581701			506.34806	-0.000621421		
506.46859	1.376291167			506.46859	0.004265819			506.46859	-0.000659887		
506.58912	1.380678833			506.58912	0.006640722			506.58912	-0.000682001		
506.70965	1.384252667			506.70965	0.010604742			506.70965	-0.000651517		
506.83018	1.38651			506.83018	0.015907311			506.83018	-0.0005545		
506.95071	1.386886167			506.95071	0.022089448			506.95071	-0.000403706		
507.07124	1.385064667			507.07124	0.028435323			507.07124	-0.000231287		
507.19177	1.380926333			507.19177	0.034059104			507.19177	-7.5083E-5		
507.3123	1.374839667			507.3123	0.037989499			507.3123	3.7199E-5		
507.43283	1.3675595			507.43283	0.03943394			507.43283	9.46E-5		
507.55336	1.360272833			507.55336	0.03796434			507.55336	0.000100499		
507.67389	1.354307			507.67389	0.03376557			507.67389	6.4502E-5		
507.79442	1.3508525			507.79442	0.02771124			507.79442	-8.903E-6		
507.91495	1.3504975			507.91495	0.021229443			507.91495	-0.000121585		
508.03548	1.353004833			508.03548	0.015875568			508.03548	-0.00027799		
508.15601	1.357371833			508.15601	0.012863072			508.15601	-0.000474815		
508.27654	1.3620395			508.27654	0.01261595			508.27654	-0.000691714		
508.39707	1.365862			508.39707	0.01459239			508.39707	-0.000889696		
508.5176	1.368026333			508.5176	0.018322462			508.5176	-0.001021604		
508.63813	1.367798667			508.63813	0.022616768			508.63813	-0.001047903		
508.75866	1.3654585			508.75866	0.026307992			508.75866	-0.000954918		
508.87919	1.361507167			508.87919	0.028519103			508.87919	-0.000762603		
508.99972	1.356951333			508.99972	0.028746651			508.99972	-0.000521708		
509.12024	1.352705			509.12024	0.02702633			509.12024	-0.000296782		
509.24077	1.349652667			509.24077	0.023817446			509.24077	-0.000145681		
509.3613	1.348169333			509.3613	0.019897393			509.3613	-0.000102785		
509.48183	1.348300167			509.48183	0.016050786			509.48183	-0.000169515		
509.60236	1.349653833			509.60236	0.012896018			509.60236	-0.000319089		
