Reference:	"Hudson et al. (2018)"
DOI:	"doi:doi:10.1016/j.saa.2017.11.055"
Sample Type:	"Ice"
Composition:	"CH3COCH3 (1)"
Temperature:	"125K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/156"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
513.1011399	1.509509917			513.1011399	0.002862023			513.1011399	-0.001106		
513.221671	1.509204346			513.221671	0.001661495			513.221671	-0.001203		
513.3422022	1.509424767			513.3422022	0.001017185			513.3422022	-0.001234		
513.4627333	1.509602195			513.4627333	0.000921935			513.4627333	-0.001263		
513.5832645	1.509391644			513.5832645	0.001013882			513.5832645	-0.001345		
513.7037957	1.508807194			513.7037957	0.000813806			513.7037957	-0.001486		
513.8243268	1.508224181			513.8243268	2.1939E-5			513.8243268	-0.001639		
513.944858	1.508118459			513.944858	-0.001324057			513.944858	-0.001737		
514.0653892	1.508857834			514.0653892	-0.002830671			514.0653892	-0.001732		
514.1859203	1.510422877			514.1859203	-0.003954924			514.1859203	-0.001631		
514.3064515	1.512479408			514.3064515	-0.004283542			514.3064515	-0.001491		
514.4269827	1.514487775			514.4269827	-0.003723252			514.4269827	-0.001389		
514.5475138	1.516036282			514.5475138	-0.002534806			514.5475138	-0.001374		
514.668045	1.516987087			514.668045	-0.001145947			514.668045	-0.001428		
514.7885761	1.517543782			514.7885761	0.000100083			514.7885761	-0.001455		
514.9091073	1.518040521			514.9091073	0.001129069			514.9091073	-0.001307		
515.0296385	1.518762086			515.0296385	0.002176488			515.0296385	-0.000836		
515.1501696	1.519667474			515.1501696	0.003638066			515.1501696	5.1E-5		
515.2707008	1.520415077			515.2707008	0.00580653			515.2707008	0.001344		
515.391232	1.520437574			515.391232	0.008654183			515.391232	0.002923		
515.5117631	1.519291872			515.5117631	0.011740753			515.5117631	0.004571		
515.6322943	1.51685785			515.6322943	0.014391735			515.6322943	0.006026		
515.7528255	1.513476618			515.7528255	0.015947383			515.7528255	0.00704		
515.8733566	1.509812105			515.8733566	0.016065196			515.8733566	0.007436		
515.9938878	1.506606158			515.9938878	0.014855416			515.9938878	0.007152		
516.114419	1.504357365			516.114419	0.012807083			516.114419	0.006256		
