Reference:	"Mastrapa et al. (2009)"
DOI:	"doi:doi:10.1088/0004-637X/701/2/1347"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"100K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/247"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
22.108926	1.7582329		0.151134		
22.061857	1.709004		0.150062		
22.014988	1.6840362		0.149408		
21.968317	1.6674343		0.147952		
21.921844	1.6547706		0.148075		
21.875567	1.6441476		0.147112		
21.829486	1.6351673		0.146322		
21.783597	1.6273521		0.145015		
21.737902	1.6205193		0.143711		
21.692397	1.6148775		0.141657		
21.647083	1.609534		0.141804		
21.601958	1.6037742		0.14071		
21.557021	1.5982735		0.138886		
21.51227	1.5930665		0.136347		
21.467704	1.588992		0.131716		
21.423323	1.5869678		0.126963		
21.379125	1.5860294		0.124464		
21.335108	1.5850112		0.122766		
21.291273	1.5843496		0.120508		
21.247618	1.5837772		0.119994		
21.204141	1.582811		0.119058		
21.160841	1.5821147		0.117688		
21.117719	1.5816084		0.117075		
21.074771	1.5809237		0.116559		
21.031998	1.5804294		0.115519		
20.989398	1.5799947		0.115382		
20.946971	1.5793324		0.114916		
20.904714	1.5790584		0.11383		
20.862628	1.5787726		0.114173		
20.820711	1.5782502		0.113609		
20.778962	1.5780053		0.113168		
20.73738	1.5775613		0.113414		
20.695964	1.5770284		0.112716		
20.654713	1.5769216		0.111987		
20.613626	1.5768924		0.111904		
20.572703	1.5770226		0.111298		
20.531942	1.5770174		0.11197		
20.491341	1.5766702		0.11177		
20.450902	1.5766677		0.111239		
20.410621	1.5765146		0.11177		
20.370499	1.5763532		0.110892		
20.330534	1.5768301		0.11035		
20.290726	1.5770725		0.111119		
20.251073	1.5771947		0.110583		
20.211575	1.5775973		0.110754		
20.172231	1.5777575		0.11111		
20.133039	1.5782587		0.11042		
20.094	1.5787638		0.111507		
20.055112	1.5787917		0.111672		
20.016373	1.5794595		0.110888		
19.977785	1.580109		0.112243		
19.939345	1.5805929		0.111934		
19.901052	1.5815189		0.112527		
19.862906	1.5821379		0.113751		
19.824906	1.5827442		0.11417		
19.787052	1.5833187		0.115616		
19.749341	1.5837029		0.116443		
19.711775	1.5844423		0.117264		
19.67435	1.5846378		0.119897		
19.637068	1.5844669		0.120566		
19.599926	1.5844583		0.122258		
19.562925	1.5839055		0.123916		
19.526063	1.5835483		0.124149		
19.48934	1.5833563		0.125644		
19.452755	1.5830028		0.126361		
19.416307	1.5830167		0.127086		
19.379995	1.5825658		0.129277		
19.343819	1.5820268		0.129362		
19.307778	1.5818371		0.130792		
19.27187	1.5810049		0.132465		
19.236096	1.5805072		0.132199		
19.200455	1.5799753		0.13438		
19.164945	1.5790364		0.134646		
19.129567	1.5785705		0.135279		
19.094318	1.5775772		0.137035		
19.0592	1.5767506		0.136335		
19.02421	1.5762321		0.137673		
18.989349	1.5752949		0.138049		
18.954615	1.5749859		0.137646		
18.920008	1.5744069		0.139576		
18.885527	1.573403		0.139418		
18.851172	1.5729334		0.13959		
18.816941	1.5721281		0.140696		
18.782835	1.5715809		0.139833		
18.748852	1.5711926		0.14109		
18.714991	1.570413		0.141137		
18.681253	1.5700555		0.141046		
18.647636	1.5693116		0.142327		
18.61414	1.5687256		0.141231		
18.580764	1.5684237		0.142215		
18.547508	1.5677183		0.142186		
18.51437	1.5675808		0.141557		
18.481351	1.5672615		0.142802		
18.448449	1.5668615		0.142125		
18.415664	1.5665952		0.143046		
18.382995	1.5658643		0.143215		
18.350442	1.565698		0.142286		
18.318004	1.565504		0.143379		
18.285681	1.5651767		0.142688		
18.253471	1.56523		0.143011		
18.221375	1.5648153		0.143738		
18.189392	1.5647239		0.142767		
18.15752	1.564601		0.144052		
18.12576	1.5642303		0.143393		
18.094111	1.5644665		0.143282		
18.062572	1.5642644		0.144419		
18.031143	1.5641872		0.143488		
17.999824	1.5640839		0.144841		
17.968613	1.5636975		0.144202		
17.937509	1.5639925		0.143917		
17.906514	1.5638406		0.145158		
17.875625	1.5639187		0.143851		
17.844843	1.5642025		0.145237		
17.814166	1.5639015		0.145323		
17.783595	1.5639868		0.145098		
17.753129	1.5637447		0.146188		
17.722766	1.5637673		0.144876		
17.692508	1.5641668		0.145819		
17.662352	1.5640262		0.146139		
17.6323	1.5642649		0.145646		
17.602349	1.5642328		0.146978		
17.5725	1.5642428		0.145905		
17.542752	1.5646812		0.146594		
17.513104	1.5647099		0.146971		
17.483557	1.5651574		0.146451		
17.454109	1.5652667		0.148161		
17.42476	1.5652053		0.147358		
17.39551	1.5655379		0.148047		
17.366357	1.5654939		0.148419		
17.337303	1.5659645		0.147679		
17.308345	1.5662505		0.149286		
17.279484	1.5663771		0.148611		
17.250719	1.5667713		0.149546		
17.222049	1.5666915		0.150008		
17.193475	1.5671619		0.149211		
17.164995	1.567532		0.150761		
17.13661	1.5678187		0.150066		
17.108318	1.5684036		0.151132		
17.08012	1.5684547		0.151884		
17.052014	1.5687842		0.151627		
17.024001	1.5689172		0.153036		
16.996079	1.5691741		0.152177		
16.968249	1.569773		0.153267		
16.94051	1.5700165		0.153696		
16.912862	1.570494		0.15399		
16.885303	1.5705228		0.155529		
16.857835	1.5706547		0.154785		
16.830455	1.5710987		0.155851		
16.803164	1.5713183		0.155989		
16.775962	1.5719029		0.156205		
16.748848	1.5721741		0.157549		
16.721821	1.5724687		0.157276		
16.694881	1.5728128		0.158544		
16.668028	1.572969		0.158586		
16.641261	1.573526		0.158872		
16.61458	1.5738712		0.159963		
16.587984	1.574358		0.159799		
16.561474	1.5747698		0.161344		
16.535048	1.5748815		0.161548		
16.508706	1.5753088		0.162002		
16.482448	1.5755212		0.162969		
16.456273	1.5760424		0.162566		
16.430182	1.576615		0.164056		
16.404173	1.5769127		0.164335		
16.378246	1.5773097		0.165248		
16.352401	1.5774383		0.165988		
16.326637	1.5779885		0.165668		
16.300955	1.5785638		0.167096		
16.275353	1.5790047		0.167185		
16.249832	1.5796248		0.168226		
16.22439	1.5798511		0.169273		
16.199028	1.5803158		0.169233		
16.173745	1.5807441		0.170645		
16.148541	1.5811893		0.170499		
16.123415	1.5818967		0.171557		
16.098368	1.5823594		0.172331		
16.073398	1.5830105		0.172792		
16.048505	1.5833722		0.174326		
16.02369	1.5839263		0.173921		
15.998951	1.5847919		0.17528		
15.974288	1.585414		0.175948		
15.949701	1.5862909		0.176716		
15.92519	1.5868082		0.178521		
15.900754	1.5873645		0.178691		
15.876393	1.587967		0.180454		
15.852106	1.5884278		0.180906		
15.827894	1.5892512		0.181906		
15.803755	1.5897729		0.183563		
15.77969	1.5903642		0.18409		
15.755699	1.5907749		0.186152		
15.73178	1.5911384		0.186377		
