Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"H2O:CH4 (20:1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/125"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.08	1.6308			500.08	0.0559			400.26	99.2		
501.53	1.624			501.53	0.06369			401.22	99.3		
502.97	1.6095			502.97	0.067094			402.19	98.9		
504.42	1.5996			504.42	0.070161			403.15	99.2		
505.87	1.592			505.87	0.067967			404.12	99.3		
507.31	1.589			507.31	0.062903			405.08	98.9		
508.76	1.5891			508.76	0.062711			406.05	99.1		
510.21	1.5889			510.21	0.065063			407.01	99		
511.66	1.5878			511.66	0.06747			407.97	99.1		
513.1	1.586			513.1	0.069916			408.94	99		
514.55	1.5829			514.55	0.072462			409.9	98.8		
516	1.5821			516	0.067276			410.87	98.7		
517.44	1.5824			517.44	0.072078			411.83	98.7		
518.89	1.5808			518.89	0.071984			412.8	99		
520.34	1.5805			520.34	0.071799			413.76	99.2		
521.78	1.5799			521.78	0.074136			414.72	98.6		
523.23	1.5787			523.23	0.074008			415.69	99.3		
524.68	1.5783			524.68	0.073829			416.65	98.9		
526.12	1.5784			526.12	0.073613			417.62	99		
527.57	1.5793			527.57	0.07334			418.58	99		
529.02	1.5799			529.02	0.075555			419.55	98.5		
530.46	1.5807			530.46	0.075284			420.51	98.7		
531.91	1.5804			531.91	0.080004			421.48	98.5		
533.36	1.5787			533.36	0.079917			422.44	98.6		
534.8	1.5792			534.8	0.077206			423.41	98.8		
536.25	1.5807			536.25	0.079316			424.37	98.5		
537.7	1.5807			537.7	0.081532			425.33	98.5		
539.14	1.5806			539.14	0.081312			426.3	98.8		
540.59	1.5818			540.59	0.080997			427.26	98.2		
542.04	1.5832			542.04	0.083076			428.23	98.5		
543.48	1.5842			543.48	0.085186			429.19	98.3		
544.93	1.5833			544.93	0.089848			430.16	98.3		
546.38	1.5814			546.38	0.089771			431.12	98.3		
547.82	1.5817			547.82	0.08709			432.09	98.5		
549.27	1.5829			549.27	0.08916			433.05	98.1		
550.72	1.5837			550.72	0.088843			434.02	98		
552.16	1.5847			552.16	0.090907			434.98	98.4		
553.61	1.5861			553.61	0.090541			435.94	98		
555.06	1.5869			555.06	0.094982			436.91	97.7		
556.5	1.5873			556.5	0.094695			437.87	97.9		
557.95	1.587			557.95	0.099209			438.84	97.8		
559.4	1.5871			559.4	0.096572			439.8	97.6		
560.84	1.5891			560.84	0.09849			440.77	97.4		
562.29	1.5893			562.29	0.10293			441.73	97.4		
563.74	1.5891			563.74	0.10268			442.7	97.7		
565.18	1.5897			565.18	0.1047			443.66	97.1		
566.63	1.5895			566.63	0.10679			444.62	97.1		
568.08	1.5899			568.08	0.10648			445.59	97.1		
569.52	1.5909			569.52	0.10845			446.55	97.2		
570.97	1.5913			570.97	0.11045			447.52	97.2		
572.42	1.5912			572.42	0.11252			448.48	96.8		
573.86	1.5917			573.86	0.11218			449.45	97.4		
575.31	1.5929			575.31	0.11409			450.41	96.7		
576.76	1.594			576.76	0.11601			451.37	97.1		
578.2	1.5934			578.2	0.12041			452.34	96.5		
579.65	1.5939			579.65	0.11774			453.3	96.5		
581.1	1.5955			581.1	0.12189			454.27	96.7		
582.54	1.5958			582.54	0.12386			455.23	96.8		
583.99	1.5949			583.99	0.12826			456.2	96.4		
585.44	1.595			585.44	0.12562			457.16	96.4		
586.88	1.5962			586.88	0.12977			458.13	96.6		
