Reference:	"Hudson et al. (2018)"
DOI:	"doi:doi:10.1016/j.saa.2017.11.055"
Sample Type:	"Ice"
Composition:	"CH3COCH3 (1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/155"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
499.963243	1.386260176			499.963243	0.015882351			499.963243	0.003605		
500.0837742	1.386260176			500.0837742	0.01633571			500.0837742	0.004433002		
500.2043053	1.386556274			500.2043053	0.017381599			500.2043053	0.005544003		
500.3248365	1.382699506			500.3248365	0.01884693			500.3248365	0.006728004		
500.4453677	1.381350573			500.4453677	0.020060874			500.4453677	0.007713003		
500.5658988	1.377271015			500.5658988	0.020702386			500.5658988	0.008248		
500.68643	1.374871543			500.68643	0.020287902			500.68643	0.008176		
500.8069611	1.371261605			500.8069611	0.018844946			500.8069611	0.007465999		
500.9274923	1.369779575			500.9274923	0.016456905			500.9274923	0.006216996		
501.0480235	1.368286697			501.0480235	0.013602379			501.0480235	0.004629993		
501.1685546	1.369111346			501.1685546	0.010746362			501.1685546	0.002959992		
501.2890858	1.370170936			501.2890858	0.008467703			501.2890858	0.001462993		
501.409617	1.372944313			501.409617	0.007186702			501.409617	0.000352995		
501.5301481	1.375283873			501.5301481	0.007232921			501.5301481	-0.000241		
501.6506793	1.378111778			501.6506793	0.008650619			501.6506793	-0.000301999		
501.7712105	1.379384021			501.7712105	0.011255869			501.7712105	7.3002E-5		
501.8917416	1.379965414			501.8917416	0.014505215			501.8917416	0.000685003		
502.0122728	1.3784385			502.0122728	0.017769012			502.0122728	0.001332003		
502.1328039	1.37612365			502.1328039	0.020308761			502.1328039	0.001823002		
502.2533351	1.372433744			502.2533351	0.021637535			502.2533351	0.002046		
502.3738663	1.369069086			502.3738663	0.021545609			502.3738663	0.001991999		
502.4943974	1.365678768			502.4943974	0.020244721			502.4943974	0.001737999		
502.6149286	1.363575617			502.6149286	0.018160097			502.6149286	0.001401998		
502.7354598	1.361920475			502.7354598	0.015817138			502.7354598	0.001086998		
502.8559909	1.361349243			502.8559909	0.013530717			502.8559909	0.000838998		
502.9765221	1.360770993			502.9765221	0.011401885			502.9765221	0.000641		
503.0970533	1.36079902			503.0970533	0.009271146			503.0970533	0.000435999		
503.2175844	1.360772674			503.2175844	0.006972192			503.2175844	0.000179999		
503.3381156	1.361667427			503.3381156	0.004459963			503.3381156	-0.000118001		
503.4586468	1.363094293			503.4586468	0.001960486			503.4586468	-0.000380001		
503.5791779	1.36584379			503.5791779	-7.8143E-5			503.5791779	-0.000474999		
503.6997091	1.369104075			503.6997091	-0.001141238			503.6997091	-0.000275		
503.8202402	1.373049573			503.8202402	-0.000830845			503.8202402	0.000302002		
503.9407714	1.376439403			503.9407714	0.000969008			503.9407714	0.001247004		
504.0613026	1.379262512			504.0613026	0.004058484			504.0613026	0.002454006		
504.1818337	1.380493546			504.1818337	0.008003067			504.1818337	0.003746007		
504.3023649	1.380486711			504.3023649	0.012242468			504.3023649	0.004914006		
504.4228961	1.37870303			504.4228961	0.016222686			504.4228961	0.005766		
504.5434272	1.375875253			504.5434272	0.019428779			504.5434272	0.006166		
504.6639584	1.371833717			504.6639584	0.021472093			504.6639584	0.006053998		
504.7844896	1.367541085			504.7844896	0.022069615			504.7844896	0.005453996		
504.9050207	1.363061874			504.9050207	0.021122922			504.9050207	0.004467993		
505.0255519	1.359467278			505.0255519	0.018732692			505.0255519	0.003255991		
505.146083	1.356833395			505.146083	0.015279632			505.146083	0.00201		
505.2666142	1.355945776			505.2666142	0.011365949			505.2666142	0.000914999		
505.3871454	1.356373441			505.3871454	0.007713218			505.3871454	0.000106999		
505.5076765	1.358206328			505.5076765	0.004957189			505.5076765	-0.000360001		
505.6282077	1.360411795			505.6282077	0.003472965			505.6282077	-0.000523		
505.7487389	1.362732372			505.7487389	0.003267346			505.7487389	-0.000490999		
505.86927	1.364216923			505.86927	0.004035235			505.86927	-0.000401		
505.9898012	1.364995069			505.9898012	0.005285687			505.9898012	-0.000367		
506.1103324	1.364679065			506.1103324	0.006550257			506.1103324	-0.000439		
506.2308635	1.363849798			506.2308635	0.007476164			506.2308635	-0.000601001		
506.3513947	1.362399512			506.3513947	0.007905977			506.3513947	-0.000789001		
506.4719258	1.36092756			506.4719258	0.007812967			506.4719258	-0.000936001		
506.592457	1.359214771			506.592457	0.007250967			506.592457	-0.001007		
506.7129882	1.357693628			506.7129882	0.006244991			506.7129882	-0.001014		
506.8335193	1.356084787			506.8335193	0.004812449			506.8335193	-0.001003		
506.9540505	1.354809926			506.9540505	0.002948581			506.9540505	-0.001026		
507.0745817	1.353631155			507.0745817	0.000691973			507.0745817	-0.001115001		
507.1951128	1.352942062			507.1951128	-0.001902286			507.1951128	-0.001273001		
507.315644	1.35244234			507.315644	-0.004777733			507.315644	-0.001486		
507.4361752	1.35245248			507.4361752	-0.00796067			507.4361752	-0.001755001		
507.5567063	1.352758891			507.5567063	-0.011536286			507.5567063	-0.002101001		
507.6772375	1.353907719			507.6772375	-0.015570029			507.6772375	-0.002565002		
507.7977686	1.35599333			507.7977686	-0.019968429			507.7977686	-0.003171004		
507.9182998	1.359726308			507.9182998	-0.024330055			507.9182998	-0.003890005		
508.038831	1.365010407			508.038831	-0.02793666			508.038831	-0.004618		
508.1593621	1.371883747			508.1593621	-0.029910708			508.1593621	-0.005198		
508.2798933	1.379290163			508.2798933	-0.029550625			508.2798933	-0.00547		
508.4004245	1.386391133			508.4004245	-0.026628551			508.4004245	-0.005341998		
508.5209556	1.391764717			508.5209556	-0.021561981			508.5209556	-0.004836996		
508.6414868	1.394917357			508.6414868	-0.015324513			508.6414868	-0.004090995		
508.762018	1.395440227			508.762018	-0.009144638			508.762018	-0.003299995		
508.8825491	1.394140481			508.8825491	-0.004082441			508.8825491	-0.002639		
509.0030803	1.39171313			509.0030803	-0.000672486			509.0030803	-0.002189999		
