Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"CH3CN (1)"
Temperature:	"35K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/15"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
80	2.097		0.0395		
85	2.31		0.153		
90	2.455		0.636		
91	2.426		0.806		
92	2.315		1		
93	2.085		1.17		
94	1.773		1.2		
95	1.492		1.05		
96	1.342		0.792		
100	1.652		0.194		
105	2		0.203		
110	2.369		0.39		
115	2.691		0.96		
120	2.216		1.97		
121	1.978		2.07		
122	1.73		2.11		
123	1.504		2.08		
124	1.326		2		
125	1.202		1.92		
126	1.108		1.87		
127	1.011		1.85		
128	0.887		1.84		
129	0.733		1.81		
130	0.563		1.74		
135	0.179		0.901		
140	0.474		0.442		
141	0.529		0.409		
142	0.573		0.386		
143	0.609		0.369		
144	0.634		0.353		
145	0.654		0.335		
150	0.741		0.231		
155	0.857		0.157		
160	0.941		0.144		
165	1.004		0.165		
166	1.004		0.177		
167	0.998		0.186		
168	0.988		0.191		
169	0.975		0.189		
170	0.962		0.18		
175	0.956		0.0989		
180	1.009		0.0506		
190	1.087		0.0168		
380	1.347		0.00333		
381	1.352		0.00475		
382	1.358		0.00676		
383	1.368		0.0125		
384	1.377		0.0262		
385	1.379		0.0486		
386	1.366		0.0727		
387	1.339		0.0848		
388	1.313		0.0764		
389	1.302		0.055		
390	1.309		0.0376		
391	1.326		0.0358		
392	1.336		0.0511		
393	1.329		0.0746		
394	1.305		0.0897		
395	1.275		0.0843		
396	1.254		0.0619		
397	1.249		0.0358		
398	1.256		0.0162		
399	1.267		0.00537		
400	1.277		0.00106		
770	1.37		0.00261		
771	1.374		0.00406		
772	1.38		0.0078		
773	1.387		0.0193		
774	1.385		0.0322		
775	1.387		0.0518		
776	1.346		0.0785		
777	1.317		0.0445		
778	1.321		0.025		
779	1.327		0.0169		
780	1.331		0.0131		
781	1.333		0.0114		
782	1.334		0.00959		
783	1.335		0.00738		
784	1.337		0.0062		
785	1.339		0.00597		
786	1.339		0.00577		
787	1.339		0.00497		
788	1.339		0.00392		
789	1.34		0.00268		
790	1.34		0.00184		
