Reference:	"Gerakines et al. (2024)"
DOI:	"doi:https://doi.org/10.1016/j.icarus.2024.116007"
Sample Type:	"Ice"
Composition:	"NH4CN (1)"
Temperature:	"125K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/66"
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
982.57	-0.000421		
982.6906	-0.000355		
982.8111	-0.000295		
982.9316	-0.000252		
983.0521	-0.00023		
983.1727	-0.000222		
983.2932	-0.000221		
983.4137	-0.000219		
983.5343	-0.000212		
983.6548	-0.000203		
983.7753	-0.000196		
983.8959	-0.000195		
984.0164	-0.000201		
984.1369	-0.000212		
984.2575	-0.000224		
984.378	-0.000234		
984.4985	-0.00024		
984.6191	-0.000245		
984.7396	-0.000251		
984.8601	-0.00026		
984.9806	-0.000271		
985.1012	-0.00028		
985.2217	-0.000281		
985.3422	-0.000272		
985.4628	-0.000253		
985.5833	-0.000231		
985.7038	-0.000213		
985.8244	-0.000209		
985.9449	-0.000221		
986.0654	-0.000248		
986.186	-0.000281		
986.3065	-0.000312		
986.427	-0.000334		
986.5476	-0.000345		
986.6681	-0.000347		
986.7886	-0.000346		
986.9091	-0.000348		
987.0297	-0.000356		
987.1502	-0.000368		
987.2707	-0.000376		
987.3913	-0.000374		
987.5118	-0.000358		
987.6323	-0.000331		
987.7529	-0.0003		
987.8734	-0.000276		
987.9939	-0.000269		
988.1145	-0.000283		
988.235	-0.000317		
988.3555	-0.000363		
988.476	-0.000409		
988.5966	-0.000442		
988.7171	-0.000457		
988.8376	-0.000451		
988.9582	-0.000427		
989.0787	-0.000394		
989.1992	-0.000357		
989.3198	-0.000324		
989.4403	-0.000298		
989.5608	-0.000281		
989.6814	-0.000273		
989.8019	-0.000271		
989.9224	-0.000274		
990.043	-0.000279		
990.1635	-0.000284		
990.284	-0.000288		
990.4045	-0.000288		
990.5251	-0.000286		
990.6456	-0.000283		
990.7661	-0.000284		
990.8867	-0.000291		
991.0072	-0.000305		
991.1277	-0.000323		
991.2483	-0.000338		
991.3688	-0.000343		
991.4893	-0.000334		
991.6099	-0.00031		
991.7304	-0.000276		
991.8509	-0.000242		
991.9715	-0.000218		
992.092	-0.000214		
992.2125	-0.000231		
992.333	-0.000265		
992.4536	-0.000307		
992.5741	-0.000345		
992.6946	-0.000369		
992.8152	-0.000376		
992.9357	-0.000367		
993.0562	-0.000347		
993.1768	-0.000324		
993.2973	-0.000303		
993.4178	-0.000287		
993.5384	-0.000274		
993.6589	-0.000264		
993.7794	-0.000254		
993.9	-0.000246		
994.0205	-0.000243		
994.141	-0.000246		
994.2615	-0.000258		
994.3821	-0.000277		
994.5026	-0.000297		
994.6231	-0.000314		
994.7437	-0.00032		
994.8642	-0.000314		
994.9847	-0.000296		
995.1053	-0.00027		
995.2258	-0.000243		
995.3463	-0.000221		
995.4669	-0.000208		
995.5874	-0.000205		
995.7079	-0.000213		
995.8285	-0.000231		
995.949	-0.000258		
996.0695	-0.000294		
996.19	-0.000337		
996.3106	-0.000383		
996.4311	-0.000427		
996.5516	-0.000464		
996.6722	-0.000486		
996.7927	-0.000489		
996.9132	-0.000474		
997.0338	-0.000442		
997.1543	-0.0004		
997.2748	-0.000353		
997.3954	-0.000308		
997.5159	-0.000266		
997.6364	-0.00023		
997.7569	-0.0002		
997.8775	-0.000177		
997.998	-0.000162		
998.1185	-0.000159		
998.2391	-0.000171		
998.3596	-0.000195		
998.4801	-0.000228		
998.6007	-0.000261		
998.7212	-0.000286		
998.8417	-0.000295		
998.9623	-0.000287		
999.0828	-0.000264		
999.2033	-0.000237		
999.3239	-0.000214		
999.4444	-0.000204		
999.5649	-0.000209		
999.6854	-0.000225		
999.806	-0.000245		
999.9265	-0.000262		
1000.047	-0.00027		
1000.1676	-0.000272		
1000.2881	-0.00027		
1000.4086	-0.000273		
1000.5292	-0.000283		
1000.6497	-0.000302		
1000.7702	-0.000326		
1000.8908	-0.000346		
1001.0113	-0.000359		
1001.1318	-0.000362		
1001.2524	-0.000357		
1001.3729	-0.000352		
1001.4934	-0.000353		
1001.6139	-0.000364		
1001.7345	-0.000382		
1001.855	-0.000402		
1001.9755	-0.000415		
1002.0961	-0.000413		
1002.2166	-0.000394		
1002.3371	-0.00036		
1002.4577	-0.000316		
1002.5782	-0.000269		
1002.6987	-0.000224		
1002.8193	-0.000182		
1002.9398	-0.000145		
1003.0603	-0.000112		
1003.1809	-8.5E-5		
1003.3014	-6.9E-5		
1003.4219	-6.8E-5		
1003.5424	-8.9E-5		
1003.663	-0.000132		
1003.7835	-0.000193		
1003.904	-0.000264		
1004.0246	-0.000334		
1004.1451	-0.000394		
1004.2656	-0.000438		
1004.3862	-0.000466		
1004.5067	-0.000482		
1004.6272	-0.00049		
1004.7478	-0.000495		
1004.8683	-0.000501		
1004.9888	-0.000508		
1005.1094	-0.000513		
1005.2299	-0.000515		
1005.3504	-0.00051		
1005.4709	-0.000499		
1005.5915	-0.000481		
1005.712	-0.000456		
1005.8325	-0.000424		
1005.9531	-0.000388		
1006.0736	-0.00035		
1006.1941	-0.000315		
1006.3147	-0.000287		
1006.4352	-0.000269		
1006.5557	-0.00026		
1006.6763	-0.000257		
1006.7968	-0.000254		
1006.9173	-0.000244		
1007.0378	-0.000225		
1007.1584	-0.000197		
1007.2789	-0.000166		
1007.3994	-0.000137		
1007.52	-0.000119		
1007.6405	-0.000112		
1007.761	-0.000116		
1007.8816	-0.000125		
1008.0021	-0.000132		
1008.1226	-0.000134		
1008.2432	-0.00013		
1008.3637	-0.000125		
1008.4842	-0.000124		
1008.6048	-0.000132		
1008.7253	-0.000149		
1008.8458	-0.000173		
1008.9663	-0.000195		
1009.0869	-0.000209		
1009.2074	-0.00021		
1009.3279	-0.000198		
1009.4485	-0.000178		
1009.569	-0.000157		
1009.6895	-0.000145		
1009.8101	-0.000148		
1009.9306	-0.00017		
1010.0511	-0.000211		
1010.1717	-0.000265		
1010.2922	-0.000328		
1010.4127	-0.000394		
1010.5333	-0.000456		
1010.6538	-0.000509		
1010.7743	-0.00055		
1010.8948	-0.000574		
1011.0154	-0.000582		
1011.1359	-0.000573		
1011.2564	-0.000552		
1011.377	-0.000525		
1011.4975	-0.000499		
1011.618	-0.000481		
1011.7386	-0.000475		
1011.8591	-0.000481		
1011.9796	-0.000496		
1012.1002	-0.000512		
1012.2207	-0.000521		
1012.3412	-0.000517		
1012.4618	-0.000496		
1012.5823	-0.000459		
1012.7028	-0.000413		
1012.8233	-0.000366		
1012.9439	-0.000326		
1013.0644	-0.000299		
1013.1849	-0.000286		
1013.3055	-0.000285		
1013.426	-0.000291		
1013.5465	-0.000296		
1013.6671	-0.000297		
1013.7876	-0.000292		
1013.9081	-0.000283		
1014.0287	-0.000274		
1014.1492	-0.000268		
1014.2697	-0.000266		
1014.3902	-0.000271		
1014.5108	-0.000278		
1014.6313	-0.000286		
1014.7518	-0.000294		
1014.8724	-0.0003		
1014.9929	-0.000305		
1015.1134	-0.000308		
1015.234	-0.000309		
1015.3545	-0.000305		
1015.475	-0.000294		
1015.5956	-0.000279		
1015.7161	-0.000262		
1015.8366	-0.00025		
1015.9572	-0.000252		
1016.0777	-0.00027		
1016.1982	-0.000305		
1016.3187	-0.00035		
1016.4393	-0.000393		
1016.5598	-0.000424		
1016.6803	-0.000433		
1016.8009	-0.00042		
1016.9214	-0.000391		
1017.0419	-0.000356		
1017.1625	-0.000327		
1017.283	-0.000312		
1017.4035	-0.000313		
1017.5241	-0.000326		
1017.6446	-0.000346		
1017.7651	-0.000365		
1017.8857	-0.000381		
1018.0062	-0.00039		
1018.1267	-0.000396		
1018.2472	-0.000398		
1018.3678	-0.0004		
1018.4883	-0.000399		
1018.6088	-0.000396		
1018.7294	-0.000393		
1018.8499	-0.000392		
1018.9704	-0.000396		
1019.091	-0.000408		
1019.2115	-0.000426		
1019.332	-0.000444		
1019.4526	-0.000456		
1019.5731	-0.000453		
1019.6936	-0.000433		
1019.8142	-0.000398		
1019.9347	-0.000355		
1020.0552	-0.000315		
1020.1757	-0.000285		
1020.2963	-0.000269		
1020.4168	-0.000264		
1020.5373	-0.000263		
1020.6579	-0.000261		
1020.7784	-0.000255		
1020.8989	-0.000249		
1021.0195	-0.00025		
1021.14	-0.000265		
1021.2605	-0.000296		
1021.3811	-0.000339		
1021.5016	-0.000384		
1021.6221	-0.000419		
1021.7427	-0.000435		
1021.8632	-0.000429		
1021.9837	-0.000405		
1022.1042	-0.000372		
1022.2248	-0.00034		
1022.3453	-0.000314		
1022.4658	-0.000293		
1022.5864	-0.000274		
1022.7069	-0.000252		
1022.8274	-0.000226		
1022.948	-0.0002		
1023.0685	-0.000183		
1023.189	-0.000187		
1023.3096	-0.000214		
1023.4301	-0.000263		
1023.5506	-0.00032		
1023.6711	-0.000371		
1023.7917	-0.000399		
1023.9122	-0.000399		
1024.0327	-0.000372		
1024.1533	-0.000332		
1024.2738	-0.000294		
1024.3943	-0.000274		
1024.5149	-0.000277		
1024.6354	-0.000302		
1024.7559	-0.000338		
1024.8765	-0.000374		
1024.997	-0.0004		
1025.1175	-0.000412		
1025.2381	-0.000413		
1025.3586	-0.000406		
1025.4791	-0.000396		
1025.5996	-0.000384		
1025.7202	-0.000367		
1025.8407	-0.000341		
1025.9612	-0.000303		
1026.0818	-0.000258		
1026.2023	-0.000212		
1026.3228	-0.000177		
1026.4434	-0.000164		
1026.5639	-0.000176		
1026.6844	-0.00021		
1026.805	-0.000259		
1026.9255	-0.000308		
1027.046	-0.00035		
1027.1666	-0.000379		
1027.2871	-0.000395		
1027.4076	-0.000405		
1027.5281	-0.000413		
1027.6487	-0.000421		
1027.7692	-0.000428		
1027.8897	-0.000428		
1028.0103	-0.000419		
1028.1308	-0.000398		
1028.2513	-0.000369		
1028.3719	-0.000341		
1028.4924	-0.000321		
1028.6129	-0.000316		
1028.7335	-0.000325		
1028.854	-0.000343		
1028.9745	-0.000359		
1029.0951	-0.000365		
1029.2156	-0.000357		
1029.3361	-0.000333		
1029.4566	-0.000301		
1029.5772	-0.000266		
1029.6977	-0.000235		
1029.8182	-0.000211		
1029.9388	-0.000192		
1030.0593	-0.000176		
1030.1798	-0.000164		
1030.3004	-0.000156		
1030.4209	-0.000153		
1030.5414	-0.000161		
1030.662	-0.000179		
1030.7825	-0.000207		
1030.903	-0.000241		
1031.0236	-0.000276		
1031.1441	-0.00031		
1031.2646	-0.000344		
1031.3851	-0.000379		
1031.5057	-0.000417		
1031.6262	-0.000458		
1031.7467	-0.000498		
1031.8673	-0.000528		
1031.9878	-0.000542		
1032.1083	-0.000534		
1032.2289	-0.000508		
1032.3494	-0.000469		
1032.4699	-0.00043		
1032.5905	-0.000401		
1032.711	-0.000388		
1032.8315	-0.00039		
1032.952	-0.000402		
1033.0726	-0.000416		
1033.1931	-0.000425		
1033.3136	-0.000429		
1033.4342	-0.000431		
1033.5547	-0.000434		
1033.6752	-0.000442		
1033.7958	-0.000455		
1033.9163	-0.000465		
1034.0368	-0.000469		
1034.1574	-0.00046		
1034.2779	-0.000441		
1034.3984	-0.000416		
1034.519	-0.000396		
1034.6395	-0.000388		
1034.76	-0.000397		
1034.8805	-0.000418		
1035.0011	-0.000444		
1035.1216	-0.000464		
1035.2421	-0.000473		
1035.3627	-0.000467		
1035.4832	-0.000452		
1035.6037	-0.000434		
1035.7243	-0.00042		
1035.8448	-0.000414		
1035.9653	-0.000413		
1036.0859	-0.000413		
1036.2064	-0.00041		
1036.3269	-0.000402		
1036.4475	-0.000392		
1036.568	-0.000385		
1036.6885	-0.000387		
1036.809	-0.0004		
1036.9296	-0.000422		
1037.0501	-0.000446		
1037.1706	-0.000462		
1037.2912	-0.000463		
1037.4117	-0.000447		
1037.5322	-0.000417		
1037.6528	-0.000378		
1037.7733	-0.00034		
1037.8938	-0.000307		
1038.0144	-0.000283		
1038.1349	-0.000267		
1038.2554	-0.000259		
1038.376	-0.000258		
1038.4965	-0.000266		
1038.617	-0.000286		
1038.7375	-0.000319		
1038.8581	-0.000364		
1038.9786	-0.000418		
1039.0991	-0.000472		
1039.2197	-0.000519		
1039.3402	-0.000553		
1039.4607	-0.000571		
1039.5813	-0.000577		
1039.7018	-0.000577		
1039.8223	-0.000577		
1039.9429	-0.000581		
1040.0634	-0.000589		
1040.1839	-0.000596		
1040.3044	-0.000595		
1040.425	-0.00058		
1040.5455	-0.00055		
1040.666	-0.000504		
1040.7866	-0.00045		
1040.9071	-0.000395		
1041.0276	-0.000344		
1041.1482	-0.000303		
1041.2687	-0.000271		
1041.3892	-0.000246		
1041.5098	-0.000228		
1041.6303	-0.000214		
1041.7508	-0.000204		
1041.8714	-0.000199		
1041.9919	-0.000201		
1042.1124	-0.000209		
1042.2329	-0.000225		
1042.3535	-0.000245		
1042.474	-0.000268		
1042.5945	-0.000292		
1042.7151	-0.000317		
1042.8356	-0.00034		
1042.9561	-0.000361		
1043.0767	-0.000378		
1043.1972	-0.000389		
1043.3177	-0.000393		
1043.4383	-0.000389		
1043.5588	-0.000376		
1043.6793	-0.000358		
1043.7999	-0.000337		
1043.9204	-0.000315		
1044.0409	-0.000295		
1044.1614	-0.000277		
1044.282	-0.000262		
1044.4025	-0.00025		
1044.523	-0.000243		
1044.6436	-0.000245		
1044.7641	-0.000257		
1044.8846	-0.000281		
1045.0052	-0.00031		
1045.1257	-0.000339		
1045.2462	-0.000356		
1045.3668	-0.000354		
1045.4873	-0.000329		
1045.6078	-0.000282		
1045.7284	-0.000222		
1045.8489	-0.000164		
1045.9694	-0.000119		
1046.0899	-9.7E-5		
1046.2105	-9.8E-5		
1046.331	-0.000121		
1046.4515	-0.000157		
1046.5721	-0.000199		
1046.6926	-0.000241		
1046.8131	-0.000279		
1046.9337	-0.000312		
1047.0542	-0.00034		
1047.1747	-0.000361		
1047.2953	-0.000373		
1047.4158	-0.000374		
1047.5363	-0.000363		
1047.6569	-0.000343		
1047.7774	-0.00032		
1047.8979	-0.000301		
1048.0184	-0.000291		
1048.139	-0.000292		
1048.2595	-0.0003		
1048.38	-0.000308		
1048.5006	-0.000309		
1048.6211	-0.000299		
1048.7416	-0.000277		
1048.8622	-0.000248		
1048.9827	-0.00022		
1049.1032	-0.000198		
1049.2238	-0.000185		
1049.3443	-0.00018		
1049.4648	-0.000179		
1049.5853	-0.000177		
1049.7059	-0.000172		
1049.8264	-0.000168		
1049.9469	-0.000167		
1050.0675	-0.000176		
1050.188	-0.000197		
1050.3085	-0.00023		
1050.4291	-0.00027		
1050.5496	-0.000308		
1050.6701	-0.000338		
1050.7907	-0.000356		
1050.9112	-0.000361		
1051.0317	-0.000357		
1051.1523	-0.000347		
1051.2728	-0.000337		
1051.3933	-0.000327		
1051.5138	-0.000319		
1051.6344	-0.000309		
1051.7549	-0.000298		
1051.8754	-0.000286		
1051.996	-0.000274		
1052.1165	-0.000265		
1052.237	-0.000262		
1052.3576	-0.000265		
1052.4781	-0.00027		
1052.5986	-0.000274		
1052.7192	-0.000273		
1052.8397	-0.000264		
1052.9602	-0.000248		
1053.0808	-0.000228		
1053.2013	-0.000208		
1053.3218	-0.000194		
1053.4423	-0.000189		
1053.5629	-0.000192		
1053.6834	-0.000204		
1053.8039	-0.000221		
1053.9245	-0.000242		
1054.045	-0.000265		
1054.1655	-0.00029		
1054.2861	-0.000315		
1054.4066	-0.000338		
1054.5271	-0.000353		
1054.6477	-0.000355		
1054.7682	-0.00034		
1054.8887	-0.000307		
1055.0093	-0.00026		
1055.1298	-0.000208		
1055.2503	-0.000162		
1055.3708	-0.000132		
1055.4914	-0.000123		
1055.6119	-0.000131		
1055.7324	-0.00015		
1055.853	-0.000168		
1055.9735	-0.000179		
1056.094	-0.000179		
1056.2146	-0.000173		
1056.3351	-0.00017		
1056.4556	-0.000177		
1056.5762	-0.000197		
1056.6967	-0.000227		
1056.8172	-0.000257		
1056.9378	-0.000274		
1057.0583	-0.000271		
1057.1788	-0.000246		
1057.2993	-0.000207		
1057.4199	-0.000164		
1057.5404	-0.000131		
1057.6609	-0.000115		
1057.7815	-0.000114		
1057.902	-0.000121		
1058.0225	-0.000127		
1058.1431	-0.000125		
1058.2636	-0.000114		
1058.3841	-0.0001		
1058.5047	-9.1E-5		
1058.6252	-9.6E-5		
1058.7457	-0.000116		
1058.8662	-0.000146		
1058.9868	-0.000179		
1059.1073	-0.000204		
1059.2278	-0.000217		
1059.3484	-0.000218		
1059.4689	-0.000214		
1059.5894	-0.000211		
1059.71	-0.000214		
1059.8305	-0.000224		
1059.951	-0.000234		
1060.0716	-0.000239		
1060.1921	-0.000234		
1060.3126	-0.000217		
1060.4332	-0.000194		
1060.5537	-0.00017		
1060.6742	-0.000151		
1060.7947	-0.000139		
1060.9153	-0.000134		
1061.0358	-0.00013		
1061.1563	-0.000127		
1061.2769	-0.000123		
1061.3974	-0.000123		
1061.5179	-0.00013		
1061.6385	-0.000148		
1061.759	-0.000173		
1061.8795	-0.000197		
1062.0001	-0.00021		
1062.1206	-0.000204		
1062.2411	-0.000177		
1062.3617	-0.000135		
1062.4822	-9.1E-5		
1062.6027	-5.9E-5		
1062.7232	-4.7E-5		
1062.8438	-5.8E-5		
1062.9643	-8.5E-5		
1063.0848	-0.000114		
1063.2054	-0.000135		
1063.3259	-0.00014		
1063.4464	-0.000131		
1063.567	-0.000117		
1063.6875	-0.000105		
1063.808	-0.000104		
1063.9286	-0.000116		
1064.0491	-0.000135		
1064.1696	-0.000153		
1064.2902	-0.000164		
1064.4107	-0.000163		
1064.5312	-0.000154		
1064.6517	-0.000141		
1064.7723	-0.00013		
1064.8928	-0.000121		
1065.0133	-0.000113		
1065.1339	-0.000101		
1065.2544	-7.9E-5		
1065.3749	-4.7E-5		
1065.4955	-1.0E-5		
1065.616	2.2E-5		
1065.7365	3.9E-5		
1065.8571	3.5E-5		
1065.9776	1.0E-5		
1066.0981	-2.7E-5		
1066.2187	-6.2E-5		
1066.3392	-8.3E-5		
1066.4597	-8.2E-5		
1066.5802	-6.2E-5		
1066.7008	-3.2E-5		
1066.8213	-6.0E-6		
1066.9418	5.0E-6		
1067.0624	-3.0E-6		
1067.1829	-2.7E-5		
1067.3034	-5.8E-5		
1067.424	-8.5E-5		
1067.5445	-0.000102		
1067.665	-0.000108		
1067.7856	-0.00011		
1067.9061	-0.000116		
1068.0266	-0.000133		
1068.1471	-0.000159		
1068.2677	-0.00019		
1068.3882	-0.000215		
1068.5087	-0.000224		
1068.6293	-0.000214		
1068.7498	-0.000188		
1068.8703	-0.000153		
1068.9909	-0.000119		
1069.1114	-9.4E-5		
1069.2319	-8.0E-5		
1069.3525	-7.2E-5		
1069.473	-6.4E-5		
1069.5935	-5.1E-5		
1069.7141	-3.3E-5		
1069.8346	-1.6E-5		
1069.9551	-7.0E-6		
1070.0756	-1.0E-5		
1070.1962	-2.8E-5		
1070.3167	-5.4E-5		
1070.4372	-7.8E-5		
1070.5578	-9.3E-5		
1070.6783	-9.3E-5		
1070.7988	-7.9E-5		
1070.9194	-5.9E-5		
1071.0399	-4.1E-5		
1071.1604	-3.0E-5		
1071.281	-2.7E-5		
1071.4015	-2.8E-5		
1071.522	-2.9E-5		
1071.6426	-2.6E-5		
1071.7631	-2.1E-5		
1071.8836	-1.9E-5		
1072.0041	-2.6E-5		
1072.1247	-4.7E-5		
1072.2452	-7.7E-5		
1072.3657	-0.000109		
1072.4863	-0.000131		
1072.6068	-0.000136		
1072.7273	-0.000121		
1072.8479	-9.4E-5		
1072.9684	-6.4E-5		
1073.0889	-4.2E-5		
1073.2095	-3.3E-5		
1073.33	-3.8E-5		
1073.4505	-4.9E-5		
1073.5711	-6.0E-5		
1073.6916	-6.7E-5		
1073.8121	-7.0E-5		
1073.9326	-7.5E-5		
1074.0532	-8.6E-5		
1074.1737	-0.000106		
1074.2942	-0.000128		
1074.4148	-0.000145		
1074.5353	-0.000144		
1074.6558	-0.000123		
1074.7764	-8.3E-5		
1074.8969	-3.7E-5		
1075.0174	0		
1075.138	1.5E-5		
1075.2585	3.0E-6		
1075.379	-2.9E-5		
1075.4995	-6.9E-5		
1075.6201	-0.000101		
1075.7406	-0.000114		
1075.8611	-0.000106		
1075.9817	-8.2E-5		
1076.1022	-5.1E-5		
1076.2227	-2.1E-5		
1076.3433	3.0E-6		
1076.4638	2.4E-5		
1076.5843	4.5E-5		
1076.7049	7.3E-5		
1076.8254	0.000106		
1076.9459	0.000142		
1077.0665	0.000172		
1077.187	0.000192		
1077.3075	0.000198		
1077.428	0.000195		
1077.5486	0.000186		
1077.6691	0.000176		
1077.7896	0.000167		
1077.9102	0.000154		
1078.0307	0.000132		
1078.1512	9.6E-5		
1078.2718	4.6E-5		
1078.3923	-1.1E-5		
1078.5128	-6.2E-5		
1078.6334	-9.6E-5		
1078.7539	-0.000105		
1078.8744	-8.9E-5		
1078.995	-5.4E-5		
1079.1155	-1.4E-5		
1079.236	2.0E-5		
1079.3565	3.9E-5		
1079.4771	4.2E-5		
1079.5976	3.6E-5		
1079.7181	2.7E-5		
1079.8387	2.3E-5		
1079.9592	2.6E-5		
1080.0797	3.6E-5		
1080.2003	4.9E-5		
1080.3208	6.1E-5		
1080.4413	6.9E-5		
1080.5619	7.5E-5		
1080.6824	7.9E-5		
1080.8029	8.3E-5		
1080.9235	8.6E-5		
1081.044	8.5E-5		
1081.1645	8.0E-5		
1081.285	6.9E-5		
1081.4056	5.7E-5		
1081.5261	5.0E-5		
1081.6466	5.5E-5		
1081.7672	7.6E-5		
1081.8877	0.000113		
1082.0082	0.000158		
1082.1288	0.000199		
1082.2493	0.000224		
1082.3698	0.000225		
1082.4904	0.000199		
1082.6109	0.000154		
1082.7314	9.8E-5		
1082.852	4.5E-5		
1082.9725	1.0E-6		
1083.093	-3.0E-5		
1083.2135	-5.0E-5		
1083.3341	-6.3E-5		
1083.4546	-7.2E-5		
1083.5751	-7.8E-5		
1083.6957	-7.7E-5		
1083.8162	-6.4E-5		
1083.9367	-3.8E-5		
1084.0573	0		
1084.1778	4.1E-5		
1084.2983	7.5E-5		
1084.4189	9.1E-5		
1084.5394	8.7E-5		
1084.6599	6.4E-5		
1084.7804	3.3E-5		
1084.901	6.0E-6		
1085.0215	-9.0E-6		
1085.142	-7.0E-6		
1085.2626	7.0E-6		
1085.3831	2.2E-5		
1085.5036	3.1E-5		
1085.6242	2.7E-5		
1085.7447	1.2E-5		
1085.8652	-8.0E-6		
1085.9858	-2.3E-5		
1086.1063	-2.5E-5		
1086.2268	-1.4E-5		
1086.3474	8.0E-6		
1086.4679	3.3E-5		
1086.5884	5.4E-5		
1086.7089	6.5E-5		
1086.8295	6.8E-5		
1086.95	6.7E-5		
1087.0705	6.7E-5		
1087.1911	7.0E-5		
1087.3116	7.6E-5		
1087.4321	8.3E-5		
1087.5527	8.6E-5		
1087.6732	8.3E-5		
1087.7937	7.8E-5		
1087.9143	7.3E-5		
1088.0348	7.2E-5		
1088.1553	7.7E-5		
1088.2759	8.6E-5		
1088.3964	9.3E-5		
1088.5169	9.5E-5		
1088.6374	8.8E-5		
1088.758	7.6E-5		
1088.8785	6.3E-5		
1088.999	5.4E-5		
1089.1196	5.4E-5		
1089.2401	6.0E-5		
1089.3606	6.6E-5		
1089.4812	6.5E-5		
1089.6017	5.1E-5		
1089.7222	2.7E-5		
1089.8428	-1.0E-6		
1089.9633	-2.2E-5		
1090.0838	-2.8E-5		
1090.2044	-1.4E-5		
1090.3249	1.6E-5		
1090.4454	5.4E-5		
1090.5659	8.7E-5		
1090.6865	0.000109		
1090.807	0.000118		
1090.9275	0.000119		
1091.0481	0.00012		
1091.1686	0.000128		
1091.2891	0.000144		
1091.4097	0.000166		
1091.5302	0.000185		
1091.6507	0.000195		
1091.7713	0.000192		
1091.8918	0.00018		
1092.0123	0.000165		
1092.1329	0.000156		
1092.2534	0.000161		
1092.3739	0.000179		
1092.4944	0.000204		
1092.615	0.000229		
1092.7355	0.000244		
1092.856	0.000245		
1092.9766	0.000233		
1093.0971	0.000211		
1093.2176	0.000189		
1093.3382	0.000171		
1093.4587	0.000159		
1093.5792	0.000153		
1093.6998	0.000149		
1093.8203	0.000143		
1093.9408	0.000134		
1094.0613	0.000124		
1094.1819	0.000115		
1094.3024	0.000113		
1094.4229	0.000118		
1094.5435	0.000129		
1094.664	0.000141		
1094.7845	0.000147		
1094.9051	0.000143		
1095.0256	0.000125		
1095.1461	9.7E-5		
1095.2667	6.4E-5		
1095.3872	3.1E-5		
1095.5077	5.0E-6		
1095.6283	-1.1E-5		
1095.7488	-1.5E-5		
1095.8693	-9.0E-6		
1095.9898	5.0E-6		
1096.1104	2.5E-5		
1096.2309	4.9E-5		
1096.3514	7.7E-5		
1096.472	0.000108		
1096.5925	0.00014		
1096.713	0.000169		
1096.8336	0.000194		
1096.9541	0.000212		
1097.0746	0.000222		
1097.1952	0.000227		
1097.3157	0.00023		
1097.4362	0.000233		
1097.5568	0.00024		
1097.6773	0.00025		
1097.7978	0.00026		
1097.9183	0.000269		
1098.0389	0.000274		
1098.1594	0.000275		
1098.2799	0.000273		
1098.4005	0.000271		
1098.521	0.000269		
1098.6415	0.000265		
1098.7621	0.000257		
1098.8826	0.000241		
1099.0031	0.000216		
1099.1237	0.000184		
1099.2442	0.000151		
1099.3647	0.000126		
1099.4853	0.000114		
1099.6058	0.00012		
1099.7263	0.00014		
1099.8468	0.000168		
1099.9674	0.000196		
1100.0879	0.000218		
1100.2084	0.000231		
1100.329	0.000239		
1100.4495	0.000246		
1100.57	0.000255		
1100.6906	0.000265		
1100.8111	0.000271		
1100.9316	0.000266		
1101.0522	0.000247		
1101.1727	0.000213		
1101.2932	0.000171		
1101.4138	0.000133		
1101.5343	0.00011		
1101.6548	0.000107		
1101.7753	0.000123		
1101.8959	0.000149		
1102.0164	0.000176		
1102.1369	0.000192		
1102.2575	0.000196		
1102.378	0.000191		
1102.4985	0.000184		
1102.6191	0.000184		
1102.7396	0.000194		
1102.8601	0.000212		
1102.9807	0.000233		
1103.1012	0.000249		
1103.2217	0.000259		
1103.3422	0.000265		
1103.4628	0.000272		
1103.5833	0.000287		
1103.7038	0.000312		
1103.8244	0.000343		
1103.9449	0.000372		
1104.0654	0.000386		
1104.186	0.000379		
1104.3065	0.000349		
1104.427	0.000304		
1104.5476	0.000256		
1104.6681	0.000216		
1104.7886	0.000193		
1104.9092	0.000189		
1105.0297	0.000199		
1105.1502	0.000216		
1105.2707	0.000234		
1105.3913	0.00025		
1105.5118	0.000266		
1105.6323	0.000282		
1105.7529	0.0003		
1105.8734	0.000318		
1105.9939	0.000332		
1106.1145	0.000337		
1106.235	0.000332		
1106.3555	0.000318		
1106.4761	0.000302		
1106.5966	0.000291		
1106.7171	0.000291		
1106.8377	0.000303		
1106.9582	0.000319		
1107.0787	0.000332		
1107.1992	0.000331		
1107.3198	0.000313		
1107.4403	0.000279		
1107.5608	0.000237		
1107.6814	0.000198		
1107.8019	0.000174		
1107.9224	0.000171		
1108.043	0.00019		
1108.1635	0.000226		
1108.284	0.00027		
1108.4046	0.000312		
1108.5251	0.000345		
1108.6456	0.000365		
1108.7662	0.000371		
1108.8867	0.000363		
1109.0072	0.000342		
1109.1277	0.000312		
1109.2483	0.000274		
1109.3688	0.000233		
1109.4893	0.000192		
1109.6099	0.000159		
1109.7304	0.00014		
1109.8509	0.000138		
1109.9715	0.000154		
1110.092	0.000185		
1110.2125	0.000225		
1110.3331	0.000265		
1110.4536	0.0003		
1110.5741	0.000324		
1110.6946	0.000336		
1110.8152	0.000339		
1110.9357	0.000337		
1111.0562	0.00033		
1111.1768	0.000323		
1111.2973	0.000315		
1111.4178	0.000307		
1111.5384	0.0003		
1111.6589	0.000295		
1111.7794	0.000295		
1111.9	0.000302		
1112.0205	0.000315		
