Reference:	"Hudson et al. (2021)"
DOI:	"doi:https://doi.org/10.1016/j.icarus.2020.114033"
Sample Type:	"Ice"
Composition:	"C3H6 (1)"
Temperature:	"65K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/164"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
500.0235	1.5015		-0.00218923		
500.0838	1.5015		0.00518276		
500.144	1.5023		0.0136305		
500.2043	1.5015		0.02202865		
500.2646	1.4967		0.02940207		
500.3248	1.4908		0.0347971		
500.3851	1.4833		0.03799033		
500.4454	1.4761		0.03900873		
500.5056	1.4688		0.03833127		
500.5659	1.4624		0.03628671		
500.6261	1.4562		0.03311722		
500.6864	1.4508		0.02868659		
500.7467	1.4459		0.02282474		
500.8069	1.4425		0.01542551		
500.8672	1.441		0.00680457		
500.9275	1.4423		-0.0023515		
500.9877	1.4462		-0.0110543		
501.048	1.4528		-0.01834704		
501.1083	1.4611		-0.02350068		
501.1685	1.4708		-0.02615156		
501.2288	1.4806		-0.02620929		
501.2891	1.4905		-0.02372322		
501.3493	1.4996		-0.01874121		
501.4096	1.5076		-0.01131876		
501.4699	1.5135		-0.00160728		
501.5301	1.5169		0.00994691		
501.5904	1.5166		0.02251521		
501.6507	1.5124		0.0348349		
501.7109	1.5044		0.04542911		
501.7712	1.4935		0.05284434		
501.8315	1.4809		0.05610095		
501.8917	1.4687		0.05494653		
501.952	1.4586		0.0500924		
502.0123	1.4518		0.04300864		
502.0725	1.4486		0.03557328		
502.1328	1.4484		0.02941769		
502.1931	1.4496		0.02549788		
502.2533	1.4509		0.02384963		
502.3136	1.451		0.02379476		
502.3738	1.4495		0.02424826		
502.4341	1.4462		0.0241291		
502.4944	1.442		0.02259299		
502.5546	1.4373		0.01920378		
502.6149	1.4333		0.01389911		
502.6752	1.4305		0.00695269		
502.7354	1.4297		-0.0011485		
502.7957	1.431		-0.00975352		
502.856	1.4348		-0.0181161		
502.9162	1.4409		-0.02543776		
502.9765	1.4489		-0.0309822		
503.0368	1.4581		-0.03419393		
503.097	1.4678		-0.0348271		
503.1573	1.477		-0.03298476		
503.2176	1.4851		-0.0290745		
503.2778	1.4917		-0.02366856		
503.3381	1.4967		-0.01734321		
503.3984	1.5001		-0.0105377		
503.4586	1.5022		-0.00350826		
503.5189	1.5029		0.00363989		
503.5792	1.5024		0.01083388		
503.6394	1.5004		0.01792749		
503.6997	1.4969		0.02459086		
503.76	1.4917		0.03034012		
503.8202	1.4851		0.03459354		
503.8805	1.4775		0.03687172		
503.9408	1.4699		0.03692844		
504.001	1.4628		0.03488437		
504.0613	1.457		0.03116974		
504.1216	1.4527		0.02642107		
504.1818	1.4501		0.02127163		
504.2421	1.4489		0.01623142		
504.3023	1.4488		0.01159518		
504.3626	1.4496		0.00749234		
504.4229	1.4509		0.00392863		
504.4831	1.4526		0.00089504		
504.5434	1.4547		-0.00162208		
504.6037	1.457		-0.0036405		
504.6639	1.4593		-0.00523912		
504.7242	1.4616		-0.00654934		
504.7845	1.4641		-0.00770498		
504.8447	1.4669		-0.00872485		
504.905	1.4701		-0.0094259		
504.9653	1.474		-0.00941843		
505.0255	1.4782		-0.00823454		
505.0858	1.4821		-0.0055436		
505.1461	1.485		-0.00140038		
505.2063	1.4861		0.00364217		
505.2666	1.4851		0.00858781		
505.3269	1.482		0.01227489		
505.3871	1.4779		0.0137453		
505.4474	1.474		0.01264381		
505.5077	1.4719		0.00943214		
505.5679	1.4725		0.00536942		
505.6282	1.4761		0.00214181		
505.6885	1.4817		0.00132025		
505.7487	1.488		0.00380118		
505.809	1.493		0.00953289		
505.8693	1.4954		0.0175503		
505.9295	1.4942		0.02631569		
505.9898	1.4897		0.03414918		
506.05	1.4827		0.03969504		
506.1103	1.4746		0.04222325		
506.1706	1.4669		0.04180449		
