Reference:	"Mastrapa et al. (2009)"
DOI:	"doi:doi:10.1088/0004-637X/701/2/1347"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"80K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/246"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
22.227409	1.7718137		0.166899		
22.179835	1.7180963		0.167469		
22.132463	1.68975		0.169881		
22.085294	1.6692516		0.169747		
22.038325	1.6532538		0.169182		
21.991556	1.6405913		0.167049		
21.944984	1.6295389		0.167452		
21.89861	1.6187635		0.166029		
21.852431	1.6097778		0.162349		
21.806447	1.6018645		0.160838		
21.760655	1.5942835		0.157464		
21.715056	1.5879866		0.153525		
21.669647	1.5818877		0.151014		
21.624427	1.5767032		0.144921		
21.579397	1.573164		0.140432		
21.534553	1.5702316		0.135786		
21.489895	1.568456		0.130481		
21.445422	1.5677847		0.126253		
21.401133	1.5683157		0.121807		
21.357026	1.5691079		0.120692		
21.313101	1.569267		0.119118		
21.269356	1.5695466		0.117556		
21.22579	1.5700845		0.11629		
21.182402	1.5707425		0.115743		
21.139192	1.5707046		0.116506		
21.096157	1.570454		0.115422		
21.053297	1.5702502		0.11567		
21.010611	1.570027		0.114578		
20.968098	1.5702355		0.114131		
20.925756	1.5704639		0.114006		
20.883585	1.5702769		0.114543		
20.841584	1.5702473		0.113512		
20.799751	1.5704315		0.114015		
20.758086	1.5702646		0.114031		
20.716587	1.57026		0.113717		
20.675254	1.5703234		0.113863		
20.634086	1.5703874		0.113718		
20.593081	1.5706442		0.113669		
20.552239	1.5708212		0.114156		
20.511559	1.570829		0.114375		
20.471039	1.5710361		0.114326		
20.430679	1.5709496		0.115348		
20.390478	1.5711261		0.114367		
20.350435	1.5716248		0.115464		
20.310549	1.5714047		0.116395		
20.270819	1.5713253		0.115996		
20.231244	1.5716517		0.116366		
20.191823	1.5716962		0.117194		
20.152555	1.5716921		0.117199		
20.11344	1.5718656		0.117509		
20.074477	1.5724057		0.117233		
20.035664	1.5731752		0.118157		
19.997001	1.573414		0.119561		
19.958487	1.5737508		0.119713		
19.920121	1.5739164		0.121677		
19.881902	1.5737811		0.122095		
19.84383	1.5737634		0.12332		
19.805903	1.5734198		0.124294		
19.76812	1.5733668		0.124316		
19.730482	1.5737671		0.125088		
19.692987	1.5736384		0.127001		
19.655634	1.5734576		0.127101		
19.618422	1.5735895		0.128468		
19.581351	1.5731056		0.130171		
19.54442	1.572734		0.130284		
19.507628	1.572454		0.131876		
19.470974	1.5720232		0.132369		
19.434458	1.5716989		0.133564		
19.398078	1.5710574		0.134686		
19.361834	1.570615		0.134942		
19.325726	1.5702038		0.136304		
19.289752	1.5694926		0.137098		
19.253911	1.5689014		0.137661		
19.218204	1.5683241		0.138503		
19.182629	1.5677479		0.139059		
19.147185	1.5671648		0.139924		
19.111872	1.5662888		0.140848		
19.076689	1.5656365		0.140687		
19.041635	1.5650172		0.141794		
19.00671	1.5641558		0.141941		
18.971913	1.5638426		0.141658		
18.937242	1.5633293		0.143079		
18.902699	1.5626332		0.142816		
18.868281	1.5621842		0.14345		
18.833988	1.5615		0.143863		
18.79982	1.5611391		0.143542		
18.765775	1.5606459		0.144671		
18.731854	1.5601898		0.14407		
18.698055	1.5600507		0.144825		
18.664378	1.5593553		0.145723		
18.630821	1.5589087		0.145113		
18.597386	1.5584115		0.146366		
18.56407	1.5577226		0.14583		
18.530873	1.557665		0.145663		
18.497795	1.5571802		0.146896		
18.464834	1.5568073		0.145866		
18.431991	1.5567411		0.146774		
18.399264	1.5562548		0.146986		
18.366654	1.5561176		0.146683		
18.334159	1.5556211		0.147974		
18.301778	1.5553103		0.146672		
18.269512	1.5553542		0.147673		
18.23736	1.5549035		0.147819		
18.20532	1.5548836		0.147343		
18.173393	1.5545516		0.148646		
18.141577	1.5543115		0.147441		
18.109873	1.5544858		0.14821		
18.078279	1.5542165		0.148489		
18.046796	1.5542848		0.148048		
18.015422	1.5542756		0.149058		
17.984156	1.5540335		0.148926		
17.952999	1.5539807		0.149181		
17.92195	1.5537893		0.149467		
17.891008	1.5539417		0.148926		
17.860173	1.5540098		0.15		
17.829444	1.5538977		0.149676		
17.79882	1.5541998		0.149844		
17.768302	1.5540234		0.151042		
17.737888	1.5540333		0.150135		
17.707578	1.5540469		0.151565		
17.677371	1.5538019		0.150977		
17.647267	1.5542116		0.15088		
17.617265	1.5542443		0.152076		
17.587366	1.554343		0.15139		
17.557567	1.5544473		0.152678		
17.52787	1.5543659		0.152243		
17.498272	1.5547597		0.152465		
17.468775	1.5547527		0.153526		
17.439377	1.5548722		0.152922		
17.410077	1.5551288		0.153954		
17.380876	1.5551781		0.153962		
17.351773	1.55546		0.154351		
17.322767	1.5553489		0.155349		
17.293858	1.5554874		0.154594		
17.265045	1.5557682		0.155703		
17.236328	1.5559515		0.155405		
17.207706	1.5564022		0.156073		
17.179179	1.55634		0.157099		
17.150747	1.5566568		0.156294		
17.122409	1.5569509		0.157994		
17.094164	1.5569048		0.157735		
17.066012	1.557281		0.158146		
17.037952	1.5573227		0.159048		
17.009985	1.5577984		0.158251		
16.98211	1.5582149		0.160113		
16.954325	1.5581459		0.160101		
16.926632	1.5585462		0.160334		
16.899029	1.5586533		0.161472		
16.871515	1.5591214		0.160695		
16.844092	1.5595376		0.162638		
16.816757	1.5595899		0.162463		
16.78951	1.5600885		0.163119		
16.762352	1.5600378		0.164539		
16.735282	1.5602617		0.163781		
16.708299	1.5605067		0.165479		
16.681402	1.5606971		0.164772		
16.654593	1.5615024		0.165485		
16.627869	1.5618159		0.166846		
16.601231	1.562133		0.166961		
16.574678	1.5622062		0.168635		
16.548209	1.5623882		0.167995		
16.521826	1.5629881		0.169137		
16.495526	1.5631478		0.169981		
16.46931	1.5637122		0.16986		
16.443177	1.5640558		0.171828		
16.417127	1.5641991		0.171751		
16.391159	1.5644837		0.173083		
16.365273	1.5645933		0.17338		
16.339469	1.5652116		0.173616		
16.313746	1.5654481		0.175464		
16.288104	1.5657787		0.175008		
16.262543	1.5662189		0.17686		
16.237062	1.5662835		0.177191		
16.21166	1.5668024		0.177679		
16.186338	1.5669661		0.179301		
16.161094	1.5673962		0.178805		
16.135929	1.5679314		0.180785		
16.110843	1.5680252		0.181289		
16.085834	1.5683846		0.182098		
16.060903	1.5684378		0.183372		
16.036049	1.5689213		0.182896		
16.011272	1.5694333		0.18487		
15.986572	1.5697685		0.184859		
15.961947	1.5704123		0.186166		
15.937398	1.5705845		0.18747		
15.912925	1.5711636		0.187384		
15.888527	1.5715271		0.18972		
15.864203	1.5718193		0.189411		
15.839954	1.5725116		0.191005		
15.815778	1.572806		0.192089		
15.791677	1.5733823		0.192697		
15.767648	1.5736152		0.194783		
15.743693	1.5741117		0.194393		
15.719811	1.5747324		0.196779		
15.696	1.5749577		0.197331		
15.672262	1.5756668		0.19837		
15.648596	1.5759714		0.200454		
15.625	1.5764332		0.200708		
