Reference:	"Mastrapa et al. (2009)"
DOI:	"doi:doi:10.1088/0004-637X/701/2/1347"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"60K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/245"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
22.227409	1.7509122		0.12337		
22.179835	1.7116712		0.123992		
22.132463	1.6920386		0.123001		
22.085294	1.6797518		0.121843		
22.038325	1.6717817		0.120878		
21.991556	1.6649127		0.123902		
21.944984	1.6581109		0.123988		
21.89861	1.6524513		0.123995		
21.852431	1.6485363		0.122204		
21.806447	1.6452844		0.124117		
21.760655	1.6414929		0.124601		
21.715056	1.6381002		0.124734		
21.669647	1.635332		0.124428		
21.624427	1.6329542		0.124899		
21.579397	1.6307199		0.125192		
21.534553	1.6282451		0.126344		
21.489895	1.6259869		0.125688		
21.445422	1.6243529		0.126127		
21.401133	1.6220473		0.12764		
21.357026	1.6197134		0.126692		
21.313101	1.6183653		0.126159		
21.269356	1.6165052		0.127521		
21.22579	1.6149129		0.125463		
21.182402	1.6146458		0.125098		
21.139192	1.613551		0.127027		
21.096157	1.6122099		0.125876		
21.053297	1.6116969		0.125889		
21.010611	1.6107603		0.126813		
20.968098	1.6100845		0.125787		
20.925756	1.6097736		0.126652		
20.883585	1.6087753		0.127413		
20.841584	1.608514		0.125896		
20.799751	1.608562		0.127563		
20.758086	1.6077933		0.128214		
20.716587	1.6076549		0.127657		
20.675254	1.6071918		0.129993		
20.634086	1.6060904		0.129892		
20.593081	1.6059275		0.129438		
20.552239	1.605263		0.131647		
20.511559	1.60442		0.130566		
20.471039	1.604422		0.130954		
20.430679	1.6036319		0.132461		
20.390478	1.6036043		0.130228		
20.350435	1.6041552		0.132254		
20.310549	1.6036395		0.133103		
20.270819	1.6039534		0.132255		
20.231244	1.6037761		0.135402		
20.191823	1.6030863		0.134573		
20.152555	1.6034314		0.135062		
20.11344	1.6031221		0.137082		
20.074477	1.6028947		0.136472		
20.035664	1.6032265		0.137815		
19.997001	1.6026948		0.139708		
19.958487	1.6026955		0.138891		
19.920121	1.6022498		0.142358		
19.881902	1.6014004		0.141211		
19.84383	1.6020953		0.141437		
19.805903	1.6016931		0.144985		
19.76812	1.6010904		0.143996		
19.730482	1.6009995		0.146319		
19.692987	1.5996848		0.147946		
19.655634	1.59942		0.146202		
19.618422	1.5993379		0.149128		
19.581351	1.5987192		0.148743		
19.54442	1.5991095		0.149448		
19.507628	1.5982171		0.15305		
19.470974	1.5976245		0.151217		
19.434458	1.5973197		0.154819		
19.398078	1.5953468		0.155887		
19.361834	1.5950611		0.153457		
19.325726	1.5946215		0.157318		
19.289752	1.593709		0.155548		
19.253911	1.5941444		0.156702		
19.218204	1.5928562		0.160228		
19.182629	1.5918022		0.158032		
19.147185	1.5914355		0.160425		
19.111872	1.5900607		0.160767		
19.076689	1.5900933		0.159143		
19.041635	1.5896544		0.162762		
19.00671	1.5885194		0.161709		
18.971913	1.5882085		0.162752		
18.937242	1.5867126		0.164674		
18.902699	1.586166		0.161868		
18.868281	1.5859987		0.164555		
18.833988	1.5852917		0.163419		
18.79982	1.5855895		0.163907		
18.765775	1.5845856		0.166727		
18.731854	1.5840055		0.164367		
18.698055	1.5836061		0.167394		
18.664378	1.5824428		0.166383		
18.630821	1.5826191		0.165892		
18.597386	1.5818907		0.168613		
18.56407	1.5813508		0.166431		
18.530873	1.5812105		0.1688		
18.497795	1.5799585		0.168954		
18.464834	1.5799484		0.167273		
18.431991	1.5794475		0.170134		
18.399264	1.5790597		0.167519		
18.366654	1.5795234		0.16939		
18.334159	1.5785341		0.170735		
18.301778	1.5784931		0.168685		
18.269512	1.5780134		0.172138		
18.23736	1.5771873		0.169747		
18.20532	1.5776		0.170463		
18.173393	1.5769785		0.171782		
18.141577	1.5774567		0.169244		
18.109873	1.577563		0.1733		
18.078279	1.5766667		0.171947		
18.046796	1.5768765		0.172373		
18.015422	1.576159		0.174076		
17.984156	1.5765547		0.171249		
17.952999	1.5767018		0.175509		
17.92195	1.5754947		0.174581		
17.891008	1.5756695		0.174067		
17.860173	1.5748955		0.176606		
17.829444	1.5747268		0.173394		
17.79882	1.5750797		0.175995		
17.768302	1.5747308		0.174895		
17.737888	1.5756693		0.17459		
17.707578	1.5752373		0.178125		
17.677371	1.5749528		0.175349		
17.647267	1.5752982		0.177896		
17.617265	1.5747325		0.177554		
17.587366	1.5754458		0.176638		
17.557567	1.5751526		0.180154		
17.52787	1.5749324		0.177517		
17.498272	1.5753096		0.180095		
17.468775	1.5745538		0.18015		
17.439377	1.5751372		0.178582		
17.410077	1.5751671		0.18171		
17.380876	1.5754357		0.179095		
17.351773	1.5761128		0.182263		
17.322767	1.5753942		0.182721		
17.293858	1.575811		0.181663		
17.265045	1.5755061		0.184947		
17.236328	1.5754597		0.182225		
17.207706	1.5759474		0.185045		
17.179179	1.5755652		0.184673		
17.150747	1.5761654		0.184586		
17.122409	1.5757582		0.187408		
17.094164	1.5757962		0.18481		
17.066012	1.5763734		0.187361		
17.037952	1.5764362		0.186641		
17.009985	1.5774216		0.187261		
16.98211	1.5771182		0.190433		
16.954325	1.5769964		0.18862		
16.926632	1.5771061		0.191399		
16.899029	1.5767718		0.190448		
16.871515	1.5775367		0.190693		
16.844092	1.5776062		0.192844		
16.816757	1.5779809		0.191765		
16.78951	1.5779972		0.195068		
16.762352	1.5775284		0.193972		
16.735282	1.5781265		0.194482		
16.708299	1.5781614		0.19599		
16.681402	1.5789851		0.194592		
16.654593	1.5794708		0.198355		
16.627869	1.5791522		0.197962		
16.601231	1.5793673		0.199403		
16.574678	1.5788615		0.200682		
16.548209	1.5793104		0.199173		
16.521826	1.5797326		0.202088		
16.495526	1.5799778		0.201132		
16.46931	1.5805473		0.203539		
16.443177	1.5799837		0.204963		
16.417127	1.5802097		0.20399		
16.391159	1.5803121		0.206642		
16.365273	1.5806217		0.205184		
16.339469	1.5813908		0.207713		
16.313746	1.5811619		0.208888		
16.288104	1.5815019		0.208931		
16.262543	1.5812103		0.211857		
16.237062	1.5812573		0.210099		
16.21166	1.581807		0.212662		
16.186338	1.5819078		0.212595		
16.161094	1.5827856		0.213529		
16.135929	1.5824699		0.216884		
16.110843	1.5824002		0.215367		
16.085834	1.5825923		0.218373		
16.060903	1.582586		0.217478		
16.036049	1.583499		0.218866		
16.011272	1.5834082		0.221387		
15.986572	1.5836833		0.220729		
15.961947	1.5835756		0.224345		
15.937398	1.5833205		0.223052		
15.912925	1.5839006		0.224878		
15.888527	1.5839042		0.225869		
15.864203	1.5848618		0.225493		
15.839954	1.5850656		0.229589		
15.815778	1.5850842		0.22844		
15.791677	1.5855941		0.231368		
15.767648	1.5854439		0.232037		
15.743693	1.5861882		0.232542		
15.719811	1.5862008		0.235973		
15.696	1.5864977		0.23498		
15.672262	1.5868255		0.238912		
15.648596	1.5864718		0.239083		
15.625	1.5868944		0.240569		
15.601476	1.5866277		0.242998		
15.578023	1.5871913		0.242122		
15.55464	1.5873595		0.246775		
15.531327	1.5869506		0.246304		
15.508084	1.5872672		0.248732		
15.48491	1.5867937		0.250573		
15.461806	1.5871955		0.250305		
