Reference:	"Gerakines et al. (2024)"
DOI:	"doi:https://doi.org/10.1016/j.icarus.2024.116007"
Sample Type:	"Ice"
Composition:	"NH4CN (1)"
Temperature:	"125K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/69"
A₁ Caption:	Absorption spectrum of NH4CN ice with a thickness of 0.11 μm
A₁ Error Units:	Not Applicable
A₂ Caption:	Absorption spectrum of NH4CN ice with a thickness of 0.22 μm
A₂ Error Units:	Not Applicable
A₃ Caption:	Absorption spectrum of NH4CN ice with a thickness of 0.43 μm
A₃ Error Units:	Not Applicable
A₄ Caption:	Absorption spectrum of NH4CN ice with a thickness of 0.86 μm
A₄ Error Units:	Not Applicable
A₅ Caption:	Absorption spectrum of NH4CN ice with a thickness of 1.73 μm
A₅ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	"A₂"	"DA₂  (+/-)"	"A₃"	"DA₃  (+/-)"	"A₄"	"DA₄  (+/-)"	"A₅"	"DA₅  (+/-)"	
2072.7744	0.00683		0.01084		0.02804		0.04692		0.10342		
2072.8949	0.00685		0.01088		0.02814		0.04707		0.10373		
2073.0155	0.00686		0.01092		0.02824		0.04723		0.10405		
2073.136	0.00687		0.01096		0.02835		0.0474		0.10437		
2073.2565	0.00689		0.011		0.02846		0.04756		0.10469		
2073.3771	0.0069		0.01105		0.02857		0.04773		0.10502		
2073.4976	0.00692		0.01109		0.02868		0.04789		0.10534		
2073.6181	0.00694		0.01113		0.02878		0.04806		0.10566		
2073.7386	0.00696		0.01117		0.02889		0.04823		0.10597		
2073.8592	0.00698		0.01121		0.029		0.0484		0.10628		
2073.9797	0.007		0.01125		0.02911		0.04858		0.1066		
2074.1002	0.00703		0.0113		0.02922		0.04875		0.10693		
2074.2208	0.00705		0.01134		0.02933		0.04893		0.10727		
2074.3413	0.00707		0.0114		0.02945		0.04912		0.10762		
2074.4618	0.0071		0.01146		0.02957		0.04931		0.10798		
2074.5824	0.00712		0.01153		0.02969		0.0495		0.10834		
2074.7029	0.00714		0.01159		0.0298		0.04969		0.10871		
2074.8234	0.00717		0.01166		0.02992		0.04989		0.10907		
2074.944	0.0072		0.01172		0.03004		0.0501		0.10942		
2075.0645	0.00724		0.01179		0.03016		0.0503		0.10978		
2075.185	0.00728		0.01185		0.03029		0.05051		0.11013		
2075.3056	0.00732		0.01191		0.03041		0.05071		0.11049		
2075.4261	0.00735		0.01196		0.03054		0.05091		0.11085		
2075.5466	0.00738		0.01202		0.03066		0.05111		0.11121		
2075.6671	0.00741		0.01208		0.03079		0.05132		0.11158		
2075.7877	0.00744		0.01214		0.03092		0.05152		0.11196		
2075.9082	0.00747		0.0122		0.03105		0.05174		0.11236		
2076.0287	0.00751		0.01226		0.0312		0.05197		0.11276		
2076.1493	0.00755		0.01233		0.03135		0.0522		0.11317		
2076.2698	0.0076		0.0124		0.03151		0.05244		0.11359		
2076.3903	0.00764		0.01248		0.03167		0.05268		0.11402		
2076.5109	0.00768		0.01255		0.03183		0.05292		0.11446		
2076.6314	0.00772		0.01262		0.03198		0.05317		0.1149		
2076.7519	0.00775		0.01269		0.03213		0.05341		0.11534		
2076.8725	0.00778		0.01275		0.03228		0.05366		0.11579		
2076.993	0.00781		0.01282		0.03242		0.05392		0.11624		
2077.1135	0.00784		0.01289		0.03257		0.05418		0.11671		
2077.2341	0.00787		0.01296		0.03272		0.05444		0.11719		
2077.3546	0.0079		0.01304		0.03289		0.05471		0.11768		
2077.4751	0.00794		0.01313		0.03306		0.05498		0.11819		
2077.5956	0.00798		0.01323		0.03323		0.05526		0.11871		
2077.7162	0.00802		0.01332		0.03341		0.05555		0.11925		
2077.8367	0.00806		0.01341		0.0336		0.05584		0.11981		
2077.9572	0.00811		0.01351		0.03378		0.05614		0.12038		
2078.0778	0.00816		0.0136		0.03397		0.05645		0.12098		
2078.1983	0.00822		0.0137		0.03417		0.05677		0.12159		
2078.3188	0.00827		0.01379		0.03437		0.0571		0.12222		
2078.4394	0.00833		0.0139		0.03459		0.05744		0.12287		
2078.5599	0.00839		0.01401		0.03481		0.0578		0.12355		
2078.6804	0.00844		0.01413		0.03505		0.05817		0.12425		
2078.801	0.0085		0.01425		0.0353		0.05856		0.12498		
2078.9215	0.00857		0.01438		0.03557		0.05897		0.12574		
2079.042	0.00865		0.01452		0.03585		0.0594		0.12654		
2079.1626	0.00873		0.01466		0.03615		0.05985		0.12738		
2079.2831	0.00883		0.01482		0.03646		0.06032		0.12826		
2079.4036	0.00892		0.01499		0.03678		0.06081		0.12917		
2079.5241	0.00902		0.01517		0.03712		0.06132		0.13011		
2079.6447	0.00911		0.01536		0.03747		0.06184		0.1311		
2079.7652	0.0092		0.01555		0.03783		0.06238		0.13211		
2079.8857	0.0093		0.01574		0.03821		0.06293		0.13316		
2080.0063	0.0094		0.01593		0.03859		0.0635		0.13425		
2080.1268	0.00951		0.01613		0.039		0.06409		0.13537		
2080.2473	0.00963		0.01633		0.03943		0.06469		0.13654		
2080.3679	0.00977		0.01655		0.03989		0.06532		0.13774		
2080.4884	0.00991		0.01678		0.04037		0.06597		0.13898		
2080.6089	0.01006		0.01703		0.04089		0.06663		0.14025		
2080.7295	0.01023		0.01729		0.04142		0.06731		0.14154		
2080.85	0.0104		0.01756		0.04197		0.068		0.14283		
2080.9705	0.01057		0.01783		0.04253		0.06869		0.14412		
2081.091	0.01074		0.0181		0.04307		0.06936		0.14538		
2081.2116	0.01091		0.01835		0.04358		0.07002		0.14659		
2081.3321	0.01106		0.01857		0.04406		0.07064		0.14776		
2081.4526	0.01119		0.01878		0.04449		0.07122		0.14886		
2081.5732	0.0113		0.01896		0.04487		0.07177		0.14989		
2081.6937	0.01139		0.01913		0.0452		0.07228		0.15088		
2081.8142	0.01146		0.01928		0.04549		0.07276		0.15182		
2081.9348	0.01152		0.01941		0.04575		0.07322		0.15273		
2082.0553	0.01159		0.01955		0.046		0.07368		0.15362		
2082.1758	0.01165		0.01969		0.04623		0.07414		0.15452		
2082.2964	0.01172		0.01983		0.04648		0.07461		0.15543		
2082.4169	0.0118		0.01998		0.04674		0.0751		0.15637		
2082.5374	0.01189		0.02015		0.04702		0.07561		0.15734		
2082.658	0.01198		0.02032		0.04732		0.07615		0.15835		
2082.7785	0.01206		0.0205		0.04763		0.0767		0.1594		
2082.899	0.01215		0.02068		0.04795		0.07727		0.16048		
2083.0195	0.01224		0.02086		0.04828		0.07786		0.1616		
2083.1401	0.01233		0.02104		0.0486		0.07845		0.16274		
2083.2606	0.01242		0.02122		0.0489		0.07905		0.16388		
2083.3811	0.01251		0.0214		0.04919		0.07964		0.16502		
2083.5017	0.01259		0.02156		0.04944		0.08021		0.16613		
2083.6222	0.01265		0.02171		0.04965		0.08076		0.1672		
2083.7427	0.01271		0.02184		0.04983		0.08129		0.16823		
2083.8633	0.01274		0.02194		0.04996		0.08178		0.16921		
2083.9838	0.01276		0.02203		0.05006		0.08225		0.17014		
2084.1043	0.01278		0.02209		0.05013		0.08269		0.17103		
2084.2249	0.01278		0.02214		0.05018		0.08311		0.17188		
2084.3454	0.01278		0.02218		0.05022		0.08352		0.17271		
2084.4659	0.01278		0.02222		0.05025		0.08393		0.17352		
2084.5865	0.01277		0.02226		0.05029		0.08434		0.17434		
2084.707	0.01276		0.0223		0.05033		0.08476		0.17516		
2084.8275	0.01275		0.02234		0.05038		0.08518		0.17601		
2084.948	0.01274		0.02238		0.05044		0.08562		0.17688		
2085.0686	0.01273		0.02243		0.05052		0.08606		0.17777		
2085.1891	0.01273		0.02248		0.0506		0.08652		0.1787		
2085.3096	0.01272		0.02254		0.0507		0.08699		0.17965		
2085.4302	0.01272		0.0226		0.05082		0.08748		0.18062		
2085.5507	0.01272		0.02267		0.05095		0.08797		0.18162		
2085.6712	0.01273		0.02274		0.0511		0.08848		0.18265		
2085.7918	0.01274		0.02282		0.05127		0.08901		0.18369		
2085.9123	0.01276		0.0229		0.05146		0.08954		0.18476		
2086.0328	0.01279		0.023		0.05166		0.09009		0.18585		
2086.1534	0.01282		0.0231		0.05188		0.09065		0.18697		
2086.2739	0.01285		0.02321		0.05211		0.09122		0.1881		
2086.3944	0.01288		0.02333		0.05235		0.09182		0.18927		
2086.515	0.01291		0.02347		0.05262		0.09244		0.19048		
2086.6355	0.01295		0.02361		0.05291		0.0931		0.19173		
2086.756	0.01299		0.02378		0.05322		0.0938		0.19305		
2086.8765	0.01305		0.02395		0.05356		0.09455		0.19445		
2086.9971	0.01311		0.02414		0.05395		0.09534		0.19594		
2087.1176	0.0132		0.02435		0.05437		0.0962		0.19754		
2087.2381	0.0133		0.02458		0.05483		0.09712		0.19925		
2087.3587	0.01342		0.02483		0.05533		0.0981		0.2011		
2087.4792	0.01356		0.0251		0.05588		0.09915		0.2031		
2087.5997	0.0137		0.02541		0.05647		0.10029		0.20527		
2087.7203	0.01386		0.02574		0.0571		0.10151		0.20763		
2087.8408	0.01403		0.02611		0.05778		0.10283		0.21019		
2087.9613	0.01422		0.02652		0.05852		0.10427		0.21299		
2088.0819	0.01442		0.02696		0.05932		0.10582		0.21603		
2088.2024	0.01465		0.02744		0.06019		0.10751		0.21933		
2088.3229	0.01489		0.02796		0.06114		0.10934		0.22293		
2088.4435	0.01515		0.02852		0.06217		0.11132		0.22682		
2088.564	0.01544		0.02913		0.06328		0.11345		0.23105		
2088.6845	0.01575		0.02979		0.06449		0.11576		0.23564		
2088.805	0.0161		0.03051		0.0658		0.11826		0.24061		
2088.9256	0.01648		0.0313		0.06723		0.12095		0.24601		
2089.0461	0.01689		0.03215		0.06879		0.12386		0.25186		
2089.1666	0.01733		0.03309		0.07048		0.12701		0.2582		
2089.2872	0.01782		0.0341		0.07232		0.1304		0.26507		
2089.4077	0.01833		0.03519		0.07432		0.13407		0.27251		
2089.5282	0.01889		0.03637		0.07649		0.13804		0.28058		
2089.6488	0.01948		0.03765		0.07885		0.14234		0.28933		
2089.7693	0.02013		0.03904		0.08141		0.147		0.29883		
2089.8898	0.02083		0.04056		0.08421		0.15207		0.30918		
2090.0104	0.0216		0.04223		0.08727		0.1576		0.32048		
2090.1309	0.02245		0.04407		0.09063		0.16365		0.33283		
2090.2514	0.02339		0.04609		0.09432		0.17028		0.34637		
2090.3719	0.02443		0.04832		0.09837		0.17754		0.36122		
2090.4925	0.02558		0.05076		0.10283		0.18552		0.37755		
2090.613	0.02682		0.05343		0.10773		0.19429		0.39552		
2090.7335	0.02817		0.05636		0.11313		0.20393		0.4153		
2090.8541	0.02963		0.05955		0.11907		0.21454		0.4371		
2090.9746	0.03121		0.06303		0.12562		0.22622		0.4611		
2091.0951	0.03291		0.06684		0.13285		0.23906		0.4875		
2091.2157	0.03476		0.07099		0.14083		0.25314		0.51648		
2091.3362	0.03676		0.0755		0.14962		0.26853		0.54815		
2091.4567	0.03892		0.08037		0.15928		0.28526		0.58261		
2091.5773	0.04123		0.0856		0.16985		0.30332		0.61986		
2091.6978	0.04368		0.09115		0.18133		0.32265		0.65983		
2091.8183	0.04625		0.09698		0.1937		0.34313		0.70232		
2091.9389	0.04891		0.10303		0.20691		0.36459		0.74704		
2092.0594	0.05162		0.1092		0.22082		0.38676		0.79353		
2092.1799	0.05433		0.11539		0.23527		0.4093		0.84115		
2092.3004	0.05697		0.12145		0.24998		0.43178		0.88911		
2092.421	0.05949		0.12721		0.26464		0.45369		0.93638		
2092.5415	0.0618		0.13251		0.27884		0.47445		0.98177		
2092.662	0.06384		0.13717		0.29211		0.49342		1.0239		
2092.7826	0.06554		0.14101		0.30395		0.50993		1.06128		
2092.9031	0.06681		0.1439		0.31385		0.52336		1.0924		
2093.0236	0.06762		0.1457		0.32137		0.53315		1.11589		
2093.1442	0.06793		0.14636		0.32614		0.53888		1.13062		
2093.2647	0.06773		0.14586		0.32794		0.54031		1.13592		
2093.3852	0.06703		0.14423		0.32672		0.53744		1.13169		
2093.5058	0.06587		0.14157		0.32261		0.53047		1.11837		
2093.6263	0.0643		0.13799		0.3159		0.51985		1.09696		
2093.7468	0.06239		0.13367		0.307		0.50613		1.06878		
2093.8674	0.06022		0.12878		0.29639		0.48996		1.03537		
2093.9879	0.05786		0.12349		0.28456		0.47203		0.99827		
2094.1084	0.05539		0.11797		0.27198		0.45297		0.95888		
2094.2289	0.05286		0.11236		0.25906		0.43334		0.91841		
2094.3495	0.05034		0.1068		0.24615		0.41362		0.87784		
2094.47	0.04787		0.10136		0.23352		0.39418		0.83791		
2094.5905	0.04548		0.09611		0.22134		0.37529		0.79915		
2094.7111	0.04319		0.0911		0.20976		0.35713		0.76192		
2094.8316	0.04102		0.08636		0.19883		0.33982		0.7264		
2094.9521	0.03898		0.0819		0.18859		0.3234		0.69268		
2095.0727	0.03705		0.07771		0.17901		0.30787		0.66072		
2095.1932	0.03524		0.07377		0.17006		0.29316		0.63042		
2095.3137	0.03354		0.07007		0.16167		0.2792		0.6016		
2095.4343	0.03192		0.06656		0.15377		0.26587		0.57406		
2095.5548	0.03038		0.06321		0.14626		0.25306		0.54754		
2095.6753	0.02889		0.05998		0.13906		0.24065		0.52179		
2095.7959	0.02746		0.05684		0.13208		0.22851		0.4966		
2095.9164	0.02605		0.05377		0.12524		0.21655		0.47177		
2096.0369	0.02468		0.05074		0.11849		0.2047		0.44717		
2096.1574	0.02333		0.04776		0.11179		0.19292		0.42274		
2096.278	0.02201		0.0448		0.10511		0.18119		0.39847		
2096.3985	0.0207		0.04189		0.09845		0.16952		0.37442		
2096.519	0.01943		0.03901		0.09181		0.15797		0.35069		
2096.6396	0.01818		0.03619		0.08523		0.1466		0.32745		
2096.7601	0.01697		0.03345		0.07877		0.13549		0.30486		
2096.8806	0.01581		0.03079		0.07247		0.12474		0.28312		
2097.0012	0.0147		0.02826		0.0664		0.11444		0.26241		
2097.1217	0.01365		0.02588		0.06064		0.10468		0.2429		
2097.2422	0.01268		0.02366		0.05524		0.09555		0.22473		
2097.3628	0.01179		0.02163		0.05025		0.0871		0.20799		
2097.4833	0.01099		0.01978		0.0457		0.07938		0.19273		
2097.6038	0.01027		0.01813		0.04161		0.07241		0.17896		
2097.7244	0.00963		0.01666		0.03797		0.06618		0.16665		
2097.8449	0.00907		0.01537		0.03476		0.06066		0.15574		
2097.9654	0.00858		0.01424		0.03197		0.05582		0.14614		
2098.0859	0.00816		0.01326		0.02956		0.05161		0.13775		
2098.2065	0.0078		0.01242		0.0275		0.04796		0.13047		
2098.327	0.0075		0.0117		0.02574		0.04483		0.12417		
2098.4475	0.00723		0.01108		0.02425		0.04215		0.11874		
2098.5681	0.00701		0.01054		0.02299		0.03986		0.11407		
2098.6886	0.00683		0.01008		0.02192		0.03791		0.11004		
2098.8091	0.00666		0.00968		0.02102		0.03626		0.10657		
2098.9297	0.00653		0.00933		0.02026		0.03485		0.10357		
2099.0502	0.00641		0.00903		0.01961		0.03366		0.10097		
2099.1707	0.00631		0.00878		0.01907		0.03264		0.09872		
2099.2913	0.00622		0.00857		0.0186		0.03178		0.09678		
2099.4118	0.00614		0.00839		0.0182		0.03105		0.09509		
2099.5323	0.00607		0.00824		0.01786		0.03043		0.09362		
2099.6528	0.00601		0.0081		0.01756		0.02989		0.09232		
2099.7734	0.00595		0.00798		0.01729		0.02943		0.09118		
2099.8939	0.00589		0.00786		0.01706		0.02903		0.09017		
2100.0144	0.00584		0.00775		0.01685		0.02868		0.08926		
2100.135	0.0058		0.00765		0.01667		0.02838		0.08845		
2100.2555	0.00576		0.00756		0.01652		0.02813		0.08774		
2100.376	0.00573		0.00748		0.0164		0.02792		0.08711		
2100.4966	0.00571		0.00742		0.01629		0.02774		0.08655		
2100.6171	0.00569		0.00737		0.01621		0.02761		0.08607		
2100.7376	0.00567		0.00734		0.01615		0.0275		0.08564		
2100.8582	0.00566		0.0073		0.0161		0.02742		0.08525		
2100.9787	0.00564		0.00728		0.01606		0.02736		0.08491		
2101.0992	0.00562		0.00725		0.01604		0.02731		0.0846		
2101.2198	0.00561		0.00724		0.01602		0.02728		0.08433		
2101.3403	0.00559		0.00722		0.016		0.02726		0.0841		
2101.4608	0.00557		0.00721		0.01599		0.02725		0.08391		
2101.5813	0.00556		0.00719		0.01598		0.02725		0.08375		
2101.7019	0.00555		0.00718		0.01597		0.02727		0.08361		
2101.8224	0.00554		0.00715		0.01596		0.02729		0.0835		
2101.9429	0.00553		0.00712		0.01594		0.02732		0.08341		
2102.0635	0.00552		0.0071		0.01594		0.02736		0.08333		
2102.184	0.00552		0.00707		0.01593		0.0274		0.08327		
2102.3045	0.00552		0.00705		0.01594		0.02745		0.08323		
2102.4251	0.00552		0.00705		0.01596		0.0275		0.0832		
2102.5456	0.00552		0.00705		0.01598		0.02756		0.08319		
2102.6661	0.00552		0.00705		0.016		0.02763		0.08319		
2102.7867	0.00551		0.00705		0.01602		0.02769		0.08319		
2102.9072	0.00551		0.00705		0.01603		0.02775		0.08319		
2103.0277	0.00552		0.00704		0.01604		0.02781		0.0832		
2103.1483	0.00552		0.00703		0.01605		0.02788		0.08321		
2103.2688	0.00552		0.00702		0.01606		0.02794		0.08323		
2103.3893	0.00553		0.00701		0.01607		0.02801		0.08326		
2103.5098	0.00553		0.00701		0.01609		0.02808		0.0833		
2103.6304	0.00553		0.00701		0.01611		0.02816		0.08334		
2103.7509	0.00552		0.00702		0.01613		0.02824		0.08338		
2103.8714	0.00551		0.00702		0.01614		0.02831		0.08343		
2103.992	0.00551		0.00703		0.01616		0.02838		0.08347		
2104.1125	0.0055		0.00702		0.01618		0.02845		0.08351		
2104.233	0.0055		0.00702		0.0162		0.02851		0.08355		
2104.3536	0.00551		0.00702		0.01622		0.02858		0.08359		
2104.4741	0.00552		0.00702		0.01625		0.02865		0.08363		
2104.5946	0.00553		0.00703		0.01627		0.02872		0.08367		
2104.7152	0.00553		0.00704		0.01629		0.02878		0.08371		
2104.8357	0.00553		0.00705		0.01631		0.02884		0.08373		
2104.9562	0.00552		0.00705		0.01632		0.0289		0.08374		
2105.0768	0.00551		0.00704		0.01633		0.02893		0.08374		
2105.1973	0.00549		0.00703		0.01633		0.02896		0.08372		
2105.3178	0.00547		0.007		0.01634		0.02898		0.0837		
2105.4383	0.00544		0.00698		0.01635		0.02899		0.08367		
2105.5589	0.00542		0.00696		0.01636		0.02899		0.08363		
2105.6794	0.0054		0.00694		0.01638		0.029		0.08359		
2105.7999	0.00539		0.00692		0.0164		0.02899		0.08354		
2105.9205	0.00537		0.0069		0.01642		0.02898		0.08348		
2106.041	0.00535		0.00687		0.01643		0.02896		0.08341		
2106.1615	0.00533		0.00684		0.01644		0.02894		0.08332		
2106.2821	0.00531		0.00679		0.01645		0.02891		0.08322		
2106.4026	0.00528		0.00675		0.01646		0.02887		0.0831		
2106.5231	0.00525		0.00671		0.01647		0.02883		0.08299		
2106.6437	0.00522		0.00668		0.01649		0.02879		0.08288		
2106.7642	0.00519		0.00666		0.01651		0.02876		0.08276		
2106.8847	0.00517		0.00664		0.01654		0.02872		0.08264		
2107.0052	0.00515		0.00663		0.01656		0.02867		0.08252		
2107.1258	0.00515		0.00661		0.01659		0.02861		0.08238		
2107.2463	0.00514		0.00659		0.01662		0.02854		0.08223		
2107.3668	0.00514		0.00656		0.01664		0.02846		0.08207		
2107.4874	0.00514		0.00653		0.01666		0.02838		0.08189		
2107.6079	0.00513		0.00649		0.01668		0.02828		0.0817		
2107.7284	0.00511		0.00646		0.0167		0.02818		0.08148		
2107.849	0.00509		0.00642		0.01671		0.02807		0.08125		
2107.9695	0.00505		0.00638		0.01673		0.02794		0.08099		
2108.09	0.00502		0.00634		0.01674		0.02781		0.08071		
2108.2106	0.00498		0.0063		0.01675		0.02766		0.08042		
2108.3311	0.00495		0.00626		0.01675		0.0275		0.08011		
2108.4516	0.00492		0.00623		0.01675		0.02733		0.0798		
2108.5722	0.0049		0.00619		0.01675		0.02717		0.07948		
2108.6927	0.00488		0.00616		0.01675		0.027		0.07917		
2108.8132	0.00486		0.00614		0.01675		0.02684		0.07886		
2108.9337	0.00485		0.00611		0.01675		0.02669		0.07855		
2109.0543	0.00483		0.00608		0.01675		0.02654		0.07824		
2109.1748	0.00481		0.00605		0.01676		0.0264		0.07793		
2109.2953	0.0048		0.00602		0.01677		0.02627		0.07763		
2109.4159	0.00478		0.00599		0.01678		0.02615		0.07734		
2109.5364	0.00477		0.00596		0.0168		0.02604		0.07707		
2109.6569	0.00476		0.00594		0.01682		0.02594		0.07682		
2109.7775	0.00475		0.00592		0.01683		0.02585		0.0766		
2109.898	0.00474		0.00591		0.01684		0.02577		0.07639		
2110.0185	0.00473		0.00589		0.01685		0.02568		0.0762		
2110.1391	0.00471		0.00586		0.01684		0.0256		0.07602		
2110.2596	0.00469		0.00583		0.01683		0.02551		0.07584		
2110.3801	0.00467		0.0058		0.01681		0.02543		0.07567		
2110.5007	0.00465		0.00576		0.01679		0.02536		0.07551		
2110.6212	0.00462		0.00573		0.01677		0.0253		0.07536		
2110.7417	0.0046		0.0057		0.01676		0.02524		0.07523		
2110.8622	0.00459		0.00568		0.01676		0.0252		0.0751		
2110.9828	0.00457		0.00566		0.01675		0.02516		0.07499		
2111.1033	0.00456		0.00565		0.01675		0.02513		0.07489		
2111.2238	0.00456		0.00563		0.01674		0.02509		0.07478		
2111.3444	0.00455		0.00562		0.01673		0.02506		0.07468		
2111.4649	0.00455		0.0056		0.01671		0.02503		0.07458		
2111.5854	0.00455		0.00559		0.01669		0.02501		0.07449		
2111.706	0.00455		0.00559		0.01667		0.025		0.07442		
2111.8265	0.00454		0.00559		0.01666		0.025		0.07435		
2111.947	0.00454		0.00559		0.01666		0.025		0.07428		
2112.0676	0.00453		0.00559		0.01665		0.025		0.07422		
2112.1881	0.00453		0.00559		0.01665		0.025		0.07414		
2112.3086	0.00452		0.00558		0.01665		0.025		0.07405		
2112.4292	0.00452		0.00556		0.01664		0.02499		0.07395		
2112.5497	0.00452		0.00554		0.01663		0.02498		0.07384		
2112.6702	0.00453		0.00552		0.01662		0.02497		0.07374		
2112.7907	0.00454		0.00551		0.01661		0.02495		0.07365		
2112.9113	0.00456		0.00551		0.0166		0.02493		0.07357		
2113.0318	0.00457		0.00552		0.0166		0.02491		0.07351		
2113.1523	0.00458		0.00553		0.01661		0.02488		0.07345		
2113.2729	0.00459		0.00554		0.01661		0.02485		0.0734		
2113.3934	0.00459		0.00554		0.01661		0.02482		0.07333		
2113.5139	0.00458		0.00555		0.0166		0.02479		0.07327		
2113.6345	0.00457		0.00554		0.01659		0.02477		0.07319		
2113.755	0.00455		0.00553		0.01658		0.02474		0.07312		
2113.8755	0.00454		0.00553		0.01657		0.02472		0.07305		
2113.9961	0.00453		0.00552		0.01656		0.0247		0.07299		
2114.1166	0.00452		0.00552		0.01655		0.02468		0.07292		
2114.2371	0.00451		0.00551		0.01654		0.02466		0.07285		
2114.3577	0.00451		0.00551		0.01652		0.02464		0.07277		
2114.4782	0.00451		0.0055		0.01651		0.02462		0.07269		
2114.5987	0.00451		0.00549		0.01649		0.0246		0.0726		
2114.7192	0.0045		0.00548		0.01648		0.02458		0.07251		
2114.8398	0.00449		0.00547		0.01646		0.02456		0.07243		
2114.9603	0.00448		0.00547		0.01645		0.02454		0.07235		
2115.0808	0.00446		0.00546		0.01645		0.02452		0.07227		
2115.2014	0.00444		0.00545		0.01644		0.02449		0.07219		
2115.3219	0.00442		0.00544		0.01644		0.02446		0.07211		
2115.4424	0.00441		0.00543		0.01643		0.02443		0.07202		
2115.563	0.0044		0.00541		0.01642		0.02439		0.07193		
2115.6835	0.00439		0.00539		0.01641		0.02436		0.07185		
2115.804	0.0044		0.00538		0.0164		0.02434		0.07177		
2115.9246	0.00441		0.00538		0.01639		0.02432		0.07171		
2116.0451	0.00442		0.00538		0.01638		0.0243		0.07165		
2116.1656	0.00442		0.00538		0.01637		0.02429		0.0716		
2116.2861	0.00443		0.00539		0.01636		0.02427		0.07154		
2116.4067	0.00443		0.00539		0.01634		0.02425		0.07147		
2116.5272	0.00443		0.00538		0.01631		0.02422		0.07139		
2116.6477	0.00443		0.00537		0.01629		0.02419		0.0713		
2116.7683	0.00442		0.00536		0.01626		0.02416		0.0712		
2116.8888	0.00441		0.00534		0.01624		0.02413		0.07111		
2117.0093	0.00441		0.00533		0.01622		0.0241		0.07102		
2117.1299	0.0044		0.00532		0.0162		0.02407		0.07093		
2117.2504	0.00439		0.00532		0.01619		0.02405		0.07085		
2117.3709	0.00438		0.00531		0.01617		0.02402		0.07076		
2117.4915	0.00437		0.0053		0.01615		0.024		0.07067		
2117.612	0.00436		0.00529		0.01612		0.02397		0.07057		
2117.7325	0.00435		0.00527		0.01608		0.02394		0.07047		
2117.8531	0.00434		0.00525		0.01604		0.02391		0.07037		
2117.9736	0.00433		0.00523		0.01601		0.02388		0.07027		
2118.0941	0.00432		0.00521		0.01598		0.02384		0.07016		
2118.2146	0.00431		0.00519		0.01595		0.02381		0.07006		
2118.3352	0.0043		0.00516		0.01592		0.02377		0.06996		
2118.4557	0.00429		0.00514		0.0159		0.02374		0.06986		
2118.5762	0.00428		0.00512		0.01588		0.0237		0.06977		
2118.6968	0.00427		0.0051		0.01585		0.02367		0.06967		
2118.8173	0.00427		0.00508		0.01584		0.02364		0.06957		
