Reference:	"He et al. (2024)"
DOI:	"doi:https://doi.org/10.1038/s41550-023-02140-4"
Sample Type:	"Gas Tholin"
Composition:	"H2O:He:CH4:N2:CO2 (0.66:0.16:0.066:0.065:0.049)"
Temperature:	"400K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/76"
n₁ Error Units:	Uncertainties on n values of 3-4% from 0.4 to 28.6 μm.
k₁ Error Units:	Uncertainties on k values of 1-4% at wavelengths > 2.9 μm and up to 9% for wavelengths between 0.4 to 2.9 μm.
T₁ Caption:	Transmission spectrum of a tholin-KBr pellet made with 0.10% in mass of tholin powder
T₁ Error Units:	Not Applicable
T₂ Caption:	Transmission spectrum of a tholin-KBr pellet made with 0.43% in mass of tholin powder
T₂ Error Units:	Not Applicable
T₃ Caption:	Transmission spectrum of a tholin-KBr pellet made with 4.10% in mass of tholin powder
T₃ Error Units:	Not Applicable
R₁ Caption:	Reflection spectrum of a tholin sample analyzed with an incidence angle of 15°
R₁ Error Units:	Not Applicable
R₂ Caption:	Reflection spectrum of a tholin sample analyzed with an incidence angle of 45°
R₂ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"		"Wavelength (µm)"	"k₁"	"Dk₁  (+/-)"		"Wavelength (µm)"	"T₁"	"DT₁  (+/-)"	"T₂"	"DT₂  (+/-)"	"T₃"	"DT₃  (+/-)"		"Wavenumber (cm⁻¹)"	"R₁"	"DR₁  (+/-)"	"R₂"	"DR₂  (+/-)"	
1.1679499	1.5849268	3.593066655		1.1679499	0.006821236	6.829684668		1.1679499	0.931681275		0.661434086		0.07221068								
1.1678841	1.5849273	3.593067185		1.1678841	0.006821872	6.815110207		1.1678841	0.93165204		0.661456941		0.072012583								
1.1678184	1.5849301	3.593067596		1.1678184	0.006819987	6.794949135		1.1678184	0.931639762		0.661605319		0.071936865								
1.1677526	1.5849368	3.593068026		1.1677526	0.006817098	6.752826779		1.1677526	0.931608031		0.661890108		0.072091979								
1.1676869	1.5849483	3.593068593		1.1676869	0.006816662	6.70130946		1.1676869	0.931540055		0.662117836		0.07245928								
1.1676211	1.5849619	3.5930693		1.1676211	0.006822656	6.666391433		1.1676211	0.931431782		0.662015612		0.072886168								
1.1675554	1.5849721	3.593070022		1.1675554	0.006835997	6.656456683		1.1675554	0.931285442		0.661510148		0.073155353								
1.1674897	1.5849744	3.593070751		1.1674897	0.006852304	6.652474712		1.1674897	0.931118234		0.660860467		0.073091425								
1.1674239	1.5849692	3.5930714		1.1674239	0.006864428	6.629606594		1.1674239	0.930966298		0.66046163		0.072651943								
1.1673582	1.5849627	3.593072128		1.1673582	0.006868499	6.585786215		1.1673582	0.930864323		0.660476937		0.071944895								
1.1672925	1.5849614	3.593072919		1.1672925	0.006867758	6.548324192		1.1672925	0.930817548		0.660656379		0.071164551								
1.1672268	1.5849662	3.593073653		1.1672268	0.006869823	6.553107019		1.1672268	0.930800139		0.660537501		0.070500114								
1.1671611	1.5849715	3.593074196		1.1671611	0.006879723	6.615187576		1.1671611	0.93078355		0.65985333		0.070069978								
1.1670955	1.58497	3.593074534		1.1670955	0.006895367	6.714562564		1.1670955	0.930761615		0.658775582		0.069901273								
1.1670298	1.5849589	3.593074776		1.1670298	0.006909417	6.807967201		1.1670298	0.930747523		0.657787749		0.069945928								
1.1669641	1.5849414	3.59307502		1.1669641	0.006915215	6.858225651		1.1669641	0.930755395		0.657319366		0.070113884								
1.1668985	1.5849242	3.593075404		1.1668985	0.006911119	6.859713724		1.1668985	0.930793203		0.657460673		0.070315745								
1.1668328	1.5849123	3.593075846		1.1668328	0.006900167	6.839800137		1.1668328	0.930868487		0.65796999		0.070506017								
1.1667672	1.584907	3.59307648		1.1667672	0.006886782	6.835118128		1.1667672	0.930987821		0.658509591		0.070696651								
1.1667015	1.5849076	3.593077333		1.1667015	0.006874151	6.863706393		1.1667015	0.931144479		0.658873218		0.070923266								
1.1666359	1.5849125	3.593078341		1.1666359	0.006863936	6.917824564		1.1666359	0.931311835		0.659028869		0.071187277								
1.1665703	1.5849203	3.593079316		1.1665703	0.006857323	6.980413158		1.1665703	0.93145555		0.659003904		0.071413465								
1.1665047	1.5849291	3.593080069		1.1665047	0.006855519	7.042991247		1.1665047	0.931552757		0.65878678		0.071465799								
1.166439	1.5849357	3.593080554		1.166439	0.006858802	7.104594459		1.166439	0.931599636		0.658370086		0.071243587								
1.1663734	1.5849368	3.593080851		1.1663734	0.006864976	7.158446065		1.1663734	0.931608429		0.657871377		0.070796819								
1.1663079	1.5849311	3.593081164		1.1663079	0.006869145	7.189700907		1.1663079	0.931606387		0.657551888		0.070337168								
1.1662423	1.5849214	3.593081435		1.1662423	0.006866052	7.191131974		1.1662423	0.931634307		0.657654276		0.070111291								
1.1661767	1.5849138	3.593081745		1.1661767	0.006853804	7.177010238		1.1661767	0.931729472		0.658192305		0.070242028								
1.1661111	1.5849144	3.593082109		1.1661111	0.006835838	7.174620333		1.1661111	0.931895316		0.658909288		0.070655134								
1.1660456	1.5849248	3.593082627		1.1660456	0.006818918	7.199649994		1.1660456	0.93208756		0.659465603		0.07112926								
1.16598	1.5849417	3.59308339		1.16598	0.006808628	7.241485299		1.16598	0.932238237		0.659682686		0.071426144								
1.1659145	1.58496	3.593084379		1.1659145	0.006806281	7.272950766		1.1659145	0.932298778		0.659625107		0.071406057								
1.1658489	1.5849759	3.593085441		1.1658489	0.006809599	7.272041121		1.1658489	0.932262039		0.659479853		0.071064246								
1.1657834	1.5849884	3.593086343		1.1657834	0.006815698	7.234040931		1.1657834	0.932149397		0.659383855		0.070502544								
1.1657179	1.584998	3.593087007		1.1657179	0.006823027	7.168929085		1.1657179	0.931988813		0.659356804		0.069873368								
1.1656523	1.585005	3.593087319		1.1656523	0.006830963	7.094528297		1.1656523	0.931809816		0.659346689		0.069323872								
1.1655868	1.5850095	3.593087516		1.1655868	0.006838674	7.031750118		1.1655868	0.931648197		0.659295705		0.068966183								
1.1655213	1.5850121	3.59308781		1.1655213	0.006845119	6.998089417		1.1655213	0.931537429		0.65916879		0.068874796								
1.1654558	1.5850141	3.593088377		1.1654558	0.006849932	6.997935		1.1654558	0.931487053		0.658960861		0.069086185								
1.1653903	1.5850165	3.593089248		1.1653903	0.006853743	7.017471771		1.1653903	0.931472651		0.65870695		0.069586376								
1.1653248	1.5850193	3.593090314		1.1653248	0.006857516	7.031253858		1.1653248	0.931450946		0.658479735		0.07029636								
1.1652594	1.5850221	3.593091412		1.1652594	0.006861773	7.015252056		1.1652594	0.931384776		0.658363647		0.07107317								
1.1651939	1.5850242	3.593092389		1.1651939	0.006866307	6.955368431		1.1651939	0.931257161		0.658429043		0.071735614								
1.1651284	1.5850252	3.593093269		1.1651284	0.006870267	6.849407798		1.1651284	0.931073216		0.658720523		0.072114762								
1.165063	1.585026	3.593093958		1.165063	0.006872516	6.708387491		1.165063	0.930858533		0.659236064		0.072112051								
1.1649975	1.5850284	3.59309459		1.1649975	0.006872684	6.55748954		1.1649975	0.930650462		0.659879962		0.071735164								
1.1649321	1.5850347	3.593095178		1.1649321	0.00687255	6.428092094		1.1649321	0.930473989		0.660442436		0.071095423								
1.1648667	1.585045	3.593095702		1.1648667	0.006876047	6.338998456		1.1648667	0.930316106		0.660682745		0.070369784								
1.1648013	1.5850559	3.593096099		1.1648013	0.006886753	6.282624527		1.1648013	0.9301316		0.660491638		0.069733294								
1.1647358	1.5850617	3.593096332		1.1647358	0.006904463	6.234286867		1.1647358	0.929889137		0.659987485		0.069286117								
1.1646704	1.5850585	3.593096468		1.1646704	0.006924299	6.179364734		1.1646704	0.929616555		0.659429976		0.069027134								
1.164605	1.5850472	3.593096654		1.164605	0.006939855	6.130423532		1.164605	0.929393674		0.659017134		0.068908501								
1.1645396	1.5850323	3.593097129		1.1645396	0.006947713	6.115656042		1.1645396	0.929292655		0.658756809		0.068919894								
1.1644742	1.5850188	3.59309782		1.1644742	0.006949152	6.151401097		1.1644742	0.929323471		0.65852415		0.069105843								
1.1644089	1.5850083	3.593098689		1.1644089	0.006947804	6.227370258		1.1644089	0.929436414		0.658221861		0.069491204								
1.1643435	1.5849995	3.59309954		1.1643435	0.006945953	6.315429691		1.1643435	0.929570627		0.65788605		0.069994625								
1.1642781	1.5849904	3.593100273		1.1642781	0.006942968	6.386756655		1.1642781	0.929693006		0.657670615		0.070422325								
1.1642128	1.5849815	3.593100926		1.1642128	0.006936797	6.419921125		1.1642128	0.929794504		0.657752362		0.070575287								
1.1641474	1.584975	3.593101616		1.1641474	0.006926492	6.400855303		1.1641474	0.929865392		0.658231262		0.070401305								
1.1640821	1.5849738	3.593102407		1.1640821	0.006913488	6.327521658		1.1640821	0.929889201		0.659059297		0.070048902								
1.1640167	1.584979	3.593103218		1.1640167	0.006901071	6.220262071		1.1640167	0.929861615		0.660015423		0.069758348								
1.1639514	1.58499	3.593103983		1.1639514	0.006892862	6.122839995		1.1639514	0.929806355		0.660760799		0.069689362								
1.1638861	1.5850037	3.593104508		1.1638861	0.006891449	6.084533441		1.1638861	0.929764539		0.66097263		0.069826572								
1.1638208	1.5850165	3.593104926		1.1638208	0.006897728	6.133476016		1.1638208	0.929765403		0.660489305		0.07002103								
1.1637555	1.5850243	3.593105363		1.1637555	0.006910724	6.260310685		1.1637555	0.929806149		0.659391629		0.070125123								
1.1636902	1.5850233	3.593105924		1.1636902	0.00692726	6.421078398		1.1636902	0.92985877		0.658002501		0.070103745								
1.1636249	1.5850117	3.593106591		1.1636249	0.006941673	6.555131362		1.1636249	0.929896445		0.656817233		0.070029472								
1.1635596	1.5849918	3.593107288		1.1635596	0.006946855	6.61022867		1.1635596	0.929917061		0.656350551		0.069985865								
1.1634943	1.584971	3.593107985		1.1634943	0.006937673	6.567444089		1.1634943	0.929944531		0.656890648		0.069975177								
1.1634291	1.5849592	3.593108692		1.1634291	0.006915358	6.454292219		1.1634291	0.930004813		0.658266379		0.069912095								
1.1633638	1.584964	3.593109494		1.1633638	0.006888984	6.332355851		1.1633638	0.930093747		0.65984319		0.069705603								
1.1632985	1.584984	3.593110221		1.1632985	0.006871197	6.259559336		1.1632985	0.930165833		0.660859962		0.069350821								
1.1632333	1.5850094	3.593110866		1.1632333	0.006870306	6.251664332		1.1632333	0.930160129		0.660915183		0.068955889								
1.163168	1.5850278	3.593111385		1.163168	0.006884735	6.275001957		1.163168	0.930046476		0.660221357		0.068675562								
1.1631028	1.5850321	3.593111825		1.1631028	0.006904459	6.276519209		1.1631028	0.929851529		0.659414364		0.068593766								
1.1630376	1.5850244	3.593112233		1.1630376	0.006918376	6.223373872		1.1630376	0.929639238		0.659083045		0.068663363								
1.1629724	1.585013	3.593112628		1.1629724	0.006921511	6.119076968		1.1629724	0.929462835		0.65940965		0.068753838								
1.1629072	1.5850056	3.593113043		1.1629072	0.006916535	5.990591384		1.1629072	0.929333023		0.660167485		0.06874695								
1.162842	1.5850048	3.59311354		1.162842	0.006909648	5.866866281		1.162842	0.929228523		0.660980737		0.068613941								
1.1627768	1.585009	3.593114269		1.1627768	0.006905516	5.768743537		1.1627768	0.92913173		0.66157058		0.068438351								
1.1627116	1.5850147	3.593115084		1.1627116	0.006905439	5.710783136		1.1627116	0.929049567		0.661819557		0.068362854								
1.1626464	1.5850198	3.593115919		1.1626464	0.006908865	5.70399633		1.1626464	0.929002541		0.661699345		0.068492701								
1.1625812	1.5850226	3.593116616		1.1625812	0.006915211	5.75274783		1.1625812	0.929002497		0.661213088		0.06883312								
1.162516	1.5850214	3.593117149		1.162516	0.006923553	5.849646635		1.162516	0.929048594		0.660430966		0.069303346								
1.1624509	1.5850145	3.593117586		1.1624509	0.006931057	5.975740534		1.1624509	0.929142972		0.659551174		0.069800831								
1.1623857	1.5850031	3.593118004		1.1623857	0.006933116	6.10815537		1.1623857	0.929299586		0.658859686		0.070257497								
1.1623206	1.5849921	3.59311843		1.1623206	0.006926625	6.230541236		1.1623206	0.929526238		0.65855384		0.070650708								
1.1622555	1.5849882	3.593118849		1.1622555	0.006913798	6.338172259		1.1622555	0.929794398		0.658567762		0.070966011								
1.1621903	1.5849941	3.593119359		1.1621903	0.006902154	6.432954603		1.1621903	0.930032991		0.658594015		0.071150277								
1.1621252	1.5850056	3.593119872		1.1621252	0.006899357	6.512596162		1.1621252	0.930164301		0.658336267		0.071112003								
1.1620601	1.5850143	3.593120475		1.1620601	0.006907047	6.565582417		1.1620601	0.930157196		0.657778874		0.070778461								
1.161995	1.5850135	3.593121138		1.161995	0.006919437	6.579875028		1.161995	0.930051996		0.657205855		0.070165144								
1.1619299	1.5850029	3.593121856		1.1619299	0.006927933	6.557023627		1.1619299	0.929934391		0.656953349		0.069403087								
1.1618648	1.5849877	3.593122624		1.1618648	0.006927182	6.514510041		1.1618648	0.929880222		0.657156964		0.068696146								
1.1617997	1.5849743	3.593123409		1.1617997	0.006917138	6.470979588		1.1617997	0.929915417		0.65773529		0.068227762								
1.1617346	1.584967	3.593124162		1.1617346	0.006900792	6.431109		1.1617346	0.930017349		0.658548634		0.068071473								
1.1616695	1.5849679	3.593124832		1.1616695	0.006881745	6.39035833		1.1616695	0.930144776		0.659473945		0.068158029								
1.1616045	1.584978	3.593125496		1.1616045	0.006864318	6.355273694		1.1616045	0.930264291		0.660309926		0.068329678								
1.1615394	1.5849954	3.593126051		1.1615394	0.006853935	6.351046832		1.1615394	0.930356558		0.660728012		0.068447028								
1.1614744	1.5850144	3.593126561		1.1614744	0.006854594	6.400571963		1.1614744	0.930413033		0.660466711		0.068462292								
1.1614093	1.5850273	3.593126993		1.1614093	0.006864823	6.496487738		1.1614093	0.930438403		0.659617456		0.068430769								
1.1613443	1.5850298	3.59312737		1.1613443	0.00687715	6.601429418		1.1613443	0.930455743		0.65864452		0.068469948								
1.1612793	1.585025	3.593127752		1.1612793	0.006883356	6.679772416		1.1612793	0.930497158		0.658034267		0.068669975								
1.1612142	1.5850206	3.593128208		1.1612142	0.006881207	6.725663269		1.1612142	0.930576188		0.657901937		0.069013445								
1.1611492	1.5850221	3.593128802		1.1611492	0.006875892	6.756589908		1.1611492	0.930665809		0.657962743		0.069375017								
1.1610842	1.5850285	3.593129562		1.1610842	0.006874625	6.783484051		1.1610842	0.930710605		0.657879415		0.069599129								
1.1610192	1.5850338	3.593130556		1.1610192	0.006879975	6.794856718		1.1610192	0.930670165		0.657599402		0.069600505								
1.1609542	1.5850328	3.593131554		1.1609542	0.006888151	6.771647266		1.1609542	0.930555656		0.657359038		0.069424291								
1.1608892	1.5850254	3.593132431		1.1608892	0.006892872	6.711206434		1.1608892	0.930424403		0.657421947		0.069222201								
1.1608243	1.5850157	3.593133009		1.1608243	0.006890451	6.633193214		1.1608243	0.930338857		0.657848729		0.069161217								
1.1607593	1.585009	3.593133293		1.1607593	0.006881742	6.566748736		1.1607593	0.930330321		0.658475894		0.069336384								
1.1606943	1.5850078	3.593133427		1.1606943	0.006870442	6.53678268		1.1606943	0.930396493		0.659045169		0.069741184								
1.1606294	1.5850115	3.593133566		1.1606294	0.00686021	6.557729884		1.1606294	0.93052092		0.659346486		0.0702986								
1.1605644	1.5850181	3.593133794		1.1605644	0.00685295	6.628135993		1.1605644	0.930682772		0.659310663		0.070922935								
1.1604995	1.5850253	3.593134142		1.1604995	0.006848764	6.72463598		1.1604995	0.930849492		0.659037338		0.071550669								
1.1604346	1.5850316	3.593134739		1.1604346	0.00684679	6.8069283		1.1604346	0.930975419		0.658738676		0.072113384								
1.1603696	1.5850363	3.593135488		1.1603696	0.006845858	6.838934934		1.1603696	0.931023683		0.65861985		0.072517854								
1.1603047	1.5850391	3.593136363		1.1603047	0.006844495	6.810118908		1.1603047	0.930994571		0.658786052		0.072676276								
1.1602398	1.5850407	3.59313718		1.1602398	0.006840865	6.73672145		1.1602398	0.930927726		0.659239654		0.072553823								
1.1601749	1.5850436	3.593137861		1.1601749	0.006833702	6.645302987		1.1601749	0.930871206		0.659914733		0.072205994								
1.16011	1.585051	3.593138477		1.16011	0.006824083	6.55956614		1.16011	0.930846468		0.660663613		0.071773884								
1.1600451	1.5850646	3.593139125		1.1600451	0.006816072	6.50000448		1.1600451	0.930841275		0.661232609		0.071408044								
1.1599802	1.5850824	3.593139786		1.1599802	0.006814424	6.483756208		1.1599802	0.930831906		0.661355153		0.071168106								
1.1599153	1.5850991	3.59314033		1.1599153	0.006820622	6.514380722		1.1599153	0.930808554		0.660955983		0.070989802								
1.1598505	1.5851101	3.5931408		1.1598505	0.00683118	6.57403594		1.1598505	0.930781575		0.660253682		0.070757216								
1.1597856	1.5851159	3.593141209		1.1597856	0.006840556	6.635148217		1.1597856	0.930768294		0.659592405		0.070416204								
1.1597208	1.5851205	3.593141802		1.1597208	0.006846225	6.683714208		1.1597208	0.93077448		0.659135261		0.070025469								
1.1596559	1.5851279	3.59314262		1.1596559	0.006850868	6.72748496		1.1596559	0.930784294		0.658740442		0.069704454								
1.1595911	1.5851378	3.5931436		1.1595911	0.006859491	6.779774116		1.1595911	0.930766871		0.658148313		0.069527831								
1.1595262	1.5851456	3.59314465		1.1595262	0.006874504	6.841554569		1.1595262	0.930700239		0.657257899		0.069464536								
1.1594614	1.5851464	3.593145688		1.1594614	0.00689346	6.903981681		1.1594614	0.930596502		0.656206533		0.069413447								
1.1593966	1.5851385	3.593146602		1.1593966	0.006910896	6.960934529		1.1593966	0.930500519		0.655240474		0.069286216								
1.1593318	1.5851243	3.593147226		1.1593318	0.0069218	7.006617667		1.1593318	0.930452906		0.654586136		0.069056065								
1.159267	1.5851086	3.593147568		1.159267	0.006923864	7.020492604		1.159267	0.930447947		0.654426573		0.068744516								
1.1592022	1.5850966	3.593147627		1.1592022	0.006918025	6.969590986		1.1592022	0.930431849		0.65487003		0.068381819								
1.1591374	1.5850918	3.593147714		1.1591374	0.006908113	6.839989684		1.1591374	0.930348871		0.655824865		0.068004128								
1.1590726	1.5850949	3.593147984		1.1590726	0.006899735	6.665105812		1.1590726	0.930189924		0.656919522		0.067691118								
1.1590078	1.5851027	3.593148457		1.1590078	0.006897908	6.510980291		1.1590078	0.929995191		0.657661544		0.067562849								
1.1589431	1.5851091	3.593149056		1.1589431	0.006904122	6.427594572		1.1589431	0.929817427		0.657769081		0.067708318								
1.1588783	1.5851085	3.593149708		1.1588783	0.00691493	6.417219049		1.1588783	0.929693624		0.657368761		0.068119951								
1.1588136	1.5850995	3.593150385		1.1588136	0.006923601	6.448939175		1.1588136	0.929648035		0.656866087		0.068685289								
1.1587488	1.5850857	3.593151064		1.1587488	0.006924151	6.49322694		1.1587488	0.929699143		0.656631241		0.069234244								
1.1586841	1.5850741	3.593151841		1.1586841	0.006915061	6.534725938		1.1586841	0.929840731		0.656793721		0.069617265								
1.1586193	1.5850706	3.593152651		1.1586193	0.006900256	6.560227198		1.1586193	0.930016365		0.657256369		0.069760884								
1.1585546	1.5850769	3.593153592		1.1585546	0.006886746	6.553579738		1.1585546	0.930135724		0.657810772		0.069673283								
1.1584899	1.5850895	3.593154569		1.1584899	0.006880567	6.512812296		1.1584899	0.930137256		0.658223587		0.069421312								
1.1584252	1.5851025	3.593155438		1.1584252	0.006883711	6.46463268		1.1584252	0.930037483		0.658296541		0.069091527								
1.1583605	1.5851104	3.593156109		1.1583605	0.006893878	6.449063117		1.1583605	0.929912967		0.657944046		0.068759621								
1.1582958	1.5851108	3.593156645		1.1582958	0.006906604	6.48598311		1.1582958	0.929834615		0.657255938		0.068482732								
1.1582311	1.5851036	3.5931572		1.1582311	0.006917545	6.558388291		1.1582311	0.929822149		0.656481214		0.068282265								
1.1581664	1.5850909	3.593157845		1.1581664	0.006923326	6.625456039		1.1581664	0.929853054		0.655936381		0.068129335								
1.1581018	1.5850757	3.593158627		1.1581018	0.006921493	6.64763373		1.1581018	0.929897334		0.655895545		0.067978233								
1.1580371	1.5850627	3.593159338		1.1580371	0.006911266	6.604910886		1.1580371	0.929935427		0.656478858		0.067812304								
1.1579724	1.5850567	3.593159983		1.1579724	0.006895143	6.507346847		1.1579724	0.929956991		0.657541856		0.067665569								
1.1579078	1.5850597	3.59316051		1.1579078	0.006878979	6.398127739		1.1579078	0.929963656		0.658658596		0.067641675								
1.1578431	1.5850691	3.593160911		1.1578431	0.006868839	6.33762542		1.1578431	0.929977554		0.659317951		0.067886977								
1.1577785	1.5850785	3.59316121		1.1577785	0.006866653	6.365479297		1.1577785	0.930032958		0.659266074		0.068479013								
1.1577139	1.5850827	3.593161482		1.1577139	0.006868785	6.469133561		1.1577139	0.930148483		0.658704734		0.069326376								
1.1576492	1.5850813	3.593161817		1.1576492	0.006869042	6.5936084		1.1576492	0.930310445		0.65812686		0.070191638								
1.1575846	1.5850783	3.593162226		1.1575846	0.006863574	6.687205089		1.1575846	0.930486494		0.657916391		0.070828678								
1.15752	1.5850789	3.593162748		1.15752	0.006853457	6.736276798		1.15752	0.930647678		0.658090412		0.071122872								
1.1574554	1.5850853	3.593163222		1.1574554	0.006843129	6.755657768		1.1574554	0.930770817		0.658404631		0.071134715								
1.1573908	1.5850958	3.593163723		1.1573908	0.006836774	6.756693145		1.1573908	0.930830498		0.658640304		0.071040228								
1.1573262	1.5851064	3.593164261		1.1573262	0.006835668	6.737586847		1.1573262	0.930811895		0.65875367		0.071004701								
1.1572617	1.5851142	3.593164861		1.1572617	0.006837816	6.703568542		1.1572617	0.930741477		0.658802032		0.071069979								
1.1571971	1.5851186	3.593165549		1.1571971	0.006839687	6.680562624		1.1571971	0.930688525		0.658813015		0.07115514								
1.1571325	1.585122	3.593166366		1.1571325	0.006839082	6.696616813		1.1571325	0.930712298		0.658751108		0.071151898								
1.157068	1.5851275	3.593167326		1.157068	0.006837177	6.753984228		1.157068	0.930804301		0.658559274		0.071011017								
1.1570034	1.5851351	3.593168328		1.1570034	0.006837643	6.828310174		1.1570034	0.930895901		0.658197592		0.070770468								
1.1569389	1.5851414	3.593169293		1.1569389	0.006842822	6.893585418		1.1569389	0.930929425		0.657686236		0.070519777								
1.1568743	1.5851417	3.593169999		1.1568743	0.006850256	6.9386182		1.1568743	0.930913889		0.657173207		0.070317324								
1.1568098	1.5851355	3.593170538		1.1568098	0.006853523	6.958294489		1.1568098	0.930904862		0.656939632		0.070133363								
1.1567453	1.5851276	3.593170985		1.1567453	0.006847489	6.941976117		1.1567453	0.930937895		0.657239122		0.069887519								
1.1566808	1.5851258	3.593171409		1.1566808	0.006833152	6.882886223		1.1566808	0.930994381		0.65806145		0.069543488								
1.1566163	1.585134	3.593171844		1.1566163	0.006817097	6.795571713		1.1566163	0.931030104		0.659077385		0.069162592								
1.1565518	1.5851505	3.593172358		1.1565518	0.006806232	6.713445483		1.1565518	0.931022486		0.659861418		0.068872187								
1.1564873	1.5851704	3.593173044		1.1564873	0.006803317	6.666729894		1.1564873	0.930984729		0.660169331		0.068772072								
1.1564228	1.5851894	3.593173879		1.1564228	0.006807101	6.668592749		1.1564228	0.930946479		0.659993359		0.068854448								
1.1563583	1.5852061	3.593174768		1.1563583	0.006815598	6.722495965		1.1563583	0.930931922		0.659398262		0.069015895								
1.1562938	1.5852199	3.59317539		1.1562938	0.006828228	6.829756959		1.1562938	0.930948782		0.658401616		0.06913768								
1.1562294	1.5852292	3.593175784		1.1562294	0.006844859	6.978098807		1.1562294	0.930982323		0.657063072		0.069155325								
1.1561649	1.5852316	3.593176108		1.1561649	0.006863636	7.128461662		1.1561649	0.930998497		0.655629298		0.06908649								
1.1561005	1.585226	3.593176578		1.1561005	0.006880472	7.229149242		1.1561005	0.93096734		0.654492293		0.069003253								
1.156036	1.5852144	3.593177256		1.156036	0.006890788	7.250382247		1.156036	0.930892457		0.653967566		0.068963396								
1.1559716	1.5852014	3.593178043		1.1559716	0.006891993	7.200584538		1.1559716	0.930809816		0.654122685		0.068969882								
1.1559072	1.5851928	3.59317881		1.1559072	0.006885103	7.106650825		1.1559072	0.930745989		0.654798459		0.068987316								
1.1558427	1.5851922	3.59317946		1.1558427	0.006874645	6.986917762		1.1558427	0.930682189		0.655731925		0.068973259								
1.1557783	1.5851995	3.593180032		1.1557783	0.006866514	6.852046127		1.1557783	0.930575593		0.656638939		0.068896153								
1.1557139	1.585211	3.593180415		1.1557139	0.006864694	6.725080252		1.1557139	0.930418198		0.657258033		0.068750324								
1.1556495	1.5852218	3.593180774		1.1556495	0.006869163	6.641945951		1.1556495	0.930258369		0.657431381		0.068553056								
1.1555851	1.5852295	3.593181256		1.1555851	0.006877012	6.622471251		1.1555851	0.930151408		0.657187426		0.068315814								
1.1555207	1.5852345	3.59318198		1.1555207	0.006885808	6.647808931		1.1555207	0.93009586		0.656706768		0.068031428								
1.1554564	1.5852378	3.593182879		1.1554564	0.006895624	6.675726288		1.1554564	0.930033912		0.656173803		0.067696289								
1.155392	1.5852383	3.593183751		1.155392	0.00690744	6.677563678		1.155392	0.929917058		0.655676654		0.067334103								
1.1553276	1.5852337	3.593184444		1.1553276	0.006919948	6.653554331		1.1553276	0.929758246		0.655267125		0.066997002								
1.1552633	1.5852236	3.593184955		1.1552633	0.006929024	6.612852562		1.1552633	0.929610146		0.655069897		0.066750074								
1.1551989	1.5852112	3.593185483		1.1551989	0.006931059	6.550275643		1.1551989	0.929501015		0.655252242		0.066653069								
1.1551346	1.5852016	3.593185997		1.1551346	0.006926583	6.451403877		1.1551346	0.929406138		0.655857297		0.066742866								
1.1550702	1.5851974	3.593186573		1.1550702	0.006919952	6.317209931		1.1550702	0.929284243		0.656707011		0.067019166								
1.1550059	1.5851969	3.593187173		1.1550059	0.006915282	6.175132034		1.1550059	0.929132279		0.657514887		0.067442279								
1.1549416	1.5851965	3.593187803		1.1549416	0.006912941	6.06337148		1.1549416	0.928998694		0.658094945		0.067943237								
1.1548773	1.5851948	3.593188462		1.1548773	0.006910051	6.006593625		1.1548773	0.928945764		0.658450185		0.068443395								
1.154813	1.5851936	3.593189129		1.154813	0.006904125	6.005456588		1.154813	0.928999119		0.658675995		0.068879602								
1.1547487	1.5851964	3.593189804		1.1547487	0.00689605	6.042293317		1.1547487	0.929125684		0.658816845		0.069215913								
1.1546844	1.5852045	3.59319051		1.1546844	0.006889691	6.092956165		1.1546844	0.929254014		0.658827683		0.069435689								
1.1546201	1.5852154	3.593191342		1.1546201	0.006888842	6.138876983		1.1546201	0.929321263		0.658640339		0.069538213								
1.1545558	1.5852247	3.593192104		1.1545558	0.006894237	6.176230295		1.1545558	0.929315091		0.658242213		0.069547785								
1.1544916	1.5852289	3.59319272		1.1544916	0.006902886	6.215710024		1.1544916	0.929279746		0.657704645		0.069520878								
1.1544273	1.5852275	3.593193095		1.1544273	0.006910118	6.270021		1.1544273	0.929278758		0.657157247		0.069541278								
1.154363	1.5852234	3.593193319		1.154363	0.00691275	6.339138038		1.154363	0.929343415		0.656727279		0.069689464								
1.1542988	1.5852206	3.59319357		1.1542988	0.006910898	6.407965518		1.1542988	0.929451811		0.656478104		0.069984804								
1.1542345	1.5852212	3.59319398		1.1542345	0.006907078	6.457606346		1.1542345	0.929553301		0.656393779		0.070345737								
1.1541703	1.585225	3.593194575		1.1541703	0.006903789	6.477694879		1.1541703	0.929609225		0.656420345		0.070614982								
1.1541061	1.5852311	3.593195297		1.1541061	0.006902093	6.470037081		1.1541061	0.929611689		0.656507025		0.070643057								
1.1540419	1.5852388	3.593196166		1.1540419	0.006902366	6.447122019		1.1540419	0.929574011		0.656582999		0.070381374								
1.1539776	1.5852478	3.593196991		1.1539776	0.006905662	6.431455902		1.1539776	0.92951646		0.656505705		0.069925476								
1.1539134	1.5852564	3.593197744		1.1539134	0.006913333	6.450668726		1.1539134	0.929463432		0.656097647		0.069472689								
1.1538492	1.5852616	3.593198343		1.1538492	0.006925104	6.522110578		1.1538492	0.92944151		0.655292281		0.069215806								
