Reference:	"He et al. (2024)"
DOI:	"doi:https://doi.org/10.1038/s41550-023-02140-4"
Sample Type:	"Gas Tholin"
Composition:	"H2O:He:CH4:N2:CO2 (0.66:0.16:0.066:0.065:0.049)"
Temperature:	"400K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/76"
n₁ Error Units:	Uncertainties on n values of 3-4% from 0.4 to 28.6 μm.
k₁ Error Units:	Uncertainties on k values of 1-4% at wavelengths > 2.9 μm and up to 9% for wavelengths between 0.4 to 2.9 μm.
T₁ Caption:	Transmission spectrum of a tholin-KBr pellet made with 0.10% in mass of tholin powder
T₁ Error Units:	Not Applicable
T₂ Caption:	Transmission spectrum of a tholin-KBr pellet made with 0.43% in mass of tholin powder
T₂ Error Units:	Not Applicable
T₃ Caption:	Transmission spectrum of a tholin-KBr pellet made with 4.10% in mass of tholin powder
T₃ Error Units:	Not Applicable
R₁ Caption:	Reflection spectrum of a tholin sample analyzed with an incidence angle of 15°
R₁ Error Units:	Not Applicable
R₂ Caption:	Reflection spectrum of a tholin sample analyzed with an incidence angle of 45°
R₂ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"		"Wavelength (µm)"	"k₁"	"Dk₁  (+/-)"		"Wavelength (µm)"	"T₁"	"DT₁  (+/-)"	"T₂"	"DT₂  (+/-)"	"T₃"	"DT₃  (+/-)"		"Wavenumber (cm⁻¹)"	"R₁"	"DR₁  (+/-)"	"R₂"	"DR₂  (+/-)"	
4.3710887	1.562303	3.578013879		4.3710887	0.009114237	3.899021095		4.3710887	0.973721735		0.869592212		0.236389489			12876.06057128	0.076650023		0.066794103		
4.3701677	1.5623576	3.578017193		4.3701677	0.009121072	3.803427504		4.3701677	0.973635029		0.869640823		0.23632713			12877.024853507	0.076625759		0.066786118		
4.3692471	1.562407	3.578018247		4.3692471	0.009129797	3.646913022		4.3692471	0.973507666		0.869793153		0.236244417			12877.989135733	0.076601367		0.066777102		
4.3683268	1.5624522	3.578020214		4.3683268	0.009138115	3.474221341		4.3683268	0.973373027		0.869998314		0.236140383			12878.95341796	0.076576616		0.06676716		
4.367407	1.5624946	3.578024944		4.367407	0.009145596	3.31573514		4.367407	0.973249364		0.870197399		0.236013862			12879.917700186	0.076551578		0.06675657		
4.3664875	1.5625344	3.578030771		4.3664875	0.009152593	3.187052576		4.3664875	0.973143845		0.870345542		0.235870103			12880.881982413	0.076526572		0.066745569		
4.3655685	1.5625712	3.578033954		4.3655685	0.009158546	3.101453064		4.3655685	0.973066492		0.870417472		0.235723443			12881.846264639	0.076501926		0.06673426		
4.3646498	1.5626054	3.57803143		4.3646498	0.009161759	3.07681057		4.3646498	0.973035093		0.870397913		0.235591028			12882.810546866	0.076477763		0.066722679		
4.3637315	1.5626388	3.578023856		4.3637315	0.009161117	3.126684437		4.3637315	0.973062282		0.87027351		0.235482543			12883.774829092	0.076453941		0.066710894		
4.3628136	1.562674	3.578015085		4.3628136	0.009157739	3.244541207		4.3628136	0.973138806		0.870041166		0.235395418			12884.739111319	0.076430156		0.066699058		
4.3618961	1.5627109	3.578009916		4.3618961	0.009154239	3.399341485		4.3618961	0.973235039		0.869728278		0.235318995			12885.703393546	0.076406087		0.066687357		
4.3609789	1.5627477	3.578011006		4.3609789	0.009152014	3.550715856		4.3609789	0.973322587		0.869403153		0.235242514			12886.667675772	0.076381491		0.066675936		
4.3600622	1.5627823	3.57801723		4.3600622	0.009149474	3.671549763		4.3600622	0.973394347		0.869157718		0.23515979			12887.631957999	0.07635624		0.06666486		
4.3591458	1.5628152	3.57802553		4.3591458	0.00914339	3.755562628		4.3591458	0.973461756		0.869067817		0.235068809			12888.596240225	0.076330328		0.066654138		
4.3582298	1.56285	3.57803277		4.3582298	0.009132253	3.804377982		4.3582298	0.973532661		0.869158282		0.234969756			12889.560522452	0.076303896		0.066643752		
4.3573142	1.5628903	3.57803773		4.3573142	0.009118306	3.813220384		4.3573142	0.973594731		0.869394274		0.234864912			12890.524804678	0.076277246		0.066633678		
4.356399	1.562937	3.578040916		4.356399	0.009106169	3.774187582		4.356399	0.973623269		0.869700789		0.234759696			12891.489086905	0.076250769		0.06662386		
4.3554842	1.5629874	3.578043042		4.3554842	0.00909941	3.693176527		4.3554842	0.973605252		0.869993394		0.234661982			12892.453369132	0.076224827		0.066614215		
4.3545698	1.5630381	3.578044224		4.3545698	0.009098375	3.598725449		4.3545698	0.97355394		0.8702018		0.234577692			12893.417651358	0.076199609		0.066604659		
4.3536557	1.563087	3.578044529		4.3536557	0.009101117	3.528546313		4.3536557	0.973498302		0.870280473		0.234504717			12894.381933585	0.076175085		0.066595175		
4.352742	1.5631344	3.578044514		4.352742	0.009106297	3.503418141		4.352742	0.973456334		0.870210334		0.234429752			12895.346215811	0.076151051		0.066585832		
4.3518287	1.5631807	3.578045297		4.3518287	0.009114824	3.51264654		4.3518287	0.973419164		0.870000242		0.234333217			12896.310498038	0.076127231		0.066576741		
4.3509158	1.5632241	3.578047555		4.3509158	0.00912852	3.524095881		4.3509158	0.973361746		0.869689072		0.23420218			12897.274780264	0.076103358		0.066567951		
4.3500033	1.5632605	3.578050839		4.3500033	0.009146961	3.51172574		4.3500033	0.973271445		0.869343173		0.234042977			12898.239062491	0.076079195		0.066559367		
4.3490912	1.5632865	3.578054828		4.3490912	0.009165642	3.477542798		4.3490912	0.973168105		0.869042762		0.233881774			12899.203344717	0.076054544		0.066550756		
4.3481794	1.5633025	3.578059352		4.3481794	0.009177749	3.447691138		4.3481794	0.973094966		0.868857501		0.233748989			12900.167626944	0.076029261		0.066541843		
4.347268	1.5633141	3.578064652		4.347268	0.009178302	3.447718673		4.347268	0.973087787		0.868824344		0.233658091			12901.131909171	0.076003309		0.066532427		
4.346357	1.5633282	3.578070397		4.346357	0.009167228	3.480566161		4.346357	0.973149094		0.868940313		0.23359597			12902.096191397	0.075976787		0.066522452		
4.3454464	1.5633498	3.578075431		4.3454464	0.009148862	3.526290993		4.3454464	0.97324975		0.869171431		0.23353346			12903.060473624	0.075949907		0.066511963		
4.3445362	1.5633802	3.578079025		4.3445362	0.00912876	3.56168347		4.3445362	0.973353335		0.869465311		0.233446844			12904.02475585	0.075922925		0.066501013		
4.3436263	1.5634174	3.57808167		4.3436263	0.009110875	3.581355147		4.3436263	0.973439611		0.869756293		0.233332919			12904.989038077	0.075896061		0.06648959		
4.3427169	1.5634588	3.578085089		4.3427169	0.009096899	3.602590552		4.3427169	0.973509882		0.869968899		0.233207408			12905.953320303	0.075869468		0.066477623		
4.3418078	1.5635019	3.578090263		4.3418078	0.009087033	3.65277243		4.3418078	0.973577172		0.870034009		0.233091485			12906.91760253	0.075843234		0.066465076		
4.3408991	1.563545	3.578097005		4.3408991	0.009080511	3.752511007		4.3408991	0.973655212		0.869919287		0.232998244			12907.881884757	0.075817405		0.066452052		
4.3399907	1.5635873	3.57810407		4.3399907	0.009075776	3.903813651		4.3399907	0.973751521		0.869653313		0.232926672			12908.846166983	0.075791989		0.066438833		
4.3390828	1.5636298	3.578109926		4.3390828	0.009071522	4.083619119		4.3390828	0.973859693		0.869317235		0.23286337			12909.81044921	0.075766954		0.06642582		
4.3381752	1.5636744	3.578113097		4.3381752	0.009068423	4.244804628		4.3381752	0.973952681		0.869003952		0.232789153			12910.774731436	0.07574223		0.066413396		
4.337268	1.5637212	3.578112005		4.337268	0.009069555	4.331104459		4.337268	0.973988656		0.868774642		0.232687961			12911.739013663	0.075717713		0.066401788		
4.3363612	1.5637675	3.57810616		4.3363612	0.009078035	4.305475336		4.3363612	0.973935206		0.868645932		0.232555016			12912.703295889	0.075693262		0.066390979		
4.3354548	1.5638078	3.578097703		4.3354548	0.009093565	4.173616846		4.3354548	0.973795831		0.868611326		0.232399725			12913.667578116	0.075668688		0.066380723		
4.3345487	1.5638383	3.578090761		4.3345487	0.009111476	3.979591325		4.3345487	0.973612408		0.868669292		0.232240605			12914.631860342	0.075643756		0.066370643		
4.3336431	1.5638595	3.57808802		4.3336431	0.009125568	3.776078487		4.3336431	0.973438761		0.868827815		0.232094873			12915.596142569	0.075618232		0.066360372		
4.3327378	1.5638753	3.578088905		4.3327378	0.009132013	3.598472087		4.3327378	0.97331064		0.869082755		0.231969837			12916.560424796	0.075591971		0.066349684		
4.3318329	1.5638899	3.578090367		4.3318329	0.009130591	3.465453131		4.3318329	0.973240062		0.869394217		0.2318615			12917.524707022	0.075565003		0.066338567		
4.3309283	1.5639062	3.578090817		4.3309283	0.009122765	3.396824612		4.3309283	0.973232734		0.869686154		0.231760269			12918.488989249	0.075537541		0.066327195		
4.3300242	1.5639256	3.578092318		4.3300242	0.009109586	3.420234697		4.3300242	0.973300197		0.869873264		0.231658674			12919.453271475	0.075509903		0.066315808		
4.3291204	1.5639501	3.578097618		4.3291204	0.009091908	3.555270781		4.3291204	0.973448908		0.869896533		0.231555814			12920.417553702	0.075482378		0.066304567		
4.328217	1.5639819	3.578106085		4.328217	0.00907212	3.788912545		4.328217	0.973658958		0.869745803		0.231455866			12921.381835928	0.07545513		0.066293463		
4.3273139	1.5640215	3.578113468		4.3273139	0.009054487	4.068371505		4.3273139	0.973881195		0.869460308		0.231362789			12922.346118155	0.075428191		0.06628233		
4.3264113	1.5640667	3.578115409		4.3264113	0.00904316	4.323135875		4.3264113	0.974060111		0.869111176		0.231276031			12923.310400382	0.075401533		0.06627095		
4.325509	1.5641131	3.578111421		4.325509	0.00903987	4.498336381		4.325509	0.974160911		0.868777429		0.231191361			12924.274682608	0.075375119		0.066259184		
4.3246071	1.5641567	3.578105715		4.3246071	0.009043402	4.572131533		4.3246071	0.974178888		0.868525762		0.231105724			12925.238964835	0.075348896		0.066247034		
4.3237056	1.5641952	3.578103027		4.3237056	0.009051009	4.549429525		4.3237056	0.97412898		0.868398726		0.231020524			12926.203247061	0.075322738		0.066234615		
4.3228045	1.5642281	3.578106097		4.3228045	0.009059938	4.448568441		4.3228045	0.974032443		0.868412553		0.230938835			12927.167529288	0.075296416		0.066222068		
4.3219037	1.564256	3.578115324		4.3219037	0.009068007	4.29488134		4.3219037	0.973911672		0.86855886		0.230858874			12928.131811514	0.075269666		0.066209496		
4.3210033	1.5642799	3.578128996		4.3210033	0.009073668	4.119325525		4.3210033	0.973789645		0.868804993		0.230771806			12929.096093741	0.07524234		0.066196976		
4.3201033	1.5643014	3.578143586		4.3201033	0.0090762	3.955883167		4.3201033	0.973687775		0.869093509		0.230667901			12930.060375968	0.075214542		0.066184617		
4.3192036	1.5643215	3.578154664		4.3192036	0.009075654	3.838245378		4.3192036	0.973624104		0.869348155		0.23054627			12931.024658194	0.075186632		0.066172587		
4.3183043	1.5643407	3.578159369		4.3183043	0.009072238	3.796755572		4.3183043	0.973614054		0.869493259		0.230417857			12931.988940421	0.075159085		0.066161051		
4.3174054	1.5643595	3.578158369		4.3174054	0.009065579	3.853877161		4.3174054	0.973670955		0.869482539		0.230298087			12932.953222647	0.075132272		0.066150058		
4.3165069	1.5643789	3.578155625		4.3165069	0.00905499	4.014295274		4.3165069	0.97379939		0.869320572		0.230195352			12933.917504874	0.075106271		0.066139442		
4.3156088	1.5644005	3.578153803		4.3156088	0.009040631	4.254684484		4.3156088	0.973985117		0.869061701		0.230105907			12934.8817871	0.075080838		0.066128835		
4.314711	1.5644259	3.578151375		4.314711	0.009024074	4.52667733		4.314711	0.974195319		0.86878569		0.230018357			12935.846069327	0.075055536		0.066117798		
4.3138136	1.5644549	3.578144969		4.3138136	0.009007357	4.777714596		4.3138136	0.974394162		0.868566178		0.229922742			12936.810351553	0.075029963		0.066105999		
4.3129166	1.5644864	3.57813411		4.3129166	0.008991401	4.975909613		4.3129166	0.974561951		0.868450155		0.229816167			12937.77463378	0.075003943		0.066093331		
4.3120199	1.5645196	3.578123487		4.3120199	0.008975686	5.116401883		4.3120199	0.974698992		0.868454998		0.229701931			12938.738916007	0.074977603		0.066079927		
4.3111236	1.5645552	3.578119718		4.3111236	0.008959637	5.206332049		4.3111236	0.974811666		0.868574743		0.229584682			12939.703198233	0.074951276		0.066066081		
4.3102277	1.5645942	3.578125812		4.3102277	0.008944108	5.2486488		4.3102277	0.974897926		0.868784571		0.229465987			12940.66748046	0.074925305		0.066052158		
4.3093322	1.5646369	3.578139012		4.3093322	0.008931182	5.243426755		4.3093322	0.974948957		0.869041736		0.229343424			12941.631762686	0.074899868		0.066038512		
4.308437	1.5646818	3.57815387		4.308437	0.008922637	5.200934626		4.308437	0.974962362		0.869289025		0.229213594			12942.596044913	0.074874913		0.066025426		
4.3075422	1.5647267	3.578166033		4.3075422	0.008918778	5.145746919		4.3075422	0.974949124		0.869468908		0.229077199			12943.560327139	0.074850237		0.066013059		
4.3066478	1.5647702	3.578174294		4.3066478	0.008918754	5.103008978		4.3066478	0.974925277		0.869544864		0.228942121			12944.524609366	0.07482563		0.066001388		
4.3057537	1.5648116	3.578179513		4.3057537	0.008921706	5.08030233		4.3057537	0.974897855		0.86951611		0.228821351			12945.488891593	0.07480095		0.065990192		
4.3048601	1.5648504	3.578182837		4.3048601	0.008927272	5.066373178		4.3048601	0.974862312		0.869411586		0.228725633			12946.453173819	0.074776112		0.06597913		
4.3039667	1.5648858	3.578184369		4.3039667	0.008935087	5.047947949		4.3039667	0.974813482		0.869266313		0.228655736			12947.417456046	0.074751011		0.065967884		
4.3030738	1.5649169	3.578183145		4.3030738	0.008944249	5.025522757		4.3030738	0.974756056		0.869099659		0.228600034			12948.381738272	0.074725508		0.065956307		
4.3021812	1.5649428	3.578178869		4.3021812	0.008953275	5.012396451		4.3021812	0.974704108		0.868917116		0.228539837			12949.346020499	0.074699539		0.06594449		
4.301289	1.5649633	3.578173336		4.301289	0.008960272	5.020378492		4.301289	0.974672671		0.868734923		0.228459207			12950.310302725	0.074673243		0.065932699		
4.3003972	1.5649786	3.578170799		4.3003972	0.008962883	5.051083815		4.3003972	0.974673169		0.868598322		0.2283533			12951.274584952	0.074646991		0.065921214		
4.2995058	1.5649904	3.578174796		4.2995058	0.008958304	5.102382912		4.2995058	0.9747165		0.868567553		0.228229873			12952.238867178	0.074621206		0.065910166		
4.2986147	1.5650023	3.578184916		4.2986147	0.008944285	5.178890445		4.2986147	0.974814197		0.86867672		0.228102949			12953.203149405	0.074596071		0.06589946		
4.2977239	1.5650194	3.578196251		4.2977239	0.008920982	5.290432537		4.2977239	0.974969887		0.868901426		0.227983128			12954.167431632	0.074571338		0.065888812		
4.2968336	1.5650464	3.578203147		4.2968336	0.008892062	5.437157336		4.2968336	0.975167148		0.869168132		0.227872149			12955.131713858	0.074546416		0.065877896		
4.2959436	1.5650846	3.578204127		4.2959436	0.008863593	5.598874342		4.2959436	0.975369133		0.869396742		0.227766577			12956.095996085	0.074520696		0.065866506		
4.295054	1.5651316	3.578202757		4.295054	0.008841131	5.744344568		4.295054	0.975535944		0.869537591		0.227667386			12957.060278311	0.074493909		0.06585466		
4.2941648	1.5651826	3.578203355		4.2941648	0.008827035	5.855104215		4.2941648	0.975647914		0.869576768		0.227585586			12958.024560538	0.074466263		0.065842588		
4.2932759	1.5652334	3.578205244		4.2932759	0.008820145	5.93932758		4.2932759	0.975713769		0.869517295		0.227536504			12958.988842764	0.074438271		0.06583061		
4.2923874	1.5652825	3.57820392		4.2923874	0.008817857	6.018204451		4.2923874	0.975755198		0.86936761		0.227526113			12959.953124991	0.074410416		0.065818958		
4.2914992	1.5653303	3.57819631		4.2914992	0.008818657	6.097411174		4.2914992	0.975782176		0.869149197		0.227542239			12960.917407218	0.074382901		0.065807648		
4.2906115	1.5653774	3.578184618		4.2906115	0.008823169	6.150703457		4.2906115	0.975780131		0.868906872		0.227560223			12961.881689444	0.074355627		0.06579646		
4.289724	1.5654225	3.578175289		4.289724	0.008832892	6.133910997		4.289724	0.975721637		0.868703365		0.227559169			12962.845971671	0.074328361		0.065785048		
4.288837	1.5654625	3.578173776		4.288837	0.008847882	6.018524113		4.288837	0.975592328		0.868597266		0.227534744			12963.810253897	0.074300931		0.065773117		
4.2879503	1.5654943	3.578180655		4.2879503	0.00886535	5.816926488		4.2879503	0.975409494		0.868620813		0.227498009			12964.774536124	0.074273317		0.065760547		
4.287064	1.5655172	3.578192536		4.287064	0.00888039	5.580110411		4.287064	0.975218867		0.868769599		0.227462687			12965.73881835	0.074245628		0.065747415		
4.2861781	1.5655339	3.578204981		4.2861781	0.008888566	5.371615507		4.2861781	0.975071505		0.869002416		0.227433346			12966.703100577	0.074218068		0.065733913		
4.2852925	1.565549	3.578214433		4.2852925	0.008888334	5.23952131		4.2852925	0.97499915		0.869250037		0.227403855			12967.667382803	0.074190916		0.065720243		
4.2844073	1.5655666	3.578219694		4.2844073	0.008881333	5.203825753		4.2844073	0.975005553		0.869436917		0.227365008			12968.63166503	0.074164501		0.065706569		
4.2835225	1.5655882	3.578221234		4.2835225	0.00887049	5.260979665		4.2835225	0.97507631		0.869511194		0.227312494			12969.595947257	0.074139097		0.06569302		
4.282638	1.5656134	3.57822006		4.282638	0.008857708	5.395990886		4.282638	0.975195131		0.869466051		0.227248318			12970.560229483	0.074114755		0.065679715		
4.2817539	1.5656422	3.578216895		4.2817539	0.008843412	5.590200088		4.2817539	0.975350231		0.869332669		0.227175981			12971.52451171	0.074091188		0.065666739		
4.2808701	1.5656754	3.578212709		4.2808701	0.008828111	5.820210822		4.2808701	0.975527322		0.869150373		0.227095885			12972.488793936	0.074067835		0.065654078		
4.2799867	1.5657137	3.578209762		4.2799867	0.008813787	6.055108343		4.2799867	0.975702308		0.868942873		0.227006099			12973.453076163	0.074044112		0.065641572		
4.2791037	1.5657562	3.578211253		4.2791037	0.008803268	6.259596281		4.2791037	0.975845482		0.868723084		0.226907708			12974.417358389	0.074019689		0.065628954		
4.2782211	1.5658001	3.578218982		4.2782211	0.008797985	6.404789176		4.2782211	0.975936355		0.868517228		0.226808751			12975.381640616	0.073994624		0.065615968		
4.2773388	1.5658425	3.578230631		4.2773388	0.008796689	6.476697816		4.2773388	0.975973218		0.868375945		0.226721829			12976.345922843	0.073969262		0.065602514		
4.2764569	1.5658829	3.578240481		4.2764569	0.00879669	6.473838481		4.2764569	0.975966748		0.868355775		0.226656276			12977.310205069	0.073944005		0.065588716		
4.2755753	1.5659227	3.578243537		4.2755753	0.008796476	6.398182975		4.2755753	0.975924488		0.868484223		0.226611535			12978.274487296	0.073919121		0.065574864		
4.2746941	1.5659637	3.578240048		4.2746941	0.008796967	6.252213372		4.2746941	0.975843979		0.868739467		0.226577578			12979.238769522	0.073894706		0.065561282		
4.2738133	1.5660056	3.578235048		4.2738133	0.008800283	6.047282129		4.2738133	0.975721918		0.869057914		0.226541179			12980.203051749	0.073870752		0.065548178		
4.2729328	1.5660466	3.578234151		4.2729328	0.008807471	5.81329152		4.2729328	0.97556862		0.869360111		0.226491894			12981.167333975	0.073847224		0.065535561		
4.2720527	1.5660843	3.57823928		4.2720527	0.008817494	5.595761155		4.2720527	0.975411278		0.869576157		0.226423154			12982.131616202	0.073824043		0.065523248		
4.2711729	1.566118	3.578247999		4.2711729	0.008828094	5.439732162		4.2711729	0.97528259		0.869659968		0.226330307			12983.095898428	0.073801043		0.065510938		
4.2702935	1.5661485	3.578256271		4.2702935	0.008837297	5.372661821		4.2702935	0.975205484		0.86959395		0.226211038			12984.060180655	0.073777967		0.065498341		
4.2694145	1.5661774	3.578260999		4.2694145	0.008844352	5.396271724		4.2694145	0.97518428		0.869387792		0.226069853			12985.024462882	0.073754561		0.065485311		
4.2685359	1.5662057	3.578262198		4.2685359	0.008849523	5.490225002		4.2685359	0.975207051		0.869075501		0.225921535			12985.988745108	0.073730718		0.065471923		
4.2676576	1.566234	3.578262442		4.2676576	0.008853411	5.620950258		4.2676576	0.975253278		0.868710964		0.225787633			12986.953027335	0.073706543		0.065458435		
4.2667796	1.566262	3.578264685		4.2667796	0.008856116	5.753582627		4.2667796	0.975304187		0.868361399		0.225686381			12987.917309561	0.073682289		0.065445141		
4.265902	1.5662899	3.578269569		4.265902	0.008856737	5.863761371		4.265902	0.975351309		0.868094787		0.225623129			12988.881591788	0.073658196		0.065432163		
4.2650248	1.5663195	3.578274173		4.2650248	0.008854071	5.940383026		4.2650248	0.975394785		0.867960377		0.225588682			12989.845874014	0.07363436		0.065419347		
4.264148	1.5663539	3.578274077		4.264148	0.0088485	5.975255349		4.264148	0.975429624		0.867970115		0.225566025			12990.810156241	0.073610715		0.065406344		
4.2632715	1.566396	3.578267986		4.2632715	0.008843535	5.948821921		4.2632715	0.975431371		0.868094252		0.225539816			12991.774438468	0.073587123		0.065392861		
4.2623953	1.5664458	3.578260418		4.2623953	0.008845033	5.831165795		4.2623953	0.975359701		0.868275081		0.225501804			12992.738720694	0.073563476		0.065378902		
4.2615196	1.5664989	3.578258599		4.2615196	0.008857966	5.605112557		4.2615196	0.975183741		0.868447792		0.225449827			12993.703002921	0.07353977		0.065364834		
4.2606442	1.5665492	3.57826692		4.2606442	0.008883465	5.290582477		4.2606442	0.974907296		0.86855314		0.225382916			12994.667285147	0.073516105		0.065351194		
4.2597691	1.5665914	3.578283422		4.2597691	0.008918951	4.940770781		4.2597691	0.974567236		0.868539995		0.225297871			12995.631567374	0.073492638		0.065338368		
4.2588944	1.5666226	3.578302156		4.2588944	0.008960864	4.609942306		4.2588944	0.974206307		0.868371459		0.225190425			12996.5958496	0.073469508		0.065326369		
4.2580201	1.5666412	3.578317058		4.2580201	0.009006553	4.325033358		4.2580201	0.973850292		0.868044177		0.225059976			12997.560131827	0.073446762		0.065314856		
4.2571461	1.5666443	3.578324641		4.2571461	0.009052986	4.089538235		4.2571461	0.97351493		0.867608431		0.224913279			12998.524414053	0.073424299		0.065303387		
4.2562725	1.5666297	3.578324218		4.2562725	0.009094116	3.910880906		4.2562725	0.973231804		0.867163826		0.224763169			12999.48869628	0.07340187		0.06529169		
4.2553992	1.5665985	3.578317093		4.2553992	0.009120823	3.817425137		4.2553992	0.973058256		0.866822686		0.224622172			13000.452978507	0.073379164		0.065279766		
4.2545263	1.5665581	3.578306827		4.2545263	0.009124805	3.845849885		4.2545263	0.973052893		0.866663034		0.224495833			13001.417260733	0.073355959		0.065267767		
4.2536538	1.5665202	3.578297765		4.2536538	0.009103378	4.012271734		4.2536538	0.973236403		0.8667051		0.224380972			13002.38154296	0.07333225		0.065255774		
4.2527816	1.5664956	3.578292591		4.2527816	0.009061136	4.292422715		4.2527816	0.973572806		0.866922987		0.224269851			13003.345825186	0.073308276		0.065243668		
4.2519097	1.5664906	3.578289965		4.2519097	0.009007475	4.626030538		4.2519097	0.973985555		0.867271246		0.22415638			13004.310107413	0.073284396		0.065231174		
4.2510383	1.5665056	3.578286089		4.2510383	0.008952373	4.944609938		4.2510383	0.974393575		0.867697918		0.224039662			13005.274389639	0.073260889		0.065218044		
4.2501672	1.5665362	3.578278885		4.2501672	0.008903077	5.206011146		4.2501672	0.974743689		0.868139515		0.223923521			13006.238671866	0.073237803		0.065204222		
4.2492964	1.5665766	3.578270805		4.2492964	0.008862687	5.41356611		4.2492964	0.97502493		0.868518144		0.223813951			13007.202954093	0.073214952		0.065189877		
4.248426	1.5666217	3.578267134		4.248426	0.008830576	5.607211201		4.248426	0.975260893		0.86875818		0.223716484			13008.167236319	0.073192046		0.065175311		
4.247556	1.5666696	3.578271671		4.247556	0.00880449	5.829284313		4.247556	0.975482952		0.868816334		0.223634071			13009.131518546	0.07316887		0.065160822		
4.2466863	1.5667204	3.57828438		4.2466863	0.00878349	6.085431226		4.2466863	0.975698088		0.868700616		0.223565334			13010.095800772	0.073145388		0.065146618		
4.2458169	1.5667741	3.578302249		4.2458169	0.008769352	6.331973813		4.2458169	0.975877172		0.868464272		0.223503845			13011.060082999	0.073121712		0.065132802		
4.244948	1.566828	3.578322079		4.244948	0.008764618	6.505912455		4.244948	0.975978819		0.868182665		0.223439308			13012.024365225	0.073098011		0.065119408		
4.2440793	1.5668769	3.578340644		4.2440793	0.008768849	6.574941447		4.2440793	0.975989952		0.867930358		0.223360797			13012.988647452	0.073074405		0.065106425		
4.2432111	1.5669167	3.578354622		4.2432111	0.008777168	6.560349686		4.2432111	0.975942877		0.867766732		0.223260645			13013.952929679	0.073050943		0.065093793		
4.2423432	1.5669483	3.578361688		4.2423432	0.008783204	6.511027603		4.2423432	0.975889585		0.867725844		0.223137514			13014.917211905	0.073027635		0.065081378		
4.2414756	1.5669758	3.578362086		4.2414756	0.008783653	6.459633018		4.2414756	0.975860424		0.86780909		0.222997691			13015.881494132	0.073004505		0.065068995		
4.2406084	1.5670031	3.57835921		4.2406084	0.008779483	6.409837171		4.2406084	0.975852483		0.86798644		0.222853688			13016.845776358	0.072981621		0.065056461		
4.2397416	1.5670311	3.578357373		4.2397416	0.008772707	6.362922287		4.2397416	0.97585699		0.868210629		0.222719481			13017.810058585	0.072959062		0.065043663		
4.2388751	1.5670591	3.578358464		4.2388751	0.008762962	6.344323181		4.2388751	0.975887785		0.868435702		0.22260362			13018.774340811	0.072936852		0.06503061		
4.2380089	1.5670889	3.578360837		4.2380089	0.00874816	6.392968075		4.2380089	0.975973381		0.8686265		0.222503654			13019.738623038	0.0729149		0.065017429		
4.2371432	1.5671247	3.578361587		4.2371432	0.008728318	6.523847735		4.2371432	0.976121466		0.868755693		0.222405886			13020.702905264	0.072892995		0.06500431		
4.2362777	1.5671701	3.57835928		4.2362777	0.008707792	6.707567825		4.2362777	0.976298897		0.868796832		0.222291778			13021.667187491	0.072870886		0.064991408		
4.2354127	1.5672244	3.578355342		4.2354127	0.008692958	6.891284667		4.2354127	0.976452319		0.868726117		0.222147516			13022.631469718	0.072848411		0.064978764		
4.2345479	1.5672831	3.578352521		4.2345479	0.008687901	7.03725578		4.2345479	0.97654575		0.868532973		0.221971097			13023.595751944	0.072825597		0.064966296		
4.2336836	1.5673407	3.578353109		4.2336836	0.00869249	7.137899055		4.2336836	0.976575883		0.86823207		0.221773229			13024.560034171	0.072802672		0.064953858		
4.2328195	1.5673938	3.578357528		4.2328195	0.008703876	7.197680076		4.2328195	0.976556632		0.867870478		0.22157227			13025.524316397	0.072779963		0.064941346		
4.2319559	1.5674412	3.578364164		4.2319559	0.008719002	7.209262335		4.2319559	0.976496921		0.867524259		0.221386119			13026.488598624	0.072757759		0.064928759		
4.2310926	1.5674827	3.578370738		4.2310926	0.008735443	7.153901582		4.2310926	0.976397532		0.867281018		0.221224811			13027.45288085	0.072736198		0.064916184		
4.2302296	1.5675191	3.578374958		4.2302296	0.008751005	7.022220531		4.2302296	0.976263249		0.867207279		0.221086793			13028.417163077	0.072715247		0.064903711		
4.229367	1.5675516	3.578376067		4.229367	0.008763712	6.830588011		4.229367	0.976110982		0.867314584		0.220960782			13029.381445304	0.072694749		0.064891341		
4.2285047	1.5675824	3.578375032		4.2285047	0.008772475	6.618649176		4.2285047	0.975965599		0.867548445		0.220832359			13030.34572753	0.072674485		0.064878959		
4.2276428	1.5676142	3.578373633		4.2276428	0.008777593	6.431914558		4.2276428	0.975848842		0.867811136		0.220691938			13031.310009757	0.072654194		0.064866375		
4.2267813	1.5676489	3.57837308		4.2267813	0.008780595	6.302091728		4.2267813	0.975769971		0.868004909		0.22053918			13032.274291983	0.072633579		0.064853399		
4.2259201	1.5676874	3.578373586		4.2259201	0.008783949	6.23384761		4.2259201	0.975720296		0.868066292		0.220381453			13033.23857421	0.072612357		0.064839892		
4.2250592	1.5677287	3.578375227		4.2250592	0.008790668	6.205349801		4.2250592	0.975675341		0.867974987		0.220227973			13034.202856436	0.072590369		0.064825781		
4.2241987	1.5677699	3.578378608		4.2241987	0.008802852	6.186978319		4.2241987	0.975610854		0.867746914		0.220084053			13035.167138663	0.072567694		0.064811062		
