Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"HC3N (1)"
Temperature:	"35K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/24"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"	
75	1.805			75	0.0315		
80	1.885			80	0.252		
81	1.866			81	0.31		
82	1.822			82	0.37		
83	1.769			83	0.388		
84	1.725			84	0.398		
85	1.688			85	0.401		
86	1.658			86	0.396		
87	1.636			87	0.39		
88	1.621			88	0.385		
89	1.609			89	0.385		
90	1.596			90	0.388		
94	1.534			94	0.391		
95	1.524			95	0.386		
100	1.483			100	0.417		
101	1.466			101	0.425		
102	1.448			102	0.432		
103	1.428			103	0.438		
104	1.405			104	0.444		
105	1.38			105	0.448		
106	1.352			106	0.448		
107	1.322			107	0.443		
108	1.293			108	0.433		
109	1.267			109	0.419		
110	1.244			110	0.401		
115	1.165			115	0.3		
120	1.146			120	0.187		
125	1.172			125	0.0971		
130	1.214			130	0.042		
135	1.258			135	0.0139		
140	1.293			140	0.00609		
145	1.314			145	0.00265		
215	1.413			215	0.00128		
220	1.429			220	0.00502		
221	1.434			221	0.00938		
222	1.438			222	0.0163		
223	1.439			223	0.0257		
224	1.437			224	0.0365		
225	1.43			225	0.0463		
226	1.419			226	0.0526		
227	1.407			227	0.0537		
228	1.397			228	0.0502		
229	1.39			229	0.0442		
230	1.387			230	0.0382		
235	1.381			235	0.0208		
240	1.386			240	0.00498		
245	1.394			245	0.00155		
490	1.529			490	0.00777		
495	1.578			495	0.0263		
500	1.687			500	0.0403		
501	1.744			501	0.0375		
502	1.859			502	0.0692		
503	2.019			503	0.212		
504	2.059			504	0.603		
505	1.694			505	0.844		
506	1.43			506	0.808		
507	1.227			507	0.745		
508	1.046			508	0.618		
509	0.962			509	0.456		
510	0.914			510	0.278		
512	1.083			512	0.0185		
730	1.569			730	0.0411		
740	1.651			740	0.0986		
750	1.741			750	0.343		
751	1.731			751	0.387		
752	1.714			752	0.435		
753	1.687			753	0.481		
754	1.65			754	0.523		
755	1.605			755	0.559		
756	1.553			756	0.591		
757	1.496			757	0.609		
758	1.44			758	0.617		
759	1.381			759	0.622		
760	1.321			760	0.617		
761	1.263			761	0.601		
762	1.208			762	0.575		
763	1.162			763	0.541		
764	1.124			764	0.501		
765	1.096			765	0.461		
770	1.024			770	0.276		
780	1.162			780	0.0182		
