Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"CH3OH (1)"
Temperature:	"75K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/81"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.1	1.5613		0.029823			500.08	98.900001526		
501.1	1.5564		0.027212			501.05	99		
502	1.5485		0.030036			501.53	99.099998474		
503	1.5425		0.027431			502.49	98.900001526		
503.9	1.5408		0.022041			503.46	99.099998474		
504.9	1.5402		0.024693			504.42	99		
505.9	1.5379		0.024693			505.39	99.099998474		
506.8	1.5373		0.021985			506.35	99.099998474		
507.8	1.535		0.027339			507.31	99.099998474		
508.8	1.532		0.021996			508.28	99.099998474		
509.7	1.5326		0.019281			509.24	99.300003052		
510.7	1.5322		0.021912			510.21	99.300003052		
511.7	1.5316		0.019228			511.17	99.099998474		
512.6	1.5305		0.021862			512.14	99.400001526		
513.6	1.5287		0.019202			513.1	99.199996948		
514.5	1.5291		0.01652			514.07	99.400001526		
515.5	1.5283		0.019141			515.03	99.400001526		
516.5	1.528		0.013846			516	99.300003052		
517.4	1.5281		0.016447			516.96	99.5		
518.4	1.5285		0.011181			517.92	99.400001526		
519.4	1.5298		0.013759			518.89	99.599998474		
520.3	1.5308		0.011123			519.85	99.599998474		
521.3	1.5307		0.016304			520.82	99.400001526		
522.3	1.5293		0.013695			521.78	99.599998474		
523.2	1.5292		0.013674			522.75	99.5		
524.2	1.5284		0.013659			523.71	99.400001526		
525.2	1.5284		0.011055			524.68	99.5		
526.1	1.5292		0.011029			525.64	99.5		
527.1	1.5278		0.013597			526.6	99.5		
528	1.5284		0.005877			527.57	99.699996948		
529	1.5295		0.010976			528.53	99.800003052		
530	1.5299		0.005853			529.5	99.599998474		
531	1.5317		0.008377			530.46	99.800003052		
531.9	1.5305		0.010915			531.43	99.699996948		
532.9	1.5305		0.005826			532.39	99.800003052		
533.8	1.5315		0.008341			533.36	99.800003052		
534.8	1.5304		0.008337			534.32	99.699996948		
535.8	1.5314		0.003284			535.29	99.800003052		
536.7	1.5333		0.00578			536.25	99.900001526		
537.7	1.5335		0.00577			537.21	99.800003052		
538.7	1.5339		0.005759			538.18	99.800003052		
539.6	1.5341		0.005751			539.14	99.900001526		
540.6	1.5341		0.005745			540.11	99.800003052		
541.5	1.535		0.003249			541.07	99.800003052		
542.5	1.5376		0.003233			542.04	99.900001526		
543.5	1.5366		0.010657			543	99.800003052		
544.5	1.5345		0.00571			543.97	99.800003052		
545.4	1.5346		0.005702			544.93	99.900001526		
546.4	1.5349		0.003232			545.89	99.800003052		
547.3	1.5374		0.000771			546.86	100		
548.3	1.5382		0.005657			547.82	100		
549.3	1.5377		0.00321			548.79	99.800003052		
550.2	1.5385		0.003203			549.75	99.900001526		
551.2	1.5391		0.003196			550.72	99.900001526		
552.2	1.5399		0.00319			551.68	99.800003052		
553.1	1.539		0.005614			552.65	99.800003052		
554.1	1.5389		0.000773			553.61	99.900001526		
555.1	1.5424		0			554.57	100		
556	1.5433		0.005561			555.54	99.900001526		
557	1.5421		0.003161			556.5	99.800003052		
558	1.5425		0.003155			557.47	99.900001526		
558.9	1.5425		0.003153			558.43	99.900001526		
559.9	1.5436		0.000759			559.4	100		
560.8	1.5444		0.003134			560.36	99.900001526		
561.8	1.5451		0.000754			561.33	99.900001526		
562.8	1.5462		0.003116			562.29	99.900001526		
563.7	1.5461		0.003115			563.26	99.900001526		
564.7	1.5461		0.003111			564.22	99.900001526		
565.7	1.546		0.003108			565.18	99.900001526		
566.6	1.5467		0.000751			566.15	100		
567.6	1.5485		0.000741			567.11	100		
568.6	1.5492		0.003077			568.08	100		
569.5	1.5486		0.003079			569.04	99.900001526		
570.5	1.5492		0.00074			570.01	100		
571.5	1.551		0.000731			570.97	100		
572.4	1.5514		0.003047			571.94	99.900001526		
573.4	1.5521		0.000726			572.9	99.900001526		
574.4	1.5531		0.003029			573.86	100		
575.3	1.553		0.003026			574.83	99.900001526		
576.3	1.5532		0.003022			575.79	99.900001526		
577.2	1.5532		0.003019			576.76	99.800003052		
578.2	1.5542		0.000716			577.72	99.900001526		
579.2	1.555		0.002997			578.69	100		
580.1	1.5558		0.000705			579.65	100		
581.1	1.5566		0.002978			580.62	99.900001526		
582.1	1.5574		0.000695			581.58	100		
583	1.5582		0.002957			582.54	99.900001526		
584	1.5591		0.000684			583.51	99.900001526		
585	1.5604		0.00293			584.47	99.900001526		
585.9	1.5607		0.002924			585.44	99.900001526		
586.9	1.5615		0.002912			586.4	99.900001526		
587.9	1.5613		0.005159			587.37	99.800003052		
588.8	1.5609		0.002914			588.33	99.800003052		
589.8	1.5626		0.000659			589.3	99.900001526		
590.7	1.5642		0.002873			590.26	100		
591.7	1.5648		0.002863			591.22	99.900001526		
592.7	1.5656		0.002851			592.19	99.900001526		
593.6	1.5666		0.002838			593.15	99.900001526		
594.6	1.5679		0.00282			594.12	99.900001526		
595.6	1.5683		0.00502			595.08	99.900001526		
596.5	1.5691		0.0028			596.05	99.800003052		
597.5	1.5703		0.004981			597.01	99.800003052		
598.5	1.5705		0.00497			597.98	99.800003052		
599.4	1.5711		0.004957			598.94	99.900001526		
600.4	1.5719		0.00494			599.91	99.900001526		
601.4	1.5727		0.004922			600.87	99.800003052		
602.3	1.5737		0.004901			601.83	99.800003052		
603.3	1.5747		0.004879			602.8	99.800003052		
604.2	1.5762		0.004852			603.76	99.800003052		
605.2	1.5767		0.007001			604.73	99.800003052		
606.2	1.5777		0.004816			605.69	99.699996948		
607.1	1.579		0.006943			606.66	99.800003052		
608.1	1.5796		0.006925			607.62	99.699996948		
609.1	1.5805		0.006899			608.59	99.699996948		
610	1.5816		0.00687			609.55	99.699996948		
611	1.5833		0.006831			610.51	99.699996948		
612	1.5843		0.008936			611.48	99.699996948		
612.9	1.5847		0.008916			612.44	99.5		
613.9	1.5856		0.008885			613.41	99.599998474		
614.9	1.5867		0.008849			614.37	99.599998474		
615.8	1.5881		0.008808			615.34	99.5		
616.8	1.59		0.008756			616.3	99.599998474		
617.8	1.5915		0.010821			617.27	99.5		
618.7	1.5928		0.010774			618.23	99.5		
619.7	1.5941		0.01283			619.19	99.400001526		
620.6	1.594		0.014914			620.16	99.400001526		
621.6	1.5944		0.012782			621.12	99.400001526		
622.6	1.5965		0.012713			622.09	99.400001526		
623.5	1.5979		0.014743			623.05	99.300003052		
624.5	1.599		0.014693			624.02	99.300003052		
625.5	1.6009		0.01462			624.98	99.199996948		
626.4	1.6027		0.016621			625.95	99.199996948		
627.4	1.6035		0.018646			626.91	99.099998474		
628.4	1.6042		0.018595			627.87	99.099998474		
629.3	1.6059		0.018516			628.84	99.099998474		
630.3	1.6074		0.020501			629.8	99		
631.2	1.609		0.020418			630.77	99		
632.2	1.6109		0.022379			631.73	98.900001526		
633.2	1.6122		0.024354			632.7	98.900001526		
634.1	1.6128		0.026347			633.66	98.800003052		
635.1	1.6135		0.026277			634.63	98.699996948		
636.1	1.6157		0.026155			635.59	98.699996948		
637	1.6172		0.030143			636.55	98.599998474		
638	1.6181		0.030062			637.52	98.5		
639	1.6196		0.031988			638.48	98.400001526		
639.9	1.6207		0.033927			639.45	98.400001526		
640.9	1.6214		0.035883			640.41	98.300003052		
641.9	1.6225		0.035776			641.38	98.199996948		
642.8	1.6243		0.037671			642.34	98.099998474		
643.8	1.6256		0.039577			643.31	98		
644.8	1.6268		0.041484			644.27	98		
645.7	1.628		0.043391			645.24	97.900001526		
646.7	1.629		0.045296			646.2	97.699996948		
647.6	1.6299		0.0472			647.16	97.699996948		
648.6	1.6306		0.049114			648.13	97.599998474		
649.6	1.6322		0.04895			649.09	97.5		
650.5	1.6339		0.052817			650.06	97.400001526		
651.5	1.6346		0.054713			651.02	97.199996948		
652.5	1.6356		0.056588			651.99	97.099998474		
653.4	1.6367		0.058447			652.95	97		
654.4	1.6383		0.060275			653.92	96.900001526		
655.4	1.6393		0.064148			654.88	96.800003052		
656.3	1.6399		0.066031			655.84	96.599998474		
657.3	1.6412		0.06786			656.81	96.5		
658.3	1.6421		0.071726			657.77	96.400001526		
659.2	1.6428		0.073583			658.74	96.300003052		
660.2	1.6434		0.077461			659.7	96.099998474		
661.1	1.6439		0.079327			660.67	96		
662.1	1.6443		0.083216			661.63	95.800003052		
663.1	1.6447		0.085086			662.6	95.699996948		
664	1.645		0.08898			663.56	95.5		
665	1.6453		0.09085			664.53	95.300003052		
