Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"C4N2 (1)"
Temperature:	"95K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/27"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
80	1.864		0.00699		
81	1.914		0.0271		
82	1.948		0.103		
83	1.928		0.194		
84	1.849		0.262		
85	1.754		0.248		
86	1.7		0.181		
87	1.711		0.103		
88	1.775		0.0625		
89	1.845		0.0951		
90	1.858		0.179		
91	1.805		0.238		
92	1.735		0.228		
93	1.703		0.179		
94	1.706		0.143		
95	1.713		0.131		
96	1.705		0.114		
97	1.705		0.07		
98	1.743		0.0108		
99	1.804		0.00224		
100	1.864		0.00477		
101	1.923		0.0194		
102	1.964		0.0706		
103	1.982		0.107		
104	2.001		0.132		
105	2.026		0.164		
106	2.047		0.209		
107	2.056		0.259		
108	2.052		0.303		
109	2.045		0.341		
110	2.035		0.373		
115	2.125		0.492		
116	2.169		0.597		
117	2.169		0.741		
118	2.107		0.891		
119	1.989		1.01		
120	1.84		1.08		
121	1.688		1.1		
122	1.55		1.08		
123	1.432		1.04		
124	1.333		0.982		
125	1.256		0.911		
130	1.142		0.597		
135	1.099		0.332		
140	1.338		0.227		
145	1.381		0.382		
146	1.36		0.407		
147	1.332		0.426		
148	1.296		0.439		
149	1.255		0.442		
150	1.212		0.431		
151	1.173		0.405		
152	1.146		0.368		
153	1.136		0.328		
154	1.137		0.296		
155	1.144		0.274		
160	1.138		0.179		
170	1.199		0.0528		
180	1.304		0.0615		
470	1.67		0.00721		
471	1.727		0.0377		
472	1.688		0.0644		
473	1.773		0.0136		
474	1.913		0.0385		
475	2.173		0.199		
476	2.258		0.897		
477	1.419		1.39		
478	0.754		0.871		
479	0.993		0.356		
480	1.079		0.243		
481	1.122		0.172		
482	1.13		0.0745		
483	1.207		0.0373		
484	1.235		0.0195		
485	1.284		0.00421		
