Reference:	"Gerakines et al. (2024)"
DOI:	"doi:https://doi.org/10.1016/j.icarus.2024.116007"
Sample Type:	"Ice"
Composition:	"NH4CN (1)"
Temperature:	"125K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/68"
A₁ Caption:	Absorption spectrum of NH4CN ice with a thickness of 0.11 μm
A₁ Error Units:	Not Applicable
A₂ Caption:	Absorption spectrum of NH4CN ice with a thickness of 0.22 μm
A₂ Error Units:	Not Applicable
A₃ Caption:	Absorption spectrum of NH4CN ice with a thickness of 0.43 μm
A₃ Error Units:	Not Applicable
A₄ Caption:	Absorption spectrum of NH4CN ice with a thickness of 0.86 μm
A₄ Error Units:	Not Applicable
A₅ Caption:	Absorption spectrum of NH4CN ice with a thickness of 1.73 μm
A₅ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	"A₂"	"DA₂  (+/-)"	"A₃"	"DA₃  (+/-)"	"A₄"	"DA₄  (+/-)"	"A₅"	"DA₅  (+/-)"	
1395.0277	0.00393		0.00559		0.0166		0.03302		0.05556		
1395.1482	0.00395		0.00562		0.01668		0.03317		0.05575		
1395.2687	0.00396		0.00564		0.01676		0.03332		0.05592		
1395.3893	0.00397		0.00566		0.01683		0.03347		0.05609		
1395.5098	0.00398		0.00568		0.01691		0.03362		0.05624		
1395.6303	0.00399		0.00571		0.01698		0.03377		0.0564		
1395.7509	0.00399		0.00573		0.01706		0.03392		0.05657		
1395.8714	0.004		0.00576		0.01713		0.03407		0.05675		
1395.9919	0.004		0.00578		0.0172		0.03422		0.05693		
1396.1124	0.004		0.0058		0.01727		0.03437		0.05711		
1396.233	0.004		0.00582		0.01733		0.03452		0.05729		
1396.3535	0.004		0.00583		0.01739		0.03468		0.05748		
1396.474	0.004		0.00586		0.01746		0.03485		0.05766		
1396.5946	0.00401		0.00589		0.01755		0.03503		0.05786		
1396.7151	0.00402		0.00594		0.01764		0.03522		0.05806		
1396.8356	0.00404		0.006		0.01774		0.03542		0.05827		
1396.9562	0.00407		0.00606		0.01785		0.03562		0.05848		
1397.0767	0.0041		0.00612		0.01796		0.0358		0.05869		
1397.1972	0.00412		0.00616		0.01806		0.03598		0.05888		
1397.3178	0.00414		0.00619		0.01815		0.03614		0.05905		
1397.4383	0.00416		0.00621		0.01823		0.0363		0.05923		
1397.5588	0.00417		0.00623		0.01831		0.03647		0.0594		
1397.6794	0.00418		0.00625		0.0184		0.03664		0.05959		
1397.7999	0.00419		0.00628		0.01849		0.03682		0.0598		
1397.9204	0.0042		0.00631		0.01858		0.03701		0.06002		
1398.0409	0.00421		0.00635		0.01867		0.0372		0.06024		
1398.1615	0.00422		0.00638		0.01876		0.03739		0.06045		
1398.282	0.00423		0.00641		0.01884		0.03758		0.06066		
1398.4025	0.00423		0.00643		0.01892		0.03775		0.06085		
1398.5231	0.00424		0.00646		0.01901		0.03793		0.06104		
1398.6436	0.00425		0.00649		0.0191		0.03811		0.06122		
1398.7641	0.00426		0.00654		0.0192		0.03829		0.06142		
1398.8847	0.00428		0.0066		0.01931		0.03848		0.06162		
1399.0052	0.0043		0.00666		0.01942		0.03868		0.06184		
1399.1257	0.00432		0.00672		0.01953		0.03887		0.06206		
1399.2463	0.00433		0.00677		0.01963		0.03905		0.06228		
1399.3668	0.00435		0.0068		0.01972		0.03924		0.0625		
1399.4873	0.00436		0.00683		0.01981		0.03943		0.06271		
1399.6078	0.00437		0.00685		0.0199		0.03963		0.06293		
1399.7284	0.00439		0.00689		0.02		0.03984		0.06316		
1399.8489	0.00441		0.00694		0.0201		0.04006		0.0634		
1399.9694	0.00444		0.007		0.02021		0.04028		0.06365		
1400.09	0.00446		0.00707		0.02033		0.0405		0.0639		
1400.2105	0.00448		0.00713		0.02043		0.04072		0.06414		
1400.331	0.0045		0.00718		0.02053		0.04093		0.06437		
1400.4516	0.00452		0.00722		0.02063		0.04113		0.06459		
1400.5721	0.00454		0.00725		0.02072		0.04132		0.0648		
1400.6926	0.00455		0.00728		0.02082		0.04152		0.06502		
1400.8132	0.00456		0.00731		0.02093		0.04172		0.06523		
1400.9337	0.00457		0.00735		0.02104		0.04192		0.06546		
1401.0542	0.00458		0.00738		0.02116		0.04213		0.06571		
1401.1748	0.00458		0.00742		0.02127		0.04234		0.06595		
1401.2953	0.00459		0.00745		0.02138		0.04255		0.0662		
1401.4158	0.0046		0.00748		0.02149		0.04276		0.06644		
1401.5363	0.00461		0.0075		0.02159		0.04298		0.06668		
1401.6569	0.00463		0.00753		0.0217		0.04321		0.06691		
1401.7774	0.00466		0.00757		0.02182		0.04346		0.06715		
1401.8979	0.00469		0.00763		0.02194		0.0437		0.06739		
1402.0185	0.00472		0.00768		0.02207		0.04395		0.06763		
1402.139	0.00474		0.00774		0.0222		0.04419		0.06788		
1402.2595	0.00476		0.00779		0.02232		0.04441		0.06812		
1402.3801	0.00476		0.00783		0.02244		0.04462		0.06836		
1402.5006	0.00476		0.00786		0.02256		0.04483		0.06859		
1402.6211	0.00476		0.00789		0.02268		0.04504		0.06882		
1402.7417	0.00476		0.00793		0.0228		0.04526		0.06905		
1402.8622	0.00476		0.00797		0.02292		0.04549		0.06929		
1402.9827	0.00477		0.00803		0.02305		0.04573		0.06954		
1403.1033	0.00478		0.00809		0.02318		0.04597		0.06978		
1403.2238	0.0048		0.00816		0.02331		0.04622		0.07002		
1403.3443	0.00482		0.00821		0.02344		0.04647		0.07026		
1403.4648	0.00484		0.00825		0.02357		0.04672		0.07049		
1403.5854	0.00486		0.00829		0.0237		0.04698		0.07073		
1403.7059	0.00489		0.00832		0.02384		0.04725		0.07097		
1403.8264	0.00492		0.00837		0.02399		0.04752		0.07123		
1403.947	0.00496		0.00843		0.02416		0.0478		0.0715		
1404.0675	0.00499		0.0085		0.02433		0.04808		0.07178		
1404.188	0.00502		0.00859		0.02451		0.04836		0.07207		
1404.3086	0.00506		0.00867		0.02468		0.04863		0.07234		
1404.4291	0.00509		0.00875		0.02485		0.0489		0.07261		
1404.5496	0.00513		0.00882		0.02502		0.04916		0.07287		
1404.6702	0.00517		0.00889		0.02519		0.04943		0.07312		
1404.7907	0.00521		0.00895		0.02535		0.0497		0.07339		
1404.9112	0.00524		0.00901		0.02552		0.04999		0.07367		
1405.0318	0.00527		0.00908		0.02569		0.05027		0.07396		
1405.1523	0.0053		0.00915		0.02587		0.05056		0.07428		
1405.2728	0.00532		0.00922		0.02604		0.05085		0.07461		
1405.3933	0.00534		0.00929		0.02621		0.05114		0.07495		
1405.5139	0.00536		0.00935		0.02637		0.05144		0.07528		
1405.6344	0.00538		0.00941		0.02654		0.05174		0.07561		
1405.7549	0.00541		0.00948		0.02671		0.05205		0.07594		
1405.8755	0.00544		0.00954		0.02689		0.05236		0.07627		
1405.996	0.00548		0.00962		0.02707		0.05268		0.07661		
1406.1165	0.00553		0.0097		0.02726		0.053		0.07695		
1406.2371	0.00557		0.00978		0.02747		0.05333		0.0773		
1406.3576	0.00561		0.00987		0.02768		0.05365		0.07766		
1406.4781	0.00566		0.00996		0.02789		0.05398		0.07802		
1406.5987	0.0057		0.01004		0.02811		0.05431		0.07839		
1406.7192	0.00575		0.01013		0.02834		0.05466		0.07878		
1406.8397	0.00579		0.01023		0.02857		0.05502		0.07917		
1406.9603	0.00584		0.01034		0.0288		0.0554		0.07958		
1407.0808	0.00588		0.01046		0.02905		0.05578		0.08		
1407.2013	0.00592		0.01058		0.02929		0.05617		0.08043		
1407.3218	0.00596		0.01071		0.02954		0.05657		0.08087		
1407.4424	0.006		0.01083		0.02979		0.05696		0.08131		
1407.5629	0.00605		0.01094		0.03004		0.05736		0.08175		
1407.6834	0.0061		0.01104		0.03029		0.05775		0.08219		
1407.804	0.00615		0.01114		0.03053		0.05815		0.08263		
1407.9245	0.0062		0.01125		0.03078		0.05855		0.08309		
1408.045	0.00626		0.01136		0.03104		0.05897		0.08356		
1408.1656	0.00632		0.01149		0.0313		0.05939		0.08406		
1408.2861	0.00639		0.01163		0.03157		0.05983		0.08458		
1408.4066	0.00646		0.01179		0.03186		0.0603		0.08512		
1408.5272	0.00654		0.01195		0.03216		0.06077		0.08568		
1408.6477	0.00662		0.01212		0.03248		0.06126		0.08627		
1408.7682	0.00672		0.01229		0.03282		0.06176		0.08686		
1408.8887	0.00681		0.01245		0.03316		0.06226		0.08747		
1409.0093	0.00691		0.01262		0.03351		0.06276		0.0881		
1409.1298	0.00701		0.01278		0.03387		0.06327		0.08874		
1409.2503	0.00711		0.01295		0.03423		0.06378		0.08939		
1409.3709	0.0072		0.01312		0.0346		0.0643		0.09005		
1409.4914	0.0073		0.01329		0.03496		0.06483		0.09073		
1409.6119	0.00739		0.01346		0.03533		0.06538		0.09142		
1409.7325	0.00748		0.01362		0.0357		0.06593		0.09212		
1409.853	0.00757		0.01378		0.03608		0.06649		0.09283		
1409.9735	0.00767		0.01395		0.03646		0.06705		0.09356		
1410.0941	0.00776		0.01412		0.03686		0.06762		0.0943		
1410.2146	0.00785		0.01431		0.03725		0.0682		0.09507		
1410.3351	0.00795		0.01452		0.03766		0.06879		0.09587		
1410.4557	0.00805		0.01473		0.03807		0.06939		0.0967		
1410.5762	0.00815		0.01495		0.0385		0.07001		0.09755		
1410.6967	0.00825		0.01516		0.03892		0.07065		0.09843		
1410.8172	0.00837		0.01537		0.03936		0.0713		0.09932		
1410.9378	0.00848		0.01558		0.03979		0.07197		0.10024		
1411.0583	0.0086		0.01579		0.04023		0.07263		0.10118		
1411.1788	0.00871		0.01601		0.04068		0.07331		0.10214		
1411.2994	0.00883		0.01623		0.04113		0.07399		0.10311		
1411.4199	0.00894		0.01646		0.0416		0.07468		0.1041		
1411.5404	0.00906		0.01669		0.04207		0.07539		0.1051		
1411.661	0.00919		0.01693		0.04257		0.07611		0.10612		
1411.7815	0.00932		0.01717		0.04308		0.07684		0.10716		
1411.902	0.00946		0.01742		0.04361		0.07758		0.10822		
1412.0226	0.00961		0.01767		0.04415		0.07833		0.10931		
1412.1431	0.00976		0.01793		0.04472		0.07909		0.11043		
1412.2636	0.00991		0.0182		0.0453		0.07987		0.11158		
1412.3842	0.01005		0.01848		0.0459		0.08067		0.11278		
1412.5047	0.0102		0.01877		0.04651		0.08149		0.11401		
1412.6252	0.01034		0.01907		0.04713		0.08232		0.11526		
1412.7457	0.01049		0.01937		0.04775		0.08318		0.11653		
1412.8663	0.01064		0.01968		0.04838		0.08404		0.11782		
1412.9868	0.01081		0.01999		0.04901		0.08492		0.11913		
1413.1073	0.01098		0.0203		0.04965		0.0858		0.12045		
1413.2279	0.01116		0.02063		0.05031		0.08669		0.12179		
1413.3484	0.01134		0.02096		0.05097		0.08758		0.12316		
1413.4689	0.01152		0.02131		0.05165		0.08848		0.12455		
1413.5895	0.01169		0.02165		0.05233		0.08939		0.12596		
1413.71	0.01186		0.02199		0.05302		0.09031		0.12738		
1413.8305	0.01203		0.02232		0.05371		0.09123		0.12881		
1413.9511	0.0122		0.02265		0.05439		0.09215		0.13025		
1414.0716	0.01238		0.02297		0.05507		0.09307		0.13169		
1414.1921	0.01256		0.0233		0.05575		0.09398		0.13312		
1414.3127	0.01274		0.02364		0.05641		0.09489		0.13456		
1414.4332	0.01293		0.02398		0.05705		0.09579		0.13598		
1414.5537	0.0131		0.02431		0.05767		0.09668		0.13739		
1414.6742	0.01327		0.02463		0.05826		0.09755		0.13877		
1414.7948	0.01342		0.02493		0.05882		0.09841		0.14013		
1414.9153	0.01356		0.02521		0.05935		0.09926		0.14147		
1415.0358	0.01369		0.02547		0.05985		0.10009		0.14278		
1415.1564	0.01382		0.02572		0.06034		0.10093		0.14408		
1415.2769	0.01393		0.02596		0.06081		0.10175		0.14538		
1415.3974	0.01404		0.02621		0.06127		0.10258		0.14668		
1415.518	0.01415		0.02645		0.06173		0.10341		0.14798		
1415.6385	0.01425		0.02669		0.06219		0.10425		0.1493		
1415.759	0.01434		0.02693		0.06264		0.10508		0.15062		
1415.8796	0.01444		0.02716		0.06307		0.10592		0.15195		
1416.0001	0.01454		0.02738		0.06351		0.10676		0.15329		
1416.1206	0.01463		0.0276		0.06394		0.10761		0.15466		
1416.2411	0.01473		0.02783		0.06437		0.10848		0.15606		
1416.3617	0.01483		0.02807		0.06481		0.10936		0.1575		
1416.4822	0.01494		0.02832		0.06527		0.11027		0.15898		
1416.6027	0.01505		0.02859		0.06575		0.11121		0.16049		
1416.7233	0.01517		0.02887		0.06625		0.11217		0.16203		
1416.8438	0.01529		0.02917		0.06677		0.11315		0.1636		
1416.9643	0.01542		0.02946		0.06732		0.11415		0.1652		
1417.0849	0.01555		0.02977		0.06789		0.11518		0.16684		
1417.2054	0.01568		0.03008		0.06848		0.11622		0.16853		
1417.3259	0.01582		0.03041		0.06908		0.11728		0.17026		
1417.4465	0.01595		0.03074		0.0697		0.11835		0.17205		
1417.567	0.0161		0.03108		0.07034		0.11945		0.1739		
1417.6875	0.01625		0.03143		0.071		0.12055		0.17579		
1417.8081	0.01641		0.0318		0.07167		0.12168		0.17772		
1417.9286	0.01659		0.03216		0.07237		0.12283		0.1797		
1418.0491	0.01678		0.03254		0.07309		0.124		0.18171		
1418.1696	0.01698		0.03293		0.07382		0.1252		0.18375		
1418.2902	0.01718		0.03333		0.07457		0.12642		0.18584		
1418.4107	0.01738		0.03374		0.07534		0.12766		0.18797		
1418.5312	0.01758		0.03415		0.07611		0.12891		0.19013		
1418.6518	0.01778		0.03457		0.0769		0.13017		0.19231		
1418.7723	0.01797		0.03499		0.07768		0.13144		0.19451		
1418.8928	0.01817		0.03541		0.07847		0.1327		0.19673		
1419.0134	0.01836		0.03583		0.07926		0.13397		0.19898		
1419.1339	0.01856		0.03626		0.08005		0.13525		0.20125		
1419.2544	0.01876		0.0367		0.08083		0.13655		0.20357		
1419.375	0.01896		0.03715		0.08161		0.13786		0.20594		
1419.4955	0.01915		0.0376		0.08238		0.1392		0.20836		
1419.616	0.01934		0.03805		0.08315		0.14055		0.21084		
1419.7366	0.01953		0.0385		0.08393		0.14192		0.21335		
1419.8571	0.01972		0.03894		0.08471		0.1433		0.21589		
1419.9776	0.01992		0.03937		0.0855		0.14469		0.21844		
1420.0981	0.02012		0.0398		0.08631		0.14609		0.221		
1420.2187	0.02034		0.04023		0.08713		0.14749		0.22357		
1420.3392	0.02055		0.04067		0.08796		0.14889		0.22615		
1420.4597	0.02077		0.0411		0.08879		0.15029		0.22875		
1420.5803	0.02097		0.04155		0.08964		0.15171		0.23139		
1420.7008	0.02118		0.042		0.09049		0.15313		0.23405		
1420.8213	0.02137		0.04245		0.09136		0.15457		0.23674		
1420.9419	0.02156		0.0429		0.09225		0.15602		0.23946		
1421.0624	0.02176		0.04335		0.09315		0.15749		0.2422		
1421.1829	0.02195		0.04381		0.09407		0.15899		0.24496		
1421.3035	0.02215		0.04427		0.095		0.1605		0.24773		
1421.424	0.02235		0.04475		0.09594		0.16203		0.25053		
1421.5445	0.02256		0.04525		0.0969		0.16359		0.25335		
1421.6651	0.02276		0.04576		0.09787		0.16516		0.25622		
1421.7856	0.02297		0.04628		0.09887		0.16675		0.25913		
1421.9061	0.02319		0.04682		0.09988		0.16836		0.26209		
1422.0266	0.02341		0.04736		0.10091		0.17		0.26509		
1422.1472	0.02364		0.0479		0.10195		0.17165		0.26814		
1422.2677	0.02386		0.04844		0.10301		0.17331		0.27124		
1422.3882	0.0241		0.04898		0.10409		0.17499		0.27438		
1422.5088	0.02433		0.04952		0.10519		0.17668		0.27758		
1422.6293	0.02458		0.05008		0.10631		0.1784		0.28084		
1422.7498	0.02483		0.05066		0.10746		0.18014		0.28417		
1422.8704	0.0251		0.05126		0.10865		0.18192		0.28758		
1422.9909	0.02538		0.05189		0.10988		0.18374		0.29108		
1423.1114	0.02566		0.05253		0.11115		0.18559		0.29467		
1423.232	0.02595		0.05319		0.11244		0.18748		0.29833		
1423.3525	0.02624		0.05385		0.11376		0.18939		0.30208		
1423.473	0.02654		0.05454		0.11509		0.19134		0.3059		
1423.5936	0.02683		0.05524		0.11646		0.19333		0.30982		
1423.7141	0.02713		0.05596		0.11786		0.19537		0.31383		
1423.8346	0.02744		0.05671		0.1193		0.19747		0.31797		
1423.9551	0.02776		0.05748		0.12079		0.19963		0.32222		
1424.0757	0.0281		0.05828		0.12233		0.20186		0.3266		
1424.1962	0.02845		0.05909		0.12391		0.20413		0.33109		
1424.3167	0.02881		0.05992		0.12552		0.20645		0.33568		
1424.4373	0.02918		0.06076		0.12717		0.20881		0.34038		
1424.5578	0.02955		0.06161		0.12886		0.2112		0.34519		
1424.6783	0.02993		0.0625		0.13059		0.21364		0.35013		
1424.7989	0.03032		0.06341		0.13238		0.21614		0.35522		
1424.9194	0.03073		0.06436		0.13422		0.21871		0.36047		
1425.0399	0.03115		0.06534		0.13612		0.22135		0.36588		
1425.1605	0.03159		0.06635		0.13809		0.22408		0.37146		
1425.281	0.03204		0.06738		0.14011		0.22687		0.3772		
1425.4015	0.0325		0.06844		0.14218		0.22972		0.38308		
1425.522	0.03297		0.06953		0.1443		0.23263		0.38911		
1425.6426	0.03346		0.07064		0.14647		0.23561		0.39529		
1425.7631	0.03396		0.0718		0.14871		0.23866		0.40165		
1425.8836	0.03448		0.073		0.15101		0.24179		0.4082		
1426.0042	0.03503		0.07426		0.15339		0.24502		0.41496		
1426.1247	0.0356		0.07555		0.15584		0.24834		0.42193		
1426.2452	0.03619		0.07688		0.15836		0.25175		0.42911		
1426.3658	0.03679		0.07825		0.16095		0.25525		0.43649		
1426.4863	0.03741		0.07964		0.16359		0.25883		0.44407		
1426.6068	0.03805		0.08108		0.1663		0.26249		0.45186		
1426.7274	0.0387		0.08257		0.16908		0.26624		0.45988		
1426.8479	0.03938		0.08411		0.17194		0.27011		0.46815		
1426.9684	0.04009		0.08572		0.17489		0.27409		0.47669		
1427.089	0.04083		0.08739		0.17794		0.2782		0.48549		
1427.2095	0.04161		0.08911		0.18107		0.28242		0.49457		
1427.33	0.04241		0.09088		0.1843		0.28677		0.50391		
1427.4505	0.04323		0.09269		0.18761		0.29122		0.51352		
1427.5711	0.04406		0.09453		0.191		0.29578		0.5234		
1427.6916	0.04491		0.09642		0.19448		0.30045		0.53356		
1427.8121	0.04577		0.09837		0.19807		0.30526		0.54404		
1427.9327	0.04666		0.10038		0.20176		0.31021		0.55485		
1428.0532	0.04756		0.10245		0.20556		0.31532		0.566		
1428.1737	0.04849		0.1046		0.20949		0.32059		0.57748		
1428.2943	0.04945		0.10682		0.21352		0.32602		0.58931		
1428.4148	0.05045		0.10911		0.21768		0.33162		0.60147		
1428.5353	0.05149		0.11146		0.22195		0.33739		0.61401		
1428.6559	0.05257		0.11389		0.22634		0.34335		0.62695		
1428.7764	0.0537		0.11641		0.23087		0.34951		0.64033		
1428.8969	0.05487		0.11901		0.23555		0.35588		0.6542		
1429.0175	0.05609		0.12171		0.24038		0.36248		0.6686		
1429.138	0.05736		0.1245		0.24537		0.36931		0.68352		
1429.2585	0.05867		0.12738		0.25052		0.37637		0.69897		
1429.379	0.06002		0.13036		0.25583		0.38368		0.71495		
1429.4996	0.06141		0.13343		0.26132		0.39124		0.73147		
1429.6201	0.06285		0.13662		0.26699		0.39907		0.74856		
1429.7406	0.06434		0.13992		0.27285		0.40719		0.76627		
1429.8612	0.06588		0.14336		0.27892		0.41564		0.78464		
1429.9817	0.06748		0.14693		0.28521		0.42444		0.80374		
1430.1022	0.06915		0.15065		0.29173		0.4336		0.82358		
1430.2228	0.07088		0.15451		0.29848		0.44314		0.84418		
1430.3433	0.07268		0.15851		0.30547		0.45308		0.86556		
1430.4638	0.07454		0.16264		0.3127		0.46342		0.88776		
1430.5844	0.07648		0.16691		0.32019		0.47419		0.91081		
1430.7049	0.0785		0.17132		0.32794		0.48541		0.93479		
1430.8254	0.0806		0.17589		0.33597		0.49711		0.95976		
1430.946	0.08278		0.18063		0.3443		0.50931		0.98582		
1431.0665	0.08505		0.18554		0.35294		0.52205		1.01299		
1431.187	0.08741		0.19061		0.36189		0.53534		1.04134		
1431.3075	0.08986		0.19586		0.37116		0.54921		1.07088		
1431.4281	0.0924		0.20127		0.38076		0.56367		1.10166		
1431.5486	0.09503		0.20686		0.3907		0.57875		1.13373		
1431.6691	0.09776		0.21263		0.40099		0.59446		1.16715		
1431.7897	0.10058		0.2186		0.41163		0.61084		1.20198		
1431.9102	0.1035		0.22476		0.42263		0.62789		1.23823		
1432.0307	0.10652		0.23112		0.434		0.64563		1.27591		
1432.1513	0.10964		0.23767		0.44574		0.66407		1.31495		
1432.2718	0.11286		0.2444		0.45784		0.68321		1.35532		
1432.3923	0.11617		0.25127		0.47031		0.70304		1.39696		
1432.5129	0.11957		0.25829		0.48314		0.72358		1.43989		
1432.6334	0.12306		0.26543		0.49631		0.74479		1.48413		
1432.7539	0.12664		0.27269		0.50981		0.76666		1.52971		
1432.8745	0.1303		0.28005		0.52362		0.78916		1.5766		
1432.995	0.13403		0.2875		0.5377		0.81223		1.62467		
1433.1155	0.13782		0.29502		0.55203		0.83582		1.67373		
1433.236	0.14166		0.30259		0.56659		0.85988		1.72353		
1433.3566	0.14553		0.31017		0.58134		0.88435		1.77384		
1433.4771	0.14943		0.31773		0.59625		0.90917		1.82455		
1433.5976	0.15332		0.32523		0.6113		0.93429		1.87564		
1433.7182	0.1572		0.33265		0.62644		0.95963		1.92715		
1433.8387	0.16104		0.33997		0.6416		0.98514		1.97909		
1433.9592	0.16482		0.34716		0.65672		1.01073		2.03135		
1434.0798	0.16853		0.35419		0.67174		1.03632		2.08371		
1434.2003	0.17215		0.36105		0.68657		1.06184		2.13585		
1434.3208	0.17566		0.3677		0.70117		1.0872		2.18756		
1434.4414	0.17904		0.3741		0.71548		1.11231		2.23878		
1434.5619	0.18228		0.38021		0.72943		1.13705		2.2896		
1434.6824	0.18535		0.38598		0.74295		1.16131		2.3401		
1434.8029	0.18823		0.39139		0.75596		1.18493		2.39012		
1434.9235	0.19091		0.39638		0.76835		1.20774		2.4391		
1435.044	0.19336		0.40092		0.77999		1.22961		2.48617		
1435.1645	0.19557		0.40499		0.79078		1.2504		2.53041		
1435.2851	0.19753		0.40856		0.8006		1.27004		2.57135		
1435.4056	0.19922		0.41159		0.80935		1.28841		2.60919		
1435.5261	0.20063		0.41407		0.81693		1.30545		2.64468		
1435.6467	0.20173		0.41596		0.82327		1.321		2.67866		
1435.7672	0.20253		0.41725		0.82828		1.33491		2.71135		
1435.8877	0.203		0.41792		0.83191		1.34703		2.74193		
1436.0083	0.20315		0.41795		0.83411		1.35721		2.76865		
1436.1288	0.20297		0.41734		0.83484		1.36539		2.78945		
1436.2493	0.20246		0.41607		0.83411		1.37156		2.8029		
1436.3699	0.20162		0.41417		0.83193		1.37576		2.80899		
1436.4904	0.20046		0.41163		0.82833		1.37803		2.80913		
1436.6109	0.19899		0.40849		0.82337		1.3784		2.80536		
1436.7314	0.19722		0.40477		0.81712		1.37686		2.79963		
1436.852	0.19519		0.40053		0.80967		1.37341		2.79318		
1436.9725	0.19291		0.39581		0.80112		1.36806		2.78641		
1437.093	0.19041		0.39067		0.7916		1.36091		2.77925		
1437.2136	0.18772		0.38516		0.78122		1.35211		2.77132		
1437.3341	0.18488		0.37934		0.77012		1.34184		2.76219		
1437.4546	0.18191		0.37323		0.75838		1.33027		2.75133		
1437.5752	0.17882		0.3669		0.74612		1.31757		2.7381		
1437.6957	0.17564		0.36036		0.7334		1.30385		2.72189		
1437.8162	0.17238		0.35367		0.72031		1.28921		2.70226		
1437.9368	0.16907		0.34685		0.70694		1.27378		2.67922		
1438.0573	0.1657		0.33996		0.69337		1.25767		2.6533		
1438.1778	0.16231		0.33302		0.67971		1.24102		2.62539		
1438.2984	0.15892		0.32608		0.66604		1.22396		2.59635		
1438.4189	0.15553		0.31918		0.65243		1.2066		2.56673		
1438.5394	0.15216		0.31234		0.63894		1.18897		2.53659		
1438.6599	0.14883		0.30558		0.6256		1.17111		2.50564		
1438.7805	0.14556		0.29892		0.61243		1.15304		2.47357		
1438.901	0.14234		0.29238		0.59945		1.13478		2.44029		
1439.0215	0.13919		0.28596		0.58668		1.1164		2.40605		
1439.1421	0.13611		0.27967		0.57414		1.09799		2.37147		
1439.2626	0.13311		0.27351		0.56185		1.07966		2.33715		
1439.3831	0.13019		0.2675		0.54984		1.0615		2.30354		
1439.5037	0.12734		0.26163		0.53811		1.04357		2.27074		
1439.6242	0.12458		0.2559		0.52666		1.0259		2.23856		
1439.7447	0.12188		0.25031		0.51548		1.00846		2.20671		
1439.8653	0.11925		0.24486		0.50455		0.99123		2.17491		
1439.9858	0.11668		0.23954		0.49388		0.97419		2.14307		
1440.1063	0.11417		0.23436		0.48344		0.9573		2.11127		
1440.2269	0.11171		0.22932		0.47325		0.94057		2.07967		
1440.3474	0.10933		0.22442		0.46331		0.924		2.0484		
1440.4679	0.10701		0.21965		0.45362		0.90761		2.01741		
1440.5884	0.10476		0.21502		0.44417		0.8914		1.98656		
1440.709	0.10258		0.2105		0.43497		0.87539		1.95567		
1440.8295	0.10047		0.2061		0.42599		0.85961		1.92457		
1440.95	0.09842		0.2018		0.41723		0.84406		1.89329		
1441.0706	0.09643		0.1976		0.40868		0.82876		1.86197		
1441.1911	0.09449		0.19351		0.40032		0.81372		1.83086		
1441.3116	0.09261		0.18953		0.39217		0.79893		1.80023		
1441.4322	0.09077		0.18566		0.38421		0.7844		1.77025		
1441.5527	0.089		0.1819		0.37646		0.77011		1.74096		
1441.6732	0.08727		0.17825		0.36889		0.75604		1.71232		
1441.7938	0.0856		0.17469		0.36152		0.74219		1.68417		
1441.9143	0.08397		0.17123		0.35433		0.72856		1.65637		
1442.0348	0.08239		0.16784		0.3473		0.71516		1.6288		
1442.1554	0.08085		0.16454		0.34045		0.70198		1.60139		
1442.2759	0.07935		0.16132		0.33375		0.68904		1.57414		
1442.3964	0.07789		0.15819		0.32722		0.67633		1.54706		
1442.5169	0.07648		0.15514		0.32084		0.66385		1.52023		
1442.6375	0.0751		0.15217		0.31462		0.65159		1.49371		
1442.758	0.07375		0.14927		0.30855		0.63954		1.46757		
1442.8785	0.07244		0.14643		0.30262		0.6277		1.44187		
1442.9991	0.07116		0.14365		0.29681		0.61606		1.41664		
1443.1196	0.0699		0.14092		0.29112		0.60462		1.39187		
1443.2401	0.06866		0.13824		0.28555		0.59339		1.36755		
1443.3607	0.06745		0.13561		0.28009		0.58237		1.34362		
1443.4812	0.06626		0.13305		0.27474		0.57156		1.32004		
1443.6017	0.0651		0.13054		0.2695		0.56094		1.29676		
1443.7223	0.06396		0.12809		0.26437		0.55052		1.27378		
1443.8428	0.06284		0.12569		0.25933		0.54029		1.2511		
1443.9633	0.06175		0.12333		0.2544		0.53024		1.22876		
1444.0838	0.06067		0.12102		0.24956		0.52038		1.20677		
1444.2044	0.05962		0.11874		0.24481		0.5107		1.18514		
1444.3249	0.0586		0.11652		0.24016		0.5012		1.16387		
1444.4454	0.05759		0.11434		0.23562		0.49189		1.14292		
1444.566	0.05661		0.11222		0.23118		0.48276		1.12228		
1444.6865	0.05564		0.11014		0.22685		0.47381		1.10192		
1444.807	0.0547		0.1081		0.22261		0.46505		1.08183		
1444.9276	0.05376		0.10609		0.21846		0.45646		1.06204		
1445.0481	0.05284		0.10412		0.2144		0.44803		1.04255		
1445.1686	0.05193		0.10217		0.21041		0.43977		1.02337		
1445.2892	0.05103		0.10026		0.20651		0.43167		1.00453		
1445.4097	0.05015		0.0984		0.20268		0.42373		0.98602		
1445.5302	0.04929		0.09658		0.19893		0.41595		0.96784		
1445.6508	0.04845		0.09481		0.19527		0.40832		0.95		
1445.7713	0.04762		0.09308		0.19168		0.40086		0.93249		
1445.8918	0.04681		0.09138		0.18817		0.39355		0.91532		
