Reference:	"Hudson et al. (2021)"
DOI:	"doi:https://doi.org/10.1016/j.icarus.2020.114033"
Sample Type:	"Ice"
Composition:	"C3H8 (1)"
Temperature:	"8K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/160"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"	
500.0235	1.3537			500.0235	-7.4E-7		
500.0838	1.3537			500.0838	0.00316259		
500.144	1.3513			500.144	0.00764611		
500.2043	1.3457			500.2043	0.01193657		
500.2646	1.3365			500.2646	0.01408234		
500.3248	1.3249			500.3248	0.01209201		
500.3851	1.3127			500.3851	0.00452839		
500.4454	1.303			500.4454	-0.0089455		
500.5056	1.2985			500.5056	-0.0271166		
500.5659	1.3014			500.5659	-0.04725687		
500.6261	1.312			500.6261	-0.06581998		
500.6864	1.329			500.6864	-0.07948561		
500.7467	1.3496			500.7467	-0.08612963		
500.8069	1.3705			500.8069	-0.0851936		
500.8672	1.3886			500.8672	-0.07762976		
500.9275	1.4021			500.9275	-0.06541967		
500.9877	1.4098			500.9877	-0.05105028		
501.048	1.4122			501.048	-0.03691575		
501.1083	1.4102			501.1083	-0.02487039		
501.1685	1.4056			501.1685	-0.01593641		
501.2288	1.3999			501.2288	-0.01026568		
501.2891	1.3944			501.2891	-0.00734139		
501.3493	1.39			501.3493	-0.00633254		
501.4096	1.3867			501.4096	-0.0064431		
501.4699	1.3845			501.4699	-0.00709428		
501.5301	1.3832			501.5301	-0.00791778		
501.5904	1.3828			501.5904	-0.00863041		
501.6507	1.3831			501.6507	-0.00893219		
501.7109	1.3836			501.7109	-0.00852767		
501.7712	1.384			501.7712	-0.00728685		
501.8315	1.3836			501.8315	-0.00542968		
501.8917	1.3818			501.8917	-0.0036056		
501.952	1.3786			501.952	-0.00277016		
502.0123	1.3746			502.0123	-0.00387226		
502.0725	1.371			502.0725	-0.00746108		
502.1328	1.3692			502.1328	-0.01336173		
502.1931	1.3703			502.1931	-0.02058809		
502.2533	1.375			502.2533	-0.02758029		
502.3136	1.3828			502.3136	-0.03270433		
502.3738	1.3926			502.3738	-0.0347669		
502.4341	1.4029			502.4341	-0.03331225		
502.4944	1.4125			502.4944	-0.02859858		
502.5546	1.4202			502.5546	-0.02135902		
502.6149	1.4257			502.6149	-0.01249483		
502.6752	1.4288			502.6752	-0.00284023		
502.7354	1.4296			502.7354	0.0069458		
502.7957	1.4284			502.7957	0.0163671		
502.856	1.4255			502.856	0.02503207		
502.9162	1.421			502.9162	0.03260586		
502.9765	1.4155			502.9765	0.03882185		
503.0368	1.4093			503.0368	0.04354022		
503.097	1.403			503.097	0.0467948		
503.1573	1.3968			503.1573	0.0488077		
503.2176	1.391			503.2176	0.04988631		
503.2778	1.3857			503.2778	0.05030596		
503.3381	1.3806			503.3381	0.05018287		
503.3984	1.3757			503.3984	0.04948366		
503.4586	1.3712			503.4586	0.04811823		
503.5189	1.3673			503.5189	0.04609848		
503.5792	1.3642			503.5792	0.04362976		
503.6394	1.362			503.6394	0.04108793		
503.6997	1.3605			503.6997	0.03885295		
503.76	1.3594			503.76	0.03710949		
503.8202	1.3583			503.8202	0.03572004		
503.8805	1.3569			503.8805	0.0342945		
503.9408	1.3555			503.9408	0.03241679		
504.001	1.3547			504.001	0.02994816		
504.0613	1.3549			504.0613	0.02719914		
504.1216	1.3565			504.1216	0.02487752		
504.1818	1.3591			504.1818	0.02379008		
504.2421	1.362			504.2421	0.0244496		
504.3023	1.3643			504.3023	0.02680112		
504.3626	1.3651			504.3626	0.03023808		
504.4229	1.3642			504.4229	0.03385796		
504.4831	1.3621			504.4831	0.03686771		
504.5434	1.3594			504.5434	0.03892358		
504.6037	1.3568			504.6037	0.04024944		
504.6639	1.3545			504.6639	0.04144939		
504.7242	1.3522			504.7242	0.04308757		
504.7845	1.3492			504.7845	0.04526111		
504.8447	1.3448			504.8447	0.04742463		
504.905	1.339			504.905	0.04859137		
504.9653	1.3323			504.9653	0.04783413		
505.0255	1.3261			505.0255	0.04484767		
505.0858	1.3216			505.0858	0.04027888		
505.1461	1.3193			505.1461	0.03556024		
505.2063	1.3187			505.2063	0.03224633		
505.2666	1.3181			505.2666	0.03116284		
505.3269	1.3157			505.3269	0.03183502		
