Reference:	"Sciamma-O'Brien et al. (2023)"
DOI:	"doi:https://doi.org/10.3847/PSJ/acd83f"
Sample Type:	"Gas Tholin"
Composition:	"N2:CH4 (95:5)"
Temperature:	"150K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/279"
n₁ Error Units:	Standard Deviation
k₁ Error Units:	Standard Deviation

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
1.60004	1.63201	0.00243	1.0E-5	1.0E-5	
1.59857	1.63202	0.00243	1.0E-5	1.0E-5	
1.5971	1.63203	0.00244	1.0E-5	1.0E-5	
1.59562	1.63205	0.00243	1.0E-5	1.0E-5	
1.59415	1.63206	0.00244	1.0E-5	1.0E-5	
1.59267	1.63207	0.00243	1.0E-5	1.0E-5	
1.5912	1.63209	0.00243	1.0E-5	2.0E-5	
1.58972	1.6321	0.00244	1.0E-5	2.0E-5	
1.58825	1.63211	0.00243	1.0E-5	2.0E-5	
1.58677	1.63212	0.00243	1.0E-5	2.0E-5	
1.5853	1.63214	0.00243	1.0E-5	2.0E-5	
1.58382	1.63215	0.00243	1.0E-5	2.0E-5	
1.58235	1.63217	0.00243	1.0E-5	2.0E-5	
1.58087	1.63218	0.00243	1.0E-5	2.0E-5	
1.57939	1.63219	0.00243	1.0E-5	3.0E-5	
1.57792	1.63221	0.00243	2.0E-5	3.0E-5	
1.57644	1.63222	0.00243	2.0E-5	3.0E-5	
1.57496	1.63224	0.00243	2.0E-5	3.0E-5	
1.57348	1.63225	0.00243	2.0E-5	3.0E-5	
1.57201	1.63226	0.00243	2.0E-5	3.0E-5	
1.57053	1.63228	0.00243	2.0E-5	3.0E-5	
1.56905	1.63229	0.00243	2.0E-5	4.0E-5	
1.56757	1.63231	0.00243	2.0E-5	4.0E-5	
1.56609	1.63232	0.00243	2.0E-5	4.0E-5	
1.56461	1.63234	0.00243	2.0E-5	4.0E-5	
1.56313	1.63235	0.00243	3.0E-5	4.0E-5	
1.56165	1.63237	0.00243	3.0E-5	5.0E-5	
1.56017	1.63238	0.00243	3.0E-5	5.0E-5	
1.55869	1.63239	0.00243	3.0E-5	5.0E-5	
1.55721	1.63241	0.00243	3.0E-5	5.0E-5	
1.55573	1.63242	0.00243	3.0E-5	5.0E-5	
1.55425	1.63244	0.00243	3.0E-5	6.0E-5	
1.55276	1.63245	0.00243	3.0E-5	6.0E-5	
1.55128	1.63247	0.00243	3.0E-5	6.0E-5	
1.5498	1.63248	0.00243	4.0E-5	6.0E-5	
1.54832	1.6325	0.00243	4.0E-5	6.0E-5	
1.54683	1.63251	0.00243	4.0E-5	7.0E-5	
1.54535	1.63253	0.00243	4.0E-5	7.0E-5	
1.54387	1.63254	0.00243	4.0E-5	7.0E-5	
1.54238	1.63256	0.00243	4.0E-5	7.0E-5	
1.5409	1.63257	0.00243	4.0E-5	8.0E-5	
1.53941	1.63259	0.00243	5.0E-5	8.0E-5	
1.53793	1.6326	0.00244	5.0E-5	8.0E-5	
1.53645	1.63262	0.00243	5.0E-5	8.0E-5	
1.53496	1.63263	0.00243	5.0E-5	9.0E-5	
1.53347	1.63264	0.00243	5.0E-5	9.0E-5	
1.53199	1.63266	0.00243	6.0E-5	9.0E-5	
1.5305	1.63267	0.00243	6.0E-5	9.0E-5	
1.52902	1.63269	0.00243	6.0E-5	0.0001	
1.52753	1.63271	0.00243	6.0E-5	0.0001	
1.52604	1.63272	0.00243	6.0E-5	0.0001	
1.52456	1.63274	0.00243	7.0E-5	0.0001	
1.52307	1.63275	0.00243	7.0E-5	0.00011	
1.52158	1.63277	0.00243	7.0E-5	0.00011	
1.52009	1.63279	0.00243	7.0E-5	0.00011	
1.5186	1.6328	0.00243	7.0E-5	0.00012	
1.51711	1.63282	0.00243	8.0E-5	0.00012	
1.51563	1.63283	0.00243	8.0E-5	0.00012	
1.51414	1.63285	0.00243	8.0E-5	0.00012	
1.51265	1.63286	0.00243	9.0E-5	0.00013	
1.51116	1.63288	0.00243	9.0E-5	0.00013	
1.50967	1.6329	0.00243	9.0E-5	0.00013	
1.50818	1.63291	0.00243	9.0E-5	0.00014	
1.50669	1.63293	0.00243	0.0001	0.00014	
1.5052	1.63295	0.00243	0.0001	0.00014	
1.5037	1.63296	0.00243	0.0001	0.00014	
1.50221	1.63298	0.00243	0.00011	0.00015	
1.50072	1.63299	0.00243	0.00011	0.00015	
1.49923	1.63301	0.00243	0.00011	0.00015	
1.49774	1.63303	0.00243	0.00012	0.00016	
1.49624	1.63305	0.00243	0.00012	0.00016	
1.49475	1.63306	0.00243	0.00012	0.00016	
1.49326	1.63308	0.00243	0.00013	0.00017	
1.49176	1.6331	0.00243	0.00013	0.00017	
1.49027	1.63311	0.00243	0.00013	0.00017	
1.48878	1.63313	0.00243	0.00014	0.00018	
1.48728	1.63315	0.00243	0.00014	0.00018	
1.48579	1.63316	0.00243	0.00015	0.00018	
1.48429	1.63318	0.00243	0.00015	0.00019	
1.4828	1.63319	0.00243	0.00015	0.00019	
1.4813	1.63321	0.00243	0.00016	0.00019	
1.47981	1.63323	0.00243	0.00016	0.0002	
1.47831	1.63325	0.00243	0.00017	0.0002	
1.47681	1.63326	0.00243	0.00017	0.0002	
1.47532	1.63328	0.00243	0.00018	0.00021	
1.47382	1.6333	0.00243	0.00018	0.00021	
1.47232	1.63332	0.00243	0.00018	0.00021	
1.47083	1.63334	0.00243	0.00019	0.00022	
1.46933	1.63335	0.00243	0.00019	0.00022	
1.46783	1.63337	0.00243	0.0002	0.00022	
1.46633	1.63339	0.00243	0.00021	0.00023	
1.46483	1.6334	0.00243	0.00021	0.00023	
1.46333	1.63342	0.00243	0.00022	0.00023	
1.46184	1.63344	0.00243	0.00022	0.00024	
1.46034	1.63346	0.00243	0.00023	0.00024	
1.45884	1.63348	0.00243	0.00023	0.00024	
1.45734	1.63349	0.00243	0.00024	0.00025	
1.45584	1.63351	0.00243	0.00025	0.00025	
1.45434	1.63353	0.00243	0.00025	0.00025	
1.45284	1.63355	0.00243	0.00026	0.00026	
1.45133	1.63357	0.00243	0.00026	0.00026	
1.44983	1.63359	0.00243	0.00027	0.00026	
1.44833	1.63361	0.00243	0.00028	0.00027	
1.44683	1.63362	0.00242	0.00028	0.00027	
1.44533	1.63364	0.00242	0.00029	0.00027	
1.44382	1.63366	0.00243	0.0003	0.00027	
1.44232	1.63368	0.00243	0.00031	0.00028	
1.44082	1.6337	0.00243	0.00031	0.00028	
1.43931	1.63372	0.00243	0.00032	0.00028	
1.43781	1.63374	0.00243	0.00033	0.00029	
1.43631	1.63375	0.00243	0.00034	0.00029	
1.4348	1.63377	0.00243	0.00034	0.00029	
1.4333	1.63379	0.00243	0.00035	0.0003	
1.43179	1.63381	0.00243	0.00036	0.0003	
1.43029	1.63383	0.00243	0.00037	0.0003	
1.42878	1.63385	0.00243	0.00038	0.0003	
