Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"CO2:CH4 (20:1)"
Temperature:	"30K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/92"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.1	1.3563		0.052585			3.84645	2599.8		
501.1	1.3494		0.031728			3.84719	2599.3		
502	1.3525		0.02123			3.84793	2598.8		
503	1.3545		0.041986			3.84867	2598.3		
503.9	1.3431		0.052638			3.849411	2597.8		
504.9	1.3331		0.042293			3.850152	2597.3		
505.9	1.3324		0.031739			3.850745	2596.9		
506.8	1.3346		0.031673			3.851487	2596.4		
507.8	1.3353		0.031628			3.852229	2595.9		
508.8	1.3356		0.031588			3.852971	2595.4		
509.7	1.3363		0.03154			3.853713	2594.9		
510.7	1.3299		0.042006			3.854456	2594.4		
511.7	1.3333		0.010777			3.85505	2594		
512.6	1.342		0.031362			3.855793	2593.5		
513.6	1.3401		0.031347			3.856537	2593		
514.5	1.3415		0.031292			3.857281	2592.5		
515.5	1.3395		0.041535			3.858025	2592		
516.5	1.3328		0.04161			3.85862	2591.6		
517.4	1.331		0.031301			3.859365	2591.1		
518.4	1.333		0.031242			3.86011	2590.6		
519.4	1.3329		0.031205			3.860855	2590.1		
520.3	1.3387		0.020951			3.8616	2589.6		
521.3	1.3406		0.041186			3.862346	2589.1		
522.3	1.3328		0.041276			3.862943	2588.7		
523.2	1.3307		0.031088			3.863689	2588.2		
524.2	1.3327		0.03103			3.864436	2587.7		
525.2	1.3333		0.030984			3.865182	2587.2		
526.1	1.3336		0.030949			3.86593	2586.7		
527.1	1.3335		0.030911			3.866677	2586.2		
528	1.3325		0.03089			3.867275	2585.8		
529	1.3371		0.020805			3.868023	2585.3		
530	1.3365		0.040775			3.868771	2584.8		
531	1.3299		0.030814			3.86952	2584.3		
531.9	1.3336		0.020766			3.870269	2583.8		
532.9	1.3352		0.030683			3.870868	2583.4		
533.8	1.3362		0.020723			3.871617	2582.9		
534.8	1.3367		0.0306			3.872367	2582.4		
535.8	1.3363		0.020693			3.873117	2581.9		
536.7	1.3414		0.020663			3.873867	2581.4		
537.7	1.3407		0.030456			3.874617	2580.9		
538.7	1.34		0.020631			3.875218	2580.5		
539.6	1.3452		0.020591			3.875969	2580		
540.6	1.3458		0.030301			3.87672	2579.5		
541.5	1.3416		0.030312			3.877472	2579		
542.5	1.3423		0.020557			3.878224	2578.5		
543.5	1.348		0.020523			3.878976	2578		
544.5	1.3489		0.030142			3.879578	2577.6		
545.4	1.3452		0.030145			3.880331	2577.1		
546.4	1.3472		0.020483			3.881084	2576.6		
547.3	1.3485		0.030042			3.881837	2576.1		
548.3	1.35		0.020443			3.88259	2575.6		
549.3	1.3526		0.029936			3.883194	2575.2		
550.2	1.3508		0.02992			3.883948	2574.7		
551.2	1.3498		0.029906			3.884702	2574.2		
552.2	1.3478		0.029893			3.885457	2573.7		
553.1	1.3496		0.020366			3.886212	2573.2		
554.1	1.356		0.020327			3.886967	2572.7		
555.1	1.3581		0.02969			3.887571	2572.3		
556	1.3569		0.029673			3.888327	2571.8		
557	1.3577		0.029632			3.889083	2571.3		
558	1.3537		0.039018			3.88984	2570.8		
558.9	1.3551		0.020257			3.890596	2570.3		
559.9	1.3564		0.038881			3.891202	2569.9		
560.8	1.3513		0.029572			3.891959	2569.4		
561.8	1.3557		0.020214			3.892717	2568.9		
562.8	1.3591		0.029431			3.893475	2568.4		
563.7	1.3574		0.029418			3.894233	2567.9		
564.7	1.3546		0.02942			3.894991	2567.4		
565.7	1.3606		0.010962			3.895598	2567		
566.6	1.3666		0.029234			3.896357	2566.5		
567.6	1.3628		0.029241			3.897116	2566		
