Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"CO2 (1)"
Temperature:	"50K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/88"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.08	1.3905			500.08	0.10185			500.08	99.8		
501.05	1.363			501.05	0.051872			501.05	99.9		
502.01	1.3665			502.01	0.00016451			501.53	99.8		
502.97	1.3698			502.97	0.051438			502.49	100		
503.94	1.3377			503.94	0.052528			503.46	99.7		
504.9	1.3589			504.9	-0.051233			504.42	99.9		
505.87	1.3766			505.87	0.050886			505.39	99.9		
506.83	1.3692			506.83	0.00017548			506.35	100		
507.8	1.3706			507.8	0.050915			507.31	99.8		
508.76	1.3425			508.76	0.051867			508.28	99.9		
509.73	1.3374			509.73	0.00015593			509.24	99.8		
510.69	1.3512			510.69	0.00016022			510.21	99.9		
511.66	1.358			511.66	0.0001688			511.17	99.8		
512.62	1.363			512.62	0.00016499			512.14	99.9		
513.58	1.3671			513.58	0.00016689			513.1	99.9		
514.55	1.3688			514.55	0.00016594			514.07	99.9		
515.51	1.405			515.51	-0.048517			515.03	100.1		
516.48	1.3968			516.48	0.098173			516	99.8		
517.44	1.3737			517.44	0.00018549			516.96	99.9		
518.41	1.391			518.41	0.049151			517.92	99.9		
519.37	1.3572			519.37	0.10045			518.89	99.8		
520.34	1.3237			520.34	0.051404			519.85	99.8		
521.3	1.3001			521.3	0.052253			520.82	99.9		
522.26	1.3074			522.26	-0.051538			521.78	99.8		
523.23	1.353			523.23	-0.049669			522.75	100		
524.19	1.3595			524.19	0.00016642			523.71	100		
525.16	1.3642			525.16	-0.04905			524.68	100		
526.12	1.399			526.12	-0.047745			525.64	100		
527.09	1.4178			527.09	0.00020456			526.6	100		
528.05	1.4018			528.05	0.047896			527.57	99.9		
529.02	1.3692			529.02	0.048925			528.53	99.9		
529.98	1.3613			529.98	0.00019693			529.5	99.8		
530.95	1.3728			530.95	0.00019217			530.46	100		
531.91	1.3787			531.91	0.00017929			531.43	99.9		
532.87	1.384			532.87	0.00018549			532.39	99.9		
533.84	1.3911			533.84	0.00019264			533.36	100		
534.8	1.4078			534.8	0.00018883			534.32	100		
535.77	1.3775			535.77	0.095973			535.29	99.9		
536.73	1.3426			536.73	0.00015926			536.25	99.8		
537.7	1.3769			537.7	-0.047459			537.21	100		
538.66	1.4026			538.66	0.0002017			538.18	100		
539.63	1.4089			539.63	0.00018883			539.14	100		
540.59	1.3989			540.59	0.046896			540.11	99.8		
541.55	1.3963			541.55	0.00020409			541.07	99.9		
542.52	1.4003			542.52	0.046692			542.04	99.9		
543.48	1.3818			543.48	0.047203			543	99.9		
544.45	1.3613			544.45	0.047838			543.97	99.9		
545.41	1.3568			545.41	0.00017452			544.93	99.8		
546.38	1.3642			546.38	0.00018597			545.89	100		
547.34	1.3878			547.34	-0.046252			546.86	100		
548.31	1.4114			548.31	0.00019073			547.82	99.9		
549.27	1.4211			549.27	0.00020599			548.79	100		
550.23	1.3873			550.23	0.09281			549.75	99.9		
551.2	1.3814			551.2	-0.046128			550.72	99.9		
552.16	1.3976			552.16	0.045959			551.68	99.9		
553.13	1.379			553.13	0.00019455			552.65	99.8		
554.09	1.4124			554.09	-0.044881			553.61	100.1		
555.06	1.4247			555.06	0.044876			554.57	100		
556.02	1.3926			556.02	0.045808			555.54	99.9		
556.99	1.3864			556.99	0.00018835			556.5	99.9		
557.95	1.3983			557.95	0.00021744			557.47	100		
558.91	1.4049			558.91	0.00020075			558.43	99.9		
559.88	1.4104			559.88	0.00020218			559.4	99.9		
560.84	1.4162			560.84	0.00020218			560.36	100		
561.81	1.4234			561.81	0.00020313			561.33	99.9		
562.77	1.4361			562.77	0.00019598			562.29	99.9		
563.74	1.4299			563.74	0.044005			563.26	100		
564.7	1.4305			564.7	0.0002017			564.22	99.9		
565.67	1.4379			565.67	0.043621			565.18	99.9		
566.63	1.4265			566.63	0.043917			566.15	99.9		
567.6	1.4201			567.6	0.044034			567.11	99.9		
568.56	1.4147			568.56	0.044106			568.08	99.9		
569.52	1.4083			569.52	0.044247			569.04	99.9		
570.49	1.396			570.49	0.044553			570.01	99.9		
571.45	1.3998			571.45	0.00019264			570.97	99.8		
572.42	1.4233			572.42	0.00020552			571.94	100		
573.38	1.4207			573.38	0.043552			572.9	99.9		
574.35	1.4211			574.35	0.00018692			573.86	99.9		
575.31	1.4214			575.31	0.0434			574.83	99.9		
576.28	1.4183			576.28	0.00022316			575.79	99.8		
577.24	1.4399			577.24	0.00021982			576.76	100		
578.2	1.438			578.2	0.042672			577.72	99.9		
579.17	1.4413			579.17	0.00018501			578.69	99.9		
580.13	1.4507			580.13	0.042165			579.65	100		
581.1	1.4417			581.1	0.042355			580.62	99.9		
582.06	1.4378			582.06	0.042404			581.58	99.9		
583.03	1.4352			583.03	0.042407			582.54	99.9		
