Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"CH3CN (1)"
Temperature:	"35K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/15"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"	
80	2.097			80	0.0395		
85	2.31			85	0.153		
90	2.455			90	0.636		
91	2.426			91	0.806		
92	2.315			92	1		
93	2.085			93	1.17		
94	1.773			94	1.2		
95	1.492			95	1.05		
96	1.342			96	0.792		
100	1.652			100	0.194		
105	2			105	0.203		
110	2.369			110	0.39		
115	2.691			115	0.96		
120	2.216			120	1.97		
121	1.978			121	2.07		
122	1.73			122	2.11		
123	1.504			123	2.08		
124	1.326			124	2		
125	1.202			125	1.92		
126	1.108			126	1.87		
127	1.011			127	1.85		
128	0.887			128	1.84		
129	0.733			129	1.81		
130	0.563			130	1.74		
135	0.179			135	0.901		
140	0.474			140	0.442		
141	0.529			141	0.409		
142	0.573			142	0.386		
143	0.609			143	0.369		
144	0.634			144	0.353		
145	0.654			145	0.335		
150	0.741			150	0.231		
155	0.857			155	0.157		
160	0.941			160	0.144		
165	1.004			165	0.165		
166	1.004			166	0.177		
167	0.998			167	0.186		
168	0.988			168	0.191		
169	0.975			169	0.189		
170	0.962			170	0.18		
175	0.956			175	0.0989		
180	1.009			180	0.0506		
190	1.087			190	0.0168		
380	1.347			380	0.00333		
381	1.352			381	0.00475		
382	1.358			382	0.00676		
383	1.368			383	0.0125		
384	1.377			384	0.0262		
385	1.379			385	0.0486		
386	1.366			386	0.0727		
387	1.339			387	0.0848		
388	1.313			388	0.0764		
389	1.302			389	0.055		
390	1.309			390	0.0376		
391	1.326			391	0.0358		
392	1.336			392	0.0511		
393	1.329			393	0.0746		
394	1.305			394	0.0897		
395	1.275			395	0.0843		
396	1.254			396	0.0619		
397	1.249			397	0.0358		
398	1.256			398	0.0162		
399	1.267			399	0.00537		
400	1.277			400	0.00106		
770	1.37			770	0.00261		
771	1.374			771	0.00406		
772	1.38			772	0.0078		
773	1.387			773	0.0193		
774	1.385			774	0.0322		
775	1.387			775	0.0518		
776	1.346			776	0.0785		
777	1.317			777	0.0445		
778	1.321			778	0.025		
779	1.327			779	0.0169		
780	1.331			780	0.0131		
781	1.333			781	0.0114		
782	1.334			782	0.00959		
783	1.335			783	0.00738		
784	1.337			784	0.0062		
785	1.339			785	0.00597		
786	1.339			786	0.00577		
787	1.339			787	0.00497		
788	1.339			788	0.00392		
789	1.34			789	0.00268		
790	1.34			790	0.00184		
