Reference:	"Gerakines et al. (2024)"
DOI:	"doi:https://doi.org/10.1016/j.icarus.2024.116007"
Sample Type:	"Ice"
Composition:	"NH3 (1)"
Temperature:	"100K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/65"
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
885.4219	-0.000583		
885.5424	-0.000625		
885.663	-0.000652		
885.7835	-0.000665		
885.904	-0.000658		
886.0246	-0.000617		
886.1451	-0.000535		
886.2656	-0.000412		
886.3862	-0.000268		
886.5067	-0.000129		
886.6272	-2.3E-5		
886.7477	3.3E-5		
886.8683	4.2E-5		
886.9888	2.1E-5		
887.1093	-4.0E-6		
887.2299	-1.3E-5		
887.3504	1.0E-6		
887.4709	2.9E-5		
887.5915	5.3E-5		
887.712	5.9E-5		
887.8325	4.2E-5		
887.9531	1.4E-5		
888.0736	-6.0E-6		
888.1941	3.0E-6		
888.3147	5.0E-5		
888.4352	0.000128		
888.5557	0.000215		
888.6762	0.000287		
888.7968	0.000326		
888.9173	0.000327		
889.0378	0.000299		
889.1584	0.000257		
889.2789	0.000211		
889.3994	0.000164		
889.52	0.000109		
889.6405	3.5E-5		
889.761	-6.1E-5		
889.8816	-0.000171		
890.0021	-0.000277		
890.1226	-0.000355		
890.2432	-0.000391		
890.3637	-0.000386		
890.4842	-0.000357		
890.6047	-0.000331		
890.7253	-0.000332		
890.8458	-0.000365		
890.9663	-0.000418		
891.0869	-0.000465		
891.2074	-0.000477		
891.3279	-0.000438		
891.4485	-0.000355		
891.569	-0.000253		
891.6895	-0.000166		
891.8101	-0.000121		
891.9306	-0.000128		
892.0511	-0.000173		
892.1716	-0.000227		
892.2922	-0.000262		
892.4127	-0.00026		
892.5332	-0.000221		
892.6538	-0.000166		
892.7743	-0.000119		
892.8948	-0.000102		
893.0154	-0.000124		
893.1359	-0.000176		
893.2564	-0.000242		
893.377	-0.000303		
893.4975	-0.000346		
893.618	-0.000368		
893.7386	-0.00037		
893.8591	-0.000357		
893.9796	-0.000327		
894.1001	-0.000277		
894.2207	-0.000205		
894.3412	-0.000113		
894.4617	-1.7E-5		
894.5823	6.2E-5		
894.7028	0.000103		
894.8233	9.0E-5		
894.9439	2.6E-5		
895.0644	-7.5E-5		
895.1849	-0.000184		
895.3055	-0.000277		
895.426	-0.000339		
895.5465	-0.00037		
895.6671	-0.000382		
895.7876	-0.000394		
895.9081	-0.000418		
896.0286	-0.000456		
896.1492	-0.000496		
896.2697	-0.000519		
896.3902	-0.000511		
896.5108	-0.000466		
896.6313	-0.000389		
896.7518	-0.000298		
896.8724	-0.000213		
896.9929	-0.00015		
897.1134	-0.000115		
897.234	-0.000107		
897.3545	-0.000115		
897.475	-0.000134		
897.5956	-0.000156		
897.7161	-0.000178		
897.8366	-0.0002		
897.9571	-0.000214		
898.0777	-0.000211		
898.1982	-0.000178		
898.3187	-0.000105		
898.4393	8.0E-6		
898.5598	0.000152		
898.6803	0.000304		
898.8009	0.000436		
898.9214	0.000519		
899.0419	0.000538		
899.1625	0.000488		
899.283	0.000382		
899.4035	0.00024		
899.5241	8.6E-5		
899.6446	-6.1E-5		
899.7651	-0.000186		
899.8856	-0.000282		
900.0062	-0.000349		
900.1267	-0.000384		
900.2472	-0.000386		
900.3678	-0.000354		
900.4883	-0.000289		
900.6088	-0.000198		
900.7294	-9.7E-5		
900.8499	-4.0E-6		
900.9704	6.2E-5		
901.091	8.8E-5		
901.2115	7.2E-5		
901.332	2.0E-5		
901.4525	-5.1E-5		
901.5731	-0.000125		
901.6936	-0.00019		
901.8141	-0.000243		
901.9347	-0.000287		
902.0552	-0.00033		
902.1757	-0.000378		
902.2963	-0.000429		
902.4168	-0.000473		
902.5373	-0.000495		
902.6579	-0.000483		
902.7784	-0.000431		
902.8989	-0.000342		
903.0195	-0.000232		
903.14	-0.000116		
903.2605	-7.0E-6		
903.381	8.9E-5		
903.5016	0.000176		
903.6221	0.000261		
903.7426	0.000347		
903.8632	0.00043		
903.9837	0.000497		
904.1042	0.000528		
904.2248	0.000511		
904.3453	0.000444		
904.4658	0.000342		
904.5864	0.00023		
904.7069	0.000137		
904.8274	8.2E-5		
904.948	7.0E-5		
905.0685	8.9E-5		
905.189	0.000116		
905.3095	0.000128		
905.4301	0.000113		
905.5506	7.3E-5		
905.6711	2.3E-5		
905.7917	-1.9E-5		
905.9122	-3.8E-5		
906.0327	-3.4E-5		
906.1533	-1.5E-5		
906.2738	2.0E-6		
906.3943	8.0E-6		
906.5149	0		
906.6354	-1.5E-5		
906.7559	-1.6E-5		
906.8765	9.0E-6		
906.997	6.3E-5		
907.1175	0.000137		
907.238	0.000211		
907.3586	0.000263		
907.4791	0.000276		
907.5996	0.000249		
907.7202	0.000188		
907.8407	0.000108		
907.9612	2.2E-5		
908.0818	-6.3E-5		
908.2023	-0.000147		
908.3228	-0.000233		
908.4434	-0.000322		
908.5639	-0.000408		
908.6844	-0.000478		
908.805	-0.000521		
908.9255	-0.000528		
909.046	-0.000503		
909.1665	-0.000459		
909.2871	-0.000418		
909.4076	-0.000398		
909.5281	-0.000408		
909.6487	-0.000445		
909.7692	-0.000492		
909.8897	-0.000532		
910.0103	-0.000551		
910.1308	-0.000545		
910.2513	-0.000521		
910.3719	-0.000492		
910.4924	-0.00047		
910.6129	-0.000459		
910.7334	-0.000455		
910.854	-0.000448		
910.9745	-0.000428		
911.095	-0.000392		
911.2156	-0.000347		
911.3361	-0.000306		
911.4566	-0.000284		
911.5772	-0.000291		
911.6977	-0.000325		
911.8182	-0.000376		
911.9388	-0.000426		
912.0593	-0.000458		
912.1798	-0.000462		
912.3004	-0.000437		
912.4209	-0.000388		
912.5414	-0.000326		
912.6619	-0.000261		
912.7825	-0.000198		
912.903	-0.00014		
913.0235	-8.8E-5		
913.1441	-4.6E-5		
913.2646	-1.7E-5		
913.3851	-6.0E-6		
913.5057	-1.7E-5		
913.6262	-4.8E-5		
913.7467	-8.8E-5		
913.8673	-0.000125		
913.9878	-0.000148		
914.1083	-0.000149		
914.2289	-0.000133		
914.3494	-0.00011		
914.4699	-9.5E-5		
914.5904	-0.000101		
914.711	-0.00013		
914.8315	-0.000173		
914.952	-0.000214		
915.0726	-0.000235		
915.1931	-0.000223		
915.3136	-0.000177		
915.4342	-0.000106		
915.5547	-2.9E-5		
915.6752	3.7E-5		
915.7958	8.0E-5		
915.9163	9.6E-5		
916.0368	8.9E-5		
916.1574	6.8E-5		
916.2779	3.7E-5		
916.3984	-2.0E-6		
916.5189	-5.2E-5		
916.6395	-0.000116		
916.76	-0.00019		
916.8805	-0.000265		
917.0011	-0.000324		
917.1216	-0.00035		
917.2421	-0.000333		
917.3627	-0.000273		
917.4832	-0.000185		
917.6037	-8.9E-5		
917.7243	-8.0E-6		
917.8448	4.3E-5		
917.9653	6.2E-5		
918.0858	5.6E-5		
918.2064	3.7E-5		
918.3269	1.5E-5		
918.4474	-4.0E-6		
918.568	-2.6E-5		
918.6885	-5.4E-5		
918.809	-9.4E-5		
918.9296	-0.000142		
919.0501	-0.000191		
919.1706	-0.000228		
919.2912	-0.000246		
919.4117	-0.000247		
919.5322	-0.00024		
919.6528	-0.000239		
919.7733	-0.000256		
919.8938	-0.000292		
920.0143	-0.000339		
920.1349	-0.000382		
920.2554	-0.000405		
920.3759	-0.0004		
920.4965	-0.000372		
920.617	-0.000334		
920.7375	-0.000304		
920.8581	-0.000292		
920.9786	-0.0003		
921.0991	-0.000316		
921.2197	-0.000323		
921.3402	-0.000311		
921.4607	-0.000274		
921.5813	-0.000224		
921.7018	-0.000176		
921.8223	-0.000146		
921.9428	-0.00014		
922.0634	-0.000152		
922.1839	-0.000168		
922.3044	-0.000173		
922.425	-0.00016		
922.5455	-0.000133		
922.666	-0.00011		
922.7866	-0.000108		
922.9071	-0.000141		
923.0276	-0.000207		
923.1482	-0.00029		
923.2687	-0.000367		
923.3892	-0.000415		
923.5098	-0.000422		
923.6303	-0.00039		
923.7508	-0.00033		
923.8713	-0.00026		
923.9919	-0.000193		
924.1124	-0.000133		
924.2329	-7.7E-5		
924.3535	-2.2E-5		
924.474	3.3E-5		
924.5945	8.1E-5		
924.7151	0.000109		
924.8356	0.000108		
924.9561	7.5E-5		
925.0767	1.7E-5		
925.1972	-4.6E-5		
925.3177	-9.5E-5		
925.4383	-0.000117		
925.5588	-0.000113		
925.6793	-9.6E-5		
925.7998	-8.8E-5		
925.9204	-0.000104		
926.0409	-0.000152		
926.1614	-0.000219		
926.282	-0.000286		
926.4025	-0.000331		
926.523	-0.000343		
926.6436	-0.000323		
926.7641	-0.000291		
926.8846	-0.000268		
927.0052	-0.000272		
927.1257	-0.000306		
927.2462	-0.000356		
927.3667	-0.0004		
927.4873	-0.000416		
927.6078	-0.000392		
927.7283	-0.000332		
927.8489	-0.000255		
927.9694	-0.000184		
928.0899	-0.000136		
928.2105	-0.000116		
928.331	-0.000115		
928.4515	-0.000119		
928.5721	-0.000112		
928.6926	-8.8E-5		
928.8131	-5.3E-5		
928.9337	-1.7E-5		
929.0542	6.0E-6		
929.1747	1.2E-5		
929.2952	9.0E-6		
929.4158	1.0E-5		
929.5363	3.0E-5		
929.6568	7.5E-5		
929.7774	0.000141		
929.8979	0.000213		
930.0184	0.000269		
930.139	0.000295		
930.2595	0.000288		
930.38	0.000257		
930.5006	0.000219		
930.6211	0.00019		
930.7416	0.00018		
930.8622	0.000186		
930.9827	0.000198		
931.1032	0.000202		
931.2237	0.000191		
931.3443	0.000165		
931.4648	0.000134		
931.5853	0.000111		
931.7059	0.000102		
931.8264	0.000106		
931.9469	0.000115		
932.0675	0.000115		
932.188	9.6E-5		
932.3085	5.7E-5		
932.4291	6.0E-6		
932.5496	-4.0E-5		
932.6701	-6.8E-5		
932.7907	-7.1E-5		
932.9112	-5.1E-5		
933.0317	-1.7E-5		
933.1522	2.0E-5		
933.2728	5.5E-5		
933.3933	8.7E-5		
933.5138	0.000125		
933.6344	0.000175		
933.7549	0.000239		
933.8754	0.000311		
933.996	0.000378		
934.1165	0.000427		
934.237	0.000451		
934.3576	0.000454		
934.4781	0.000449		
934.5986	0.000452		
934.7192	0.000473		
934.8397	0.000512		
934.9602	0.000556		
935.0807	0.000588		
935.2013	0.00059		
935.3218	0.000558		
935.4423	0.000498		
935.5629	0.000427		
935.6834	0.000366		
935.8039	0.000328		
935.9245	0.000315		
936.045	0.000319		
936.1655	0.000326		
936.2861	0.000325		
936.4066	0.000314		
936.5271	0.0003		
936.6476	0.00029		
936.7682	0.000293		
936.8887	0.000304		
937.0092	0.000313		
937.1298	0.000305		
937.2503	0.000271		
937.3708	0.000212		
937.4914	0.000145		
937.6119	9.3E-5		
937.7324	7.5E-5		
937.853	0.000103		
937.9735	0.000169		
938.094	0.000253		
938.2146	0.000328		
938.3351	0.000373		
938.4556	0.000379		
938.5761	0.000352		
938.6967	0.000309		
938.8172	0.000267		
938.9377	0.000237		
939.0583	0.000218		
939.1788	0.000202		
939.2993	0.000178		
939.4199	0.000143		
939.5404	0.0001		
939.6609	6.4E-5		
939.7815	4.7E-5		
939.902	5.8E-5		
940.0225	9.2E-5		
940.1431	0.000133		
940.2636	0.000161		
940.3841	0.000163		
940.5046	0.000133		
940.6252	8.1E-5		
940.7457	2.7E-5		
940.8662	-8.0E-6		
940.9868	-1.2E-5		
941.1073	1.8E-5		
941.2278	7.1E-5		
941.3484	0.000132		
941.4689	0.000186		
941.5894	0.000228		
941.71	0.00026		
941.8305	0.000289		
941.951	0.000321		
942.0716	0.000358		
942.1921	0.000389		
942.3126	0.000404		
942.4331	0.000388		
942.5537	0.000337		
942.6742	0.000258		
942.7947	0.000166		
942.9153	8.1E-5		
943.0358	1.9E-5		
943.1563	-1.1E-5		
943.2769	-1.3E-5		
943.3974	2.0E-6		
943.5179	2.1E-5		
943.6385	3.2E-5		
943.759	3.0E-5		
943.8795	2.0E-5		
944.0001	5.0E-6		
944.1206	-6.0E-6		
944.2411	-1.0E-5		
944.3616	-6.0E-6		
944.4822	5.0E-6		
944.6027	2.6E-5		
944.7232	6.0E-5		
944.8438	0.000112		
944.9643	0.000187		
945.0848	0.00028		
945.2054	0.000383		
945.3259	0.000477		
945.4464	0.000545		
945.567	0.000576		
945.6875	0.000568		
945.808	0.000532		
945.9285	0.000487		
946.0491	0.000451		
946.1696	0.000436		
946.2901	0.000442		
946.4107	0.000458		
946.5312	0.000469		
946.6517	0.000462		
946.7723	0.000435		
946.8928	0.000396		
947.0133	0.000361		
947.1339	0.000346		
947.2544	0.000358		
947.3749	0.000395		
947.4955	0.000441		
947.616	0.000481		
947.7365	0.000501		
947.857	0.000497		
947.9776	0.000478		
948.0981	0.000457		
948.2186	0.000449		
948.3392	0.000461		
948.4597	0.00049		
948.5802	0.000527		
948.7008	0.000561		
948.8213	0.000585		
948.9418	0.000599		
949.0624	0.00061		
949.1829	0.000625		
949.3034	0.000648		
949.424	0.000678		
949.5445	0.000706		
949.665	0.000724		
949.7855	0.000728		
949.9061	0.000721		
950.0266	0.000714		
950.1471	0.000719		
950.2677	0.000743		
950.3882	0.000786		
950.5087	0.000836		
950.6293	0.000879		
950.7498	0.000903		
950.8703	0.000905		
950.9909	0.000889		
951.1114	0.00087		
951.2319	0.00086		
951.3525	0.000867		
951.473	0.000889		
951.5935	0.000915		
951.714	0.000934		
951.8346	0.000937		
951.9551	0.000924		
952.0756	0.000902		
952.1962	0.000883		
952.3167	0.000874		
952.4372	0.000879		
952.5578	0.000891		
952.6783	0.000901		
952.7988	0.000904		
952.9194	0.000901		
953.0399	0.000901		
953.1604	0.000917		
953.2809	0.00096		
953.4015	0.00103		
953.522	0.00112		
953.6425	0.00122		
953.7631	0.00129		
953.8836	0.00133		
954.0041	0.00133		
954.1247	0.00131		
954.2452	0.00128		
954.3657	0.00126		
954.4863	0.00126		
954.6068	0.00128		
954.7273	0.00132		
954.8479	0.00136		
954.9684	0.0014		
955.0889	0.00141		
955.2094	0.00142		
955.33	0.00141		
955.4505	0.00141		
955.571	0.0014		
955.6916	0.00141		
955.8121	0.00142		
955.9326	0.00143		
956.0532	0.00144		
956.1737	0.00145		
956.2942	0.00146		
956.4148	0.00146		
956.5353	0.00147		
956.6558	0.00148		
956.7764	0.00149		
956.8969	0.0015		
957.0174	0.00151		
957.1379	0.00152		
957.2585	0.00152		
957.379	0.00151		
957.4995	0.0015		
957.6201	0.00148		
957.7406	0.00146		
957.8611	0.00144		
957.9817	0.00142		
958.1022	0.0014		
958.2227	0.00139		
958.3433	0.00139		
958.4638	0.00139		
958.5843	0.00141		
958.7049	0.00143		
958.8254	0.00146		
958.9459	0.00148		
959.0664	0.0015		
959.187	0.00151		
959.3075	0.00152		
959.428	0.00151		
959.5486	0.0015		
959.6691	0.0015		
959.7896	0.00149		
959.9102	0.0015		
960.0307	0.0015		
960.1512	0.00151		
960.2718	0.00152		
960.3923	0.00152		
960.5128	0.00153		
960.6334	0.00154		
960.7539	0.00156		
960.8744	0.00158		
960.9949	0.00161		
961.1155	0.00162		
961.236	0.00163		
961.3565	0.00163		
961.4771	0.00162		
961.5976	0.00161		
961.7181	0.00163		
961.8387	0.00166		
961.9592	0.00172		
962.0797	0.00179		
962.2003	0.00186		
962.3208	0.00192		
962.4413	0.00195		
962.5618	0.00197		
962.6824	0.00199		
962.8029	0.00202		
962.9234	0.00206		
963.044	0.0021		
963.1645	0.00214		
963.285	0.00215		
963.4056	0.00214		
963.5261	0.0021		
963.6466	0.00205		
963.7672	0.002		
963.8877	0.00197		
964.0082	0.00196		
964.1288	0.00197		
964.2493	0.00198		
964.3698	0.00201		
964.4903	0.00203		
964.6109	0.00207		
964.7314	0.00213		
964.8519	0.00222		
964.9725	0.00233		
965.093	0.00246		
965.2135	0.00258		
965.3341	0.00266		
965.4546	0.00269		
965.5751	0.00267		
965.6957	0.00263		
965.8162	0.00259		
965.9367	0.00257		
966.0573	0.00258		
966.1778	0.00262		
966.2983	0.00267		
966.4188	0.00271		
966.5394	0.00274		
966.6599	0.00275		
966.7804	0.00276		
966.901	0.00277		
967.0215	0.00281		
967.142	0.00285		
967.2626	0.0029		
967.3831	0.00294		
967.5036	0.00297		
967.6242	0.00298		
967.7447	0.00298		
967.8652	0.003		
967.9858	0.00303		
968.1063	0.00308		
968.2268	0.00315		
968.3473	0.00321		
968.4679	0.00326		
968.5884	0.00329		
968.7089	0.00331		
968.8295	0.00334		
968.95	0.00337		
969.0705	0.0034		
969.1911	0.00344		
969.3116	0.00345		
969.4321	0.00344		
969.5527	0.00341		
969.6732	0.00337		
969.7937	0.00334		
969.9143	0.00334		
970.0348	0.00339		
970.1553	0.00347		
970.2758	0.00357		
970.3964	0.00365		
970.5169	0.0037		
970.6374	0.00371		
970.758	0.00369		
970.8785	0.00365		
970.999	0.00362		
971.1196	0.00361		
971.2401	0.00363		
971.3606	0.00367		
971.4812	0.0037		
971.6017	0.00372		
971.7222	0.00373		
971.8427	0.00372		
971.9633	0.00371		
972.0838	0.00372		
972.2043	0.00373		
972.3249	0.00376		
972.4454	0.00379		
972.5659	0.0038		
972.6865	0.00379		
972.807	0.00377		
972.9275	0.00374		
973.0481	0.00372		
973.1686	0.00371		
973.2891	0.00371		
973.4097	0.0037		
973.5302	0.00368		
973.6507	0.00365		
973.7712	0.00359		
973.8918	0.00353		
974.0123	0.00348		
974.1328	0.00346		
974.2534	0.00348		
974.3739	0.00352		
974.4944	0.00359		
974.615	0.00366		
974.7355	0.00372		
974.856	0.00377		
974.9766	0.00381		
975.0971	0.00384		
975.2176	0.00386		
975.3382	0.00387		
975.4587	0.00386		
975.5792	0.00382		
975.6997	0.00376		
975.8203	0.00369		
975.9408	0.00362		
976.0613	0.00356		
976.1819	0.00354		
976.3024	0.00353		
976.4229	0.00355		
976.5435	0.00356		
976.664	0.00355		
976.7845	0.00352		
976.9051	0.00348		
977.0256	0.00345		
977.1461	0.00344		
977.2667	0.00346		
977.3872	0.00352		
977.5077	0.0036		
977.6282	0.00368		
977.7488	0.00374		
977.8693	0.00377		
977.9898	0.00378		
978.1104	0.00379		
978.2309	0.00381		
978.3514	0.00386		
978.472	0.00392		
978.5925	0.00399		
978.713	0.00406		
978.8336	0.0041		
978.9541	0.00411		
979.0746	0.00412		
979.1951	0.00413		
979.3157	0.00416		
979.4362	0.00421		
979.5567	0.00428		
979.6773	0.00434		
979.7978	0.00439		
979.9183	0.0044		
980.0389	0.0044		
980.1594	0.0044		
980.2799	0.00441		
980.4005	0.00445		
980.521	0.00451		
980.6415	0.00458		
980.7621	0.00464		
980.8826	0.00469		
981.0031	0.00471		
981.1236	0.00473		
981.2442	0.00475		
981.3647	0.0048		
981.4852	0.00487		
981.6058	0.00496		
981.7263	0.00505		
981.8468	0.00512		
981.9674	0.00516		
982.0879	0.00517		
982.2084	0.00518		
982.329	0.00519		
982.4495	0.00522		
982.57	0.00526		
982.6906	0.0053		
982.8111	0.00533		
982.9316	0.00533		
983.0521	0.0053		
983.1727	0.00528		
983.2932	0.00527		
983.4137	0.00531		
983.5343	0.00539		
983.6548	0.0055		
983.7753	0.00562		
983.8959	0.00571		
984.0164	0.00576		
984.1369	0.00578		
984.2575	0.00577		
984.378	0.00576		
984.4985	0.00577		
984.6191	0.00581		
984.7396	0.00586		
984.8601	0.00591		
984.9806	0.00595		
985.1012	0.00598		
985.2217	0.00601		
985.3422	0.00605		
985.4628	0.00613		
985.5833	0.00624		
985.7038	0.00637		
985.8244	0.00649		
985.9449	0.00658		
986.0654	0.00662		
986.186	0.00661		
986.3065	0.00657		
986.427	0.00654		
986.5476	0.00653		
986.6681	0.00655		
986.7886	0.00661		
986.9091	0.00668		
987.0297	0.00674		
987.1502	0.00678		
987.2707	0.00681		
987.3913	0.00683		
987.5118	0.00686		
987.6323	0.00691		
987.7529	0.00696		
987.8734	0.00702		
987.9939	0.00708		
988.1145	0.00712		
988.235	0.00715		
988.3555	0.0072		
988.476	0.00726		
988.5966	0.00735		
988.7171	0.00747		
988.8376	0.00761		
988.9582	0.00774		
989.0787	0.00784		
989.1992	0.0079		
989.3198	0.00794		
989.4403	0.00795		
989.5608	0.00795		
989.6814	0.00797		
989.8019	0.00799		
989.9224	0.00801		
990.043	0.00803		
990.1635	0.00803		
990.284	0.00803		
990.4045	0.00804		
990.5251	0.00806		
990.6456	0.00812		
990.7661	0.00821		
990.8867	0.00833		
991.0072	0.00844		
991.1277	0.00855		
991.2483	0.00862		
991.3688	0.00868		
991.4893	0.00873		
991.6099	0.00877		
991.7304	0.00883		
991.8509	0.00889		
991.9715	0.00895		
992.092	0.009		
992.2125	0.00902		
992.333	0.00901		
992.4536	0.00898		
992.5741	0.00895		
992.6946	0.00894		
992.8152	0.00895		
992.9357	0.00899		
993.0562	0.00904		
993.1768	0.00909		
993.2973	0.00912		
993.4178	0.00914		
993.5384	0.00914		
993.6589	0.00914		
993.7794	0.00914		
993.9	0.00915		
994.0205	0.00916		
994.141	0.00917		
994.2615	0.00915		
994.3821	0.00912		
994.5026	0.00906		
994.6231	0.009		
994.7437	0.00896		
994.8642	0.00894		
994.9847	0.00895		
995.1053	0.00898		
995.2258	0.00902		
995.3463	0.00906		
995.4669	0.00908		
995.5874	0.00909		
995.7079	0.0091		
995.8285	0.00912		
995.949	0.00915		
996.0695	0.00919		
996.19	0.00924		
996.3106	0.00928		
996.4311	0.00931		
996.5516	0.00932		
996.6722	0.00933		
996.7927	0.00934		
996.9132	0.00936		
997.0338	0.0094		
997.1543	0.00945		
997.2748	0.00949		
997.3954	0.00952		
997.5159	0.00953		
997.6364	0.00952		
997.7569	0.00951		
997.8775	0.00952		
997.998	0.00955		
998.1185	0.0096		
998.2391	0.00966		
998.3596	0.00973		
998.4801	0.00978		
998.6007	0.00982		
998.7212	0.00985		
998.8417	0.00989		
998.9623	0.00994		
999.0828	0.01		
999.2033	0.01008		
999.3239	0.01016		
999.4444	0.01023		
999.5649	0.01027		
999.6854	0.0103		
999.806	0.01033		
999.9265	0.01037		
1000.047	0.01043		
1000.1676	0.01052		
1000.2881	0.01061		
1000.4086	0.0107		
1000.5292	0.01077		
1000.6497	0.01082		
1000.7702	0.01086		
1000.8908	0.01089		
1001.0113	0.01094		
1001.1318	0.011		
1001.2524	0.01106		
1001.3729	0.0111		
1001.4934	0.01112		
1001.6139	0.01112		
1001.7345	0.01109		
1001.855	0.01106		
1001.9755	0.01106		
1002.0961	0.01109		
1002.2166	0.01116		
1002.3371	0.01126		
1002.4577	0.01136		
1002.5782	0.01144		
1002.6987	0.0115		
1002.8193	0.01155		
1002.9398	0.01158		
1003.0603	0.01162		
1003.1809	0.01167		
1003.3014	0.01172		
1003.4219	0.01178		
1003.5424	0.01182		
1003.663	0.01184		
1003.7835	0.01185		
1003.904	0.01185		
1004.0246	0.01187		
1004.1451	0.01191		
1004.2656	0.01196		
1004.3862	0.01202		
1004.5067	0.01207		
1004.6272	0.01209		
1004.7478	0.01208		
1004.8683	0.01205		
1004.9888	0.01203		
1005.1094	0.01203		
1005.2299	0.01208		
1005.3504	0.01215		
1005.4709	0.01225		
1005.5915	0.01235		
1005.712	0.01244		
1005.8325	0.0125		
1005.9531	0.01254		
1006.0736	0.01258		
1006.1941	0.01263		
1006.3147	0.01268		
1006.4352	0.01274		
1006.5557	0.0128		
1006.6763	0.01285		
1006.7968	0.01288		
1006.9173	0.01291		
1007.0378	0.01294		
1007.1584	0.013		
1007.2789	0.01309		
1007.3994	0.01321		
1007.52	0.01335		
1007.6405	0.01348		
1007.761	0.0136		
1007.8816	0.01369		
1008.0021	0.01377		
1008.1226	0.01383		
1008.2432	0.01389		
1008.3637	0.01396		
1008.4842	0.01402		
1008.6048	0.01409		
1008.7253	0.01414		
1008.8458	0.01418		
1008.9663	0.0142		
1009.0869	0.01423		
1009.2074	0.01427		
1009.3279	0.01434		
1009.4485	0.01443		
1009.569	0.01453		
1009.6895	0.01464		
1009.8101	0.01474		
1009.9306	0.01483		
1010.0511	0.01491		
1010.1717	0.015		
1010.2922	0.01511		
1010.4127	0.01524		
1010.5333	0.01539		
1010.6538	0.01554		
1010.7743	0.01567		
1010.8948	0.01577		
1011.0154	0.01585		
1011.1359	0.01592		
1011.2564	0.01599		
1011.377	0.01609		
1011.4975	0.0162		
1011.618	0.01634		
1011.7386	0.01648		
1011.8591	0.0166		
1011.9796	0.01669		
1012.1002	0.01677		
1012.2207	0.01683		
1012.3412	0.0169		
1012.4618	0.01699		
1012.5823	0.01713		
1012.7028	0.01729		
1012.8233	0.01747		
1012.9439	0.01765		
1013.0644	0.01782		
1013.1849	0.01798		
1013.3055	0.01814		
1013.426	0.0183		
1013.5465	0.01846		
1013.6671	0.01864		
1013.7876	0.01881		
1013.9081	0.01896		
1014.0287	0.01909		
1014.1492	0.01919		
1014.2697	0.01929		
1014.3902	0.01938		
1014.5108	0.0195		
1014.6313	0.01964		
1014.7518	0.0198		
1014.8724	0.01997		
1014.9929	0.02012		
1015.1134	0.02026		
1015.234	0.02038		
1015.3545	0.0205		
1015.475	0.02064		
1015.5956	0.0208		
1015.7161	0.02098		
1015.8366	0.02116		
1015.9572	0.02132		
1016.0777	0.02144		
1016.1982	0.02152		
1016.3187	0.02157		
1016.4393	0.02161		
1016.5598	0.02166		
1016.6803	0.02176		
1016.8009	0.0219		
1016.9214	0.02207		
1017.0419	0.02225		
1017.1625	0.02242		
1017.283	0.02257		
1017.4035	0.0227		
1017.5241	0.02282		
1017.6446	0.02294		
1017.7651	0.02308		
1017.8857	0.02323		
1018.0062	0.02338		
1018.1267	0.02352		
1018.2472	0.02366		
1018.3678	0.02379		
1018.4883	0.02393		
1018.6088	0.02408		
1018.7294	0.02425		
1018.8499	0.02444		
1018.9704	0.02463		
1019.091	0.0248		
1019.2115	0.02495		
1019.332	0.02506		
1019.4526	0.02516		
1019.5731	0.02525		
1019.6936	0.02536		
1019.8142	0.02549		
1019.9347	0.02566		
1020.0552	0.02583		
1020.1757	0.02602		
1020.2963	0.02619		
1020.4168	0.02635		
1020.5373	0.0265		
1020.6579	0.02665		
1020.7784	0.0268		
1020.8989	0.02696		
1021.0195	0.02712		
1021.14	0.02728		
1021.2605	0.02744		
1021.3811	0.0276		
1021.5016	0.02777		
1021.6221	0.02797		
1021.7427	0.0282		
1021.8632	0.02845		
1021.9837	0.02872		
1022.1042	0.02896		
1022.2248	0.02918		
1022.3453	0.02936		
1022.4658	0.0295		
1022.5864	0.02962		
1022.7069	0.02975		
1022.8274	0.02991		
1022.948	0.03009		
1023.0685	0.03031		
1023.189	0.03053		
1023.3096	0.03075		
1023.4301	0.03095		
1023.5506	0.03114		
1023.6711	0.03132		
1023.7917	0.03151		
1023.9122	0.03172		
1024.0327	0.03194		
1024.1533	0.03218		
1024.2738	0.03241		
1024.3943	0.03263		
1024.5149	0.03284		
1024.6354	0.03305		
1024.7559	0.03326		
1024.8765	0.03351		
1024.997	0.03378		
1025.1175	0.03409		
1025.2381	0.0344		
1025.3586	0.03472		
1025.4791	0.03501		
1025.5996	0.03528		
1025.7202	0.03553		
1025.8407	0.03578		
1025.9612	0.03604		
1026.0818	0.03632		
1026.2023	0.03663		
1026.3228	0.03694		
1026.4434	0.03724		
1026.5639	0.03753		
1026.6844	0.0378		
1026.805	0.03805		
1026.9255	0.03832		
1027.046	0.0386		
1027.1666	0.03889		
1027.2871	0.0392		
1027.4076	0.03951		
1027.5281	0.03981		
1027.6487	0.04008		
1027.7692	0.04035		
1027.8897	0.04061		
1028.0103	0.0409		
1028.1308	0.04121		
1028.2513	0.04156		
1028.3719	0.04193		
1028.4924	0.04231		
1028.6129	0.04269		
1028.7335	0.04306		
1028.854	0.04342		
1028.9745	0.04378		
1029.0951	0.04415		
1029.2156	0.04453		
1029.3361	0.04492		
