Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"CH2CHCN (1)"
Temperature:	"35K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/19"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
87	2.061		0.133		
88	2.046		0.288		
89	1.951		0.391		
90	1.843		0.418		
91	1.762		0.396		
92	1.719		0.366		
93	1.691		0.344		
94	1.668		0.325		
95	1.647		0.3		
100	1.687		0.147		
105	2.015		0.221		
106	2.061		0.317		
107	2.076		0.423		
108	2.065		0.527		
109	2.035		0.625		
110	1.987		0.719		
111	1.92		0.806		
112	1.832		0.883		
113	1.725		0.939		
114	1.607		0.969		
115	1.487		0.971		
116	1.374		0.947		
117	1.272		0.901		
118	1.189		0.838		
119	1.126		0.765		
120	1.084		0.691		
125	1.007		0.368		
130	1.168		0.157		
135	1.292		0.103		
140	1.478		0.189		
145	1.452		0.372		
147	1.386		0.443		
148	1.338		0.465		
149	1.284		0.476		
150	1.226		0.475		
151	1.168		0.456		
152	1.119		0.421		
153	1.084		0.375		
155	1.058		0.284		
160	1.079		0.132		
220	1.41		0.00564		
230	1.464		0.0405		
236	1.469		0.0646		
238	1.484		0.0667		
240	1.511		0.0726		
245	1.662		0.242		
246	1.664		0.345		
247	1.615		0.467		
248	1.502		0.576		
249	1.336		0.623		
250	1.168		0.58		
251	1.047		0.473		
252	0.989		0.346		
253	0.984		0.231		
254	1.011		0.141		
260	1.205		0.00863		
265	1.259		0.00013		
360	1.382		0.00671		
365	1.396		0.0208		
366	1.394		0.0293		
367	1.389		0.0378		
368	1.38		0.0439		
369	1.369		0.0456		
370	1.358		0.0422		
371	1.35		0.0348		
372	1.347		0.0259		
373	1.347		0.0178		
374	1.349		0.012		
375	1.351		0.00819		
380	1.363		0.00125		
680	1.457		0.00596		
685	1.477		0.0202		
690	1.511		0.0431		
691	1.531		0.0549		
692	1.567		0.0828		
693	1.611		0.172		
694	1.521		0.35		
695	1.289		0.317		
696	1.232		0.169		
697	1.259		0.0859		
698	1.29		0.0469		
699	1.318		0.0295		
700	1.336		0.022		
