Reference:	"Yarnall and Hudson (2022)"
DOI:	"doi:https://doi.org/10.1016/j.saa.2022.121738"
Sample Type:	"Ice"
Composition:	"C3H6O2 (1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/296"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
550.104	1.3619		0.007937		
550.224	1.3619		0.00805		
550.344	1.3609		0.007694		
550.464	1.3584		0.006891		
550.584	1.3579		0.005765		
550.704	1.3568		0.004492		
550.824	1.3571		0.003254		
550.944	1.357		0.002217		
551.064	1.3579		0.001482		
551.184	1.3583		0.001087		
551.304	1.3592		0.001009		
551.424	1.3594		0.001159		
551.544	1.3599		0.001438		
551.664	1.3598		0.001723		
551.784	1.3599		0.001924		
551.904	1.3596		0.001988		
552.024	1.3597		0.001934		
552.144	1.3596		0.001837		
552.264	1.3599		0.001824		
552.384	1.36		0.002011		
552.504	1.3603		0.002461		
552.624	1.36		0.003121		
552.744	1.3594		0.003807		
552.864	1.3582		0.004241		
552.984	1.3567		0.004103		
553.104	1.3549		0.003147		
553.224	1.3536		0.001318		
553.344	1.3529		-0.001211		
553.464	1.3535		-0.004056		
553.584	1.355		-0.006656		
553.704	1.3577		-0.008536		
553.824	1.3607		-0.009345		
553.944	1.3639		-0.009004		
554.064	1.3665		-0.007667		
554.184	1.3685		-0.005651		
554.304	1.3694		-0.003384		
554.424	1.3697		-0.001217		
554.544	1.3692		0.00055		
554.664	1.3686		0.00182		
554.784	1.3677		0.002594		
554.904	1.3671		0.002996		
555.024	1.3665		0.003165		
555.144	1.3662		0.003236		
555.264	1.366		0.003294		
555.384	1.366		0.003387		
555.504	1.366		0.003527		
555.624	1.3661		0.003715		
555.744	1.3661		0.003936		
555.864	1.3662		0.00417		
555.984	1.3662		0.004393		
556.104	1.3663		0.004592		
556.224	1.3665		0.004785		
556.344	1.3668		0.005034		
556.464	1.3672		0.005451		
556.584	1.3678		0.006161		
556.704	1.3682		0.007263		
556.824	1.3685		0.008755		
556.944	1.3681		0.0105		
557.064	1.3671		0.0123		
557.184	1.3653		0.0138		
557.304	1.3631		0.0148		
557.424	1.3605		0.0148		
557.544	1.3581		0.014		
557.664	1.3562		0.0124		
557.784	1.3552		0.0104		
557.904	1.3549		0.008396		
558.024	1.3554		0.006772		
558.144	1.3561		0.005699		
558.264	1.357		0.005159		
558.384	1.3576		0.004995		
558.504	1.3579		0.004985		
558.624	1.358		0.004935		
558.744	1.358		0.004741		
558.864	1.3581		0.004412		
558.984	1.3583		0.004044		
559.104	1.3587		0.003758		
559.224	1.3592		0.00366		
559.344	1.3597		0.003789		
559.464	1.3601		0.004123		
559.584	1.3602		0.004595		
559.704	1.3602		0.005123		
559.824	1.36		0.005632		
559.944	1.3595		0.006059		
560.064	1.3588		0.006352		
560.184	1.358		0.006451		
560.304	1.3571		0.00629		
560.424	1.3561		0.005804		
560.544	1.3552		0.004952		
560.664	1.3545		0.003751		
560.784	1.3541		0.002278		
560.904	1.3543		0.000683		
561.024	1.3549		-0.00085		
561.144	1.3559		-0.002155		
561.264	1.3572		-0.003089		
561.384	1.3587		-0.003594		
561.504	1.3601		-0.003684		
561.624	1.3615		-0.003428		
561.744	1.3625		-0.002925		
561.864	1.3634		-0.002264		
561.984	1.364		-0.001525		
562.1041	1.3644		-0.000763		
562.2241	1.3645		-3.6E-5		
562.3441	1.3644		0.000595		
562.4641	1.3641		0.001054		
562.5841	1.3637		0.001268		
562.7041	1.3633		0.001177		
562.8241	1.363		0.000776		
562.9441	1.3629		0.000126		
563.0641	1.3633		-0.00064		
563.1841	1.364		-0.001345		
563.3041	1.3651		-0.001803		
563.4241	1.3664		-0.001876		
563.5441	1.3677		-0.001501		
563.6641	1.3689		-0.000714		
563.7841	1.3699		0.000381		
563.9041	1.3704		0.001642		
564.0241	1.3707		0.002944		
564.1441	1.3707		0.004205		
564.2641	1.3705		0.005393		
564.3841	1.37		0.006508		
564.5041	1.3694		0.007543		
564.6241	1.3685		0.008454		
564.7441	1.3674		0.009152		
564.8641	1.3661		0.009517		
564.9841	1.3647		0.009446		
565.1041	1.3633		0.008886		
565.2241	1.3622		0.007877		
565.3441	1.3616		0.006544		
565.4641	1.3615		0.005083		
565.5841	1.3619		0.003697		
565.7041	1.3627		0.002561		
565.8241	1.3639		0.001782		
565.9441	1.3652		0.001409		
566.0641	1.3665		0.001433		
566.1841	1.3677		0.001819		
566.3041	1.3687		0.002508		
566.4241	1.3695		0.003413		
566.5441	1.3699		0.004421		
566.6641	1.37		0.005385		
566.7841	1.3698		0.006178		
566.9041	1.3695		0.006709		
567.0241	1.3693		0.006969		
567.1441	1.3692		0.007048		
567.2641	1.3693		0.007095		
567.3841	1.3696		0.007256		
567.5041	1.37		0.007602		
567.6241	1.3703		0.008091		
567.7441	1.3704		0.008586		
567.8641	1.3705		0.008937		
567.9841	1.3707		0.009089		
568.1041	1.3713		0.009165		
568.2241	1.3724		0.009478		
568.3441	1.374		0.0104		
568.4641	1.3756		0.0124		
