Reference:	"Hudson et al. (2023)"
DOI:	"doi:https://doi.org/10.1016/j.icarus.2023.115499"
Sample Type:	"Ice"
Composition:	"c-C3H6 (1)"
Temperature:	"80K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/181"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"	
500.08	1.5267			500.08	-0.00197		
500.2	1.5267			500.2	-0.00204		
500.32	1.5269			500.32	-0.00201		
500.45	1.5277			500.45	-0.00186		
500.57	1.5279			500.57	-0.00157		
500.69	1.5283			500.69	-0.00116		
500.81	1.5283			500.81	-0.0007		
500.93	1.5283			500.93	-0.00028		
501.05	1.528			501.05	2.0E-5		
501.17	1.5278			501.17	0.00017		
501.29	1.5275			501.29	0.00018		
501.41	1.5274			501.41	0.00011		
501.53	1.5272			501.53	4.0E-5		
501.65	1.5272			501.65	-2.0E-5		
501.77	1.527			501.77	-7.0E-5		
501.89	1.5269			501.89	-0.00018		
502.01	1.5268			502.01	-0.00038		
502.13	1.5268			502.13	-0.00069		
502.25	1.5269			502.25	-0.00104		
502.37	1.5273			502.37	-0.00131		
502.49	1.5278			502.49	-0.00138		
502.61	1.5283			502.61	-0.0012		
502.74	1.5287			502.74	-0.00077		
502.86	1.5289			502.86	-0.00019		
502.98	1.5288			502.98	0.00041		
503.1	1.5285			503.1	0.0009		
503.22	1.528			503.22	0.0012		
503.34	1.5275			503.34	0.00129		
503.46	1.527			503.46	0.0012		
503.58	1.5266			503.58	0.00097		
503.7	1.5262			503.7	0.00064		
503.82	1.526			503.82	0.00022		
503.94	1.5259			503.94	-0.00029		
504.06	1.526			504.06	-0.00085		
504.18	1.5263			504.18	-0.00139		
504.3	1.5269			504.3	-0.0018		
504.42	1.5276			504.42	-0.00196		
504.54	1.5283			504.54	-0.00181		
504.66	1.5289			504.66	-0.00136		
504.78	1.5293			504.78	-0.00069		
504.9	1.5293			504.9	3.0E-5		
505.03	1.5291			505.03	0.00063		
505.15	1.5287			505.15	0.00101		
505.27	1.5283			505.27	0.00114		
505.39	1.528			505.39	0.00107		
505.51	1.5279			505.51	0.00096		
505.63	1.5279			505.63	0.00093		
505.75	1.528			505.75	0.00108		
505.87	1.5281			505.87	0.00143		
505.99	1.5279			505.99	0.00188		
506.11	1.5275			506.11	0.00231		
506.23	1.5268			506.23	0.00255		
506.35	1.526			506.35	0.0025		
506.47	1.5253			506.47	0.00212		
506.59	1.5248			506.59	0.00148		
506.71	1.5247			506.71	0.00072		
506.83	1.5249			506.83	4.0E-5		
506.95	1.5254			506.95	-0.0004		
507.07	1.5259			507.07	-0.0005		
507.2	1.5263			507.2	-0.00028		
507.32	1.5265			507.32	0.00014		
507.44	1.5263			507.44	0.0006		
507.56	1.5259			507.56	0.00089		
507.68	1.5253			507.68	0.0009		
507.8	1.5246			507.8	0.0006		
507.92	1.5242			507.92	6.0E-5		
508.04	1.5241			508.04	-0.0006		
508.16	1.5241			508.16	-0.00123		
508.28	1.5243			508.28	-0.00174		
508.4	1.5246			508.4	-0.00212		
508.52	1.5249			508.52	-0.00242		
508.64	1.5251			508.64	-0.00269		
508.76	1.5254			508.76	-0.00299		
508.88	1.5258			508.88	-0.00329		
509	1.5262			509	-0.00353		
509.12	1.5268			509.12	-0.00362		
509.24	1.5274			509.24	-0.00352		
509.36	1.5278			509.36	-0.00325		
509.49	1.5281			509.49	-0.0029		
509.61	1.5281			509.61	-0.00261		
509.73	1.5281			509.73	-0.00245		
509.85	1.5281			509.85	-0.00246		
509.97	1.5283			509.97	-0.00256		
