Reference:	"Gerakines and Hudson (2020)"
DOI:	"doi:https://doi.org/10.3847/1538-4357/abad39"
Sample Type:	"Ice"
Composition:	"CH4 (1)"
Temperature:	"31K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/60"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
499.99	1.336742123			499.99	-0.000448735			499.99	-4.28E-5		
500.1	1.336522141			500.1	0.004725201			500.1	0.000724307		
500.2	1.33405686			500.2	0.009872401			500.2	0.001480978		
500.3	1.329052085			500.3	0.012647128			500.3	0.001877601		
500.39	1.323327157			500.39	0.011946915			500.39	0.001759495		
500.49	1.319698037			500.49	0.007612526			500.49	0.0011158		
500.6	1.319416182			500.6	0.00262923			500.6	0.00038488		
500.7	1.321603946			500.7	-0.000632817			500.7	-9.1068E-5		
500.8	1.324630474			500.8	-0.00136261			500.8	-0.000194884		
500.89	1.326515918			500.89	-0.00024813			500.89	-2.8199E-5		
500.99	1.326613709			500.99	0.001461162			500.99	0.000224197		
501.1	1.325411646			501.1	0.002148953			501.1	0.000323842		
501.2	1.324251345			501.2	0.001655271			501.2	0.00024934		
501.3	1.323693544			501.3	0.000290797			501.3	4.748E-5		
501.39	1.324186656			501.39	-0.001210984			501.39	-0.000173296		
501.49	1.325776343			501.49	-0.002032155			501.49	-0.000292694		
501.6	1.327611947			501.6	-0.001541279			501.6	-0.000217989		
501.7	1.3286032			501.7	-7.2241E-5			501.7	6.65E-7		
501.8	1.328339177			501.8	0.001719997			501.8	0.000265519		
501.89	1.326972487			501.89	0.002902296			501.89	0.00043819		
501.99	1.325001583			501.99	0.002553641			501.99	0.000383493		
502.1	1.323976137			502.1	0.000909106			502.1	0.000139207		
502.2	1.324283779			502.2	-0.000816584			502.2	-0.000115206		
502.3	1.325730635			502.3	-0.001728581			502.3	-0.000248287		
502.39	1.327166967			502.39	-0.001458249			502.39	-0.000206592		
502.49	1.32791331			502.49	-0.00010591			502.49	-5.301E-6		
502.6	1.327245192			502.6	0.001160593			502.6	0.000181346		
502.7	1.326057812			502.7	0.001506639			502.7	0.000230813		
502.8	1.324859811			502.8	0.000676355			502.8	0.000106231		
502.89	1.324779785			502.89	-0.000815686			502.89	-0.000114595		
502.99	1.326044663			502.99	-0.001958296			502.99	-0.000282287		
503.1	1.328000799			503.1	-0.001642801			503.1	-0.000233195		
503.2	1.329115541			503.2	-0.000112243			503.2	-4.541E-6		
503.3	1.328987154			503.3	0.001954771			503.3	0.000302175		
503.39	1.327531239			503.39	0.003523894			503.39	0.000532581		
503.49	1.325250337			503.49	0.00358477			503.49	0.000537686		
503.6	1.323604933			503.6	0.002230508			503.6	0.000334629		
503.7	1.323208716			503.7	0.000498571			503.7	7.7796E-5		
503.79	1.323941968			503.79	-0.000803217			503.79	-0.000113984		
503.89	1.325281407			503.89	-0.000935049			503.89	-0.000131887		
503.99	1.325948567			503.99	-2.4854E-5			503.99	3.993E-6		
504.1	1.325497625			504.1	0.001204002			504.1	0.00018567		
504.2	1.324153991			504.2	0.001923575			504.2	0.000290388		
