Reference:	"Hudson & Gerakines (2019)"
DOI:	"doi:doi:10.1093/mnras/sty2821"
Sample Type:	"Ice"
Composition:	"C3H2O (1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/157"
n₁ Error Units:	Not Applicable
n₂ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"n₂"	"Dn₂  (+/-)"	
1323.191	1.3899		0.000702		
1323.432	1.3899		0.0007		
1323.673	1.39		0.000707		
1323.914	1.3901		0.000723		
1324.155	1.3901		0.000745		
1324.396	1.3902		0.000769		
1324.637	1.3903		0.000793		
1324.878	1.3903		0.000815		
1325.119	1.3904		0.000837		
1325.361	1.3904		0.000859		
1325.602	1.3905		0.000884		
1325.843	1.3906		0.000912		
1326.084	1.3906		0.00094		
1326.325	1.3906		0.000967		
1326.566	1.3907		0.000988		
1326.807	1.3907		0.001002		
1327.048	1.3908		0.001011		
1327.289	1.3908		0.001017		
1327.53	1.3909		0.001025		
1327.771	1.3909		0.00104		
1328.012	1.391		0.001062		
1328.253	1.3911		0.001089		
1328.494	1.3911		0.001119		
1328.735	1.3912		0.001147		
1328.976	1.3912		0.001171		
1329.218	1.3913		0.001189		
1329.459	1.3913		0.001204		
1329.7	1.3913		0.001218		
1329.941	1.3914		0.001232		
1330.182	1.3914		0.001249		
1330.423	1.3915		0.001266		
1330.664	1.3915		0.001282		
1330.905	1.3916		0.001295		
1331.146	1.3916		0.001305		
1331.387	1.3917		0.001311		
1331.628	1.3917		0.001316		
1331.869	1.3918		0.00132		
1332.11	1.3918		0.00132		
1332.351	1.3918		0.001316		
1332.592	1.3919		0.001305		
1332.833	1.3919		0.001287		
1333.075	1.392		0.001262		
1333.316	1.3921		0.001236		
1333.557	1.3922		0.001216		
1333.798	1.3923		0.00121		
1334.039	1.3924		0.001223		
1334.28	1.3925		0.001258		
1334.521	1.3926		0.001313		
1334.762	1.3927		0.001382		
1335.003	1.3928		0.001456		
1335.244	1.3928		0.001528		
1335.485	1.3929		0.00159		
1335.726	1.3929		0.001636		
1335.967	1.3929		0.001666		
1336.208	1.3929		0.001677		
1336.449	1.393		0.001674		
1336.69	1.393		0.00166		
1336.932	1.393		0.00164		
1337.173	1.3931		0.00162		
1337.414	1.3932		0.001607		
1337.655	1.3933		0.001604		
1337.896	1.3934		0.001614		
1338.137	1.3935		0.001639		
1338.378	1.3936		0.001676		
1338.619	1.3936		0.00172		
1338.86	1.3937		0.001767		
1339.101	1.3938		0.001811		
1339.342	1.3938		0.001848		
1339.583	1.3938		0.001877		
1339.824	1.3939		0.001897		
1340.065	1.3939		0.001907		
1340.306	1.394		0.001911		
1340.547	1.394		0.001908		
1340.789	1.3941		0.001901		
1341.03	1.3941		0.001892		
1341.271	1.3942		0.001883		
1341.512	1.3943		0.001878		
1341.753	1.3944		0.001881		
1341.994	1.3945		0.001894		
1342.235	1.3946		0.001918		
1342.476	1.3947		0.001951		
1342.717	1.3947		0.001988		
1342.958	1.3948		0.002025		
1343.199	1.3949		0.002055		
1343.44	1.3949		0.002072		
1343.681	1.395		0.002076		
1343.922	1.395		0.002068		
1344.163	1.3951		0.002054		
1344.404	1.3952		0.00204		
1344.646	1.3953		0.002033		
1344.887	1.3954		0.002037		
1345.128	1.3955		0.002053		
1345.369	1.3956		0.002079		
1345.61	1.3957		0.002112		
1345.851	1.3958		0.002148		
1346.092	1.3959		0.002182		
1346.333	1.396		0.002214		
1346.574	1.3961		0.002244		
1346.815	1.3961		0.002272		
1347.056	1.3962		0.002298		
1347.297	1.3963		0.002323		
1347.538	1.3964		0.002344		
1347.779	1.3965		0.002362		
1348.02	1.3966		0.002375		
1348.261	1.3966		0.002385		
1348.503	1.3968		0.002397		
1348.744	1.3969		0.002414		
1348.985	1.397		0.002442		
1349.226	1.3971		0.002481		
1349.467	1.3972		0.002531		
1349.708	1.3973		0.002589		
1349.949	1.3974		0.002649		
1350.19	1.3975		0.002706		
1350.431	1.3976		0.002757		
1350.672	1.3977		0.002799		
1350.913	1.3977		0.002834		
1351.154	1.3978		0.002861		
1351.395	1.3979		0.002884		
1351.636	1.398		0.002905		
1351.877	1.3981		0.002927		
1352.118	1.3982		0.002954		
1352.36	1.3983		0.002989		
1352.601	1.3984		0.003037		
1352.842	1.3986		0.003099		
1353.083	1.3987		0.003176		
1353.324	1.3988		0.003261		
1353.565	1.3989		0.003348		
1353.806	1.3989		0.003427		
1354.047	1.399		0.003491		
1354.288	1.399		0.003534		
1354.529	1.399		0.003556		
1354.77	1.3991		0.003561		
1355.011	1.3991		0.003557		
1355.252	1.3992		0.003549		
1355.493	1.3993		0.003545		
1355.734	1.3994		0.003547		
1355.975	1.3995		0.003556		
1356.217	1.3996		0.003571		
1356.458	1.3998		0.003591		
1356.699	1.3999		0.003614		
1356.94	1.4		0.00364		
1357.181	1.4001		0.003665		
1357.422	1.4002		0.003687		
1357.663	1.4003		0.003703		
1357.904	1.4004		0.003709		
1358.145	1.4005		0.003702		
1358.386	1.4006		0.003684		
1358.627	1.4007		0.003657		
1358.868	1.4008		0.003629		
1359.109	1.401		0.003604		
1359.35	1.4012		0.003589		
1359.591	1.4014		0.003587		
1359.832	1.4016		0.003596		
1360.074	1.4018		0.003615		
1360.315	1.4019		0.003642		
1360.556	1.4021		0.003675		
1360.797	1.4023		0.003715		
1361.038	1.4025		0.003762		
1361.279	1.4027		0.003819		
1361.52	1.4029		0.003885		
1361.761	1.4031		0.003958		
1362.002	1.4033		0.004035		
1362.243	1.4035		0.004112		
1362.484	1.4037		0.004187		
1362.725	1.4039		0.004258		
1362.966	1.4041		0.004326		
1363.207	1.4043		0.004395		
1363.448	1.4045		0.004465		
1363.689	1.4047		0.004539		
1363.931	1.4049		0.004617		
1364.172	1.4051		0.0047		
1364.413	1.4053		0.004787		
1364.654	1.4055		0.004878		
1364.895	1.4057		0.004975		
1365.136	1.406		0.005079		
1365.377	1.4062		0.005193		
1365.618	1.4064		0.005315		
1365.859	1.4066		0.005446		
1366.1	1.4068		0.005584		
1366.341	1.407		0.005726		
1366.582	1.4073		0.005872		
1366.823	1.4074		0.006018		
1367.064	1.4076		0.006161		
1367.305	1.4078		0.006299		
1367.546	1.408		0.006427		
1367.788	1.4082		0.006541		
1368.029	1.4083		0.006639		
1368.27	1.4085		0.006721		
1368.511	1.4087		0.006789		
1368.752	1.4089		0.006851		
1368.993	1.4092		0.006914		
1369.234	1.4095		0.006984		
1369.475	1.4097		0.007066		
1369.716	1.41		0.007159		
1369.957	1.4103		0.007259		
1370.198	1.4106		0.007363		
1370.439	1.411		0.007467		
1370.68	1.4113		0.007571		
1370.921	1.4117		0.007679		
1371.162	1.4121		0.007799		
1371.403	1.4125		0.007937		
1371.645	1.4129		0.008101		
1371.886	1.4134		0.008296		
1372.127	1.4138		0.008521		
1372.368	1.4143		0.008776		
1372.609	1.4148		0.009058		
1372.85	1.4153		0.009366		
1373.091	1.4158		0.0097		
1373.332	1.4162		0.01006		
1373.573	1.4167		0.010448		
1373.814	1.4172		0.010863		
1374.055	1.4177		0.011304		
1374.296	1.4182		0.011769		
1374.537	1.4186		0.012255		
1374.778	1.4191		0.012762		
1375.019	1.4196		0.013293		
1375.26	1.42		0.013849		
1375.502	1.4205		0.014438		
1375.743	1.421		0.015065		
1375.984	1.4214		0.015732		
1376.225	1.4219		0.016442		
1376.466	1.4223		0.017194		
1376.707	1.4227		0.017985		
1376.948	1.4231		0.01881		
1377.189	1.4234		0.019664		
1377.43	1.4237		0.020544		
1377.671	1.424		0.021444		
1377.912	1.4242		0.022364		
1378.153	1.4244		0.023301		
1378.394	1.4246		0.024256		
1378.635	1.4248		0.025228		
1378.876	1.4249		0.026221		
1379.117	1.425		0.027238		
1379.359	1.4251		0.028277		
1379.6	1.4251		0.029339		
1379.841	1.4251		0.030425		
1380.082	1.425		0.031525		
1380.323	1.4249		0.032639		
1380.564	1.4247		0.033759		
1380.805	1.4245		0.03488		
1381.046	1.4242		0.035998		
1381.287	1.4239		0.037112		
1381.528	1.4236		0.038223		
1381.769	1.4232		0.039331		
1382.01	1.4228		0.040439		
1382.251	1.4223		0.041548		
1382.492	1.4218		0.042659		
1382.733	1.4213		0.043766		
1382.974	1.4206		0.044865		
1383.216	1.42		0.045949		
1383.457	1.4192		0.047007		
1383.698	1.4184		0.048035		
1383.939	1.4176		0.049027		
1384.18	1.4167		0.04998		
1384.421	1.4158		0.050898		
1384.662	1.4149		0.051782		
1384.903	1.4139		0.052636		
1385.144	1.4129		0.053465		
1385.385	1.4119		0.054272		
1385.626	1.4109		0.055058		
1385.867	1.4098		0.05582		
1386.108	1.4086		0.056556		
1386.349	1.4075		0.057257		
1386.59	1.4062		0.057918		
1386.831	1.405		0.058531		
1387.073	1.4037		0.059086		
1387.314	1.4023		0.059579		
1387.555	1.4009		0.060002		
1387.796	1.3995		0.060353		
1388.037	1.3981		0.060631		
1388.278	1.3967		0.06084		
1388.519	1.3952		0.060982		
1388.76	1.3938		0.061063		
1389.001	1.3924		0.061088		
1389.242	1.391		0.06106		
1389.483	1.3896		0.060977		
1389.724	1.3882		0.060835		
1389.965	1.3869		0.060633		
1390.206	1.3855		0.060365		
1390.447	1.3841		0.06003		
1390.688	1.3828		0.059633		
1390.93	1.3815		0.059177		
1391.171	1.3803		0.058674		
1391.412	1.3791		0.058133		
1391.653	1.3779		0.057559		
1391.894	1.3768		0.056955		
1392.135	1.3757		0.05632		
1392.376	1.3747		0.055651		
1392.617	1.3736		0.054944		
1392.858	1.3726		0.054198		
1393.099	1.3717		0.053418		
1393.34	1.3708		0.052611		
1393.581	1.3699		0.051786		
1393.822	1.3691		0.050955		
1394.063	1.3684		0.050121		
1394.304	1.3677		0.049283		
1394.545	1.367		0.048438		
1394.787	1.3663		0.047578		
1395.028	1.3656		0.046697		
1395.269	1.365		0.04579		
1395.51	1.3644		0.044859		
1395.751	1.3639		0.04391		
1395.992	1.3634		0.042951		
1396.233	1.363		0.041989		
1396.474	1.3626		0.04103		
1396.715	1.3623		0.040077		
1396.956	1.362		0.039131		
1397.197	1.3617		0.038193		
1397.438	1.3615		0.037264		
1397.679	1.3613		0.036343		
1397.92	1.3611		0.035433		
1398.161	1.361		0.034532		
1398.402	1.3609		0.033641		
1398.644	1.3608		0.032758		
1398.885	1.3607		0.031884		
1399.126	1.3607		0.031017		
1399.367	1.3607		0.030163		
1399.608	1.3608		0.029325		
1399.849	1.3609		0.02851		
1400.09	1.361		0.027725		
1400.331	1.3611		0.02697		
1400.572	1.3613		0.026245		
1400.813	1.3615		0.025546		
1401.054	1.3616		0.024867		
1401.295	1.3618		0.024202		
1401.536	1.362		0.023547		
1401.777	1.3622		0.022901		
1402.018	1.3624		0.022266		
1402.259	1.3626		0.021644		
1402.501	1.3629		0.02104		
1402.742	1.3631		0.020455		
1402.983	1.3634		0.019893		
1403.224	1.3637		0.019352		
1403.465	1.364		0.018832		
1403.706	1.3643		0.018332		
1403.947	1.3646		0.017852		
1404.188	1.365		0.017391		
1404.429	1.3653		0.016949		
1404.67	1.3656		0.016526		
1404.911	1.366		0.016123		
1405.152	1.3663		0.015738		
1405.393	1.3666		0.015373		
1405.634	1.367		0.015024		
1405.875	1.3673		0.014692		
1406.116	1.3677		0.014376		
1406.357	1.368		0.014077		
1406.599	1.3684		0.013797		
1406.84	1.3687		0.013538		
1407.081	1.369		0.013299		
1407.322	1.3694		0.013081		
1407.563	1.3697		0.01288		
1407.804	1.37		0.012689		
1408.045	1.3703		0.012502		
1408.286	1.3706		0.012312		
1408.527	1.3708		0.012116		
1408.768	1.3711		0.011916		
1409.009	1.3714		0.011718		
1409.25	1.3717		0.01153		
1409.491	1.372		0.011361		
1409.732	1.3723		0.011214		
1409.973	1.3726		0.011089		
1410.214	1.3729		0.01098		
1410.456	1.3732		0.010879		
1410.697	1.3734		0.010776		
1410.938	1.3737		0.010667		
1411.179	1.3739		0.010553		
1411.42	1.3742		0.010437		
1411.661	1.3744		0.010329		
1411.902	1.3747		0.010234		
1412.143	1.375		0.010157		
1412.384	1.3753		0.010098		
1412.625	1.3755		0.010054		
1412.866	1.3758		0.010017		
1413.107	1.376		0.009983		
1413.348	1.3762		0.009947		
1413.589	1.3764		0.009908		
1413.83	1.3766		0.009868		
1414.071	1.3769		0.00983		
1414.313	1.3771		0.009799		
1414.554	1.3773		0.009778		
1414.795	1.3776		0.009772		
1415.036	1.3778		0.009782		
1415.277	1.378		0.009808		
1415.518	1.3782		0.009844		
1415.759	1.3784		0.009887		
1416	1.3785		0.009928		
1416.241	1.3787		0.009963		
1416.482	1.3788		0.009989		
1416.723	1.379		0.010008		
1416.964	1.3791		0.010026		
1417.205	1.3793		0.010052		
1417.446	1.3795		0.010093		
1417.687	1.3796		0.010154		
1417.928	1.3798		0.010231		
1418.17	1.3799		0.010317		
1418.411	1.3799		0.010401		
1418.652	1.38		0.010472		
1418.893	1.38		0.010521		
1419.134	1.3801		0.010547		
1419.375	1.3801		0.010555		
1419.616	1.3802		0.010552		
1419.857	1.3802		0.010546		
1420.098	1.3803		0.010542		
1420.339	1.3804		0.010542		
1420.58	1.3804		0.010544		
1420.821	1.3805		0.010545		
1421.062	1.3805		0.010541		
1421.303	1.3806		0.010533		
1421.544	1.3806		0.01052		
1421.785	1.3807		0.010502		
1422.027	1.3807		0.010483		
1422.268	1.3808		0.01046		
1422.509	1.3809		0.010436		
1422.75	1.3809		0.010409		
1422.991	1.381		0.010382		
1423.232	1.3811		0.010358		
1423.473	1.3811		0.010337		
1423.714	1.3812		0.010322		
1423.955	1.3813		0.01031		
1424.196	1.3813		0.010297		
1424.437	1.3814		0.010276		
1424.678	1.3814		0.010245		
1424.919	1.3815		0.010202		
1425.16	1.3816		0.010152		
1425.401	1.3817		0.010104		
1425.642	1.3818		0.010069		
1425.884	1.3819		0.010054		
1426.125	1.382		0.010065		
1426.366	1.3821		0.0101		
1426.607	1.3822		0.010151		
1426.848	1.3823		0.010209		
1427.089	1.3823		0.010259		
1427.33	1.3824		0.010295		
1427.571	1.3824		0.01031		
1427.812	1.3824		0.010304		
1428.053	1.3824		0.010284		
1428.294	1.3824		0.010256		
1428.535	1.3825		0.010228		
1428.776	1.3826		0.010208		
1429.017	1.3826		0.010202		
1429.258	1.3827		0.010209		
1429.499	1.3828		0.010229		
1429.741	1.3828		0.010255		
1429.982	1.3828		0.010279		
1430.223	1.3828		0.010295		
1430.464	1.3828		0.010296		
1430.705	1.3829		0.010282		
1430.946	1.3829		0.010255		
1431.187	1.3829		0.01022		
1431.428	1.3829		0.010184		
1431.669	1.383		0.010152		
1431.91	1.383		0.010127		
1432.151	1.3831		0.01011		
1432.392	1.3831		0.010097		
1432.633	1.3832		0.010084		
1432.874	1.3832		0.010068		
1433.115	1.3832		0.010046		
1433.356	1.3833		0.01002		
1433.598	1.3833		0.009993		
1433.839	1.3834		0.009969		
1434.08	1.3834		0.009949		
1434.321	1.3835		0.009939		
1434.562	1.3836		0.009939		
1434.803	1.3836		0.009947		
1435.044	1.3837		0.009961		
1435.285	1.3837		0.009978		
1435.526	1.3838		0.009994		
1435.767	1.3838		0.010004		
1436.008	1.3838		0.010006		
1436.249	1.3838		0.01		
1436.49	1.3838		0.009985		
1436.731	1.3839		0.009967		
1436.972	1.3839		0.009949		
1437.213	1.3839		0.009935		
1437.455	1.384		0.009927		
1437.696	1.384		0.009926		
1437.937	1.384		0.009929		
1438.178	1.3841		0.009933		
1438.419	1.3841		0.009934		
1438.66	1.3841		0.00993		
1438.901	1.3841		0.009919		
1439.142	1.3841		0.009902		
1439.383	1.3842		0.00988		
1439.624	1.3842		0.009856		
1439.865	1.3842		0.009833		
1440.106	1.3842		0.009814		
1440.347	1.3843		0.009801		
1440.588	1.3843		0.009796		
1440.829	1.3844		0.0098		
1441.07	1.3844		0.009811		
1441.312	1.3844		0.009826		
1441.553	1.3844		0.009838		
1441.794	1.3844		0.009842		
1442.035	1.3844		0.009834		
1442.276	1.3844		0.009812		
1442.517	1.3844		0.009779		
1442.758	1.3844		0.00974		
1442.999	1.3844		0.009703		
1443.24	1.3844		0.009673		
1443.481	1.3845		0.009653		
1443.722	1.3845		0.009639		
1443.963	1.3845		0.009626		
1444.204	1.3845		0.009606		
1444.445	1.3845		0.009574		
1444.686	1.3845		0.009528		
1444.927	1.3845		0.00947		
1445.169	1.3845		0.009406		
1445.41	1.3845		0.009345		
1445.651	1.3846		0.009292		
1445.892	1.3846		0.009251		
1446.133	1.3847		0.009223		
1446.374	1.3847		0.009204		
1446.615	1.3848		0.009191		
1446.856	1.3848		0.009178		
1447.097	1.3848		0.009161		
1447.338	1.3848		0.009137		
1447.579	1.3848		0.009107		
1447.82	1.3848		0.009069		
1448.061	1.3848		0.009027		
1448.302	1.3849		0.008982		
1448.543	1.3849		0.008936		
1448.784	1.3849		0.008892		
1449.026	1.385		0.008851		
1449.267	1.385		0.008813		
1449.508	1.385		0.008777		
1449.749	1.3851		0.008741		
1449.99	1.3851		0.008706		
1450.231	1.3851		0.008671		
1450.472	1.3852		0.008637		
1450.713	1.3852		0.008605		
1450.954	1.3853		0.008578		
1451.195	1.3853		0.008553		
1451.436	1.3853		0.008531		
1451.677	1.3853		0.008505		
1451.918	1.3854		0.008474		
1452.159	1.3854		0.008432		
1452.4	1.3854		0.008381		
1452.641	1.3854		0.008323		
1452.883	1.3855		0.008263		
1453.124	1.3855		0.008207		
1453.365	1.3856		0.008159		
1453.606	1.3856		0.00812		
1453.847	1.3857		0.008088		
1454.088	1.3857		0.008057		
1454.329	1.3858		0.008024		
1454.57	1.3858		0.007985		
1454.811	1.3858		0.007942		
1455.052	1.3859		0.007897		
1455.293	1.386		0.007857		
1455.534	1.386		0.007827		
1455.775	1.3861		0.007812		
1456.016	1.3862		0.007812		
1456.257	1.3863		0.007823		
1456.498	1.3863		0.007841		
1456.74	1.3863		0.007858		
1456.981	1.3864		0.007869		
1457.222	1.3864		0.007869		
1457.463	1.3864		0.007859		
1457.704	1.3864		0.007838		
1457.945	1.3864		0.007807		
1458.186	1.3864		0.007769		
1458.427	1.3864		0.007724		
1458.668	1.3864		0.007676		
1458.909	1.3865		0.007626		
1459.15	1.3865		0.007577		
1459.391	1.3865		0.007533		
1459.632	1.3866		0.007495		
1459.873	1.3866		0.007466		
1460.114	1.3867		0.007445		
1460.355	1.3867		0.007431		
1460.597	1.3868		0.007421		
1460.838	1.3868		0.007411		
1461.079	1.3868		0.007397		
1461.32	1.3868		0.007378		
1461.561	1.3869		0.007352		
1461.802	1.3869		0.007315		
1462.043	1.3869		0.007271		
1462.284	1.3869		0.007218		
1462.525	1.3869		0.007159		
1462.766	1.387		0.007098		
1463.007	1.387		0.00704		
1463.248	1.3871		0.006989		
1463.489	1.3871		0.006948		
1463.73	1.3872		0.006918		
1463.971	1.3872		0.006895		
1464.212	1.3872		0.006874		
1464.454	1.3873		0.00685		
1464.695	1.3873		0.006816		
1464.936	1.3873		0.006769		
1465.177	1.3873		0.006711		
1465.418	1.3874		0.006645		
1465.659	1.3874		0.006577		
1465.9	1.3875		0.006512		
1466.141	1.3875		0.006452		
1466.382	1.3876		0.006396		
1466.623	1.3876		0.006345		
1466.864	1.3877		0.006295		
1467.105	1.3878		0.006245		
1467.346	1.3879		0.006197		
1467.587	1.3879		0.006156		
1467.828	1.388		0.006124		
1468.069	1.3881		0.006105		
1468.311	1.3882		0.006098		
1468.552	1.3883		0.006098		
1468.793	1.3883		0.006101		
1469.034	1.3883		0.0061		
1469.275	1.3884		0.00609		
1469.516	1.3884		0.00607		
1469.757	1.3884		0.006042		
1469.998	1.3885		0.006007		
1470.239	1.3885		0.005968		
1470.48	1.3886		0.005928		
1470.721	1.3886		0.005886		
1470.962	1.3887		0.005845		
1471.203	1.3887		0.005803		
1471.444	1.3888		0.005762		
1471.685	1.3888		0.005725		
1471.926	1.3889		0.005694		
1472.168	1.389		0.00567		
1472.409	1.389		0.005654		
1472.65	1.3891		0.005641		
1472.891	1.3892		0.005627		
1473.132	1.3892		0.00561		
1473.373	1.3892		0.005586		
1473.614	1.3893		0.005556		
1473.855	1.3893		0.005524		
1474.096	1.3894		0.005492		
1474.337	1.3894		0.005464		
1474.578	1.3895		0.005441		
1474.819	1.3896		0.005423		
1475.06	1.3896		0.005406		
1475.301	1.3896		0.005387		
1475.542	1.3897		0.005363		
1475.783	1.3897		0.005333		
1476.025	1.3898		0.005297		
1476.266	1.3898		0.005258		
1476.507	1.3899		0.005218		
1476.748	1.3899		0.005179		
1476.989	1.39		0.005141		
1477.23	1.39		0.005104		
1477.471	1.39		0.005064		
1477.712	1.3901		0.005018		
1477.953	1.3901		0.004966		
1478.194	1.3902		0.004907		
1478.435	1.3902		0.004843		
1478.676	1.3903		0.004778		
1478.917	1.3904		0.004716		
1479.158	1.3905		0.004661		
1479.399	1.3906		0.004617		
1479.64	1.3907		0.004582		
1479.881	1.3908		0.004558		
1480.123	1.3909		0.004544		
1480.364	1.391		0.004536		
1480.605	1.3911		0.004531		
1480.846	1.3911		0.004528		
1481.087	1.3912		0.004526		
1481.328	1.3913		0.004522		
1481.569	1.3913		0.004515		
1481.81	1.3914		0.004501		
1482.051	1.3914		0.004477		
1482.292	1.3915		0.004442		
1482.533	1.3915		0.0044		
1482.774	1.3916		0.004355		
1483.015	1.3917		0.004314		
1483.256	1.3918		0.004284		
1483.497	1.3919		0.004269		
1483.738	1.392		0.004268		
1483.98	1.3921		0.004278		
1484.221	1.3921		0.004289		
1484.462	1.3922		0.004294		
1484.703	1.3922		0.004286		
1484.944	1.3923		0.004264		
1485.185	1.3923		0.004229		
1485.426	1.3924		0.00419		
1485.667	1.3925		0.004152		
1485.908	1.3925		0.004121		
1486.149	1.3926		0.0041		
1486.39	1.3927		0.004088		
1486.631	1.3928		0.004084		
1486.872	1.3929		0.004085		
1487.113	1.393		0.004088		
1487.354	1.3931		0.004093		
1487.595	1.3931		0.004098		
1487.837	1.3932		0.004103		
1488.078	1.3932		0.004108		
1488.319	1.3933		0.00411		
1488.56	1.3934		0.004108		
1488.801	1.3934		0.004101		
1489.042	1.3935		0.004088		
1489.283	1.3935		0.00407		
1489.524	1.3936		0.00405		
1489.765	1.3936		0.004029		
1490.006	1.3937		0.00401		
1490.247	1.3938		0.003995		
1490.488	1.3939		0.003985		
1490.729	1.3939		0.003981		
1490.97	1.394		0.003981		
1491.211	1.3941		0.003984		
1491.452	1.3941		0.003986		
1491.694	1.3942		0.003985		
1491.935	1.3942		0.003977		
1492.176	1.3943		0.003961		
1492.417	1.3943		0.003938		
1492.658	1.3944		0.003913		
1492.899	1.3945		0.00389		
1493.14	1.3946		0.003875		
1493.381	1.3947		0.003871		
1493.622	1.3947		0.003875		
1493.863	1.3948		0.003884		
1494.104	1.3949		0.003892		
1494.345	1.3949		0.003893		
1494.586	1.3949		0.003884		
1494.827	1.395		0.003865		
1495.068	1.3951		0.00384		
1495.309	1.3951		0.003815		
1495.551	1.3952		0.003793		
1495.792	1.3953		0.003777		
1496.033	1.3953		0.003766		
1496.274	1.3954		0.003758		
1496.515	1.3955		0.003751		
1496.756	1.3956		0.003741		
1496.997	1.3956		0.00373		
1497.238	1.3957		0.003721		
1497.479	1.3958		0.003717		
1497.72	1.3959		0.003718		
1497.961	1.3959		0.003727		
1498.202	1.396		0.003738		
1498.443	1.3961		0.003748		
1498.684	1.3961		0.003753		
1498.925	1.3962		0.003749		
1499.166	1.3962		0.003738		
1499.408	1.3963		0.003723		
1499.649	1.3964		0.00371		
1499.89	1.3965		0.003705		
1500.131	1.3965		0.003712		
1500.372	1.3966		0.003731		
1500.613	1.3967		0.003758		
1500.854	1.3967		0.003787		
1501.095	1.3968		0.00381		
1501.336	1.3968		0.003821		
1501.577	1.3968		0.003817		
1501.818	1.3968		0.003799		
1502.059	1.3969		0.003769		
1502.3	1.3969		0.003734		
1502.541	1.397		0.003699		
1502.782	1.3971		0.003669		
1503.023	1.3971		0.003648		
1503.265	1.3972		0.003633		
1503.506	1.3973		0.003625		
1503.747	1.3974		0.00362		
1503.988	1.3974		0.003618		
1504.229	1.3975		0.003616		
1504.47	1.3976		0.003613		
1504.711	1.3976		0.00361		
1504.952	1.3977		0.003605		
1505.193	1.3977		0.003599		
1505.434	1.3978		0.00359		
1505.675	1.3979		0.003579		
1505.916	1.3979		0.003568		
1506.157	1.398		0.003558		
1506.398	1.398		0.003551		
1506.639	1.3981		0.003546		
1506.88	1.3982		0.003542		
1507.122	1.3982		0.003535		
1507.363	1.3983		0.003522		
1507.604	1.3983		0.003503		
1507.845	1.3984		0.00348		
1508.086	1.3985		0.003454		
1508.327	1.3985		0.003432		
1508.568	1.3986		0.003419		
1508.809	1.3987		0.003414		
1509.05	1.3988		0.003417		
1509.291	1.3988		0.003422		
1509.532	1.3989		0.003426		
1509.773	1.399		0.003424		
1510.014	1.399		0.003416		
1510.255	1.3991		0.003403		
1510.496	1.3992		0.003389		
1510.737	1.3992		0.003379		
1510.979	1.3993		0.003375		
1511.22	1.3994		0.003377		
1511.461	1.3994		0.003383		
1511.702	1.3995		0.003388		
1511.943	1.3996		0.003392		
1512.184	1.3996		0.003391		
1512.425	1.3997		0.003388		
1512.666	1.3997		0.003383		
1512.907	1.3998		0.003377		
1513.148	1.3998		0.003368		
1513.389	1.3999		0.003354		
1513.63	1.3999		0.003333		
1513.871	1.3999		0.003303		
1514.112	1.4		0.003267		
1514.353	1.4001		0.003228		
1514.594	1.4001		0.00319		
1514.836	1.4002		0.003158		
1515.077	1.4003		0.003136		
1515.318	1.4004		0.003124		
1515.559	1.4005		0.00312		
1515.8	1.4006		0.003122		
1516.041	1.4007		0.003126		
1516.282	1.4007		0.00313		
1516.523	1.4008		0.003134		
1516.764	1.4009		0.003138		
1517.005	1.4009		0.003141		
1517.246	1.401		0.003144		
1517.487	1.401		0.003144		
1517.728	1.4011		0.003141		
1517.969	1.4011		0.003134		
1518.21	1.4012		0.003121		
1518.451	1.4012		0.003104		
1518.693	1.4013		0.003083		
1518.934	1.4014		0.00306		
1519.175	1.4014		0.003037		
1519.416	1.4015		0.003014		
1519.657	1.4015		0.002994		
1519.898	1.4016		0.002976		
1520.139	1.4017		0.002961		
1520.38	1.4017		0.002948		
1520.621	1.4018		0.002936		
1520.862	1.4019		0.002923		
1521.103	1.4019		0.002906		
1521.344	1.402		0.002885		
1521.585	1.402		0.002857		
1521.826	1.4021		0.002824		
1522.067	1.4022		0.002788		
1522.308	1.4022		0.00275		
1522.55	1.4023		0.002714		
1522.791	1.4024		0.002681		
1523.032	1.4025		0.002653		
1523.273	1.4025		0.002632		
1523.514	1.4026		0.002615		
1523.755	1.4027		0.002602		
1523.996	1.4028		0.002591		
1524.237	1.4029		0.002579		
1524.478	1.4029		0.002563		
1524.719	1.403		0.002542		
1524.96	1.403		0.002513		
1525.201	1.4031		0.002479		
1525.442	1.4032		0.002441		
1525.683	1.4032		0.002402		
1525.924	1.4033		0.002366		
1526.165	1.4034		0.002334		
1526.407	1.4035		0.002306		
1526.648	1.4036		0.002279		
1526.889	1.4037		0.002252		
1527.13	1.4037		0.002222		
1527.371	1.4038		0.002191		
1527.612	1.4039		0.002161		
1527.853	1.404		0.002134		
1528.094	1.4041		0.002113		
1528.335	1.4042		0.002097		
1528.576	1.4043		0.002085		
1528.817	1.4044		0.002073		
1529.058	1.4044		0.002056		
1529.299	1.4045		0.00203		
1529.54	1.4046		0.001995		
1529.781	1.4046		0.001954		
1530.022	1.4047		0.001911		
1530.264	1.4048		0.001871		
1530.505	1.4049		0.001837		
1530.746	1.405		0.001812		
1530.987	1.4051		0.001796		
1531.228	1.4052		0.001785		
1531.469	1.4053		0.001778		
1531.71	1.4054		0.001771		
1531.951	1.4055		0.001761		
