Reference:	"Hudson & Gerakines (2019)"
DOI:	"doi:doi:10.1093/mnras/sty2821"
Sample Type:	"Ice"
Composition:	"C3H2O (1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/157"
n₁ Error Units:	Not Applicable
n₂ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"n₂"	"Dn₂  (+/-)"	
5525.148	1.368		-0.000151		
5525.389	1.368		-0.000154		
5525.63	1.368		-0.000138		
5525.871	1.368		-0.00011		
5526.112	1.368		-8.3E-5		
5526.353	1.368		-6.9E-5		
5526.594	1.3679		-7.7E-5		
5526.836	1.3679		-0.000111		
5527.077	1.3679		-0.000164		
5527.318	1.3679		-0.000224		
5527.559	1.3679		-0.000279		
5527.8	1.368		-0.000315		
5528.041	1.368		-0.000327		
5528.282	1.3681		-0.000313		
5528.523	1.3681		-0.000281		
5528.764	1.3681		-0.000237		
5529.005	1.3681		-0.000193		
5529.246	1.3681		-0.000154		
5529.487	1.3681		-0.000127		
5529.728	1.3681		-0.000114		
5529.969	1.368		-0.000114		
5530.21	1.368		-0.000126		
5530.451	1.368		-0.000147		
5530.693	1.368		-0.000172		
5530.934	1.368		-0.000197		
5531.175	1.368		-0.000218		
5531.416	1.368		-0.000229		
5531.657	1.368		-0.000232		
5531.898	1.368		-0.000226		
5532.139	1.368		-0.000218		
5532.38	1.368		-0.000211		
5532.621	1.368		-0.000211		
5532.862	1.368		-0.000221		
5533.103	1.3679		-0.000241		
5533.344	1.3679		-0.000269		
5533.585	1.3679		-0.000301		
5533.826	1.368		-0.000333		
5534.067	1.368		-0.000361		
5534.308	1.368		-0.00038		
5534.55	1.3681		-0.00039		
5534.791	1.3681		-0.000388		
5535.032	1.3681		-0.000376		
5535.273	1.3682		-0.000355		
5535.514	1.3682		-0.000328		
5535.755	1.3682		-0.000298		
5535.996	1.3682		-0.000269		
5536.237	1.3682		-0.000243		
5536.478	1.3682		-0.000219		
5536.719	1.3682		-0.000197		
5536.96	1.3682		-0.000174		
5537.201	1.3682		-0.000148		
5537.442	1.3682		-0.000121		
5537.683	1.3682		-9.2E-5		
5537.924	1.3682		-6.4E-5		
5538.165	1.3681		-3.9E-5		
5538.407	1.3681		-1.9E-5		
5538.648	1.3681		-6.0E-6		
5538.889	1.368		1.0E-6		
5539.13	1.368		0		
5539.371	1.368		-1.0E-5		
5539.612	1.3679		-3.3E-5		
5539.853	1.3679		-6.9E-5		
5540.094	1.3678		-0.000118		
5540.335	1.3678		-0.000175		
5540.576	1.3678		-0.000233		
5540.817	1.3679		-0.000284		
5541.058	1.3679		-0.000322		
5541.299	1.3679		-0.000344		
5541.54	1.368		-0.000349		
5541.781	1.368		-0.000343		
5542.022	1.368		-0.00033		
5542.264	1.368		-0.000315		
5542.505	1.3681		-0.0003		
5542.746	1.3681		-0.000287		
5542.987	1.3681		-0.000274		
5543.228	1.3681		-0.000261		
5543.469	1.3681		-0.000251		
5543.71	1.3681		-0.000244		
5543.951	1.3681		-0.000244		
5544.192	1.368		-0.00025		
5544.433	1.368		-0.00026		
5544.674	1.3681		-0.000269		
5544.915	1.3681		-0.00027		
5545.156	1.3681		-0.000259		
5545.397	1.3681		-0.000238		
5545.638	1.3681		-0.00021		
5545.879	1.3681		-0.000183		
5546.121	1.3681		-0.000165		
5546.362	1.368		-0.000162		
5546.603	1.368		-0.000174		
5546.844	1.368		-0.000198		
5547.085	1.368		-0.000227		
5547.326	1.368		-0.000255		
5547.567	1.368		-0.000278		
5547.808	1.368		-0.000293		
5548.049	1.368		-0.000303		
5548.29	1.368		-0.000311		
5548.531	1.368		-0.000321		
5548.772	1.368		-0.000333		
5549.013	1.368		-0.000347		
5549.254	1.368		-0.000361		
5549.495	1.368		-0.000371		
5549.736	1.368		-0.000376		
5549.978	1.3681		-0.000375		
5550.219	1.3681		-0.000371		
5550.46	1.3681		-0.000367		
5550.701	1.3681		-0.000367		
5550.942	1.3681		-0.000371		
5551.183	1.3681		-0.00038		
5551.424	1.3681		-0.000392		
5551.665	1.3681		-0.000401		
5551.906	1.3682		-0.000405		
5552.147	1.3682		-0.000399		
5552.388	1.3682		-0.000383		
5552.629	1.3682		-0.000358		
5552.87	1.3683		-0.000328		
5553.111	1.3683		-0.000299		
5553.352	1.3683		-0.000273		
5553.593	1.3682		-0.000254		
5553.835	1.3682		-0.00024		
5554.076	1.3682		-0.00023		
5554.317	1.3682		-0.000223		
5554.558	1.3682		-0.000216		
5554.799	1.3682		-0.000209		
5555.04	1.3682		-0.000205		
5555.281	1.3682		-0.000204		
5555.522	1.3682		-0.000207		
5555.763	1.3682		-0.000213		
5556.004	1.3682		-0.000217		
5556.245	1.3682		-0.000218		
5556.486	1.3682		-0.000211		
5556.727	1.3682		-0.000198		
5556.968	1.3682		-0.000181		
5557.209	1.3682		-0.000163		
5557.45	1.3682		-0.000149		
5557.691	1.3681		-0.000142		
5557.933	1.3681		-0.000143		
5558.174	1.3681		-0.000152		
5558.415	1.3681		-0.000167		
5558.656	1.3681		-0.000184		
5558.897	1.368		-0.000205		
5559.138	1.368		-0.000227		
5559.379	1.368		-0.000249		
5559.62	1.3681		-0.000271		
5559.861	1.3681		-0.000291		
5560.102	1.3681		-0.000306		
5560.343	1.3681		-0.000314		
5560.584	1.3681		-0.000315		
5560.825	1.3682		-0.00031		
5561.066	1.3682		-0.000301		
5561.307	1.3682		-0.000291		
5561.548	1.3682		-0.00028		
5561.79	1.3682		-0.000269		
5562.031	1.3682		-0.000255		
5562.272	1.3682		-0.000239		
5562.513	1.3682		-0.000221		
5562.754	1.3682		-0.000204		
5562.995	1.3682		-0.000189		
5563.236	1.3682		-0.000181		
5563.477	1.3682		-0.000181		
5563.718	1.3681		-0.000187		
5563.959	1.3681		-0.000197		
5564.2	1.3681		-0.000208		
5564.441	1.3681		-0.000218		
5564.682	1.3681		-0.000227		
5564.923	1.3681		-0.000237		
5565.164	1.3681		-0.000251		
5565.405	1.3681		-0.00027		
5565.647	1.3681		-0.000295		
5565.888	1.3681		-0.000321		
5566.129	1.3682		-0.000344		
5566.37	1.3682		-0.000357		
5566.611	1.3682		-0.000358		
5566.852	1.3683		-0.000346		
5567.093	1.3683		-0.00032		
5567.334	1.3683		-0.000285		
5567.575	1.3684		-0.000243		
5567.816	1.3684		-0.0002		
5568.057	1.3684		-0.000157		
5568.298	1.3683		-0.000117		
5568.539	1.3683		-8.3E-5		
5568.78	1.3683		-5.8E-5		
5569.021	1.3682		-4.3E-5		
5569.262	1.3682		-3.9E-5		
5569.504	1.3682		-4.5E-5		
5569.745	1.3681		-6.0E-5		
5569.986	1.3681		-8.2E-5		
5570.227	1.3681		-0.000108		
5570.468	1.3681		-0.000134		
5570.709	1.3681		-0.00016		
5570.95	1.3681		-0.000183		
5571.191	1.3681		-0.0002		
5571.432	1.3681		-0.00021		
5571.673	1.3682		-0.00021		
5571.914	1.3682		-0.000203		
5572.155	1.3682		-0.00019		
5572.396	1.3682		-0.000176		
5572.637	1.3682		-0.000163		
5572.878	1.3682		-0.000154		
5573.119	1.3682		-0.000148		
5573.361	1.3682		-0.000142		
5573.602	1.3682		-0.000132		
5573.843	1.3682		-0.000118		
5574.084	1.3682		-0.000102		
5574.325	1.3681		-9.1E-5		
5574.566	1.3681		-9.3E-5		
5574.807	1.3681		-0.000114		
5575.048	1.368		-0.000153		
5575.289	1.368		-0.000206		
5575.53	1.368		-0.00026		
5575.771	1.3681		-0.000302		
5576.012	1.3681		-0.000322		
5576.253	1.3682		-0.000314		
5576.494	1.3683		-0.000283		
5576.735	1.3683		-0.000236		
5576.976	1.3683		-0.000186		
5577.218	1.3683		-0.000142		
5577.459	1.3683		-0.000109		
5577.7	1.3682		-8.7E-5		
5577.941	1.3682		-7.3E-5		
5578.182	1.3682		-6.6E-5		
5578.423	1.3682		-6.3E-5		
5578.664	1.3681		-6.5E-5		
5578.905	1.3681		-7.4E-5		
5579.146	1.3681		-9.2E-5		
5579.387	1.3681		-0.000117		
5579.628	1.3681		-0.000145		
5579.869	1.3681		-0.000171		
5580.11	1.3681		-0.000192		
5580.351	1.3681		-0.000206		
5580.592	1.3681		-0.000216		
5580.833	1.3681		-0.000224		
5581.075	1.3681		-0.000234		
5581.316	1.3681		-0.000246		
5581.557	1.3682		-0.000255		
5581.798	1.3682		-0.000258		
5582.039	1.3682		-0.00025		
5582.28	1.3683		-0.000229		
5582.521	1.3683		-0.000195		
5582.762	1.3683		-0.000156		
5583.003	1.3683		-0.000117		
5583.244	1.3683		-8.6E-5		
5583.485	1.3682		-6.8E-5		
5583.726	1.3682		-6.2E-5		
5583.967	1.3682		-6.8E-5		
5584.208	1.3682		-8.2E-5		
5584.449	1.3681		-9.8E-5		
5584.69	1.3681		-0.000113		
5584.932	1.3681		-0.000125		
5585.173	1.3682		-0.000128		
5585.414	1.3682		-0.000124		
5585.655	1.3682		-0.000111		
5585.896	1.3682		-9.2E-5		
5586.137	1.3682		-7.2E-5		
5586.378	1.3682		-5.3E-5		
5586.619	1.3681		-4.1E-5		
5586.86	1.3681		-3.9E-5		
5587.101	1.3681		-4.6E-5		
5587.342	1.3681		-6.1E-5		
5587.583	1.3681		-8.0E-5		
5587.824	1.368		-9.9E-5		
5588.065	1.368		-0.000117		
5588.306	1.368		-0.000133		
5588.547	1.368		-0.000148		
5588.789	1.368		-0.000163		
5589.03	1.368		-0.000178		
5589.271	1.3681		-0.000192		
5589.512	1.3681		-0.000203		
5589.753	1.3681		-0.000209		
5589.994	1.3681		-0.000208		
5590.235	1.3681		-0.000202		
5590.476	1.3681		-0.000191		
5590.717	1.3681		-0.000179		
5590.958	1.3681		-0.000166		
5591.199	1.3681		-0.000155		
5591.44	1.3681		-0.000144		
5591.681	1.3681		-0.000137		
5591.922	1.3681		-0.000134		
5592.163	1.3681		-0.000139		
5592.404	1.368		-0.000155		
5592.646	1.368		-0.000184		
5592.887	1.368		-0.000225		
5593.128	1.368		-0.000274		
5593.369	1.368		-0.000322		
5593.61	1.3681		-0.00036		
5593.851	1.3681		-0.000379		
5594.092	1.3682		-0.000375		
5594.333	1.3683		-0.000346		
5594.574	1.3683		-0.000297		
5594.815	1.3683		-0.000235		
5595.056	1.3684		-0.000168		
5595.297	1.3683		-0.000106		
5595.538	1.3683		-5.6E-5		
5595.779	1.3682		-2.4E-5		
5596.02	1.3682		-1.1E-5		
5596.261	1.3681		-1.7E-5		
5596.503	1.3681		-4.1E-5		
5596.744	1.3681		-7.5E-5		
5596.985	1.3681		-0.000115		
5597.226	1.3681		-0.000153		
5597.467	1.3681		-0.000184		
5597.708	1.3681		-0.000203		
5597.949	1.3681		-0.000211		
5598.19	1.3681		-0.00021		
5598.431	1.3681		-0.000203		
5598.672	1.3682		-0.000195		
5598.913	1.3682		-0.00019		
5599.154	1.3682		-0.000188		
5599.395	1.3682		-0.000188		
5599.636	1.3682		-0.000187		
5599.877	1.3682		-0.000181		
5600.118	1.3682		-0.00017		
5600.36	1.3682		-0.000153		
5600.601	1.3682		-0.000133		
5600.842	1.3682		-0.000116		
5601.083	1.3682		-0.000108		
5601.324	1.3681		-0.00011		
5601.565	1.3681		-0.000124		
5601.806	1.3681		-0.000145		
5602.047	1.3681		-0.000167		
5602.288	1.3681		-0.000184		
5602.529	1.3681		-0.000191		
5602.77	1.3681		-0.000187		
5603.011	1.3682		-0.000174		
5603.252	1.3682		-0.000158		
5603.493	1.3682		-0.000145		
5603.734	1.3681		-0.000139		
5603.975	1.3681		-0.00014		
5604.217	1.3681		-0.000145		
5604.458	1.3681		-0.000149		
5604.699	1.3681		-0.000147		
5604.94	1.3681		-0.000139		
5605.181	1.3681		-0.000128		
5605.422	1.3681		-0.00012		
5605.663	1.3681		-0.000121		
5605.904	1.368		-0.000134		
5606.145	1.368		-0.000159		
5606.386	1.368		-0.000191		
5606.627	1.368		-0.000223		
5606.868	1.368		-0.000251		
5607.109	1.368		-0.000272		
5607.35	1.3681		-0.000287		
5607.591	1.3681		-0.000299		
5607.832	1.3681		-0.00031		
5608.074	1.3681		-0.000323		
5608.315	1.3681		-0.000334		
5608.556	1.3682		-0.00034		
5608.797	1.3682		-0.000336		
5609.038	1.3682		-0.00032		
5609.279	1.3682		-0.000297		
5609.52	1.3682		-0.00027		
5609.761	1.3682		-0.000246		
5610.002	1.3682		-0.000231		
5610.243	1.3682		-0.000225		
5610.484	1.3682		-0.000226		
5610.725	1.3682		-0.000232		
5610.966	1.3682		-0.000241		
5611.207	1.3682		-0.000253		
5611.448	1.3682		-0.000269		
5611.689	1.3682		-0.000292		
5611.931	1.3682		-0.000318		
5612.172	1.3682		-0.000344		
5612.413	1.3683		-0.00036		
5612.654	1.3683		-0.000358		
5612.895	1.3684		-0.000332		
5613.136	1.3684		-0.000283		
5613.377	1.3684		-0.00022		
5613.618	1.3684		-0.000155		
5613.859	1.3684		-0.0001		
5614.1	1.3684		-6.1E-5		
5614.341	1.3683		-4.2E-5		
5614.582	1.3683		-3.7E-5		
5614.823	1.3683		-4.1E-5		
5615.064	1.3682		-4.7E-5		
5615.305	1.3682		-5.5E-5		
5615.546	1.3682		-6.7E-5		
5615.788	1.3682		-8.6E-5		
5616.029	1.3681		-0.000115		
5616.27	1.3681		-0.000149		
5616.511	1.3682		-0.000184		
5616.752	1.3682		-0.000208		
5616.993	1.3682		-0.000214		
5617.234	1.3683		-0.0002		
5617.475	1.3683		-0.000169		
5617.716	1.3683		-0.000129		
5617.957	1.3683		-9.2E-5		
5618.198	1.3682		-6.6E-5		
5618.439	1.3682		-5.6E-5		
5618.68	1.3682		-6.2E-5		
5618.921	1.3681		-7.9E-5		
5619.162	1.3681		-0.000104		
5619.403	1.3681		-0.000131		
5619.645	1.3681		-0.000159		
5619.886	1.3681		-0.000185		
5620.127	1.3681		-0.00021		
5620.368	1.3681		-0.000231		
5620.609	1.3682		-0.000247		
5620.85	1.3682		-0.000257		
5621.091	1.3682		-0.000262		
5621.332	1.3682		-0.000264		
5621.573	1.3683		-0.000266		
5621.814	1.3683		-0.000267		
5622.055	1.3683		-0.000267		
5622.296	1.3683		-0.000261		
5622.537	1.3684		-0.000242		
5622.778	1.3684		-0.000207		
5623.019	1.3684		-0.000156		
5623.26	1.3685		-9.3E-5		
5623.502	1.3684		-2.8E-5		
5623.743	1.3684		2.9E-5		
5623.984	1.3684		7.0E-5		
5624.225	1.3683		9.2E-5		
5624.466	1.3682		9.7E-5		
5624.707	1.3682		8.8E-5		
5624.948	1.3681		7.0E-5		
5625.189	1.3681		4.5E-5		
5625.43	1.3681		1.4E-5		
5625.671	1.368		-2.5E-5		
5625.912	1.368		-7.2E-5		
5626.153	1.368		-0.000124		
5626.394	1.368		-0.000173		
5626.635	1.3681		-0.000213		
5626.876	1.3681		-0.000237		
5627.117	1.3681		-0.000243		
5627.359	1.3682		-0.000238		
5627.6	1.3682		-0.000229		
5627.841	1.3682		-0.000224		
5628.082	1.3682		-0.00023		
5628.323	1.3682		-0.000244		
5628.564	1.3682		-0.000258		
5628.805	1.3683		-0.000263		
5629.046	1.3683		-0.00025		
5629.287	1.3683		-0.000218		
5629.528	1.3684		-0.000173		
5629.769	1.3684		-0.000127		
5630.01	1.3683		-9.2E-5		
5630.251	1.3683		-7.9E-5		
5630.492	1.3683		-8.6E-5		
5630.733	1.3683		-0.000106		
5630.974	1.3683		-0.000127		
5631.216	1.3683		-0.000136		
5631.457	1.3683		-0.000123		
5631.698	1.3684		-9.0E-5		
5631.939	1.3684		-4.2E-5		
5632.18	1.3684		9.0E-6		
5632.421	1.3683		5.1E-5		
5632.662	1.3683		7.6E-5		
5632.903	1.3682		8.1E-5		
5633.144	1.3682		6.8E-5		
5633.385	1.3681		4.2E-5		
5633.626	1.3681		1.1E-5		
5633.867	1.3681		-2.2E-5		
5634.108	1.3681		-5.2E-5		
5634.349	1.3681		-7.9E-5		
5634.59	1.3681		-0.0001		
5634.831	1.3681		-0.000114		
5635.072	1.3681		-0.00012		
5635.314	1.3682		-0.000118		
5635.555	1.3682		-0.000109		
5635.796	1.3682		-9.8E-5		
5636.037	1.3682		-8.9E-5		
5636.278	1.3682		-8.7E-5		
5636.519	1.3681		-9.5E-5		
5636.76	1.3681		-0.000112		
5637.001	1.3681		-0.000136		
5637.242	1.3681		-0.000159		
5637.483	1.3682		-0.000176		
5637.724	1.3682		-0.000183		
5637.965	1.3682		-0.000179		
5638.206	1.3682		-0.000166		
5638.447	1.3682		-0.000149		
5638.688	1.3682		-0.000132		
5638.929	1.3682		-0.000117		
5639.171	1.3682		-0.000106		
5639.412	1.3682		-9.8E-5		
5639.653	1.3682		-9.1E-5		
5639.894	1.3682		-8.4E-5		
5640.135	1.3682		-7.7E-5		
5640.376	1.3682		-7.4E-5		
5640.617	1.3682		-7.4E-5		
5640.858	1.3682		-8.0E-5		
5641.099	1.3682		-8.8E-5		
5641.34	1.3682		-9.4E-5		
5641.581	1.3682		-9.3E-5		
5641.822	1.3682		-8.2E-5		
5642.063	1.3682		-6.0E-5		
5642.304	1.3682		-3.2E-5		
5642.545	1.3682		-5.0E-6		
5642.786	1.3681		1.2E-5		
5643.028	1.3681		1.1E-5		
5643.269	1.3681		-1.1E-5		
5643.51	1.368		-5.2E-5		
5643.751	1.368		-0.000105		
5643.992	1.368		-0.000161		
5644.233	1.368		-0.000211		
5644.474	1.368		-0.00025		
5644.715	1.3681		-0.000273		
5644.956	1.3681		-0.000283		
5645.197	1.3682		-0.000281		
5645.438	1.3682		-0.000271		
5645.679	1.3682		-0.000257		
5645.92	1.3682		-0.000242		
5646.161	1.3682		-0.000226		
5646.402	1.3683		-0.000211		
5646.643	1.3683		-0.000197		
5646.885	1.3683		-0.000183		
5647.126	1.3683		-0.00017		
5647.367	1.3683		-0.000159		
5647.608	1.3683		-0.000148		
5647.849	1.3683		-0.000138		
5648.09	1.3683		-0.000129		
5648.331	1.3683		-0.000123		
5648.572	1.3682		-0.000119		
5648.813	1.3682		-0.000119		
5649.054	1.3682		-0.000123		
5649.295	1.3682		-0.000127		
5649.536	1.3682		-0.000132		
5649.777	1.3682		-0.000133		
5650.018	1.3682		-0.00013		
5650.259	1.3682		-0.000123		
5650.5	1.3682		-0.000115		
5650.742	1.3682		-0.000107		
5650.983	1.3682		-0.000102		
5651.224	1.3682		-0.000101		
5651.465	1.3682		-0.000103		
5651.706	1.3682		-0.000106		
5651.947	1.3682		-0.000107		
5652.188	1.3682		-0.000105		
5652.429	1.3682		-0.000101		
5652.67	1.3682		-9.5E-5		
5652.911	1.3682		-9.0E-5		
5653.152	1.3682		-8.7E-5		
5653.393	1.3682		-8.6E-5		
5653.634	1.3682		-8.4E-5		
5653.875	1.3682		-8.3E-5		
5654.116	1.3682		-7.9E-5		
5654.357	1.3682		-7.5E-5		
5654.599	1.3682		-7.3E-5		
5654.84	1.3682		-7.2E-5		
5655.081	1.3682		-7.4E-5		
5655.322	1.3682		-7.7E-5		
5655.563	1.3682		-7.8E-5		
5655.804	1.3682		-7.4E-5		
5656.045	1.3682		-6.4E-5		
5656.286	1.3682		-4.9E-5		
5656.527	1.3682		-3.4E-5		
5656.768	1.3682		-2.3E-5		
5657.009	1.3682		-2.2E-5		
5657.25	1.3681		-3.1E-5		
5657.491	1.3681		-5.0E-5		
5657.732	1.3681		-7.2E-5		
5657.973	1.3681		-9.3E-5		
5658.214	1.3681		-0.000108		
5658.456	1.3681		-0.000118		
5658.697	1.3681		-0.000123		
5658.938	1.3681		-0.000128		
5659.179	1.3681		-0.000136		
5659.42	1.3681		-0.000149		
5659.661	1.3681		-0.000165		
5659.902	1.3681		-0.00018		
5660.143	1.3681		-0.000192		
5660.384	1.3681		-0.000196		
5660.625	1.3682		-0.000193		
5660.866	1.3682		-0.000184		
5661.107	1.3682		-0.000173		
5661.348	1.3682		-0.000165		
5661.589	1.3681		-0.000161		
5661.83	1.3681		-0.000164		
5662.071	1.3681		-0.000175		
5662.313	1.3681		-0.000195		
5662.554	1.3681		-0.000223		
5662.795	1.3681		-0.000259		
5663.036	1.3681		-0.000298		
5663.277	1.3681		-0.000334		
5663.518	1.3682		-0.000358		
5663.759	1.3682		-0.000365		
5664	1.3683		-0.000348		
5664.241	1.3683		-0.00031		
5664.482	1.3684		-0.000257		
5664.723	1.3683		-0.000202		
5664.964	1.3683		-0.000158		
5665.205	1.3683		-0.000135		
5665.446	1.3682		-0.000138		
5665.687	1.3682		-0.000165		
5665.928	1.3682		-0.000207		
5666.17	1.3682		-0.000253		
5666.411	1.3682		-0.000294		
5666.652	1.3682		-0.000321		
5666.893	1.3683		-0.000333		
5667.134	1.3683		-0.000331		
5667.375	1.3684		-0.000317		
5667.616	1.3684		-0.000295		
5667.857	1.3684		-0.000267		
5668.098	1.3685		-0.000232		
5668.339	1.3685		-0.000192		
5668.58	1.3685		-0.000149		
5668.821	1.3685		-0.000105		
5669.062	1.3684		-6.6E-5		
5669.303	1.3684		-3.6E-5		
5669.544	1.3684		-1.9E-5		
5669.785	1.3683		-1.5E-5		
5670.027	1.3683		-2.3E-5		
5670.268	1.3683		-4.0E-5		
5670.509	1.3683		-6.3E-5		
5670.75	1.3683		-8.6E-5		
5670.991	1.3683		-0.000107		
5671.232	1.3683		-0.000122		
5671.473	1.3683		-0.000128		
5671.714	1.3683		-0.000123		
5671.955	1.3683		-0.000106		
5672.196	1.3683		-7.9E-5		
5672.437	1.3683		-4.7E-5		
5672.678	1.3683		-1.8E-5		
5672.919	1.3683		1.0E-6		
5673.16	1.3683		4.0E-6		
5673.401	1.3682		-1.2E-5		
5673.642	1.3682		-4.5E-5		
5673.884	1.3682		-8.6E-5		
5674.125	1.3682		-0.000128		
5674.366	1.3682		-0.000162		
5674.607	1.3682		-0.000181		
5674.848	1.3683		-0.000183		
5675.089	1.3683		-0.00017		
5675.33	1.3683		-0.000145		
5675.571	1.3684		-0.000115		
5675.812	1.3684		-8.3E-5		
5676.053	1.3684		-5.2E-5		
5676.294	1.3683		-2.4E-5		
5676.535	1.3683		0		
5676.776	1.3683		1.9E-5		
5677.017	1.3683		3.0E-5		
5677.258	1.3682		3.3E-5		
5677.499	1.3682		2.6E-5		
5677.741	1.3682		1.0E-5		
5677.982	1.3681		-1.3E-5		
5678.223	1.3681		-3.8E-5		
5678.464	1.3681		-6.4E-5		
5678.705	1.3681		-8.7E-5		
5678.946	1.3681		-0.000108		
5679.187	1.3681		-0.000128		
5679.428	1.3681		-0.000151		
5679.669	1.3681		-0.000176		
5679.91	1.3681		-0.000203		
5680.151	1.3682		-0.00023		
5680.392	1.3682		-0.000252		
5680.633	1.3682		-0.000266		
5680.874	1.3682		-0.000268		
5681.115	1.3683		-0.000258		
5681.356	1.3683		-0.000239		
5681.598	1.3683		-0.000215		
5681.839	1.3683		-0.000191		
5682.08	1.3683		-0.000171		
5682.321	1.3683		-0.000158		
5682.562	1.3683		-0.000152		
5682.803	1.3683		-0.000151		
5683.044	1.3683		-0.000153		
5683.285	1.3683		-0.000156		
5683.526	1.3683		-0.000158		
5683.767	1.3683		-0.000159		
5684.008	1.3683		-0.000159		
5684.249	1.3683		-0.000158		
5684.49	1.3683		-0.000154		
5684.731	1.3684		-0.000148		
5684.972	1.3684		-0.000138		
5685.213	1.3684		-0.000124		
5685.455	1.3684		-0.000108		
5685.696	1.3684		-9.2E-5		
5685.937	1.3684		-8.0E-5		
5686.178	1.3683		-7.3E-5		
5686.419	1.3683		-7.4E-5		
5686.66	1.3683		-8.0E-5		
5686.901	1.3683		-9.0E-5		
5687.142	1.3683		-0.000101		
5687.383	1.3683		-0.000106		
5687.624	1.3684		-0.000104		
5687.865	1.3684		-9.4E-5		
5688.106	1.3684		-7.5E-5		
5688.347	1.3684		-5.1E-5		
5688.588	1.3684		-2.6E-5		
5688.829	1.3684		-2.0E-6		
5689.07	1.3683		1.6E-5		
5689.312	1.3683		2.6E-5		
5689.553	1.3683		2.9E-5		
5689.794	1.3683		2.4E-5		
5690.035	1.3683		1.5E-5		
5690.276	1.3682		2.0E-6		
5690.517	1.3682		-1.3E-5		
5690.758	1.3682		-2.7E-5		
5690.999	1.3682		-4.0E-5		
5691.24	1.3682		-4.9E-5		
5691.481	1.3682		-5.4E-5		
5691.722	1.3682		-5.5E-5		
5691.963	1.3682		-5.1E-5		
5692.204	1.3682		-4.4E-5		
5692.445	1.3682		-3.4E-5		
5692.686	1.3682		-2.7E-5		
5692.927	1.3682		-2.7E-5		
5693.169	1.3682		-3.9E-5		
5693.41	1.3681		-6.6E-5		
5693.651	1.3681		-0.000108		
5693.892	1.3681		-0.00016		
5694.133	1.3681		-0.000215		
5694.374	1.3682		-0.00026		
5694.615	1.3682		-0.000287		
5694.856	1.3683		-0.000287		
5695.097	1.3684		-0.000261		
5695.338	1.3684		-0.000213		
5695.579	1.3684		-0.000155		
5695.82	1.3684		-9.9E-5		
5696.061	1.3684		-5.7E-5		
5696.302	1.3684		-3.4E-5		
5696.543	1.3683		-3.0E-5		
5696.784	1.3683		-4.0E-5		
5697.026	1.3683		-5.4E-5		
5697.267	1.3683		-6.3E-5		
5697.508	1.3683		-6.2E-5		
5697.749	1.3683		-4.9E-5		
5697.99	1.3683		-2.9E-5		
5698.231	1.3683		-7.0E-6		
5698.472	1.3683		1.0E-5		
5698.713	1.3683		1.8E-5		
5698.954	1.3683		1.8E-5		
5699.195	1.3683		1.3E-5		
5699.436	1.3683		8.0E-6		
5699.677	1.3683		5.0E-6		
5699.918	1.3682		7.0E-6		
5700.159	1.3682		1.3E-5		
5700.4	1.3682		1.8E-5		
5700.641	1.3682		1.9E-5		
5700.883	1.3682		1.3E-5		
5701.124	1.3681		-3.0E-6		
5701.365	1.3681		-2.7E-5		
5701.606	1.3681		-5.8E-5		
5701.847	1.3681		-9.4E-5		
5702.088	1.3681		-0.00013		
5702.329	1.3681		-0.000168		
5702.57	1.3681		-0.000206		
5702.811	1.3681		-0.000245		
5703.052	1.3681		-0.000281		
5703.293	1.3682		-0.000314		
5703.534	1.3682		-0.000338		
5703.775	1.3683		-0.00035		
5704.016	1.3683		-0.000345		
5704.257	1.3684		-0.000321		
5704.498	1.3685		-0.000281		
5704.74	1.3685		-0.000228		
5704.981	1.3685		-0.000168		
5705.222	1.3685		-0.00011		
5705.463	1.3685		-6.1E-5		
5705.704	1.3684		-2.4E-5		
5705.945	1.3684		-3.0E-6		
5706.186	1.3684		3.0E-6		
5706.427	1.3683		-3.0E-6		
5706.668	1.3683		-1.5E-5		
5706.909	1.3683		-2.9E-5		
5707.15	1.3683		-3.9E-5		
5707.391	1.3683		-4.4E-5		
5707.632	1.3683		-4.0E-5		
5707.873	1.3683		-2.9E-5		
5708.114	1.3683		-1.4E-5		
5708.355	1.3683		1.0E-6		
5708.597	1.3683		1.2E-5		
5708.838	1.3682		1.3E-5		
5709.079	1.3682		1.0E-6		
5709.32	1.3682		-2.6E-5		
5709.561	1.3681		-6.6E-5		
5709.802	1.3681		-0.000116		
5710.043	1.3681		-0.000171		
5710.284	1.3681		-0.000223		
5710.525	1.3682		-0.000268		
5710.766	1.3682		-0.000301		
5711.007	1.3683		-0.00032		
5711.248	1.3683		-0.000323		
5711.489	1.3684		-0.00031		
5711.73	1.3684		-0.000284		
5711.971	1.3685		-0.000247		
5712.212	1.3685		-0.000203		
5712.453	1.3685		-0.000157		
5712.695	1.3685		-0.000113		
5712.936	1.3685		-7.7E-5		
5713.177	1.3684		-5.3E-5		
5713.418	1.3684		-4.3E-5		
5713.659	1.3683		-4.8E-5		
5713.9	1.3683		-6.7E-5		
5714.141	1.3683		-9.6E-5		
5714.382	1.3683		-0.000129		
5714.623	1.3683		-0.000161		
5714.864	1.3683		-0.000187		
5715.105	1.3684		-0.000203		
5715.346	1.3684		-0.000207		
