Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"OCS (1)"
Temperature:	"60K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/154"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
700.2	1.2749		0.000376			600.39	99.900001526		
701.2	1.2744		0.008428			601.35	100		
702.1	1.2712		0.008405			601.83	99.900001526		
703.1	1.2683		0.008385			602.8	99.900001526		
704.1	1.2696		0.000324			603.76	99.900001526		
705	1.2709		0.00837			604.73	100		
706	1.2676		0.008349			605.69	100		
707	1.2689		0.000317			606.66	100		
707.9	1.2704		0.008335			607.62	99.900001526		
708.9	1.2678		0.008317			608.59	99.900001526		
709.9	1.2651		0.008295			609.55	99.900001526		
710.8	1.2654		0.000285			610.51	99.900001526		
711.8	1.2694		0.000328			611.48	100		
712.8	1.2686		0.008278			612.44	100		
713.7	1.2678		0.000311			613.41	99.900001526		
714.7	1.2719		0.000351			614.37	100		
715.6	1.2725		0.008262			615.34	100		
716.6	1.2703		0.008245			616.3	100		
717.6	1.2692		0.008228			617.27	99.900001526		
718.5	1.2684		0.008215			618.23	99.900001526		
719.5	1.2676		0.008205			619.19	99.900001526		
720.5	1.2668		0.008188			620.16	100		
721.4	1.2651		0.008173			621.12	100		
722.4	1.2672		0.000312			622.09	100		
723.4	1.2693		0.008171			623.05	100		
724.3	1.2676		0.008153			624.02	100		
725.3	1.2665		0.008138			624.98	99.900001526		
726.2	1.2648		0.008124			625.95	99.900001526		
727.2	1.2669		0.000305			626.91	100		
728.2	1.269		0.008118			627.87	99.900001526		
729.1	1.2675		0.008101			628.84	99.900001526		
730.1	1.2667		0.008089			629.8	100.099998474		
731.1	1.2661		0.008076			630.77	99.900001526		
732	1.2654		0.008063			631.73	100		
733	1.2645		0.008049			632.7	100		
734	1.2626		0.008029			633.66	99.900001526		
734.9	1.2636		0.000273			634.63	100		
735.9	1.2683		0.000322			635.59	100		
736.9	1.2693		0.008031			636.55	100		
737.8	1.2673		0.008015			637.52	100		
738.8	1.2664		0.007997			638.48	100		
739.8	1.2656		0.007985			639.45	100		
740.7	1.2647		0.007971			640.41	100		
741.7	1.2631		0.007955			641.38	100		
742.6	1.2651		0.000295			642.34	100		
743.6	1.2669		0.007955			643.31	99.900001526		
744.6	1.2648		0.007933			644.27	99.900001526		
745.5	1.2625		0.00791			645.24	100		
746.5	1.2632		0.000274			646.2	99.900001526		
747.5	1.2673		0.000319			647.16	100		
748.4	1.2671		0.007906			648.13	99.900001526		
749.4	1.2676		0.000323			649.09	100		
750.4	1.2691		0.0079			650.06	99.900001526		
751.3	1.2672		0.007882			651.02	100		
752.3	1.2661		0.007867			651.99	99.900001526		
753.3	1.2644		0.007849			652.95	100		
754.2	1.2664		0.000313			653.92	99.900001526		
755.2	1.2685		0.007849			654.88	99.900001526		
756.1	1.2671		0.007836			655.84	99.800003052		
757.1	1.2664		0.00782			656.81	99.900001526		
758.1	1.266		0.00781			657.77	99.900001526		
759	1.2656		0.007797			658.74	99.900001526		
760	1.2653		0.007787			659.7	99.900001526		
761	1.2649		0.007777			660.67	99.900001526		
761.9	1.2645		0.007763			661.63	100		
762.9	1.2638		0.007752			662.6	99.900001526		
763.9	1.2624		0.007733			663.56	100		
764.8	1.2645		0.000294			664.53	100		
765.8	1.2665		0.007738			665.49	99.900001526		
766.8	1.2647		0.007721			666.45	99.900001526		
767.7	1.2629		0.007703			667.42	100		
768.7	1.2648		0.000298			668.38	100.099998474		
769.6	1.2667		0.007705			669.35	100		
770.6	1.265		0.007687			670.31	100		
771.6	1.2639		0.007672			671.28	100		
772.5	1.2621		0.007652			672.24	100		
773.5	1.2638		0.000293			673.21	100		
774.5	1.2653		0.007651			674.17	100		
775.4	1.2624		0.007626			675.13	100		
776.4	1.2634		0.000287			676.1	99.900001526		
777.4	1.2636		0.007614			677.06	99.900001526		
778.3	1.2628		0.000282			678.03	100		
779.3	1.2655		0.000312			678.99	100		
780.3	1.2681		0.000343			679.96	100		
781.2	1.2673		0.007602			680.92	100		
782.2	1.2675		0.000337			681.89	100		
783.2	1.2686		0.007595			682.85	100		
784.1	1.2663		0.007574			683.81	100		
785.1	1.264		0.007549			684.78	100		
786	1.2646		0.000304			685.74	100		
787	1.2687		0.000353			686.71	99.900001526		
788	1.2694		0.007555			687.67	99.900001526		
788.9	1.2674		0.007535			688.64	100		
789.9	1.2662		0.007521			689.6	99.900001526		
790.9	1.2644		0.0075			690.57	100		
