Reference:	"Mastrapa et al. (2009)"
DOI:	"doi:doi:10.1088/0004-637X/701/2/1347"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"120K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/248"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
22.227409	1.7710445		0.158368		
22.179835	1.7196707		0.158989		
22.132463	1.6931262		0.15905		
22.085294	1.6748987		0.158923		
22.038325	1.6607741		0.158705		
21.991556	1.6488102		0.158666		
21.944984	1.6382924		0.157686		
21.89861	1.6289972		0.156488		
21.852431	1.6203852		0.154983		
21.806447	1.6130146		0.151573		
21.760655	1.6069636		0.149086		
21.715056	1.6012763		0.146852		
21.669647	1.5958493		0.144009		
21.624427	1.5912776		0.139944		
21.579397	1.5878909		0.135875		
21.534553	1.5855563		0.131898		
21.489895	1.5840689		0.128559		
21.445422	1.5832195		0.125674		
21.401133	1.5827687		0.123725		
21.357026	1.5819779		0.122933		
21.313101	1.5812226		0.120866		
21.269356	1.5808293		0.119845		
21.22579	1.5802974		0.118951		
21.182402	1.5798309		0.117892		
21.139192	1.5795855		0.11701		
21.096157	1.5790823		0.117013		
21.053297	1.5783245		0.116131		
21.010611	1.5780742		0.114708		
20.968098	1.5782238		0.114107		
20.925756	1.5783108		0.113894		
20.883585	1.5781817		0.113932		
20.841584	1.5781308		0.113478		
20.799751	1.5778784		0.114167		
20.758086	1.5771084		0.114172		
20.716587	1.5764912		0.113333		
20.675254	1.5765137		0.112213		
20.634086	1.5766698		0.112337		
20.593081	1.5765363		0.112148		
20.552239	1.5765079		0.111628		
20.511559	1.576846		0.111025		
20.471039	1.5771311		0.111407		
20.430679	1.577273		0.111157		
20.390478	1.5775259		0.111211		
20.350435	1.5776611		0.111359		
20.310549	1.5778611		0.111087		
20.270819	1.5783761		0.11086		
20.231244	1.5789097		0.111317		
20.191823	1.5791104		0.111879		
20.152555	1.5793193		0.111727		
20.11344	1.5799204		0.111596		
20.074477	1.5806651		0.112098		
20.035664	1.5810643		0.113121		
19.997001	1.5812		0.113543		
19.958487	1.5815873		0.113545		
19.920121	1.5822573		0.113887		
19.881902	1.5830599		0.114416		
19.84383	1.5837223		0.115602		
19.805903	1.5841641		0.116542		
19.76812	1.5845501		0.117564		
19.730482	1.5848997		0.118502		
19.692987	1.5853544		0.119386		
19.655634	1.585797		0.12073		
19.618422	1.5860083		0.122219		
19.581351	1.5860212		0.123621		
19.54442	1.5860115		0.124824		
19.507628	1.5859462		0.126304		
19.470974	1.5857555		0.127694		
19.434458	1.5853222		0.129374		
19.398078	1.5847162		0.130499		
19.361834	1.5842411		0.131482		
19.325726	1.5837916		0.132707		
19.289752	1.5831685		0.134039		
19.253911	1.5823545		0.135211		
19.218204	1.581488		0.136087		
19.182629	1.5806746		0.136816		
19.147185	1.5800075		0.137362		
19.111872	1.5794494		0.138149		
19.076689	1.5786402		0.139314		
19.041635	1.5777918		0.139654		
19.00671	1.5770868		0.14037		
18.971913	1.576274		0.141033		
18.937242	1.5754064		0.141538		
18.902699	1.5746813		0.141708		
18.868281	1.5740895		0.14217		
18.833988	1.5734226		0.142735		
18.79982	1.5725303		0.143396		
18.765775	1.5716922		0.143272		
18.731854	1.5711797		0.14331		
18.698055	1.5705845		0.143838		
18.664378	1.5699937		0.143738		
18.630821	1.569589		0.143961		
18.597386	1.5690845		0.144386		
18.56407	1.5684719		0.144636		
18.530873	1.5678574		0.144764		
18.497795	1.5673075		0.144732		
18.464834	1.5669883		0.144503		
18.431991	1.5667734		0.144767		
18.399264	1.5664011		0.145124		
18.366654	1.565878		0.145394		
18.334159	1.5653196		0.145383		
18.301778	1.5649709		0.145044		
18.269512	1.5648401		0.144971		
18.23736	1.5646764		0.145135		
18.20532	1.564626		0.14497		
18.173393	1.5645282		0.145575		
18.141577	1.5640635		0.146001		
18.109873	1.5635237		0.145913		
18.078279	1.5632101		0.145489		
18.046796	1.5632427		0.145041		
18.015422	1.563452		0.145016		
17.984156	1.563639		0.145153		
17.952999	1.5638927		0.145282		
17.92195	1.5638757		0.146218		
17.891008	1.5634629		0.146534		
17.860173	1.5632359		0.14624		
17.829444	1.5632313		0.146279		
17.79882	1.5632937		0.146256		
17.768302	1.5633579		0.146501		
17.737888	1.5633498		0.14665		
17.707578	1.5633835		0.146698		
17.677371	1.563462		0.146818		
17.647267	1.5636384		0.146817		
17.617265	1.5638736		0.147138		
17.587366	1.5638474		0.147772		
17.557567	1.5637528		0.147712		
17.52787	1.5638519		0.147775		
17.498272	1.5639862		0.147941		
17.468775	1.5641576		0.148064		
17.439377	1.5642833		0.148411		
17.410077	1.5644086		0.148469		
17.380876	1.5646267		0.148686		
17.351773	1.5646774		0.14917		
17.322767	1.5648038		0.148921		
17.293858	1.5651252		0.149167		
17.265045	1.5654207		0.14935		
17.236328	1.5658161		0.149538		
17.207706	1.5660757		0.150248		
17.179179	1.5661581		0.150549		
17.150747	1.5662024		0.150894		
17.122409	1.566392		0.150704		
17.094164	1.5668781		0.150787		
17.066012	1.567271		0.151393		
17.037952	1.5675772		0.151616		
17.009985	1.5678832		0.152122		
16.98211	1.5680563		0.152513		
16.954325	1.5683796		0.152464		
16.926632	1.5689003		0.152778		
16.899029	1.5694364		0.153209		
16.871515	1.5698314		0.153994		
16.844092	1.5700203		0.154592		
16.816757	1.5702328		0.15492		
16.78951	1.5704079		0.155474		
16.762352	1.5706586		0.155474		
16.735282	1.5712041		0.155638		
16.708299	1.5717858		0.156231		
16.681402	1.5722058		0.156958		
16.654593	1.5724046		0.157708		
16.627869	1.5725896		0.157948		
16.601231	1.5730004		0.158155		
16.574678	1.573484		0.158648		
16.548209	1.5740212		0.159025		
16.521826	1.5744724		0.159896		
16.495526	1.5747719		0.160445		
16.46931	1.5750464		0.161047		
16.443177	1.5752642		0.161477		
16.417127	1.5757866		0.161364		
16.391159	1.5764909		0.162074		
16.365273	1.5770745		0.162701		
16.339469	1.5775363		0.163594		
16.313746	1.5778047		0.164318		
16.288104	1.5781594		0.16461		
16.262543	1.5786556		0.165123		
16.237062	1.5793022		0.165446		
16.21166	1.5799669		0.166367		
16.186338	1.5803522		0.167321		
16.161094	1.580695		0.16781		
16.135929	1.5810785		0.168452		
16.110843	1.5816419		0.168596		
16.085834	1.5824315		0.169224		
16.060903	1.5831422		0.170072		
16.036049	1.5837862		0.170879		
16.011272	1.5842759		0.171934		
15.986572	1.5847083		0.17251		
15.961947	1.5852704		0.173136		
15.937398	1.5859352		0.173708		
15.912925	1.5867633		0.174337		
15.888527	1.5874972		0.175504		
15.864203	1.5881538		0.176232		
15.839954	1.5888177		0.177293		
15.815778	1.5894598		0.178061		
15.791677	1.5902649		0.178865		
15.767648	1.5910465		0.180069		
15.743693	1.5917444		0.181136		
15.719811	1.5923258		0.18247		
15.696	1.5928361		0.183428		
15.672262	1.593428		0.184441		
15.648596	1.5940493		0.185453		
15.625	1.5947484		0.186434		
15.601476	1.5954055		0.187719		
15.578023	1.5960631		0.188706		
15.55464	1.5967077		0.190071		
15.531327	1.5972337		0.191232		
15.508084	1.5978922		0.192154		
15.48491	1.5985969		0.193459		
15.461806	1.5994033		0.19441		
15.43877	1.6001223		0.196189		
15.415803	1.6006561		0.19737		
15.392904	1.6013668		0.198556		
15.370073	1.6019798		0.200195		
15.34731	1.6026326		0.20119		
15.324614	1.6034392		0.202718		
15.301985	1.6041299		0.204313		
15.279423	1.60471		0.205952		
15.256927	1.60524		0.207448		
15.234497	1.6058084		0.208909		
15.212134	1.6063722		0.210454		
15.189835	1.607023		0.211782		
15.167602	1.6077743		0.213411		
15.145434	1.6083425		0.215328		
15.123331	1.6088651		0.216732		
15.101292	1.6097001		0.218061		
15.079318	1.6106099		0.22007		
15.057407	1.6110693		0.222395		
15.035559	1.6124069		0.222413		
15.013776	1.6143764		0.226158		
14.992055	1.6144711		0.231778		
14.970396	1.6116731		0.236974		
14.948801	1.6089812		0.235039		
14.927267	1.6096575		0.232523		
14.905796	1.6115513		0.234283		
14.884386	1.6125038		0.236853		
14.863037	1.6129816		0.238673		
14.84175	1.6137495		0.240139		
14.820524	1.6143827		0.242849		
14.799358	1.6146213		0.24487		
14.778253	1.6152232		0.246344		
14.757207	1.615815		0.249121		
14.736222	1.6160448		0.25138		
14.715296	1.616319		0.253523		
14.69443	1.6165866		0.255827		
14.673622	1.6169394		0.257904		
14.652874	1.6171129		0.260746		
14.632184	1.6173021		0.262587		
14.611552	1.6174804		0.265558		
14.590979	1.6173439		0.267915		
14.570463	1.6174026		0.269997		
14.550005	1.617432		0.272692		
14.529604	1.6174782		0.274781		
14.509261	1.6175187		0.277623		
14.488974	1.6173776		0.280082		
14.468744	1.6172962		0.282569		
14.448571	1.6170958		0.285325		
