Reference:	"Gerakines et al. (2022)"
DOI:	"doi:https://doi.org/10.1093/mnras/stab2992"
Sample Type:	"Ice"
Composition:	"HCN (1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/61"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"	
600.004	1.3998			600.004	0.008300386		
600.124	1.3998			600.124	0.009057086		
600.244	1.3986			600.244	0.00932906		
600.364	1.3957			600.364	0.009073181		
600.484	1.3945			600.484	0.008318069		
600.604	1.3927			600.604	0.007215443		
600.724	1.3922			600.724	0.005921464		
600.844	1.3915			600.844	0.004637233		
600.964	1.3917			600.964	0.0034767		
601.084	1.3916			601.084	0.002530002		
601.204	1.3921			601.204	0.001790299		
601.324	1.3922			601.324	0.001240326		
601.444	1.3928			601.444	0.000826746		
601.564	1.3929			601.564	0.000515955		
601.684	1.3933			601.684	0.000269855		
601.804	1.3933			601.804	4.709E-5		
601.924	1.3935			601.924	-0.000193191		
602.044	1.3935			602.044	-0.000500629		
602.164	1.3938			602.164	-0.000890496		
602.284	1.3939			602.284	-0.001342343		
602.404	1.3945			602.404	-0.001761899		
602.524	1.395			602.524	-0.002031432		
602.644	1.3959			602.644	-0.002029261		
602.764	1.3964			602.764	-0.001714682		
602.884	1.3969			602.884	-0.001155034		
603.004	1.3968			603.004	-0.000524893		
603.124	1.3966			603.124	-6.9175E-5		
603.244	1.3959			603.244	6.938E-6		
603.364	1.3953			603.364	-0.000392798		
603.484	1.395			603.484	-0.001194518		
603.604	1.3952			603.604	-0.00218464		
603.724	1.3958			603.724	-0.003061626		
603.844	1.397			603.844	-0.003578945		
603.964	1.3981			603.964	-0.003603508		
604.084	1.3993			604.084	-0.003169142		
604.204	1.4			604.204	-0.002438148		
604.324	1.4005			604.324	-0.001606752		
604.444	1.4007			604.444	-0.00084275		
604.564	1.4008			604.564	-0.000197644		
604.684	1.4007			604.684	0.000357487		
604.804	1.4007			604.804	0.000914239		
604.924	1.4006			604.924	0.001529162		
605.044	1.4004			605.044	0.002194009		
605.164	1.3998			605.164	0.002800543		
605.284	1.3991			605.284	0.00320291		
605.404	1.3982			605.404	0.003262989		
605.524	1.3974			605.524	0.002932281		
605.644	1.3968			605.644	0.002266028		
605.764	1.3966			605.764	0.001427773		
605.884	1.3968			605.884	0.00061484		
606.004	1.3974			606.004	2.0443E-5		
606.124	1.3981			606.124	-0.000244995		
606.244	1.3989			606.244	-0.000153148		
606.364	1.3995			606.364	0.000241331		
606.484	1.4			606.484	0.000831128		
606.604	1.4			606.604	0.001497671		
606.724	1.3999			606.724	0.002117871		
606.844	1.3995			606.844	0.002597025		
606.964	1.3991			606.964	0.002855356		
607.084	1.3985			607.084	0.002856511		
607.204	1.3981			607.204	0.002608192		
607.324	1.3978			607.324	0.002177472		
607.444	1.3979			607.444	0.001675542		
607.564	1.3981			607.564	0.00124724		
607.684	1.3987			607.684	0.001017454		
607.804	1.3992			607.804	0.001060382		
607.924	1.3997			607.924	0.00136725		
608.044	1.4			608.044	0.001850762		
608.164	1.4001			608.164	0.002382286		
608.284	1.3999			608.284	0.002833515		
608.404	1.3997			608.404	0.003131722		
608.524	1.3995			608.524	0.003270758		
608.644	1.3994			608.644	0.003307966		
608.764	1.3993			608.764	0.003329874		
608.884	1.3994			608.884	0.003413709		
609.004	1.3994			609.004	0.003600556		
609.124	1.3994			609.124	0.003882483		
609.244	1.3993			609.244	0.004210187		
609.364	1.3991			609.364	0.004520582		
609.484	1.3988			609.484	0.004767121		
609.604	1.3985			609.604	0.0049262		
609.724	1.3981			609.724	0.005006378		
609.844	1.3978			609.844	0.005029007		
609.964	1.3975			609.964	0.005015151		
610.084	1.3972			610.084	0.004970893		
610.204	1.3969			610.204	0.004889378		
610.324	1.3966			610.324	0.00475562		
610.444	1.3963			610.444	0.00455555		
610.564	1.3961			610.564	0.004283478		
610.684	1.3959			610.684	0.003946819		
610.804	1.3959			610.804	0.003576835		
610.924	1.3959			610.924	0.003227753		
611.044	1.3961			611.044	0.00297098		
611.164	1.3964			611.164	0.002869027		
611.284	1.3966			611.284	0.002943226		
611.404	1.3966			611.404	0.003152758		
611.524	1.3965			611.524	0.003393163		
