Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"N2:CH4 (20:1)"
Temperature:	"20K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/142"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
1000.2	1.221			1000.2	5.621E-5			1000.2	100		
1001.1	1.221			1001.1	5.566E-5			1000.6	100		
1002.1	1.221			1002.1	5.5013E-5			1001.1	100		
1003.1	1.221			1003.1	5.4672E-5			1001.6	100		
1004	1.221			1004	5.4195E-5			1002.1	100		
1005	1.221			1005	5.4046E-5			1002.6	100		
1006	1.221			1006	5.3987E-5			1003.1	100		
1006.9	1.221			1006.9	5.3618E-5			1003.5	100		
1007.9	1.221			1007.9	5.3669E-5			1004	100		
1008.8	1.221			1008.8	5.3465E-5			1004.5	100		
1009.8	1.221			1009.8	5.3431E-5			1005	100		
1010.8	1.221			1010.8	5.3366E-5			1005.5	100		
1011.7	1.221			1011.7	5.3128E-5			1006	100		
1012.7	1.221			1012.7	5.3109E-5			1006.4	100		
1013.7	1.221			1013.7	5.317E-5			1006.9	100		
1014.6	1.221			1014.6	5.2883E-5			1007.4	100		
1015.6	1.221			1015.6	5.2875E-5			1007.9	100		
1016.6	1.221			1016.6	5.2942E-5			1008.4	100		
1017.5	1.221			1017.5	5.264E-5			1008.8	100		
1018.5	1.221			1018.5	5.2757E-5			1009.3	100		
1019.5	1.221			1019.5	5.2722E-5			1009.8	100		
1020.4	1.221			1020.4	5.2427E-5			1010.3	100		
1021.4	1.221			1021.4	5.2533E-5			1010.8	100		
1022.3	1.221			1022.3	5.2377E-5			1011.3	100		
1023.3	1.221			1023.3	5.2386E-5			1011.7	100		
1024.3	1.221			1024.3	5.2496E-5			1012.2	100		
1025.2	1.221			1025.2	5.2239E-5			1012.7	100		
1026.2	1.221			1026.2	5.2372E-5			1013.2	100		
1027.2	1.221			1027.2	5.2254E-5			1013.7	100		
1028.1	1.221			1028.1	5.2037E-5			1014.1	100		
1029.1	1.221			1029.1	5.2105E-5			1014.6	100		
1030.1	1.221			1030.1	5.2278E-5			1015.1	100		
1031	1.221			1031	5.2032E-5			1015.6	100		
1032	1.221			1032	5.2043E-5			1016.1	100		
1033	1.221			1033	5.2133E-5			1016.6	100		
1033.9	1.221			1033.9	5.1917E-5			1017	100		
1034.9	1.221			1034.9	5.2003E-5			1017.5	100		
1035.8	1.221			1035.8	5.1732E-5			1018	100		
1036.8	1.221			1036.8	5.1816E-5			1018.5	100		
1037.8	1.221			1037.8	5.1809E-5			1019	100		
1038.7	1.221			1038.7	5.167E-5			1019.5	100		
1039.7	1.221			1039.7	5.1745E-5			1019.9	100		
1040.7	1.2211			1040.7	5.1849E-5			1020.4	100		
1041.6	1.2211			1041.6	5.1605E-5			1020.9	100		
1042.6	1.2211			1042.6	5.176E-5			1021.4	100		
1043.6	1.2211			1043.6	5.1833E-5			1021.9	100		
1044.5	1.2211			1044.5	5.1529E-5			1022.3	100		
1045.5	1.2211			1045.5	5.1628E-5			1022.8	100		
1046.5	1.2211			1046.5	5.1634E-5			1023.3	100		
1047.4	1.2211			1047.4	5.1469E-5			1023.8	100		
1048.4	1.2211			1048.4	5.1526E-5			1024.3	100		
1049.4	1.2211			1049.4	5.1603E-5			1024.8	100		
1050.3	1.2211			1050.3	5.1451E-5			1025.2	100		
1051.3	1.2211			1051.3	5.1558E-5			1025.7	100		
1052.2	1.2211			1052.2	5.1278E-5			1026.2	100		
1053.2	1.2211			1053.2	5.1356E-5			1026.7	100		
1054.2	1.2211			1054.2	5.1589E-5			1027.2	100		
1055.1	1.2211			1055.1	5.1236E-5			1027.7	100		
1056.1	1.2211			1056.1	5.1268E-5			1028.1	100		
1057.1	1.2211			1057.1	5.142E-5			1028.6	100		
1058	1.2211			1058	5.1239E-5			1029.1	100		
1059	1.2211			1059	5.1299E-5			1029.6	100		
1060	1.2211			1060	5.134E-5			1030.1	100		
1060.9	1.2211			1060.9	5.1033E-5			1030.5	100		
1061.9	1.2211			1061.9	5.1267E-5			1031	100		
1062.9	1.2211			1062.9	5.1281E-5			1031.5	100		
1063.8	1.2211			1063.8	5.1184E-5			1032	100		
1064.8	1.2211			1064.8	5.1297E-5			1032.5	100		
1065.7	1.2211			1065.7	5.0982E-5			1033	100		
