Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"CO2:OCS (20:1)"
Temperature:	"30K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/96"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.08	1.4285			500.08	0.058035			500.08	99.7		
501.05	1.4143			501.05	0.077901			500.56	99.8		
502.01	1.3827			502.01	0.079506			501.05	99.6		
502.97	1.3739			502.97	0.040089			501.53	99.6		
503.94	1.3681			503.94	0.060088			502.01	99.6		
504.9	1.3794			504.9	0.00046825			502.49	99.9		
505.87	1.3919			505.87	0.058875			502.97	99.8		
506.83	1.372			506.83	0.059592			503.46	99.8		
507.8	1.3746			507.8	0.02007			503.94	99.7		
508.76	1.3867			508.76	0.039301			504.42	99.7		
509.73	1.3902			509.73	0.039134			504.9	100		
510.69	1.388			510.69	0.058486			505.39	99.8		
511.66	1.3921			511.66	0.038938			505.87	99.7		
512.62	1.3936			512.62	0.077282			506.35	99.8		
513.58	1.382			513.58	0.077782			506.83	99.7		
514.55	1.3632			514.55	0.0983			507.31	99.8		
515.51	1.3523			515.51	0.059416			507.8	99.9		
516.48	1.359			516.48	0.059031			508.28	99.8		
517.44	1.3651			517.44	0.058677			508.76	99.8		
518.41	1.3489			518.41	0.098584			509.24	99.7		
519.37	1.3414			519.37	0.03974			509.73	99.8		
520.34	1.3529			520.34	0.058854			510.21	99.9		
521.3	1.3526			521.3	0.058758			510.69	99.7		
522.26	1.3428			522.26	0.07867			511.17	99.7		
523.23	1.3298			523.23	0.059496			511.66	99.8		
524.19	1.3327			524.19	0.039622			512.14	99.8		
525.16	1.3418			525.16	0.039308			512.62	99.6		
526.12	1.3373			526.12	0.05886			513.1	99.6		
527.09	1.3292			527.09	0.039496			513.58	99.6		
528.05	1.3387			528.05	0.019782			514.07	99.8		
529.02	1.3442			529.02	0.038959			514.55	99.5		
529.98	1.3507			529.98	0.019553			515.03	99.7		
530.95	1.3495			530.95	0.057823			515.51	99.7		
531.91	1.3388			531.91	0.038898			516	99.8		
532.87	1.3381			532.87	0.038846			516.48	99.7		
533.84	1.3327			533.84	0.038923			516.96	99.7		
534.8	1.3328			534.8	0.019613			517.44	99.7		
535.77	1.3384			535.77	0.019526			517.92	99.7		
536.73	1.3384			536.73	0.019493			518.41	99.5		
537.7	1.3448			537.7	0.00044584			518.89	99.7		
538.66	1.3613			538.66	0.0004735			519.37	99.8		
539.63	1.3579			539.63	0.037847			519.85	99.9		
540.59	1.358			540.59	0.00046301			520.34	99.7		
541.55	1.36			541.55	0.037662			520.82	99.7		
542.52	1.3497			542.52	0.01915			521.3	99.7		
543.48	1.3587			543.48	0.00046921			521.78	99.7		
544.45	1.3659			544.45	0.01888			522.26	99.6		
545.41	1.3635			545.41	0.018886			522.75	99.6		
546.38	1.361			546.38	0.018886			523.23	99.7		
547.34	1.3677			547.34	0.0004878			523.71	99.8		
548.31	1.3746			548.31	0.018651			524.19	99.8		
549.27	1.373			549.27	0.018643			524.68	99.8		
550.23	1.3736			550.23	0.018606			525.16	99.8		
551.2	1.3751			551.2	0.018562			525.64	99.8		
552.16	1.3789			552.16	0.018482			526.12	99.7		
553.13	1.3742			553.13	0.036541			526.6	99.8		
554.09	1.3697			554.09	0.018526			527.09	99.8		
555.06	1.3743			555.06	0.018447			527.57	99.8		
556.02	1.3789			556.02	0.018356			528.05	99.9		
556.99	1.3744			556.99	0.036283			528.53	99.9		
557.95	1.3693			557.95	0.018412			529.02	99.8		
558.91	1.3711			558.91	0.018362			529.5	99.8		
559.88	1.3811			559.88	0.00051546			529.98	99.9		
560.84	1.3817			560.84	0.035863			530.46	99.8		
561.81	1.3718			561.81	0.018277			530.95	99.7		
562.77	1.3803			562.77	0.00051737			531.43	99.9		
563.74	1.3873			563.74	0.018032			531.91	99.8		
564.7	1.3854			564.7	0.018017			532.39	99.8		
565.67	1.3846			565.67	0.017993			532.87	99.8		
566.63	1.3819			566.63	0.018003			533.36	99.8		
567.6	1.3862			567.6	0.00053215			533.84	99.8		
568.56	1.4002			568.56	0.00052738			534.32	100		
569.52	1.3958			569.52	0.034991			534.8	99.9		
570.49	1.3933			570.49	0.00052786			535.29	99.8		
571.45	1.4011			571.45	0.017625			535.77	99.9		
572.42	1.3993			572.42	0.017621			536.25	100		
573.38	1.3974			573.38	0.017624			536.73	99.9		
574.35	1.4045			574.35	0.00054026			537.21	100		
575.31	1.4137			575.31	0.017376			537.7	100		
576.28	1.4067			576.28	0.034332			538.18	99.9		
577.24	1.4016			577.24	0.017457			538.66	100		
578.2	1.4052			578.2	0.017384			539.14	100		
579.17	1.4083			579.17	0.01733			539.63	99.8		
580.13	1.4006			580.13	0.034259			540.11	99.9		
581.1	1.3984			581.1	0.00054884			540.59	100		
582.06	1.4104			582.06	0.00054884			541.07	100		
583.03	1.4203			583.03	0.00054932			541.55	99.8		
583.99	1.4229			583.99	0.01702			542.04	99.9		
584.96	1.4175			584.96	0.017064			542.52	99.9		
585.92	1.4205			585.92	0.00055075			543	100.1		
586.88	1.4319			586.88	0.00054598			543.48	100		
587.85	1.4358			587.85	0.016762			543.97	99.9		
588.81	1.4335			588.81	0.016759			544.45	99.9		
589.78	1.4331			589.78	0.016749			544.93	100		
590.74	1.4314			590.74	0.016744			545.41	99.9		
591.71	1.4373			591.71	0.00055313			545.89	99.9		
592.67	1.4418			592.67	0.016562			546.38	99.9		
593.64	1.4464			593.64	0.00054502			546.86	99.9		
594.6	1.4531			594.6	0.016376			547.34	100		
595.56	1.4537			595.56	0.016338			547.82	99.9		
596.53	1.4465			596.53	0.032291			548.31	99.9		
597.49	1.4456			597.49	0.00055742			548.79	99.9		
598.46	1.4597			598.46	0.00052547			549.27	99.9		
599.42	1.4631			599.42	0.016134			549.75	99.9		
600.39	1.4679			600.39	0.00052452			550.23	99.9		
601.35	1.4748			601.35	0.015938			550.72	99.9		
602.32	1.4749			602.32	0.015916			551.2	99.9		
603.28	1.4769			603.28	0.015863			551.68	100		
604.25	1.4796			604.25	0.015811			552.16	99.9		
605.21	1.4825			605.21	0.015745			552.65	99.8		
606.17	1.4855			606.17	0.015693			553.13	99.8		
