Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"HCN (1)"
Temperature:	"95K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/22"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
120	1.782		0.178		
130	1.852		0.204		
140	1.925		0.278		
150	2.044		0.456		
160	2.095		0.91		
161	2.071		0.984		
162	2.035		1.06		
163	1.982		1.14		
164	1.912		1.22		
165	1.824		1.29		
166	1.723		1.34		
167	1.611		1.38		
168	1.487		1.4		
169	1.353		1.39		
170	1.221		1.35		
171	1.105		1.28		
172	1.016		1.2		
173	0.953		1.1		
174	0.913		1.01		
175	0.892		0.916		
176	0.888		0.835		
177	0.896		0.764		
178	0.911		0.707		
179	0.928		0.661		
180	0.945		0.623		
190	1.059		0.431		
200	1.1		0.365		
210	1.104		0.326		
220	1.088		0.28		
230	1.084		0.22		
240	1.061		0.157		
250	1.096		0.0541		
260	1.163		0.0252		
270	1.204		0.015		
