Reference:	"Elsila et al. (1997)"
DOI:	"doi:DOI: 10.1086/303906 "
Sample Type:	"Ice"
Composition:	"O2:CO:N2 (5:1:1)"
Temperature:	"12K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/42"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"	
2065.4	1.2578			2065.4	0.0005		
2073.1	1.2585			2073.1	0.0005		
2080.9	1.2599			2080.9	0.0006		
2088.6	1.2622			2088.6	0.0019		
2096.3	1.2607			2096.3	0.0009		
2098.7	1.2618			2098.7	0.0008		
2101.1	1.263			2101.1	0.0008		
2103.5	1.2639			2103.5	0.0007		
2105.9	1.2649			2105.9	0.0009		
2108.3	1.2662			2108.3	0.0007		
2110.8	1.2677			2110.8	0.0008		
2113.2	1.2693			2113.2	0.0009		
2115.6	1.2712			2115.6	0.0007		
2116.5	1.2721			2116.5	0.0006		
2117.5	1.2732			2117.5	0.0007		
2118.5	1.2743			2118.5	0.0007		
2119.4	1.2753			2119.4	0.0007		
2120.4	1.2768			2120.4	0.0007		
2121.4	1.2783			2121.4	0.0008		
2122.3	1.2798			2122.3	0.0008		
2123.3	1.2816			2123.3	0.0008		
2124.3	1.2838			2124.3	0.0006		
2125.2	1.2862			2125.2	0.0005		
2126.2	1.2891			2126.2	0.0008		
2127.2	1.2924			2127.2	0.0008		
2128.1	1.296			2128.1	0.0006		
2129.1	1.3009			2129.1	0.0006		
2130	1.3063			2130	0.0005		
2130.5	1.3099			2130.5	0.0006		
2131	1.3139			2131	0.0005		
2131.5	1.3186			2131.5	0.0004		
2132	1.3242			2132	0.0002		
2132.5	1.3309			2132.5	0.0002		
2132.9	1.3373			2132.9	0.0001		
2133.4	1.3472			2133.4	0.0002		
2133.9	1.3601			2133.9	0.0006		
2134.4	1.3772			2134.4	0.0028		
2134.9	1.3996			2134.9	0.0098		
2135.4	1.4308			2135.4	0.0273		
2135.8	1.4425			2135.8	0.0632		
2136.3	1.4565			2136.3	0.1159		
2136.8	1.4485			2136.8	0.1737		
2137.3	1.4252			2137.3	0.2229		
2137.8	1.4018			2137.8	0.2603		
2138.2	1.3452			2138.2	0.3011		
2138.7	1.3172			2138.7	0.3422		
2139.2	1.2451			2139.2	0.37		
2139.7	1.1648			2139.7	0.3622		
2140.2	1.0922			2140.2	0.3164		
2140.7	1.0605			2140.7	0.2488		
2141.1	1.0302			2141.1	0.1729		
2141.6	1.031			2141.6	0.1076		
2142.1	1.0495			2142.1	0.0545		
2142.6	1.0771			2142.6	0.0209		
2143.1	1.1046			2143.1	0.0061		
2143.6	1.1266			2143.6	0.0013		
2144	1.1402			2144	0		
2144.5	1.1534			2144.5	0		
2145	1.1635			2145	0		
2145.5	1.1714			2145.5	0.0002		
2146	1.178			2146	0.0004		
2146.4	1.1824			2146.4	0.0003		
2146.9	1.1872			2146.9	0.0006		
2147.4	1.1913			2147.4	0.0007		
2147.9	1.1949			2147.9	0.0008		
2148.4	1.198			2148.4	0.0009		
2148.9	1.2009			2148.9	0.001		
2149.3	1.2028			2149.3	0.001		
2149.8	1.2052			2149.8	0.001		
2150.3	1.2073			2150.3	0.001		
2150.8	1.2092			2150.8	0.001		
2151.3	1.2111			2151.3	0.001		
2151.7	1.2122			2151.7	0.001		
2152.2	1.2138			2152.2	0.0011		
2152.7	1.2152			2152.7	0.0012		
2153.2	1.2165			2153.2	0.0012		
2153.7	1.2176			2153.7	0.0013		
2154.2	1.2188			2154.2	0.0012		
2154.6	1.2195			2154.6	0.0011		
2155.1	1.2206			2155.1	0.0012		
2156.1	1.2224			2156.1	0.0013		
2157.1	1.2242			2157.1	0.0013		
2158	1.2253			2158	0.0014		
2159	1.2266			2159	0.0013		
2159.9	1.2275			2159.9	0.0015		
2160.9	1.2287			2160.9	0.0016		
2161.9	1.2296			2161.9	0.0016		
2162.8	1.2303			2162.8	0.0016		
2163.8	1.2312			2163.8	0.0017		
2164.8	1.2319			2164.8	0.0018		
2165.7	1.2323			2165.7	0.0016		
2166.7	1.2333			2166.7	0.0018		
2167.7	1.2339			2167.7	0.0019		
2168.6	1.2342			2168.6	0.0018		
2169.6	1.2348			2169.6	0.0017		
2172	1.2358			2172	0.0019		
2174.4	1.2367			2174.4	0.002		
2176.8	1.2375			2176.8	0.0019		
2179.2	1.2379			2179.2	0.0022		
2181.6	1.2385			2181.6	0.0021		
2184.1	1.2394			2184.1	0.0019		
2186.5	1.2395			2186.5	0.002		
2188.9	1.24			2188.9	0.002		
2191.3	1.2404			2191.3	0.002		
2193.7	1.2407			2193.7	0.0019		
2196.1	1.2409			2196.1	0.002		
2204.3	1.2417			2204.3	0.0017		
2211.5	1.2422			2211.5	0.0015		
2219.7	1.2425			2219.7	0.0013		
2227.9	1.243			2227.9	0.0009		
