Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"C2N2 (1)"
Temperature:	"35K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/23"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"	
80	1.52			80	0.079		
85	1.534			85	0.0624		
86	1.53			86	0.0792		
87	1.513			87	0.086		
88	1.497			88	0.079		
89	1.487			89	0.0656		
90	1.484			90	0.052		
95	1.551			95	0.0245		
100	1.606			100	0.118		
101	1.582			101	0.146		
102	1.55			102	0.157		
103	1.521			103	0.151		
104	1.507			104	0.134		
105	1.506			105	0.123		
106	1.508			106	0.126		
107	1.5			107	0.135		
108	1.483			108	0.139		
109	1.463			109	0.13		
110	1.454			110	0.111		
111	1.455			111	0.0949		
112	1.463			112	0.0884		
113	1.467			113	0.0908		
114	1.464			114	0.0952		
115	1.454			115	0.0948		
116	1.446			116	0.0874		
117	1.441			117	0.076		
118	1.443			118	0.0658		
119	1.447			119	0.0605		
120	1.45			120	0.0597		
125	1.438			125	0.0266		
130	1.469			130	0.0134		
230	2.732			230	0.375		
231	2.92			231	0.513		
232	3.134			232	0.732		
233	3.209			233	1.05		
234	3.521			234	1.43		
235	3.376			235	2.35		
236	2.493			236	2.69		
237	2.191			237	2.91		
238	1.829			238	3.11		
239	0.563			239	3.02		
240	0.023			240	2.44		
241	0.147			241	1.5		
242	0.34			242	0.839		
243	0.897			243	0.9		
244	1.032			244	1.08		
245	1.079			245	1.26		
246	0.983			246	1.52		
247	0.79			247	1.88		
248	0.576			248	1.46		
249	0.261			249	0.877		
250	0.146			250	0.616		
251	0.321			251	0.436		
252	0.553			252	0.376		
253	0.761			253	0.558		
254	0.436			254	0.759		
255	0.404			255	0.411		
256	0.497			256	0.331		
257	0.569			257	0.274		
258	0.631			258	0.241		
259	0.708			259	0.212		
260	0.749			260	0.246		
261	0.764			261	0.239		
262	0.776			262	0.239		
263	0.779			263	0.242		
264	0.796			264	0.22		
265	0.817			265	0.223		
266	0.743			266	0.25		
267	0.751			267	0.142		
268	0.796			268	0.101		
269	0.82			269	0.0966		
270	0.859			270	0.0686		
