Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"CO2:CH4 (20:1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/90"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.08	1.3189			500.08	0.011406			500.08	99.9		
501.05	1.3164			501.05	0.00069046			500.56	99.8		
502.01	1.3226			502.01	0			501.05	100		
502.97	1.3232			502.97	0.011333			501.53	100.2		
503.94	1.3192			503.94	0.00070953			502.01	100.1		
504.9	1.314			504.9	0.011324			502.49	100.2		
505.87	1.3177			505.87	0			502.97	99.9		
506.83	1.325			506.83	0.000741			503.46	100		
507.8	1.3251			507.8	0			503.94	100		
508.76	1.3324			508.76	0			504.42	99.9		
509.73	1.3359			509.73	0.00079155			504.9	99.9		
510.69	1.3384			510.69	0.00079441			505.39	100.2		
511.66	1.3341			511.66	0.021486			505.87	100.2		
512.62	1.3266			512.62	0.011138			506.35	100.1		
513.58	1.3254			513.58	0.011126			506.83	100		
514.55	1.3223			514.55	0.011115			507.31	99.9		
515.51	1.3228			515.51	0.00073814			507.8	100.1		
516.48	1.3271			516.48	0.00076485			508.28	100		
517.44	1.3312			517.44	0.00077438			508.76	100.1		
518.41	1.3312			518.41	0.011009			509.24	100		
519.37	1.3262			519.37	0.011011			509.73	100		
520.34	1.3262			520.34	0.00076294			510.21	99.9		
521.3	1.3306			521.3	0.00078201			510.69	100		
522.26	1.3351			522.26	0.00080109			511.17	99.9		
523.23	1.3362			523.23	0.010909			511.66	99.8		
524.19	1.3347			524.19	0.010897			512.14	100		
525.16	1.3295			525.16	0.021029			512.62	99.9		
526.12	1.3233			526.12	0.010905			513.1	99.8		
527.09	1.3256			527.09	0.00076675			513.58	99.9		
528.05	1.3306			528.05	0.00079155			514.07	100		
529.02	1.3353			529.02	0.00081253			514.55	99.9		
529.98	1.336			529.98	0.010793			515.03	100		
530.95	1.332			530.95	0.010787			515.51	100		
531.91	1.3343			531.91	0.00081539			516	100		
532.87	1.3369			532.87	0.010738			516.48	100		
533.84	1.3348			533.84	0.010732			516.96	99.8		
534.8	1.3337			534.8	0.010715			517.44	100		
535.77	1.3324			535.77	0.010704			517.92	99.9		
536.73	1.3298			536.73	0.010696			518.41	99.9		
537.7	1.3305			537.7	0.0008049			518.89	99.9		
538.66	1.3346			538.66	0.00082493			519.37	99.9		
539.63	1.3373			539.63	0.00083923			519.85	100		
540.59	1.34			540.59	0.00085068			520.34	100		
541.55	1.3439			541.55	0.00086975			520.82	99.9		
542.52	1.3444			542.52	0.010555			521.3	100		
543.48	1.3413			543.48	0.010544			521.78	100		
544.45	1.3384			544.45	0.010542			522.26	100		
545.41	1.3395			545.41	0.0008564			522.75	100		
546.38	1.3453			546.38	0.00087929			523.23	99.9		
547.34	1.3462			547.34	0.010469			523.71	99.9		
548.31	1.3424			548.31	0.010463			524.19	99.9		
549.27	1.3434			549.27	0.00087547			524.68	99.9		
550.23	1.3494			550.23	0.00090218			525.16	99.8		
551.2	1.3508			551.2	0.010389			525.64	100		
552.16	1.3486			552.16	0.010384			526.12	99.9		
553.13	1.3467			553.13	0.010372			526.6	99.8		
554.09	1.3498			554.09	0.0009079			527.09	100		
555.06	1.353			555.06	0.010322			527.57	100		
