Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"120K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/108"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.1	1.4912		0.00035			500.08	100		
503.9	1.4927		0.00033			501.05	99.900001526		
507.8	1.496		0			502.01	100.199996948		
511.6	1.502		0			502.98	99.900001526		
515.5	1.5045		0.006946			503.94	100		
519.4	1.5013		0.010304			504.9	100.099998474		
523.2	1.5024		0.000241			505.87	100		
527.1	1.5066		0.003478			506.83	99.800003052		
530.9	1.511		0.000139			507.8	100.099998474		
534.8	1.5148		0.006537			508.76	100		
538.7	1.5165		0.00646			509.73	100		
542.5	1.5204		0.006344			510.69	100		
546.4	1.5224		0.012561			511.65	100.099998474		
550.2	1.5245		0.009297			512.62	99.900001526		
554.1	1.5286		0.012239			513.58	99.900001526		
558	1.5315		0.015158			514.55	100		
561.8	1.5334		0.018055			515.51	99.800003052		
565.7	1.536		0.017855			516.48	100		
569.5	1.5391		0.020648			517.44	100		
573.4	1.543		0.020381			518.41	99.900001526		
577.2	1.5467		0.02604			519.37	99.699996948		
581.1	1.5489		0.028726			520.34	100		
585	1.5514		0.031359			521.3	100		
588.8	1.5539		0.03395			522.26	100.099998474		
592.7	1.5562		0.036508			523.23	100		
596.5	1.5602		0.036086			524.19	100		
600.4	1.5649		0.041314			525.16	100		
604.2	1.5677		0.046558			526.12	99.900001526		
608.1	1.5706		0.04891			527.09	99.900001526		
612	1.5735		0.054019			528.05	99.900001526		
615.8	1.5766		0.056264			529.02	99.800003052		
619.7	1.5804		0.061198			529.98	99.900001526		
623.5	1.5835		0.066101			530.94	100		
627.4	1.5865		0.070948			531.91	99.800003052		
631.2	1.5895		0.075728			532.87	99.800003052		
635.1	1.5931		0.080405			533.84	99.900001526		
639	1.596		0.087771			534.8	99.800003052		
642.8	1.5988		0.092373			535.77	100		
646.7	1.6019		0.099571			536.73	99.800003052		
650.5	1.6042		0.10677			537.7	99.800003052		
654.4	1.6062		0.11393			538.66	99.800003052		
658.3	1.6079		0.12105			539.63	99.800003052		
662.1	1.6096		0.12811			540.59	99.900001526		
666	1.6118		0.13505			541.55	99.699996948		
669.8	1.6136		0.14464			542.52	99.800003052		
673.7	1.6138		0.15436			543.48	99.800003052		
677.5	1.6141		0.16137			544.45	99.699996948		
681.4	1.6146		0.17095			545.41	99.800003052		
685.3	1.6143		0.18062			546.38	99.599998474		
689.1	1.6132		0.19034			547.34	99.800003052		
693	1.6116		0.20014			548.3	99.800003052		
696.8	1.609		0.21007			549.27	99.699996948		
700.7	1.6067		0.21726			550.23	99.699996948		
704.5	1.6049		0.22703			551.2	99.699996948		
708.4	1.6022		0.23694			552.16	99.599998474		
712.3	1.599		0.24694			553.13	99.699996948		
716.1	1.5951		0.25707			554.09	99.599998474		
720	1.5902		0.26738			555.06	99.5		
723.8	1.5859		0.27489			556.02	99.599998474		
727.7	1.5807		0.28805			556.99	99.599998474		
731.6	1.5743		0.296			557.95	99.5		
735.4	1.5682		0.30667			558.91	99.599998474		
739.3	1.5603		0.31776			559.88	99.5		
743.1	1.5516		0.32629			560.84	99.599998474		
747	1.5429		0.33487			561.81	99.400001526		
750.9	1.5334		0.34367			562.77	99.400001526		
754.7	1.5243		0.34961			563.74	99.300003052		
758.6	1.5153		0.35838			564.7	99.400001526		
762.4	1.5046		0.3676			565.67	99.400001526		
766.3	1.4928		0.37427			566.63	99.400001526		
770.1	1.4806		0.38108			567.59	99.400001526		
774	1.4687		0.38497			568.56	99.300003052		
777.9	1.4565		0.39188			569.52	99.300003052		
781.7	1.4429		0.39627			570.49	99.300003052		
785.6	1.4302		0.3975			571.45	99.300003052		
789.4	1.4183		0.40152			572.42	99.300003052		
793.3	1.4048		0.40594			573.38	99.300003052		
797.1	1.3906		0.40761			574.35	99.300003052		
801	1.3763		0.40933			575.31	99.199996948		
804.9	1.3626		0.4079			576.28	99.199996948		
808.7	1.3489		0.40949			577.24	99.099998474		
812.6	1.3345		0.40824			578.2	99.099998474		
816.4	1.3199		0.40703			579.17	99.099998474		
820.3	1.3062		0.40257			580.13	99.099998474		
824.1	1.2926		0.40107			581.1	99		
828	1.2786		0.39665			582.06	99		
831.9	1.2652		0.39206			583.03	99.099998474		
835.7	1.2514		0.38751			583.99	99		
839.6	1.2385		0.3797			584.96	98.900001526		
843.4	1.2259		0.37483			585.92	98.900001526		
847.3	1.2128		0.36699			586.89	98.900001526		
851.1	1.2		0.35906			587.85	98.900001526		
855	1.1887		0.34773			588.81	98.800003052		
858.9	1.1785		0.33917			589.78	98.800003052		
862.7	1.1674		0.33077			590.74	98.800003052		
866.6	1.1566		0.3193			591.71	98.699996948		
870.4	1.1468		0.30759			592.67	98.699996948		
874.3	1.1374		0.29582			593.64	98.699996948		
878.2	1.1296		0.28079			594.6	98.599998474		
882	1.1234		0.26856			595.56	98.599998474		
885.9	1.1167		0.25645			596.53	98.699996948		
889.7	1.1112		0.24128			597.49	98.599998474		
893.6	1.1064		0.22905			598.46	98.599998474		
897.5	1.1019		0.21396			599.42	98.5		
901.3	1.0991		0.19883			600.39	98.5		
905.2	1.0977		0.18375			601.35	98.400001526		
909	1.0978		0.16875			602.32	98.400001526		
912.9	1.0983		0.15673			603.28	98.300003052		
916.7	1.0993		0.14211			604.24	98.300003052		
920.6	1.1009		0.13043			605.21	98.300003052		
924.5	1.1029		0.11623			606.17	98.300003052		
928.3	1.1071		0.10226			607.14	98.199996948		
932.2	1.1121		0.091192			608.1	98.199996948		
936	1.1171		0.080363			609.07	98.199996948		
939.9	1.1227		0.069773			610.03	98.099998474		
943.7	1.1292		0.059434			611	98		
947.6	1.1358		0.051806			611.96	98		
951.5	1.143		0.041944			612.93	98		
955.3	1.1504		0.037112			613.89	97.900001526		
959.2	1.1569		0.029997			614.85	97.900001526		
963	1.1645		0.023085			615.82	97.900001526		
966.9	1.1724		0.018647			616.78	97.800003052		
970.8	1.1801		0.014305			617.75	97.800003052		
974.6	1.1875		0.01228			618.71	97.800003052		
978.5	1.1937		0.010246			619.68	97.699996948		
982.3	1.1993		0.008218			620.64	97.699996948		
986.2	1.2057		0.004086			621.61	97.599998474		
990	1.2118		0.00433			622.57	97.599998474		
993.9	1.217		0.002387			623.53	97.5		
997.8	1.2228		0.000506			624.5	97.400001526		
1001.6	1.2284		0.00074			625.46	97.300003052		
1005.5	1.2331		0.000928			626.43	97.300003052		
1009.3	1.2372		0.001089			627.39	97.300003052		
1013.2	1.241		0.00123			628.36	97.300003052		
1017	1.2444		0.001352			629.32	97.199996948		
1020.9	1.2472		0.001448			630.29	97.099998474		
1024.8	1.2505		0			631.25	97.099998474		
1028.6	1.2543		0			632.22	97		
1032.5	1.2575		0			633.18	97		
1036.3	1.2605		0			634.14	96.900001526		
1040.2	1.2633		2.8E-5			635.11	96.900001526		
1044	1.2659		0.000121			636.07	96.800003052		
1047.9	1.2685		0.000207			637.04	96.699996948		
1051.8	1.2709		0.00029			638	96.599998474		
1055.6	1.2732		0.000366			638.97	96.599998474		
1059.5	1.2755		0.00044			639.93	96.599998474		
1063.3	1.2776		0.000509			640.9	96.5		
1067.2	1.2797		0.000575			641.86	96.400001526		
1071.1	1.2817		0.00064			642.82	96.400001526		
1074.9	1.2837		0.000701			643.79	96.300003052		
1078.8	1.2857		0.000762			644.75	96.199996948		
1082.6	1.2879		0.000827			645.72	96.199996948		
1086.5	1.2891		0.002701			646.68	96.099998474		
1090.3	1.2904		0.000895			647.65	96		
1094.2	1.2927		0.000964			648.61	95.900001526		
1098.1	1.2939		0.002812			649.58	95.900001526		
1101.9	1.2951		0.001028			650.54	95.800003052		
1105.8	1.2972		0.00109			651.5	95.699996948		
1109.6	1.2993		0.00115			652.47	95.699996948		
1113.5	1.3008		0.00297			653.43	95.5		
1117.3	1.3016		0.002981			654.4	95.5		
1121.2	1.3027		0.003			655.36	95.400001526		
1125.1	1.3038		0.00302			656.33	95.400001526		
1128.9	1.3047		0.003034			657.29	95.300003052		
1132.8	1.3065		0.001331			658.26	95.199996948		
1136.6	1.3082		0.003114			659.22	95.099998474		
1140.5	1.3092		0.003127			660.18	95.099998474		
1144.4	1.3103		0.003147			661.15	94.900001526		
1148.2	1.3115		0.003169			662.11	94.900001526		
1152.1	1.3127		0.003191			663.08	94.800003052		
1155.9	1.314		0.003214			664.04	94.699996948		
1159.8	1.3153		0.003242			665.01	94.599998474		
1163.6	1.317		0.003274			665.97	94.599998474		
1167.5	1.318		0.004971			666.94	94.5		
1171.4	1.3186		0.004967			667.9	93.800003052		
1175.2	1.3195		0.004973			668.87	94.099998474		
1179.1	1.3204		0.004981			669.83	94.199996948		
1182.9	1.3215		0.004992			670.79	94.199996948		
1186.8	1.3226		0.005005			671.76	94.099998474		
1190.6	1.3241		0.005025			672.72	94		
1194.5	1.3251		0.006667			673.69	93.800003052		
1198.4	1.3255		0.006657			674.65	93.800003052		
1202.2	1.3263		0.006655			675.62	93.699996948		
1206.1	1.3273		0.006657			676.58	93.5		
1209.9	1.3286		0.006666			677.55	93.5		
1213.8	1.3295		0.008271			678.51	93.400001526		
1217.7	1.3299		0.008253			679.47	93.300003052		
1221.5	1.3306		0.008245			680.44	93.199996948		
1225.4	1.3317		0.008242			681.4	93.099998474		
1229.2	1.3322		0.009812			682.37	93		
1233.1	1.333		0.00822			683.33	92.900001526		
1236.9	1.3341		0.009792			684.3	92.800003052		
1240.8	1.3347		0.009774			685.26	92.699996948		
1244.7	1.3358		0.009767			686.23	92.599998474		
1248.5	1.3366		0.011308			687.19	92.5		
1252.4	1.337		0.011283			688.15	92.5		
1256.2	1.3379		0.011267			689.12	92.300003052		
1260.1	1.3385		0.012788			690.08	92.199996948		
1263.9	1.3389		0.012755			691.05	92.099998474		
1267.8	1.3397		0.012733			692.01	92		
1271.7	1.3403		0.014233			692.98	91.900001526		
1275.5	1.3405		0.014196			693.94	91.900001526		
1279.4	1.3413		0.014167			694.91	91.800003052		
1283.2	1.3418		0.015649			695.87	91.599998474		
1287.1	1.342		0.015606			696.84	91.5		
1291	1.3427		0.015572			697.8	91.5		
1294.8	1.3431		0.017035			698.76	91.400001526		
1298.7	1.3432		0.016988			699.73	91.300003052		
1302.5	1.3439		0.016949			700.69	91.199996948		
1306.4	1.3442		0.018395			701.66	91.099998474		
1310.2	1.3442		0.018343			702.62	91		
1314.1	1.3447		0.018296			703.59	90.800003052		
1318	1.3455		0.018254			704.55	90.800003052		
1321.8	1.346		0.019682			705.52	90.699996948		
1325.7	1.3463		0.01963			706.48	90.599998474		
1329.5	1.3466		0.021042			707.44	90.5		
1333.4	1.3465		0.020983			708.41	90.400001526		
1337.2	1.3471		0.020931			709.37	90.300003052		
1341.1	1.3473		0.022328			710.34	90.199996948		
1345	1.347300053		0.022266001			711.3	90.099998474		
1348.8	1.347800016		0.022209			712.27	90		
1352.7	1.34800005		0.023591001			713.23	89.800003052		
1356.5	1.347900033		0.023526			714.2	89.699996948		
1360.4	1.348399997		0.023465			715.16	89.699996948		
1364.3	1.34860003		0.024832999			716.12	89.599998474		
1368.1	1.348399997		0.024765			717.09	89.5		
1372	1.348700047		0.024698			718.05	89.400001526		
1375.8	1.349300027		0.024636			719.02	89.199996948		
1379.7	1.349699974		0.025986999			719.98	89.199996948		
1383.5	1.349900007		0.025917999			720.95	89.099998474		
1387.4	1.350000024		0.027257999			721.91	89		
1391.3	1.35010004		0.027185			722.88	88.900001526		
1395.1	1.350000024		0.028515			723.84	88.900001526		
1399	1.349699974		0.028436			724.8	88.699996948		
1402.8	1.349699974		0.02836			725.77	88.599998474		
1406.7	1.35010004		0.028286001			726.73	88.5		
1410.5	1.350200057		0.029601			727.7	88.400001526		
1414.4	1.35010004		0.029521			728.66	88.300003052		
1418.3	1.350399971		0.029444			729.63	88.199996948		
1422.1	1.350499988		0.030746			730.59	88.099998474		
1426	1.350299954		0.030663			731.56	88.099998474		
1429.8	1.350700021		0.030584			732.52	88		
1433.7	1.350900054		0.031874001			733.48	87.900001526		
1437.6	1.350200057		0.033156			734.45	87.800003052		
1441.4	1.349799991		0.031702999			735.41	87.699996948		
1445.3	1.350499988		0.031622			736.38	87.599998474		
1449.1	1.350700021		0.032896999			737.34	87.5		
1453	1.350900054		0.032811001			738.31	87.5		
1456.8	1.350200057		0.035429999			739.27	87.300003052		
1460.7	1.349799991		0.032637998			740.24	87.300003052		
1464.6	1.350399971		0.033899002			741.2	87.199996948		
1468.4	1.350600004		0.033812001			742.17	87.099998474		
1472.3	1.350600004		0.035064001			743.13	87		
1476.1	1.350299954		0.034972001			744.09	86.900001526		
1480	1.350299954		0.034883			745.06	86.900001526		
1483.8	1.350800037		0.034793999			746.02	86.800003052		
1487.7	1.350999951		0.036031999			746.99	86.699996948		
1491.6	1.351099968		0.035939999			747.95	86.599998474		
1495.4	1.351199985		0.037168998			748.92	86.599998474		
1499.3	1.350600004		0.038394			749.88	86.5		
1503.1	1.350600004		0.036979999			750.85	86.400001526		
1507	1.350299954		0.039515			751.81	86.300003052		
1510.9	1.349699974		0.038102001			752.78	86.300003052		
1514.7	1.350200057		0.038006			753.74	86.199996948		
1518.6	1.350299954		0.039214998			754.7	86.199996948		
1522.4	1.350299954		0.039117001			755.67	86.099998474		
1526.3	1.350200057		0.040318001			756.63	86		
1530.1	1.35010004		0.040217001			757.6	86		
1534	1.349900007		0.041412			758.56	85.900001526		
1537.9	1.349400043		0.041308999			759.53	85.800003052		
1541.7	1.349499941		0.041205999			760.49	85.800003052		
1545.6	1.349400043		0.042390998			761.46	85.699996948		
1549.4	1.349099994		0.042286001			762.42	85.599998474		
1553.3	1.349400043		0.042181			763.38	85.599998474		
1557.1	1.349799991		0.043354999			764.35	85.599998474		
1561	1.348899961		0.045809001			765.31	85.5		
1564.9	1.34800005		0.04442			766.28	85.400001526		
1568.7	1.348399997		0.04431			767.24	85.400001526		
1572.6	1.348899961		0.045471001			768.21	85.300003052		
1576.4	1.34739995		0.049180999			769.17	85.300003052		
1580.3	1.345900059		0.046521999			770.13	85.199996948		
1584.2	1.346300006		0.046408001			771.1	85.199996948		
1588	1.346099973		0.047557998			772.06	85.199996948		
1591.9	1.345900059		0.047442999			773.03	85.099998474		
1595.7	1.345600009		0.048588			773.99	85.099998474		
1599.6	1.345199943		0.048471			774.96	85		
1603.4	1.344900012		0.04961			775.92	85		
1607.3	1.344499946		0.049490999			776.89	85		
1611.2	1.344300032		0.050624002			777.85	84.900001526		
1615	1.343500018		0.051755			778.82	84.900001526		
1618.9	1.342900038		0.051631998			779.78	84.900001526		
1622.7	1.342300057		0.052756999			780.74	84.900001526		
1626.6	1.341799974		0.052632			781.71	84.800003052		
1630.4	1.341400027		0.053750999			782.67	84.800003052		
1634.3	1.34070003		0.054869			783.64	84.800003052		
1638.2	1.339599967		0.055985			784.6	84.800003052		
1642	1.33889997		0.055853002			785.57	84.800003052		
1645.9	1.337900043		0.058205999			786.53	84.699996948		
1649.7	1.336899996		0.058072001			787.5	84.800003052		
1653.6	1.334200025		0.062916003			788.46	84.699996948		
1657.5	1.331599951		0.059053			789.42	84.699996948		
1661.3	1.330600023		0.060153			790.39	84.699996948		
1665.2	1.329200029		0.060015			791.35	84.699996948		
1669	1.327399969		0.061113			792.32	84.599998474		
1672.9	1.325399995		0.060972001			793.28	84.599998474		
1676.7	1.323699951		0.060828999			794.25	84.699996948		
1680.6	1.321499944		0.061919998			795.21	84.599998474		
1684.5	1.318600059		0.061774001			796.18	84.599998474		
1688.3	1.315999985		0.060392998			797.14	84.599998474		
1692.2	1.314200044		0.059016			798.11	84.699996948		
1696	1.311100006		0.061321001			799.07	84.599998474		
1699.9	1.307299972		0.057475001			800.03	84.699996948		
1703.8	1.305099964		0.054877002			801	84.599998474		
1707.6	1.30309999		0.052290998			801.96	84.599998474		
1711.5	1.301399946		0.049720999			802.93	84.599998474		
1715.3	1.299900055		0.047164999			803.89	84.699996948		
1719.2	1.298099995		0.044617999			804.86	84.699996948		
1723	1.297299981		0.039717			805.82	84.699996948		
1726.9	1.297299981		0.037245002			806.78	84.699996948		
1730.8	1.297399998		0.03362			807.75	84.699996948		
1734.6	1.297299981		0.032359999			808.71	84.699996948		
1738.5	1.297500014		0.027620999			809.68	84.800003052		
1742.3	1.298699975		0.025272001			810.64	84.800003052		
1746.2	1.299700022		0.022939			811.61	84.800003052		
1750	1.300999999		0.020634999			812.57	84.800003052		
1753.9	1.302099943		0.019482			813.54	84.800003052		
1757.8	1.303200006		0.017205			814.5	84.900001526		
1761.6	1.304399967		0.016075			815.47	84.900001526		
1765.5	1.305799961		0.01384			816.43	84.900001526		
1769.3	1.307600021		0.012757			817.39	85		
1773.2	1.308300018		0.013861			818.36	85		
1777.1	1.309100032		0.010534			819.32	85		
1780.9	1.310600042		0.010562			820.29	85.099998474		
1784.8	1.31159997		0.0094751			821.25	85.099998474		
1788.6	1.312999964		0.0084065			822.22	85.099998474		
1792.5	1.314100027		0.0084258			823.18	85.199996948		
1796.3	1.315099955		0.0073574			824.15	85.199996948		
1800.2	1.315999985		0.0073739			825.11	85.300003052		
1804.1	1.317000031		0.006313			826.08	85.300003052		
1807.9	1.317899942		0.0063313			827.04	85.300003052		
1811.8	1.318799973		0.0052792			828	85.400001526		
1815.6	1.319800019		0.0053002			828.97	85.5		
1819.5	1.320700049		0.004261			829.93	85.5		
1823.3	1.32190001		0.0042924			830.9	85.5		
1827.2	1.322700024		0.004312			831.86	85.599998474		
