Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"H2O:CH4 (20:1)"
Temperature:	"120K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/126"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.1	1.5064		0			400.26	89.400001526		
501.5	1.5081		0			401.22	89.5		
503	1.5098		0			401.7	89.400001526		
504.4	1.5083		0.002768			402.67	89.099998474		
505.9	1.509		0			403.63	89		
507.3	1.5116		0			404.6	89.199996948		
508.8	1.5133		0			405.56	89.099998474		
510.2	1.5165		0			406.53	89		
511.7	1.5189		0			407.49	88.5		
513.1	1.5196		1.0E-6			408.46	88.699996948		
514.5	1.5197		0			409.42	88.400001526		
516	1.5218		0			410.39	88.5		
517.4	1.5233		0			411.35	88.199996948		
518.9	1.5246		0			412.31	88		
520.3	1.5243		0.004854			413.28	88.199996948		
521.8	1.5234		0.002393			414.24	87.699996948		
523.2	1.5241		0.00237			415.21	88		
524.7	1.5246		0.002351			416.17	87.5		
526.1	1.5249		0.002338			417.14	87.400001526		
527.6	1.5261		0			418.1	87.199996948		
529	1.5282		0			419.07	86.900001526		
530.5	1.5304		0			420.03	87.099998474		
531.9	1.5316		0.002161			420.99	86.599998474		
533.4	1.5336		0			421.96	86.400001526		
534.8	1.5349		0.004462			422.92	86.599998474		
536.2	1.5358		0.002044			423.89	86.5		
537.7	1.5376		0.004367			424.85	85.699996948		
539.1	1.5373		0.006732			425.82	85.900001526		
540.6	1.539		0.001941			426.78	85.800003052		
542	1.5415		0.006578			427.75	85.599998474		
543.5	1.5423		0.006536			428.71	85.400001526		
544.9	1.543		0.008838			429.67	85.400001526		
546.4	1.5434		0.0088			430.64	84.800003052		
547.8	1.5447		0.008736			431.6	84.5		
549.3	1.5452		0.011019			432.57	84.599998474		
550.7	1.5466		0.008627			433.53	84.400001526		
