Reference:	"Mastrapa et al. (2009)"
DOI:	"doi:doi:10.1088/0004-637X/701/2/1347"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"110K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/256"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"		"Wavelength (µm)"	"k₁"	"Dk₁  (+/-)"	
15.002941	1.636632			15.002941	0.103951		
14.981251	1.6348978			14.981251	0.11289		
14.959624	1.6336609			14.959624	0.105993		
14.938059	1.6344332			14.938059	0.111308		
14.916557	1.633885			14.916557	0.109614		
14.895116	1.6352191			14.895116	0.110027		
14.873737	1.6348367			14.873737	0.114194		
14.852419	1.6359673			14.852419	0.109511		
14.831162	1.6370043			14.831162	0.116627		
14.809966	1.6367515			14.809966	0.114285		
14.78883	1.6378582			14.78883	0.117197		
14.767755	1.6370268			14.767755	0.119969		
14.74674	1.6376331			14.74674	0.117092		
14.725784	1.6376414			14.725784	0.122684		
14.704888	1.6383241			14.704888	0.117633		
14.684051	1.6400935			14.684051	0.12299		
14.663273	1.6398201			14.663273	0.123569		
14.642553	1.6408736			14.642553	0.123638		
14.621893	1.6403808			14.621893	0.128457		
14.60129	1.6412956			14.60129	0.123416		
14.580745	1.6427119			14.580745	0.129849		
14.560258	1.6429459			14.560258	0.128118		
14.539829	1.6441696			14.539829	0.131452		
14.519457	1.6433662			14.519457	0.134452		
14.499142	1.6441027			14.499142	0.131641		
14.478883	1.6441528			14.478883	0.137808		
14.458682	1.6446047			14.458682	0.13308		
14.438536	1.6461876			14.438536	0.138251		
14.418447	1.6461264			14.418447	0.13839		
14.398413	1.6475998			14.398413	0.138766		
14.378435	1.6472185			14.378435	0.144373		
14.358512	1.6476894			14.358512	0.140127		
14.338645	1.6485009			14.338645	0.146243		
14.318832	1.6488593			14.318832	0.143342		
14.299074	1.6505803			14.299074	0.146944		
14.27937	1.6501836			14.27937	0.149979		
14.259721	1.6509628			14.259721	0.148218		
14.240126	1.6507909			14.240126	0.154197		
14.220584	1.6513897			14.220584	0.149284		
14.201096	1.6530631			14.201096	0.154879		
14.181662	1.6533253			14.181662	0.154486		
14.16228	1.6549547			14.16228	0.156106		
14.142951	1.6545633			14.142951	0.161281		
14.123676	1.6550815			14.123676	0.157895		
14.104452	1.6556995			14.104452	0.163946		
14.085281	1.6562269			14.085281	0.160845		
14.066162	1.6577815			14.066162	0.165419		
14.047094	1.657579			14.047094	0.167059		
14.028079	1.6587315			14.028079	0.166633		
14.009114	1.6586592			14.009114	0.172165		
13.990201	1.6594674			13.990201	0.168115		
13.971339	1.6608527			13.971339	0.174161		
13.952528	1.6613051			13.952528	0.172886		
13.933767	1.6629532			13.933767	0.175859		
13.915057	1.6629237			13.915057	0.179335		
13.896397	1.6640242			13.896397	0.177711		
13.877787	1.6646963			13.877787	0.183525		
13.859226	1.6656577			13.859226	0.180853		
13.840716	1.6671352			13.840716	0.186622		
13.822254	1.667195			13.822254	0.187286		
13.803842	1.6685239			13.803842	0.18869		
13.785479	1.6687411			13.785479	0.192994		
13.767164	1.6700539			13.767164	0.190805		
13.748899	1.6714059			13.748899	0.197024		
13.730681	1.672208			13.730681	0.196224		
13.712512	1.673668			13.712512	0.200835		
13.694391	1.6737469			13.694391	0.203369		
13.676317	1.6750129			13.676317	0.203714		
13.658292	1.6758343			13.658292	0.208826		
13.640313	1.6771188			13.640313	0.208044		
13.622382	1.6783152			13.622382	0.214502		
13.604498	1.6784624			13.604498	0.215491		
13.586661	1.6795			13.586661	0.218708		
13.568871	1.6796553			13.568871	0.222302		
13.551127	1.6811009			13.551127	0.222025		
13.53343	1.6824165			13.53343	0.228381		
13.515778	1.6831476			13.515778	0.229577		
13.498173	1.6838326			13.498173	0.235432		
13.480614	1.6834765			13.480614	0.238062		
13.4631	1.6842127			13.4631	0.240155		
13.445631	1.6845432			13.445631	0.245118		
13.428208	1.6854587			13.428208	0.245997		
13.41083	1.6860184			13.41083	0.253044		
13.393497	1.6855139			13.393497	0.255347		
13.376209	1.6855112			13.376209	0.259626		
13.358965	1.684964			13.358965	0.263195		
13.341765	1.6855331			13.341765	0.264738		
13.32461	1.685738			13.32461	0.27108		
13.307499	1.6857061			13.307499	0.273021		
13.290432	1.6853671			13.290432	0.279823		
13.273408	1.683871			13.273408	0.282922		
13.256429	1.6833593			13.256429	0.285702		
13.239492	1.6826579			13.239492	0.290354		
13.222599	1.6826921			13.222599	0.29195		
13.205748	1.6820997			13.205748	0.299353		
13.188941	1.6807818			13.188941	0.301376		
13.172176	1.679753			13.172176	0.306964		
13.155454	1.6778354			13.155454	0.310424		
13.138775	1.6771709			13.138775	0.312199		
13.122137	1.6762938			13.122137	0.318129		
13.105542	1.6754597			13.105542	0.320096		
13.088988	1.6738927			13.088988	0.327681		
13.072477	1.6713696			13.072477	0.329735		
13.056006	1.6697019			13.056006	0.333688		
13.039578	1.6677313			13.039578	0.337061		
13.023191	1.6669493			13.023191	0.33871		
13.006844	1.6654315			13.006844	0.34571		
12.990539	1.6634091			12.990539	0.347388		
12.974275	1.6610585			12.974275	0.353852		
12.958051	1.6583305			12.958051	0.354876		
12.941868	1.6571118			12.941868	0.357813		
12.925725	1.6554244			12.925725	0.362209		
12.909622	1.6542524			12.909622	0.364244		
12.89356	1.6519828			12.89356	0.371713		
12.877537	1.6492078			12.877537	0.372671		
12.861555	1.6468832			12.861555	0.377992		
12.845611	1.644467			12.845611	0.379361		
12.829708	1.6432292			12.829708	0.382793		
12.813843	1.6409933			12.813843	0.388221		
12.798018	1.6388152			12.798018	0.390423		
12.782232	1.6358074			12.782232	0.397203		
12.766485	1.6327573			12.766485	0.397665		
12.750776	1.6305737			12.750776	0.402614		
12.735106	1.6279057			12.735106	0.405374		
12.719475	1.6257168			12.719475	0.409217		
12.703882	1.6222413			12.703882	0.415041		
12.688327	1.6187063			12.688327	0.416604		
12.67281	1.6152015			12.67281	0.421563		
12.657331	1.6120022			12.657331	0.422154		
12.64189	1.6095796			12.64189	0.426343		
12.626486	1.6065696			12.626486	0.429517		
12.61112	1.6037398			12.61112	0.432873		
12.595791	1.599981			12.595791	0.43783		
12.5805	1.5965404			12.5805	0.438841		
12.565245	1.5934543			12.565245	0.443475		
12.550028	1.5902562			12.550028	0.445383		
12.534847	1.5873384			12.534847	0.449796		
12.519703	1.5834411			12.519703	0.454052		
12.504596	1.5794918			12.504596	0.456912		
12.489525	1.5752335			12.489525	0.461158		
12.47449	1.5713316			12.47449	0.46261		
12.459491	1.5676328			12.459491	0.467103		
12.444529	1.5635073			12.444529	0.469825		
12.429602	1.5592871			12.429602	0.473977		
12.414711	1.5541996			12.414711	0.477764		
12.399856	1.5494683			12.399856	0.479492		
12.385036	1.5446932			12.385036	0.483541		
12.370252	1.5399413			12.370252	0.48507		
12.355503	1.5351753			12.355503	0.48924		
12.340789	1.5296679			12.340789	0.491899		
12.32611	1.5241875			12.32611	0.494492		
12.311465	1.518298			12.311465	0.497242		
12.296856	1.5129434			12.296856	0.497792		
12.282281	1.5075064			12.282281	0.501275		
12.267741	1.5019249			12.267741	0.501843		
