Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"C4N2 (1)"
Temperature:	"35K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/26"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"	
80	1.713			80	0.0349		
81	1.706			81	0.00514		
82	1.724			82	0.0031		
83	1.744			83	0.0147		
84	1.73			84	0.0406		
85	1.724			85	0.0184		
86	1.742			86	0.00831		
87	1.753			87	0.0297		
88	1.757			88	0.00597		
89	1.78			89	0.0121		
90	1.789			90	0.0261		
91	1.803			91	0.0165		
92	1.859			92	0.00682		
93	1.907			93	0.0836		
94	1.878			94	0.174		
95	1.801			95	0.198		
96	1.747			96	0.156		
97	1.747			97	0.0911		
98	1.797			98	0.0512		
99	1.862			99	0.0559		
100	1.918			100	0.0961		
101	1.951			101	0.158		
102	1.957			102	0.232		
103	1.928			103	0.306		
104	1.867			104	0.36		
105	1.79			105	0.374		
106	1.725			106	0.346		
107	1.69			107	0.295		
108	1.686			108	0.245		
109	1.697			109	0.206		
110	1.715			110	0.171		
115	2.194			115	0.191		
116	2.286			116	0.364		
117	2.305			117	0.579		
118	2.238			118	0.799		
119	2.089			119	0.985		
120	1.879			120	1.1		
121	1.647			121	1.13		
122	1.435			122	1.07		
123	1.278			123	0.956		
124	1.189			124	0.813		
125	1.163			125	0.681		
130	1.22			130	0.461		
135	1.206			135	0.258		
140	1.362			140	0.171		
145	1.445			145	0.342		
146	1.4			146	0.373		
147	1.35			147	0.375		
148	1.313			148	0.354		
149	1.297			149	0.329		
150	1.293			150	0.313		
151	1.291			151	0.308		
152	1.282			152	0.309		
153	1.267			153	0.307		
154	1.249			154	0.301		
155	1.23			155	0.292		
160	1.179			160	0.169		
170	1.282			170	0.0853		
180	1.333			180	0.0486		
470	1.669			470	0.00673		
471	1.729			471	0.032		
472	1.682			472	0.0732		
473	1.764			473	0.0132		
474	1.901			474	0.0355		
475	2.161			475	0.176		
476	2.283			476	0.86		
477	1.448			477	1.4		
478	0.744			478	0.908		
479	0.99			479	0.358		
480	1.08			480	0.24		
481	1.127			481	0.162		
482	1.127			482	0.094		
483	1.209			483	0.0435		
484	1.23			484	0.0198		
485	1.281			485	0.00359		
