Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"N2:OCS (20:1)"
Temperature:	"25K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/146"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
700.2	1.2281		0.000204			700.21	100		
701.2	1.2285		0.000214			701.18	100		
702.1	1.2293		0.000235			702.14	100		
703.1	1.2284		0.004277			703.1	99.900001526		
704.1	1.2281		0.000207			704.07	100		
705	1.2283		0.004266			705.03	99.900001526		
706	1.2263		0.004215			706	99.900001526		
707	1.2266		0.000168			706.96	100		
707.9	1.2265		0.004209			707.93	99.900001526		
708.9	1.2263		0.000162			708.89	100		
709.9	1.226		0.004188			709.85	99.900001526		
710.8	1.2252		0.000135			710.82	100		
711.8	1.2262		0.00016			711.78	100		
712.8	1.2268		0.000174			712.75	100		
713.7	1.2273		0.000188			713.71	100		
714.7	1.2282		0.00021			714.68	100		
715.6	1.2272		0.004185			715.64	99.900001526		
716.6	1.2263		0.000164			716.61	100		
717.6	1.2275		0.000193			717.57	100		
718.5	1.2287		0.000226			718.54	100		
719.5	1.2284		0.004189			719.5	99.900001526		
720.5	1.2262		0.004135			720.46	99.900001526		
721.4	1.2259		0.000156			721.43	100		
722.4	1.2273		0.00019			722.39	100		
723.4	1.2287		0.000227			723.36	100		
724.3	1.2286		0.004169			724.32	99.900001526		
725.3	1.2266		0.00412			725.29	99.900001526		
726.2	1.2271		0.000187			726.25	100		
727.2	1.2273		0.004125			727.22	99.900001526		
728.2	1.2275		0.000198			728.18	100		
729.1	1.2282		0.004133			729.15	99.900001526		
730.1	1.2269		0.0041			730.11	99.900001526		
731.1	1.2258		0.00407			731.07	99.900001526		
732	1.2266		0.000175			732.04	100		
733	1.2274		0.004098			733	99.900001526		
734	1.2262		0.004066			733.97	99.900001526		
734.9	1.225		0.00403			734.93	99.900001526		
735.9	1.2253		0.000142			735.9	100		
736.9	1.2274		0.000197			736.86	100		
737.8	1.2276		0.004079			737.83	99.900001526		
738.8	1.2263		0.004041			738.79	99.900001526		
739.8	1.225		0.004006			739.75	99.900001526		
740.7	1.2252		0.00014			740.72	100		
741.7	1.2271		0.00019			741.68	100		
742.6	1.2268		0.004034			742.65	99.900001526		
743.6	1.2269		0.000184			743.61	100		
744.6	1.227		0.004029			744.58	99.900001526		
745.5	1.2272		0.000194			745.54	100		
746.5	1.2278		0.004039			746.51	99.900001526		
747.5	1.2263		0.003999			747.47	99.900001526		
748.4	1.2271		0.000193			748.43	100		
749.4	1.2281		0.004031			749.4	99.900001526		
750.4	1.2272		0.004008			750.36	99.900001526		
751.3	1.2268		0.003993			751.33	99.900001526		
752.3	1.2266		0.003982			752.29	99.900001526		
753.3	1.2264		0.003974			753.26	99.900001526		
754.2	1.2262		0.003965			754.22	99.900001526		
755.2	1.2261		0.003957			755.19	99.900001526		
756.1	1.2259		0.003948			756.15	99.900001526		
757.1	1.2258		0.003939			757.11	99.900001526		
758.1	1.2257		0.003933			758.08	99.900001526		
759	1.2255		0.003923			759.04	99.900001526		
