Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"HC3N (1)"
Temperature:	"35K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/24"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
75	1.805		0.0315		
80	1.885		0.252		
81	1.866		0.31		
82	1.822		0.37		
83	1.769		0.388		
84	1.725		0.398		
85	1.688		0.401		
86	1.658		0.396		
87	1.636		0.39		
88	1.621		0.385		
89	1.609		0.385		
90	1.596		0.388		
94	1.534		0.391		
95	1.524		0.386		
100	1.483		0.417		
101	1.466		0.425		
102	1.448		0.432		
103	1.428		0.438		
104	1.405		0.444		
105	1.38		0.448		
106	1.352		0.448		
107	1.322		0.443		
108	1.293		0.433		
109	1.267		0.419		
110	1.244		0.401		
115	1.165		0.3		
120	1.146		0.187		
125	1.172		0.0971		
130	1.214		0.042		
135	1.258		0.0139		
140	1.293		0.00609		
145	1.314		0.00265		
215	1.413		0.00128		
220	1.429		0.00502		
221	1.434		0.00938		
222	1.438		0.0163		
223	1.439		0.0257		
224	1.437		0.0365		
225	1.43		0.0463		
226	1.419		0.0526		
227	1.407		0.0537		
228	1.397		0.0502		
229	1.39		0.0442		
230	1.387		0.0382		
235	1.381		0.0208		
240	1.386		0.00498		
245	1.394		0.00155		
490	1.529		0.00777		
495	1.578		0.0263		
500	1.687		0.0403		
501	1.744		0.0375		
502	1.859		0.0692		
503	2.019		0.212		
504	2.059		0.603		
505	1.694		0.844		
506	1.43		0.808		
507	1.227		0.745		
508	1.046		0.618		
509	0.962		0.456		
510	0.914		0.278		
512	1.083		0.0185		
730	1.569		0.0411		
740	1.651		0.0986		
750	1.741		0.343		
751	1.731		0.387		
752	1.714		0.435		
753	1.687		0.481		
754	1.65		0.523		
755	1.605		0.559		
756	1.553		0.591		
757	1.496		0.609		
758	1.44		0.617		
759	1.381		0.622		
760	1.321		0.617		
761	1.263		0.601		
762	1.208		0.575		
763	1.162		0.541		
764	1.124		0.501		
765	1.096		0.461		
770	1.024		0.276		
780	1.162		0.0182		
