Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"CO2:CH4 (20:1)"
Temperature:	"50K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/93"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.1	1.3715		0.052521			3.84645	2599.8		
501.1	1.3608		0.042382			3.84719	2599.3		
502	1.3533		0.032065			3.84793	2598.8		
503	1.3563		0.031948			3.84867	2598.3		
503.9	1.3439		0.063604			3.849411	2597.8		
504.9	1.3308		0.032336			3.850152	2597.3		
505.9	1.3389		0.021664			3.850745	2596.9		
506.8	1.338		0.042542			3.851487	2596.4		
507.8	1.3366		0.021614			3.852229	2595.9		
508.8	1.3425		0.031879			3.852971	2595.4		
509.7	1.3383		0.042298			3.853713	2594.9		
510.7	1.3286		0.042483			3.854456	2594.4		
511.7	1.3282		0.021554			3.85505	2594		
512.6	1.3378		0.021409			3.855793	2593.5		
513.6	1.336		0.042054			3.856537	2593		
514.5	1.3289		0.031798			3.857281	2592.5		
515.5	1.333		0.021354			3.858025	2592		
516.5	1.3366		0.031539			3.85862	2591.6		
517.4	1.3362		0.031487			3.859365	2591.1		
518.4	1.3318		0.041789			3.86011	2590.6		
519.4	1.3276		0.031536			3.860855	2590.1		
520.3	1.328		0.031479			3.8616	2589.6		
521.3	1.3262		0.031454			3.862346	2589.1		
522.3	1.3289		0.021144			3.862943	2588.7		
523.2	1.3314		0.031252			3.863689	2588.2		
524.2	1.3284		0.031249			3.864436	2587.7		
525.2	1.325		0.031258			3.865182	2587.2		
526.1	1.3251		0.021039			3.86593	2586.7		
527.1	1.3288		0.020962			3.866677	2586.2		
528	1.3313		0.020905			3.867275	2585.8		
529	1.3347		0.020829			3.868023	2585.3		
530	1.3342		0.030817			3.868771	2584.8		
531	1.3288		0.030859			3.86952	2584.3		
531.9	1.3283		0.020795			3.870269	2583.8		
532.9	1.3318		0.02072			3.870868	2583.4		
533.8	1.3352		0.020651			3.871617	2582.9		
534.8	1.3346		0.03055			3.872367	2582.4		
535.8	1.329		0.030596			3.873117	2581.9		
536.7	1.328		0.020624			3.873867	2581.4		
537.7	1.3306		0.020566			3.874617	2580.9		
538.7	1.3317		0.020517			3.875218	2580.5		
539.6	1.3325		0.020478			3.875969	2580		
540.6	1.3328		0.020435			3.87672	2579.5		
541.5	1.3328		0.020406			3.877472	2579		
542.5	1.3314		0.020387			3.878224	2578.5		
543.5	1.3344		0.01057			3.878976	2578		
544.5	1.336		0.020275			3.879578	2577.6		
545.4	1.3367		0.010533			3.880331	2577.1		
546.4	1.3436		0.010496			3.881084	2576.6		
547.3	1.3403		0.029787			3.881837	2576.1		
548.3	1.3369		0.010485			3.88259	2575.6		
549.3	1.344		0.010444			3.883194	2575.2		
550.2	1.3458		0.019974			3.883948	2574.7		
551.2	1.3435		0.019966			3.884702	2574.2		
552.2	1.3412		0.019962			3.885457	2573.7		
553.1	1.3427		0.010387			3.886212	2573.2		
554.1	1.3488		0.010354			3.886967	2572.7		
555.1	1.3502		0.019767			3.887571	2572.3		
556	1.3472		0.019776			3.888327	2571.8		
557	1.3499		0.010307			3.889083	2571.3		
558	1.353		0.019648			3.88984	2570.8		
558.9	1.3518		0.01963			3.890596	2570.3		
559.9	1.3516		0.019599			3.891202	2569.9		
560.8	1.3517		0.019568			3.891959	2569.4		
561.8	1.3518		0.01954			3.892717	2568.9		
562.8	1.3519		0.019508			3.893475	2568.4		
563.7	1.3517		0.01948			3.894233	2567.9		
564.7	1.3504		0.019466			3.894991	2567.4		
565.7	1.3534		0.010165			3.895598	2567		
566.6	1.356		0.019347			3.896357	2566.5		
567.6	1.3527		0.019351			3.897116	2566		
568.6	1.3534		0.010116			3.897876	2565.5		
569.5	1.3573		0.01009			3.898635	2565		
570.5	1.36		0.010073			3.899396	2564.5		
571.5	1.3623		0.010047			3.900004	2564.1		
572.4	1.3646		0.010027			3.900765	2563.6		
573.4	1.3671		0.010001			3.901525	2563.1		
574.4	1.3701		0.009974			3.902287	2562.6		
575.3	1.3753		0.009939			3.903048	2562.1		
576.3	1.373		0.027831			3.903658	2561.7		
577.2	1.3667		0.018917			3.90442	2561.2		
578.2	1.3699		0.009923			3.905182	2560.7		
579.2	1.3714		0.01881			3.905945	2560.2		
580.1	1.3717		0.00989			3.906708	2559.7		
581.1	1.3769		0.009854			3.907471	2559.2		
582.1	1.3769		0.018668			3.908082	2558.8		
583	1.3767		0.00983			3.908846	2558.3		
584	1.3816		0.009795			3.90961	2557.8		
585	1.3814		0.018537			3.910374	2557.3		
585.9	1.3809		0.009773			3.911139	2556.8		
586.9	1.3845		0.00974			3.911904	2556.3		
587.9	1.3873		0.009716			3.912516	2555.9		
588.8	1.39		0.009695			3.913282	2555.4		
589.8	1.3934		0.009666			3.914048	2554.9		
590.7	1.392		0.018258			3.914814	2554.4		
591.7	1.3955		0.001072			3.91558	2553.9		
592.7	1.3992		0.018126			3.916193	2553.5		
593.6	1.3978		0.009593			3.91696	2553		
594.6	1.4012		0.009562			3.917728	2552.5		
595.6	1.4038		0.009535			3.918495	2552		
