Reference:	"Gerakines et al. (2024)"
DOI:	"doi:https://doi.org/10.1016/j.icarus.2024.116007"
Sample Type:	"Ice"
Composition:	"NH4CN (1)"
Temperature:	"125K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/67"
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
4153.0218	0.000357		
4153.1423	0.000382		
4153.2628	0.000399		
4153.3833	0.000408		
4153.5039	0.000414		
4153.6244	0.000421		
4153.7449	0.000435		
4153.8655	0.000456		
4153.986	0.000485		
4154.1065	0.000521		
4154.2271	0.00056		
4154.3476	0.000598		
4154.4681	0.000631		
4154.5887	0.000655		
4154.7092	0.000667		
4154.8297	0.000665		
4154.9503	0.00065		
4155.0708	0.000627		
4155.1913	0.000602		
4155.3118	0.000583		
4155.4324	0.000577		
4155.5529	0.00059		
4155.6734	0.000624		
4155.794	0.000677		
4155.9145	0.000742		
4156.035	0.000813		
4156.1556	0.00088		
4156.2761	0.000938		
4156.3966	0.000983		
4156.5172	0.00101		
4156.6377	0.00103		
4156.7582	0.00104		
4156.8788	0.00104		
4156.9993	0.00105		
4157.1198	0.00106		
4157.2403	0.00107		
4157.3609	0.0011		
4157.4814	0.00115		
4157.6019	0.00121		
4157.7225	0.00128		
4157.843	0.00136		
4157.9635	0.00145		
4158.0841	0.00153		
4158.2046	0.00161		
4158.3251	0.00169		
4158.4457	0.00175		
4158.5662	0.00182		
4158.6867	0.00188		
4158.8073	0.00195		
4158.9278	0.00203		
4159.0483	0.00212		
4159.1688	0.00222		
4159.2894	0.00233		
4159.4099	0.00245		
4159.5304	0.00258		
4159.651	0.00271		
4159.7715	0.00284		
4159.892	0.00298		
4160.0126	0.00311		
4160.1331	0.00324		
4160.2536	0.00338		
4160.3742	0.00351		
4160.4947	0.00364		
4160.6152	0.00377		
4160.7358	0.00391		
4160.8563	0.00405		
4160.9768	0.00421		
4161.0973	0.00437		
4161.2179	0.00454		
4161.3384	0.00471		
4161.4589	0.00488		
4161.5795	0.00504		
4161.7	0.0052		
4161.8205	0.00536		
4161.9411	0.00551		
4162.0616	0.00567		
4162.1821	0.00582		
4162.3027	0.00597		
4162.4232	0.00612		
4162.5437	0.00625		
4162.6642	0.00638		
4162.7848	0.00649		
4162.9053	0.00659		
4163.0258	0.00668		
4163.1464	0.00676		
4163.2669	0.00684		
4163.3874	0.00691		
4163.508	0.00699		
4163.6285	0.00707		
4163.749	0.00715		
4163.8696	0.00723		
4163.9901	0.00731		
4164.1106	0.00739		
4164.2312	0.00746		
4164.3517	0.00751		
4164.4722	0.00755		
4164.5927	0.00757		
4164.7133	0.00757		
4164.8338	0.00756		
4164.9543	0.00753		
4165.0749	0.00749		
4165.1954	0.00745		
4165.3159	0.00739		
4165.4365	0.00732		
4165.557	0.00724		
4165.6775	0.00714		
4165.7981	0.00703		
4165.9186	0.00691		
4166.0391	0.00678		
4166.1597	0.00665		
4166.2802	0.00652		
4166.4007	0.0064		
4166.5212	0.00627		
4166.6418	0.00615		
4166.7623	0.00604		
4166.8828	0.00592		
4167.0034	0.00581		
4167.1239	0.00568		
4167.2444	0.00555		
4167.365	0.00541		
4167.4855	0.00526		
4167.606	0.0051		
4167.7266	0.00494		
4167.8471	0.00478		
4167.9676	0.00462		
4168.0882	0.00446		
4168.2087	0.0043		
4168.3292	0.00414		
4168.4497	0.00398		
4168.5703	0.00382		
4168.6908	0.00367		
4168.8113	0.00353		
4168.9319	0.00341		
4169.0524	0.0033		
4169.1729	0.0032		
4169.2935	0.00311		
4169.414	0.00302		
4169.5345	0.00293		
4169.6551	0.00283		
4169.7756	0.00273		
4169.8961	0.00264		
4170.0166	0.00256		
4170.1372	0.00248		
4170.2577	0.0024		
4170.3782	0.00234		
4170.4988	0.00227		
4170.6193	0.0022		
4170.7398	0.00213		
4170.8604	0.00206		
4170.9809	0.00199		
4171.1014	0.00193		
4171.222	0.00188		
4171.3425	0.00183		
4171.463	0.00178		
4171.5836	0.00173		
4171.7041	0.00167		
4171.8246	0.00162		
4171.9451	0.00157		
4172.0657	0.00153		
4172.1862	0.00149		
4172.3067	0.00146		
4172.4273	0.00144		
4172.5478	0.00141		
4172.6683	0.00138		
4172.7889	0.00136		
4172.9094	0.00133		
4173.0299	0.0013		
4173.1505	0.00128		
4173.271	0.00127		
4173.3915	0.00128		
4173.5121	0.00129		
4173.6326	0.00131		
4173.7531	0.00133		
4173.8736	0.00133		
4173.9942	0.00133		
4174.1147	0.0013		
4174.2352	0.00126		
4174.3558	0.00121		
4174.4763	0.00116		
4174.5968	0.00111		
4174.7174	0.00107		
4174.8379	0.00105		
4174.9584	0.00103		
4175.079	0.00103		
4175.1995	0.00103		
4175.32	0.00102		
4175.4406	0.00102		
4175.5611	0.00101		
4175.6816	0.000991		
4175.8021	0.00097		
4175.9227	0.000948		
4176.0432	0.000928		
4176.1637	0.000914		
4176.2843	0.000909		
4176.4048	0.000913		
4176.5253	0.000926		
4176.6459	0.000943		
4176.7664	0.00096		
4176.8869	0.000974		
4177.0075	0.000979		
4177.128	0.000978		
4177.2485	0.00097		
4177.3691	0.000961		
4177.4896	0.000957		
4177.6101	0.000962		
4177.7306	0.000977		
4177.8512	0.001		
4177.9717	0.00103		
4178.0922	0.00107		
4178.2128	0.00109		
4178.3333	0.00111		
4178.4538	0.00113		
4178.5744	0.00113		
4178.6949	0.00113		
4178.8154	0.00113		
4178.936	0.00112		
4179.0565	0.00111		
4179.177	0.00109		
4179.2975	0.00107		
4179.4181	0.00105		
4179.5386	0.00104		
4179.6591	0.00102		
4179.7797	0.00102		
4179.9002	0.00103		
4180.0207	0.00104		
4180.1413	0.00106		
4180.2618	0.00108		
4180.3823	0.0011		
4180.5029	0.00112		
4180.6234	0.00114		
4180.7439	0.00116		
4180.8645	0.00118		
4180.985	0.00121		
4181.1055	0.00123		
4181.226	0.00125		
4181.3466	0.00127		
4181.4671	0.00127		
4181.5876	0.00127		
4181.7082	0.00125		
4181.8287	0.00124		
4181.9492	0.00122		
4182.0698	0.00122		
4182.1903	0.00122		
4182.3108	0.00124		
4182.4314	0.00127		
4182.5519	0.0013		
4182.6724	0.00133		
4182.793	0.00137		
4182.9135	0.0014		
4183.034	0.00143		
4183.1545	0.00145		
4183.2751	0.00148		
4183.3956	0.00151		
4183.5161	0.00153		
4183.6367	0.00155		
4183.7572	0.00156		
4183.8777	0.00157		
4183.9983	0.00157		
4184.1188	0.00157		
4184.2393	0.00156		
4184.3599	0.00156		
4184.4804	0.00155		
4184.6009	0.00156		
4184.7215	0.00157		
4184.842	0.00159		
4184.9625	0.00161		
4185.083	0.00162		
4185.2036	0.00163		
4185.3241	0.00163		
4185.4446	0.00162		
4185.5652	0.00161		
4185.6857	0.00158		
4185.8062	0.00156		
4185.9268	0.00154		
4186.0473	0.00153		
4186.1678	0.00152		
4186.2884	0.00153		
4186.4089	0.00154		
4186.5294	0.00156		
4186.65	0.00158		
4186.7705	0.00161		
4186.891	0.00163		
4187.0115	0.00165		
4187.1321	0.00166		
4187.2526	0.00165		
4187.3731	0.00164		
4187.4937	0.00161		
4187.6142	0.00158		
4187.7347	0.00156		
4187.8553	0.00154		
4187.9758	0.00154		
4188.0963	0.00156		
4188.2169	0.00158		
4188.3374	0.0016		
4188.4579	0.00163		
4188.5784	0.00164		
4188.699	0.00165		
4188.8195	0.00164		
4188.94	0.00163		
4189.0606	0.00162		
4189.1811	0.00161		
4189.3016	0.0016		
4189.4222	0.0016		
4189.5427	0.0016		
4189.6632	0.0016		
4189.7838	0.00161		
4189.9043	0.00161		
4190.0248	0.0016		
4190.1454	0.00159		
4190.2659	0.00158		
4190.3864	0.00156		
4190.5069	0.00155		
4190.6275	0.00155		
4190.748	0.00155		
4190.8685	0.00156		
4190.9891	0.00158		
4191.1096	0.0016		
4191.2301	0.00162		
4191.3507	0.00163		
4191.4712	0.00162		
4191.5917	0.00161		
4191.7123	0.00158		
4191.8328	0.00154		
4191.9533	0.0015		
4192.0739	0.00147		
4192.1944	0.00146		
4192.3149	0.00145		
4192.4354	0.00145		
4192.556	0.00145		
4192.6765	0.00145		
4192.797	0.00144		
4192.9176	0.00142		
4193.0381	0.0014		
4193.1586	0.00137		
4193.2792	0.00133		
4193.3997	0.0013		
4193.5202	0.00127		
4193.6408	0.00125		
4193.7613	0.00123		
4193.8818	0.00121		
4194.0024	0.0012		
4194.1229	0.00118		
4194.2434	0.00115		
4194.3639	0.00113		
4194.4845	0.0011		
4194.605	0.00108		
4194.7255	0.00105		
4194.8461	0.00104		
4194.9666	0.00102		
4195.0871	0.00101		
4195.2077	0.000989		
4195.3282	0.000968		
4195.4487	0.000942		
4195.5693	0.000912		
4195.6898	0.000875		
4195.8103	0.000833		
4195.9309	0.000784		
4196.0514	0.00073		
4196.1719	0.000672		
4196.2924	0.000615		
4196.413	0.000561		
4196.5335	0.000518		
4196.654	0.000486		
4196.7746	0.000466		
4196.8951	0.000455		
4197.0156	0.000446		
4197.1362	0.000433		
4197.2567	0.000412		
4197.3772	0.000381		
4197.4978	0.000344		
4197.6183	0.000306		
4197.7388	0.000271		
4197.8593	0.000244		
4197.9799	0.000226		
4198.1004	0.000215		
4198.2209	0.000208		
4198.3415	0.000202		
4198.462	0.000198		
4198.5825	0.000194		
4198.7031	0.000193		
4198.8236	0.000195		
4198.9441	0.000199		
4199.0647	0.000204		
4199.1852	0.000202		
4199.3057	0.000194		
4199.4263	0.000181		
4199.5468	0.000163		
4199.6673	0.000145		
4199.7878	0.000131		
4199.9084	0.000122		
4200.0289	0.00012		
4200.1494	0.000122		
4200.27	0.000124		
4200.3905	0.000123		
4200.511	0.000117		
4200.6316	0.000106		
4200.7521	9.2E-5		
4200.8726	7.9E-5		
4200.9932	7.0E-5		
4201.1137	6.8E-5		
4201.2342	7.1E-5		
4201.3548	7.9E-5		
4201.4753	8.9E-5		
4201.5958	9.6E-5		
4201.7163	9.7E-5		
4201.8369	9.2E-5		
4201.9574	8.1E-5		
4202.0779	6.6E-5		
4202.1985	5.2E-5		
4202.319	4.3E-5		
4202.4395	4.1E-5		
4202.5601	4.7E-5		
4202.6806	6.0E-5		
4202.8011	7.7E-5		
4202.9217	9.1E-5		
4203.0422	0.000101		
4203.1627	0.000104		
4203.2833	9.9E-5		
4203.4038	9.1E-5		
4203.5243	8.1E-5		
4203.6448	7.1E-5		
4203.7654	6.3E-5		
4203.8859	5.5E-5		
4204.0064	4.5E-5		
4204.127	3.2E-5		
4204.2475	1.6E-5		
4204.368	-1.0E-6		
4204.4886	-1.6E-5		
4204.6091	-2.7E-5		
4204.7296	-3.0E-5		
4204.8502	-2.8E-5		
4204.9707	-2.1E-5		
4205.0912	-1.5E-5		
4205.2117	-1.4E-5		
4205.3323	-1.8E-5		
4205.4528	-2.8E-5		
4205.5733	-4.3E-5		
4205.6939	-5.8E-5		
4205.8144	-7.0E-5		
4205.9349	-7.4E-5		
4206.0555	-7.1E-5		
4206.176	-6.0E-5		
4206.2965	-4.5E-5		
4206.4171	-2.9E-5		
4206.5376	-1.6E-5		
4206.6581	-8.0E-6		
4206.7787	-8.0E-6		
4206.8992	-1.4E-5		
4207.0197	-2.3E-5		
4207.1402	-3.4E-5		
4207.2608	-4.1E-5		
4207.3813	-4.3E-5		
4207.5018	-3.9E-5		
4207.6224	-3.1E-5		
4207.7429	-1.9E-5		
4207.8634	-8.0E-6		
4207.984	1.0E-6		
4208.1045	5.0E-6		
4208.225	6.0E-6		
4208.3456	4.0E-6		
4208.4661	1.0E-6		
4208.5866	-3.0E-6		
4208.7072	-6.0E-6		
4208.8277	-6.0E-6		
4208.9482	-4.0E-6		
4209.0687	3.0E-6		
4209.1893	1.4E-5		
4209.3098	2.9E-5		
4209.4303	4.7E-5		
4209.5509	6.5E-5		
4209.6714	8.1E-5		
4209.7919	9.1E-5		
4209.9125	9.6E-5		
4210.033	9.5E-5		
4210.1535	9.1E-5		
4210.2741	8.7E-5		
4210.3946	8.4E-5		
4210.5151	8.6E-5		
4210.6357	9.2E-5		
4210.7562	0.000101		
4210.8767	0.00011		
4210.9972	0.000119		
4211.1178	0.000126		
4211.2383	0.000131		
4211.3588	0.000134		
4211.4794	0.000137		
4211.5999	0.000139		
4211.7204	0.000142		
4211.841	0.000144		
4211.9615	0.000145		
4212.082	0.000145		
4212.2026	0.000144		
4212.3231	0.00014		
4212.4436	0.000135		
4212.5642	0.000129		
4212.6847	0.000122		
4212.8052	0.000115		
4212.9257	0.00011		
4213.0463	0.000106		
4213.1668	0.000104		
4213.2873	0.000104		
4213.4079	0.000105		
4213.5284	0.000107		
4213.6489	0.000108		
4213.7695	0.00011		
4213.89	0.000113		
4214.0105	0.000119		
4214.1311	0.000129		
4214.2516	0.000144		
4214.3721	0.000162		
4214.4926	0.000182		
4214.6132	0.0002		
4214.7337	0.000213		
4214.8542	0.000219		
4214.9748	0.000215		
4215.0953	0.000201		
4215.2158	0.000176		
4215.3364	0.00014		
4215.4569	9.7E-5		
4215.5774	4.9E-5		
4215.698	0		
4215.8185	-4.9E-5		
4215.939	-8.9E-5		
4216.0596	-0.000114		
4216.1801	-0.000121		
4216.3006	-0.000111		
4216.4211	-8.5E-5		
4216.5417	-4.6E-5		
4216.6622	-2.0E-6		
4216.7827	4.1E-5		
4216.9033	7.7E-5		
4217.0238	0.000103		
4217.1443	0.000115		
4217.2649	0.000116		
4217.3854	0.000107		
4217.5059	9.4E-5		
4217.6265	8.0E-5		
4217.747	6.9E-5		
4217.8675	6.1E-5		
4217.9881	5.5E-5		
4218.1086	5.0E-5		
4218.2291	4.4E-5		
4218.3496	3.8E-5		
4218.4702	3.4E-5		
4218.5907	3.5E-5		
4218.7112	4.5E-5		
4218.8318	6.4E-5		
4218.9523	8.9E-5		
4219.0728	0.000114		
4219.1934	0.000131		
4219.3139	0.000134		
4219.4344	0.000121		
4219.555	9.5E-5		
4219.6755	6.0E-5		
4219.796	2.4E-5		
4219.9166	-5.0E-6		
4220.0371	-2.5E-5		
4220.1576	-3.7E-5		
4220.2781	-4.4E-5		
4220.3987	-5.1E-5		
4220.5192	-6.0E-5		
4220.6397	-7.4E-5		
4220.7603	-9.0E-5		
4220.8808	-0.000106		
4221.0013	-0.000119		
4221.1219	-0.000126		
4221.2424	-0.000126		
4221.3629	-0.000118		
4221.4835	-0.000104		
4221.604	-8.3E-5		
4221.7245	-5.8E-5		
4221.8451	-3.1E-5		
4221.9656	-7.0E-6		
4222.0861	9.0E-6		
4222.2066	1.3E-5		
4222.3272	5.0E-6		
4222.4477	-1.3E-5		
4222.5682	-3.5E-5		
4222.6888	-5.4E-5		
4222.8093	-6.3E-5		
4222.9298	-6.1E-5		
4223.0504	-4.8E-5		
4223.1709	-3.2E-5		
4223.2914	-1.7E-5		
4223.412	-1.1E-5		
4223.5325	-1.6E-5		
4223.653	-3.0E-5		
4223.7735	-5.0E-5		
4223.8941	-7.3E-5		
4224.0146	-9.5E-5		
4224.1351	-0.000115		
4224.2557	-0.000133		
4224.3762	-0.000146		
4224.4967	-0.000155		
4224.6173	-0.000159		
4224.7378	-0.000156		
4224.8583	-0.000146		
4224.9789	-0.000134		
