Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"H2O:CH4 (20:1)"
Temperature:	"40K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/128"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.08	1.5803			500.08	0.02613			400.26	97.1		
501.53	1.5767			501.53	0.036333			401.22	97		
502.97	1.569			502.97	0.034067			402.19	96.9		
504.42	1.5636			504.42	0.039305			403.15	96.7		
505.87	1.5603			505.87	0.031733			404.12	96.8		
507.31	1.5613			507.31	0.031593			405.08	96.8		
508.76	1.5627			508.76	0.031436			406.05	96.8		
510.21	1.5624			510.21	0.036381			407.01	96.6		
511.66	1.562			511.66	0.033783			407.97	96.6		
513.1	1.563			513.1	0.036135			408.94	96.5		
514.55	1.5626			514.55	0.038547			409.9	96.7		
516	1.562			516	0.038461			410.87	96.6		
517.44	1.5627			517.44	0.038317			411.83	96.7		
518.89	1.5632			518.89	0.040658			412.8	96.4		
520.34	1.5624			520.34	0.043062			413.76	96.5		
521.78	1.5609			521.78	0.043012			414.72	96.4		
523.23	1.5611			523.23	0.040413			415.69	96.7		
524.68	1.563			524.68	0.040199			416.65	96.3		
526.12	1.5644			526.12	0.042462			417.62	96.6		
527.57	1.5643			527.57	0.044791			418.58	96.7		
529.02	1.5637			529.02	0.044697			419.55	95.9		
530.46	1.5652			530.46	0.042056			420.51	96.1		
531.91	1.5661			531.91	0.046738			421.48	96.1		
533.36	1.5666			533.36	0.04416			422.44	95.5		
534.8	1.5683			534.8	0.04635			423.41	95.9		
536.25	1.5685			536.25	0.048613			424.37	95.9		
537.7	1.5686			537.7	0.048475			425.33	95.8		
539.14	1.5695			539.14	0.048288			426.3	95.8		
540.59	1.5712			540.59	0.04805			427.26	95.5		
542.04	1.5731			542.04	0.050185			428.23	95.6		
543.48	1.5741			543.48	0.052358			429.19	95.7		
544.93	1.5746			544.93	0.054557			430.16	95.3		
546.38	1.5741			546.38	0.056804			431.12	95.2		
547.82	1.5734			547.82	0.056692			432.09	95.3		
549.27	1.5748			549.27	0.054091			433.05	95.3		
550.72	1.5774			550.72	0.056128			434.02	95.3		
552.16	1.5775			552.16	0.060661			434.98	95.2		
553.61	1.5777			553.61	0.058137			435.94	94.6		
555.06	1.5793			555.06	0.06021			436.91	94.3		
556.5	1.581			556.5	0.059928			437.87	94.5		
557.95	1.5821			557.95	0.06434			438.84	94.8		
559.4	1.5825			559.4	0.064139			439.8	94.4		
560.84	1.5836			560.84	0.066203			440.77	94.5		
562.29	1.5838			562.29	0.068321			441.73	94.3		
563.74	1.5845			563.74	0.068085			442.7	94.8		
565.18	1.5857			565.18	0.070116			443.66	93.9		
566.63	1.5861			566.63	0.072202			444.62	94.2		
568.08	1.5869			568.08	0.071948			445.59	94.1		
569.52	1.5883			569.52	0.073937			446.55	94.1		
570.97	1.5892			570.97	0.075957			447.52	94.3		
572.42	1.5897			572.42	0.077995			448.48	94.2		
573.86	1.5897			573.86	0.080071			449.45	94.4		
575.31	1.5903			575.31	0.079817			450.41	94.1		
576.76	1.5914			576.76	0.081789			451.37	94.9		
578.2	1.5916			578.2	0.083822			452.34	94.4		
579.65	1.5924			579.65	0.083538			453.3	94.6		
581.1	1.5938			581.1	0.085459			454.27	94.6		
582.54	1.5947			582.54	0.08742			455.23	94.9		
583.99	1.5951			583.99	0.089412			456.2	94.1		
585.44	1.5961			585.44	0.089089			457.16	94.9		
586.88	1.5982			586.88	0.090917			458.13	94.9		
588.33	1.5991			588.33	0.095079			459.09	95.4		
589.78	1.5988			589.78	0.097101			460.06	95.3		
591.22	1.5998			591.22	0.096762			461.02	95.6		
592.67	1.6008			592.67	0.10089			461.98	95.4		
594.12	1.6004			594.12	0.1029			462.95	95.3		
595.56	1.6012			595.56	0.10256			463.91	95.7		
597.01	1.6017			597.01	0.10671			464.88	96.1		
598.46	1.6018			598.46	0.10643			465.84	96		
599.91	1.6029			599.91	0.10827			466.81	96.1		
601.35	1.6038			601.35	0.11013			467.77	96.4		
602.8	1.6046			602.8	0.11198			468.74	96.4		
604.25	1.6054			604.25	0.11382			469.7	96.7		
605.69	1.6066			605.69	0.11563			470.67	96.7		
607.14	1.6067			607.14	0.11974			471.63	96.8		
608.59	1.6069			608.59	0.11943			472.59	97.2		
610.03	1.6085			610.03	0.12115			473.56	96.7		
611.48	1.6093			611.48	0.12517			474.52	96.9		
612.93	1.6094			612.93	0.12705			475.49	97.5		
614.37	1.6099			614.37	0.12888			476.45	97.2		
615.82	1.6109			615.82	0.13065			477.42	97.8		
617.27	1.6113			617.27	0.13468			478.38	97.5		
