Reference:	"He et al. (2024)"
DOI:	"doi:https://doi.org/10.1038/s41550-023-02140-4"
Sample Type:	"Gas Tholin"
Composition:	"H2O:He:CH4:CO2:N2:H2 (0.56:0.147:0.11:0.1:0.064:0.019)"
Temperature:	"300K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/75"
n₁ Error Units:	Uncertainties on n values of 3-4% from 0.4 to 28.6 μm.
k₁ Error Units:	Uncertainties on k values of 1-4% at wavelengths > 2.9 μm and up to 9% for wavelengths between 0.4 to 2.9 μm.
T₁ Caption:	Transmission spectrum of a tholin-KBr pellet made with 0.08% in mass of tholin powder
T₁ Error Units:	Not Applicable
T₂ Caption:	Transmission spectrum of a tholin-KBr pellet made with 0.38% in mass of tholin powder
T₂ Error Units:	Not Applicable
T₃ Caption:	Transmission spectrum of a tholin-KBr pellet made with 1.90% in mass of tholin powder
T₃ Error Units:	Not Applicable
R₁ Caption:	Reflection spectrum of a tholin sample analyzed with an incidence angle of 15°
R₁ Error Units:	Not Applicable
R₂ Caption:	Reflection spectrum of a tholin sample analyzed with an incidence angle of 45°
R₂ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavelength (µm)"	"T₁"	"DT₁  (+/-)"	"T₂"	"DT₂  (+/-)"	"T₃"	"DT₃  (+/-)"		"Wavenumber (cm⁻¹)"	"R₁"	"DR₁  (+/-)"	"R₂"	"DR₂  (+/-)"	
19.9815181	1.6336642	3.786693828	0.100282851	0.880605798		19.9815181	0.939956031		0.780651526		0.233561226			9301.46635741	0.067687146		0.078059718		
19.9622866	1.6335805	3.786712629	0.100302001	0.882592814		19.9622866	0.939918535		0.780408448		0.233034045			9302.430639637	0.067682145		0.07807067		
19.9430921	1.6334915	3.786731736	0.100349401	0.882954784		19.9430921	0.939839358		0.780128731		0.232525607			9303.394921863	0.067677367		0.078081482		
19.9239344	1.6333697	3.786750903	0.100401665	0.882462722		19.9239344	0.939757961		0.779824231		0.232023277			9304.35920409	0.067672797		0.078092147		
19.9048136	1.6332266	3.786769832	0.100404699	0.883209129		19.9048136	0.939765948		0.77952119		0.231500191			9305.323486316	0.067668446		0.078102637		
19.8857294	1.6331688	3.786788281	0.100326713	0.888655808		19.8857294	0.939918535		0.779238881		0.230928394			9306.287768543	0.067664333		0.078112907		
19.8666818	1.6331342	3.786806148	0.10038395	0.892096189		19.8666818	0.939839358		0.778976387		0.230298143			9307.252050769	0.067660474		0.078122935		
19.8476706	1.6331027	3.786823563	0.100355372	0.900673347		19.8476706	0.939918535		0.778712846		0.229626435			9308.216332996	0.067656883		0.078132742		
19.8286958	1.6331091	3.786840862	0.100423015	0.904599922		19.8286958	0.939839358		0.778420882		0.228945226			9309.180615223	0.067653576		0.078142376		
19.8097572	1.6330847	3.786858368	0.100492837	0.907323098		19.8097572	0.939765948		0.778087242		0.228279893			9310.144897449	0.067650559		0.078151882		
19.7908547	1.6330737	3.786876246	0.100557027	0.909320085		19.7908547	0.939706595		0.777724896		0.227639311			9311.109179676	0.067647817		0.078161273		
19.7719883	1.6330818	3.78689439	0.100661082	0.908173806		19.7719883	0.939573124		0.777360075		0.227025558			9312.073461902	0.067645283		0.078170544		
19.7531579	1.6330381	3.786912462	0.100829585	0.902826608		19.7531579	0.939318169		0.777000344		0.2264477			9313.037744129	0.067642856		0.078179691		
19.7343632	1.6329697	3.786930217	0.100926496	0.899758086		19.7343632	0.939187157		0.776617462		0.225918663			9314.002026355	0.067640429		0.07818874		
19.7156043	1.6329211	3.786947618	0.101056347	0.892922956		19.7156043	0.939008366		0.776170862		0.22543604			9314.966308582	0.067637954		0.07819772		
19.6968811	1.6328099	3.786964748	0.101207285	0.883726401		19.6968811	0.938810315		0.775652791		0.224969858			9315.930590809	0.06763547		0.078206624		
19.6781933	1.6327547	3.786981758	0.101210866	0.880841682		19.6781933	0.938886182		0.775105995		0.224474695			9316.894873035	0.067633094		0.078215389		
19.659541	1.6327605	3.786998853	0.101366412	0.87363406		19.659541	0.938695212		0.774592085		0.223917741			9317.859155262	0.067630974		0.078223923		
19.640924	1.6327215	3.787016239	0.101514279	0.869767003		19.640924	0.938509535		0.774145009		0.223297667			9318.823437488	0.06762922		0.078232166		
19.6223423	1.6326893	3.787034075	0.101679747	0.867638753		19.6223423	0.938281618		0.773758677		0.222639812			9319.787719715	0.067627871		0.078240133		
19.6037956	1.632646	3.787052356	0.101891579	0.866287838		19.6037956	0.937960741		0.773411941		0.221976598			9320.752001941	0.067626892		0.078247911		
19.585284	1.6325493	3.78707075	0.102145898	0.867530148		19.585284	0.937553795		0.773089924		0.221330926			9321.716284168	0.0676262		0.078255594		
19.5668073	1.6323737	3.787088846	0.102395382	0.872515449		19.5668073	0.937148056		0.772776448		0.220709818			9322.680566394	0.067625701		0.078263227		
19.5483655	1.6321404	3.787106412	0.102584272	0.877243728		19.5483655	0.936853242		0.772439807		0.220105713			9323.644848621	0.06762532		0.078270788		
19.5299583	1.6319043	3.787123485	0.102694119	0.876789025		19.5299583	0.936715774		0.772043847		0.219503744			9324.609130848	0.067625015		0.078278236		
19.5115858	1.6317118	3.787140332	0.102753967	0.871450292		19.5115858	0.936689652		0.771576412		0.218894904			9325.573413074	0.067624799		0.078285556		
19.4932479	1.6315734	3.787157216	0.102811919	0.864697098		19.4932479	0.936681146		0.771059392		0.218289502			9326.537695301	0.067624731		0.078292774		
19.4749444	1.6314676	3.787174158	0.102902757	0.858465562		19.4749444	0.936612715		0.770526653		0.217717285			9327.501977527	0.067624903		0.078299925		
19.4566752	1.6313611	3.78719105	0.103036722	0.852905963		19.4566752	0.936454862		0.769997669		0.217206242			9328.466259754	0.067625405		0.078307014		
19.4384403	1.6312224	3.787207811	0.103203467	0.848288876		19.4384403	0.936224986		0.769477082		0.216753338			9329.43054198	0.067626286		0.078314006		
19.4202395	1.6310315	3.787224377	0.103375983	0.845085324		19.4202395	0.935977575		0.768971657		0.216313752			9330.394824207	0.067627543		0.078320862		
19.4020727	1.6307885	3.787240805	0.103515951	0.842458748		19.4020727	0.935789469		0.768494131		0.215822962			9331.359106434	0.067629128		0.078327577		
19.38394	1.6305204	3.787257198	0.103589735	0.838621218		19.38394	0.935727656		0.768049711		0.215237642			9332.32338866	0.067630977		0.078334193		
19.365841	1.6302722	3.787273569	0.103588982	0.833895646		19.365841	0.935808768		0.767630185		0.214564087			9333.287670887	0.067633019		0.07834076		
19.3477759	1.6300852	3.787289853	0.103537783	0.831412447		19.3477759	0.935982482		0.767228451		0.213853682			9334.251953113	0.067635176		0.078347296		
19.3297444	1.6299771	3.787305995	0.103480266	0.832995251		19.3297444	0.936155198		0.766852756		0.213170876			9335.21623534	0.06763737		0.078353765		
19.3117465	1.6299379	3.787321931	0.103460596	0.836342331		19.3117465	0.936235638		0.766517092		0.212556117			9336.180517566	0.067639541		0.078360107		
19.2937821	1.6299367	3.787337644	0.103509343	0.837889293		19.2937821	0.936170354		0.766216923		0.21200694			9337.144799793	0.067641693		0.078366262		
19.2758511	1.6299315	3.787353255	0.103636982	0.836844158		19.2758511	0.935956106		0.765921701		0.21148761			9338.109082019	0.067643926		0.078372185		
19.2579534	1.6298802	3.787368937	0.103830201	0.835328268		19.2579534	0.935635231		0.765595198		0.210957199			9339.073364246	0.067646406		0.078377842		
19.2400888	1.6297541	3.787384834	0.104053964	0.835316415		19.2400888	0.935280006		0.765219936		0.210394159			9340.037646473	0.067649292		0.078383198		
19.2222574	1.6295369	3.787400998	0.104264256	0.836283893		19.2222574	0.934967696		0.7648006		0.20980145			9341.001928699	0.067652638		0.078388243		
19.204459	1.6293003	3.787417365	0.104374541	0.834442667		19.204459	0.934847567		0.764350455		0.209193712			9341.966210926	0.067656364		0.078393017		
19.1866936	1.6290335	3.787433711	0.104515175	0.832963765		19.1866936	0.93467886		0.763882162		0.208582464			9342.930493152	0.067660302		0.078397622		
19.168961	1.6287303	3.787449767	0.104525828	0.828291944		19.168961	0.934745833		0.763409879		0.207972239			9343.894775379	0.067664314		0.078402181		
19.1512611	1.6284833	3.787465398	0.104460113	0.825768027		19.1512611	0.934947119		0.762949105		0.207365637			9344.859057605	0.067668388		0.078406768		
19.1335939	1.6283202	3.787480707	0.104343203	0.829751506		19.1335939	0.935234311		0.762507771		0.206767321			9345.823339832	0.067672647		0.078411362		
19.1159592	1.6282625	3.787495995	0.104225937	0.84048123		19.1159592	0.935515901		0.762081096		0.206182909			9346.787622059	0.067677273		0.078415858		
19.0983571	1.6283111	3.787511502	0.104166869	0.85171905		19.0983571	0.935687309		0.761660344		0.205617039			9347.751904285	0.067682387		0.078420142		
19.0807873	1.6283553	3.787527289	0.10426493	0.849849013		19.0807873	0.935568018		0.761244515		0.205073626			9348.716186512	0.067687984		0.078424165		
19.0632498	1.6283923	3.787543206	0.104337043	0.849656023		19.0632498	0.935488072		0.760838559		0.204554684			9349.680468738	0.067693936		0.078427966		
19.0457445	1.6284322	3.787559084	0.104547347	0.83732949		19.0457445	0.935150412		0.760442029		0.20405409			9350.644750965	0.067700074		0.078431633		
19.0282713	1.6283859	3.787574866	0.104806179	0.82448219		19.0282713	0.934723724		0.760047347		0.203553084			9351.609033191	0.067706269		0.078435234		
19.0108302	1.6282541	3.787590615	0.105080925	0.815745432		19.0108302	0.934272779		0.759651165		0.203029124			9352.573315418	0.067712472		0.07843878		
18.993421	1.6280385	3.787606415	0.105329927	0.812405655		18.993421	0.933872709		0.759260484		0.20247531			9353.537597644	0.067718704		0.078442229		
18.9760437	1.6277657	3.787622302	0.105512657	0.812100941		18.9760437	0.933591868		0.758880855		0.201911091			9354.501879871	0.06772502		0.07844553		
18.9586981	1.6274822	3.787638333	0.105612557	0.811559647		18.9586981	0.933457031		0.758501787		0.20137005			9355.466162098	0.067731475		0.07844865		
18.9413843	1.627232	3.787654501	0.105647236	0.80959333		18.9413843	0.933437951		0.758102672		0.200874895			9356.430444324	0.067738109		0.078451576		
18.924102	1.627035	3.787670715	0.105652295	0.806963919		18.924102	0.933472148		0.757676835		0.200424205			9357.394726551	0.067744938		0.078454297		
18.9068512	1.6268896	3.787686837	0.105657503	0.804630533		18.9068512	0.933502674		0.757244526		0.200001009			9358.359008777	0.067751957		0.078456804		
18.8896318	1.6267881	3.7877028	0.105681246	0.802759895		18.8896318	0.933489891		0.756836243		0.19958956			9359.323291004	0.06775914		0.078459094		
18.8724438	1.6267219	3.787718689	0.105742418	0.800589957		18.8724438	0.933397243		0.756463186		0.199182355			9360.28757323	0.067766461		0.078461195		
18.8552871	1.6266702	3.787734671	0.105864436	0.797377742		18.8552871	0.933188132		0.756106743		0.198774998			9361.251855457	0.067773916		0.078463163		
18.8381615	1.6265927	3.787750777	0.106058669	0.794181832		18.8381615	0.932852318		0.755735308		0.198361019			9362.216137684	0.067781547		0.078465067		
18.8210669	1.6264432	3.787766907	0.106304359	0.793533468		18.8210669	0.932434776		0.755328662		0.197935501			9363.18041991	0.067789426		0.078466957		
18.8040034	1.6261965	3.787782901	0.10654911	0.795792835		18.8040034	0.932030348		0.754889004		0.197501113			9364.144702137	0.067797629		0.078468853		
18.7869708	1.6258664	3.787798634	0.106732903	0.797323372		18.7869708	0.93174177		0.754435199		0.197066707			9365.108984363	0.067806192		0.078470745		
18.769969	1.6255006	3.787814181	0.106817427	0.794217654		18.769969	0.931631333		0.753989241		0.196640505			9366.07326659	0.067815091		0.078472611		
18.752998	1.6251583	3.787829686	0.106802121	0.786807992		18.752998	0.931695661		0.753564263		0.19622668			9367.037548816	0.067824258		0.078474427		
18.7360576	1.6248843	3.787845189	0.106720639	0.779153664		18.7360576	0.931872318		0.753160793		0.195829077			9368.001831043	0.067833619		0.078476168		
18.7191478	1.6246934	3.787860671	0.106622016	0.77458534		18.7191478	0.932070799		0.752774821		0.195455635			9368.96611327	0.06784312		0.078477805		
18.7022685	1.6245713	3.787876057	0.106547371	0.772944856		18.7022685	0.932212097		0.752410845		0.19511502			9369.930395496	0.067852742		0.078479308		
18.6854196	1.6244903	3.787891288	0.106515383	0.772171717		18.6854196	0.932256658		0.752084516		0.194807814			9370.894677723	0.067862484		0.078480653		
18.668601	1.6244281	3.787906367	0.106525945	0.770967777		18.668601	0.932203347		0.751807307		0.194522491			9371.858959949	0.067872347		0.078481817		
18.6518127	1.6243732	3.787921397	0.106576272	0.769270093		18.6518127	0.932064166		0.751568677		0.194240501			9372.823242176	0.067882333		0.078482784		
18.6350546	1.6243145	3.787936517	0.106670184	0.767631859		18.6350546	0.931843976		0.751340106		0.193945236			9373.787524402	0.067892456		0.078483539		
18.6183265	1.6242316	3.787951848	0.106808842	0.767248466		18.6183265	0.931548547		0.751101047		0.19362787			9374.751806629	0.067902756		0.078484067		
18.6016285	1.6241018	3.787967391	0.106975752	0.76964515		18.6016285	0.931207081		0.750856414		0.193287284			9375.716088855	0.067913299		0.078484368		
18.5849604	1.623918	3.787983012	0.107137868	0.774957733		18.5849604	0.930875136		0.75062244		0.192927096			9376.680371082	0.06792416		0.078484462		
18.5683221	1.6236989	3.787998488	0.107264412	0.780917363		18.5683221	0.9306083		0.750398932		0.192555022			9377.644653309	0.067935392		0.078484379		
18.5517136	1.6234944	3.788013661	0.107344682	0.784745698		18.5517136	0.930429434		0.750166797		0.192184873			9378.608935535	0.067947007		0.078484155		
18.5351347	1.6233129	3.788028491	0.107456042	0.790739184		18.5351347	0.930193484		0.74991715		0.191836144			9379.573217762	0.067958969		0.078483817		
18.5185855	1.6230393	3.788042977	0.107628452	0.803683143		18.5185855	0.929833657		0.749673658		0.191526709			9380.537499988	0.067971222		0.078483385		
18.5020658	1.6227475	3.788057247	0.107622721	0.802962903		18.5020658	0.929782444		0.749473945		0.191261082			9381.501782215	0.067983714		0.078482881		
18.4855755	1.6225036	3.788071485	0.107658012	0.808595461		18.4855755	0.929632556		0.749328046		0.191024169			9382.466064441	0.067996417		0.078482323		
18.4691147	1.6222664	3.788085903	0.107629973	0.80878861		18.4691147	0.929594188		0.749202579		0.190788725			9383.430346668	0.068009331		0.078481713		
18.4526831	1.6220826	3.788100648	0.107597686	0.807256593		18.4526831	0.929576869		0.749048039		0.190533751			9384.394628895	0.068022457		0.078481014		
18.4362807	1.6219385	3.788115638	0.107586416	0.805394893		18.4362807	0.929542171		0.748835537		0.190259424			9385.358911121	0.068035772		0.078480154		
18.4199074	1.6218045	3.788130631	0.10762262	0.805872257		18.4199074	0.92943699		0.748564428		0.189983509			9386.323193348	0.06804923		0.078479059		
18.4035632	1.6216455	3.788145406	0.107691122	0.807842443		18.4035632	0.929283528		0.748243904		0.189720919			9387.287475574	0.068062776		0.078477697		
18.387248	1.6214444	3.788159822	0.107768472	0.80935794		18.387248	0.929124641		0.747881376		0.189465392			9388.251757801	0.068076393		0.0784761		
18.3709617	1.6211976	3.78817389	0.107822625	0.807174336		18.3709617	0.929021942		0.747489933		0.189190816			9389.216040027	0.06809012		0.078474348		
18.3547042	1.6209232	3.788187693	0.107818544	0.79822871		18.3547042	0.929039591		0.747093466		0.188871108			9390.180322254	0.068104048		0.078472515		
18.3384755	1.6206634	3.788201317	0.107736676	0.782922633		18.3384755	0.929209235		0.746714064		0.188500195			9391.14460448	0.068118266		0.078470625		
18.3222754	1.6204681	3.788214843	0.107591245	0.766632441		18.3222754	0.929499177		0.74635824		0.18809439			9392.108886707	0.068132812		0.078468642		
18.3061039	1.6203683	3.788228419	0.107428914	0.755777595		18.3061039	0.929817336		0.746023888		0.187678689			9393.073168934	0.068147648		0.078466505		
18.289961	1.6203599	3.788242166	0.107305584	0.751947034		18.289961	0.930052119		0.74571815		0.187272767			9394.03745116	0.068162688		0.078464172		
18.2738465	1.6204086	3.788256213	0.107259859	0.751791113		18.2738465	0.930123765		0.745456015		0.186886489			9395.001733387	0.068177859		0.078461647		
18.2577604	1.6204706	3.788270628	0.107301875	0.752243739		18.2577604	0.930012864		0.745235603		0.186521695			9395.966015613	0.068193149		0.07845896		
18.2417025	1.62051	3.788285404	0.10741926	0.753380945		18.2417025	0.929753699		0.74502303		0.18617365			9396.93029784	0.068208612		0.078456133		
18.2256729	1.6205056	3.788300461	0.107589484	0.756619777		18.2256729	0.929405264		0.744771547		0.185830946			9397.894580066	0.068224323		0.078453159		
18.2096714	1.6204495	3.788315675	0.107789784	0.762474203		18.2096714	0.929022223		0.744454159		0.18547713			9398.858862293	0.068240326		0.078450006		
18.193698	1.6203415	3.788330929	0.108001512	0.770204449		18.193698	0.928643396		0.744070546		0.18509603			9399.82314452	0.068256605		0.07844665		
18.1777526	1.6201849	3.788346088	0.108209141	0.777949244		18.1777526	0.928299067		0.743624746		0.184677919			9400.787426746	0.0682731		0.078443096		
18.1618352	1.6199866	3.788361054	0.108397423	0.782811727		18.1618352	0.928020263		0.743110016		0.184222548			9401.751708973	0.068289751		0.078439383		
18.1459455	1.6197609	3.788375767	0.108553037	0.782310765		18.1459455	0.92783093		0.742524595		0.183738799			9402.715991199	0.068306533		0.078435561		
18.1300837	1.6195289	3.78839026	0.108672339	0.776764694		18.1300837	0.927726501		0.741895142		0.18324272			9403.680273426	0.068323464		0.078431668		
18.1142496	1.6193089	3.788404697	0.108767156	0.76945471		18.1142496	0.927665415		0.741270744		0.182753971			9404.644555652	0.068340581		0.078427714		
18.0984431	1.6191048	3.788419234	0.10885824	0.763836159		18.0984431	0.927592423		0.740690902		0.182290067			9405.608837879	0.068357923		0.078423688		
18.0826641	1.6189051	3.7884339	0.108959051	0.761249593		18.0826641	0.927476624		0.740166316		0.181860041			9406.573120105	0.068375509		0.078419561		
18.0669127	1.6186968	3.788448511	0.109066572	0.761156424		18.0669127	0.927325445		0.739692781		0.181461533			9407.537402332	0.068393339		0.078415301		
18.0511886	1.6184785	3.788462837	0.109170613	0.762672641		18.0511886	0.927160044		0.739272597		0.181083049			9408.501684559	0.068411392		0.078410875		
18.035492	1.6182567	3.788476826	0.109270533	0.765791888		18.035492	0.92698367		0.738910624		0.180708767			9409.465966785	0.068429634		0.078406252		
18.0198226	1.6180308	3.78849069	0.109377307	0.771108303		18.0198226	0.926783049		0.738593252		0.180323257			9410.430249012	0.068448022		0.078401404		
18.0041803	1.6177846	3.788504737	0.109496193	0.778151446		18.0041803	0.926561024		0.738286198		0.179915868			9411.394531238	0.068466533		0.078396318		
17.9885653	1.6175011	3.788519152	0.109610802	0.784145081		17.9885653	0.92635804		0.737960283		0.179485418			9412.358813465	0.068485193		0.078391002		
17.9729773	1.6171827	3.788533846	0.109690313	0.785248117		17.9729773	0.926231297		0.737612641		0.179043154			9413.323095691	0.068504086		0.078385492		
17.9574162	1.6168564	3.788548503	0.10971488	0.779783374		17.9574162	0.926210673		0.737255455		0.178608835			9414.287377918	0.068523326		0.078379848		
17.9418821	1.6165542	3.78856285	0.109692082	0.76968056		17.9418821	0.92627741		0.73689133		0.178198837			9415.251660145	0.068542994		0.078374138		
17.9263749	1.6162915	3.78857679	0.109648152	0.758505546		17.9263749	0.92638309		0.73651395		0.177814813			9416.215942371	0.068563081		0.07836842		
17.9108944	1.6160642	3.788590399	0.109606203	0.748974021		17.9108944	0.926483274		0.736134008		0.177443476			9417.180224598	0.06858348		0.078362719		
17.8954407	1.6158612	3.788603855	0.109575814	0.74233642		17.8954407	0.926551719		0.735789108		0.17706863			9418.144506824	0.068604033		0.078357017		
17.8800136	1.6156757	3.788617356	0.109560953	0.73889536		17.8800136	0.926571151		0.735514187		0.176685285			9419.108789051	0.06862462		0.07835126		
17.8646131	1.6155005	3.788631022	0.109570044	0.738441685		17.8646131	0.926524577		0.735304136		0.176303412			9420.073071277	0.068645217		0.078345376		
17.849239	1.6153185	3.78864486	0.109611695	0.74046794		17.849239	0.926404733		0.735116576		0.175938724			9421.037353504	0.068665895		0.078339307		
17.8338915	1.6151036	3.788658799	0.109679035	0.744086817		17.8338915	0.926234204		0.734914066		0.175599785			9422.00163573	0.068686769		0.07833302		
17.8185702	1.6148385	3.78867273	0.109741387	0.747451812		17.8185702	0.926073184		0.734695428		0.175282613			9422.965917957	0.068707923		0.078326509		
17.8032753	1.6145344	3.788686596	0.109757089	0.747763903		17.8032753	0.925998118		0.734481598		0.174975784			9423.930200184	0.068729377		0.078319783		
17.7880067	1.6142342	3.788700374	0.109700041	0.743370257		17.7880067	0.92605929		0.734280791		0.174669406			9424.89448241	0.068751103		0.078312852		
17.7727641	1.6140335	3.78871409	0.109577773	0.736139447		17.7727641	0.92624724		0.734080592		0.174359727			9425.858764637	0.068773064		0.078305727		
17.7575477	1.6138453	3.788727771	0.109604974	0.737052173		17.7575477	0.926149602		0.733873612		0.174048009			9426.823046863	0.068795256		0.078298421		
17.7423574	1.6135957	3.788741394	0.109567995	0.735130503		17.7423574	0.926172518		0.733676847		0.173738146			9427.78732909	0.068817692		0.078290964		
17.727193	1.6133645	3.788754921	0.109507285	0.733204717		17.727193	0.926228884		0.7335156		0.173435985			9428.751611316	0.068840383		0.0782834		
17.7120544	1.61316	3.788768362	0.109431843	0.731897261		17.7120544	0.926298939		0.733392671		0.173148269			9429.715893543	0.068863314		0.078275777		
17.6969418	1.6129707	3.78878175	0.109373993	0.731635014		17.6969418	0.926327056		0.733282699		0.172878571			9430.68017577	0.068886444		0.078268126		
17.6818549	1.6127711	3.788795168	0.109316246	0.73136733		17.6818549	0.926357107		0.733156687		0.172622115			9431.644457996	0.068909738		0.078260445		
17.6667937	1.6125897	3.788808646	0.10921953	0.730736502		17.6667937	0.926471375		0.733004022		0.172365488			9432.608740223	0.068933192		0.078252693		
17.6517581	1.612444	3.788822051	0.10913589	0.730978489		17.6517581	0.92657136		0.732827809		0.172094227			9433.573022449	0.068956838		0.078244798		
17.6367481	1.6123267	3.788835277	0.109058727	0.732097119		17.6367481	0.926671049		0.732628171		0.171803111			9434.537304676	0.068980723		0.078236681		
17.6217636	1.612238	3.78884828	0.109020752	0.733230228		17.6217636	0.926706194		0.732401159		0.171499584			9435.501586902	0.06900488		0.078228293		
17.6068045	1.612099	3.788861069	0.109057165	0.732718555		17.6068045	0.92660306		0.732153042		0.171196395			9436.465869129	0.069029319		0.078219622		
17.5918709	1.6119391	3.78887375	0.109005299	0.734450872		17.5918709	0.926670283		0.731904828		0.170901268			9437.430151355	0.069054031		0.078210695		
17.5769625	1.6118072	3.788886399	0.108983668	0.73555972		17.5769625	0.926670583		0.731676141		0.170615328			9438.394433582	0.069078998		0.078201551		
17.5620794	1.6117036	3.788899018	0.108937021	0.737693265		17.5620794	0.926710519		0.731468534		0.170341771			9439.358715809	0.069104209		0.078192212		
17.5472215	1.6115969	3.788911642	0.10897756	0.735956071		17.5472215	0.926571401		0.731270601		0.170092732			9440.322998035	0.069129648		0.078182687		
17.5323886	1.6114397	3.788924358	0.108992931	0.734825229		17.5323886	0.92647139		0.731075936		0.169881972			9441.287280262	0.069155302		0.078172981		
17.5175809	1.6112951	3.788937123	0.108969521	0.734652909		17.5175809	0.9264371		0.730886696		0.169707222			9442.251562488	0.069181157		0.078163126		
17.5027981	1.6111795	3.788949836	0.108958674	0.733930554		17.5027981	0.926376229		0.730697251		0.169541502			9443.215844715	0.069207209		0.078153188		
17.4880403	1.6110773	3.788962366	0.108965069	0.732993444		17.4880403	0.926295936		0.730483708		0.169347112			9444.180126941	0.069233464		0.078143234		
17.4733073	1.6109738	3.788974644	0.109001228	0.731729171		17.4733073	0.926184938		0.730219745		0.169102284			9445.144409168	0.069259929		0.078133298		
17.4585991	1.6108534	3.788986805	0.10905333	0.730513325		17.4585991	0.926068966		0.729903274		0.168815368			9446.108691395	0.069286591		0.078123351		
17.4439157	1.6107185	3.788999146	0.109106358	0.729475539		17.4439157	0.925962943		0.729560307		0.168513586			9447.072973621	0.06931341		0.078113315		
17.4292569	1.6105913	3.789011904	0.109155606	0.728512698		17.4292569	0.925862315		0.729218357		0.168219051			9448.037255848	0.069340328		0.078103118		
17.4146228	1.6104503	3.789025132	0.109253726	0.726408017		17.4146228	0.925662038		0.728878817		0.167935805			9449.001538074	0.069367303		0.078092732		
17.4000132	1.6102116	3.789038739	0.109365493	0.724556831		17.4000132	0.925439836		0.728519604		0.167656799			9449.965820301	0.069394334		0.078082181		
17.3854281	1.6100328	3.789052471	0.109280663	0.726130862		17.3854281	0.925616727		0.728123043		0.167377237			9450.930102527	0.069421469		0.078071518		
17.3708675	1.6099244	3.789066083	0.109369295	0.724283288		17.3708675	0.925461441		0.727695987		0.167096994			9451.894384754	0.069448781		0.078060774		
17.3563312	1.6097642	3.789079419	0.109431674	0.723279079		17.3563312	0.925360665		0.727262683		0.166813397			9452.858666981	0.06947633		0.078049948		
17.3418192	1.6095857	3.789092433	0.109526534	0.721728983		17.3418192	0.925193514		0.726844687		0.166519291			9453.822949207	0.069504138		0.078039018		
17.3273315	1.6093781	3.789105142	0.109593332	0.720966383		17.3273315	0.925076852		0.726452645		0.166212227			9454.787231434	0.069532195		0.07802796		
17.3128679	1.6091763	3.789117653	0.109643431	0.720558281		17.3128679	0.924983629		0.726093288		0.165902891			9455.75151366	0.069560486		0.078016759		
17.2984285	1.6089757	3.789130091	0.109702525	0.719909626		17.2984285	0.924856403		0.725774131		0.165608879			9456.715795887	0.069589007		0.078005391		
17.2840131	1.6087631	3.789142641	0.109759308	0.719267848		17.2840131	0.924715449		0.725495315		0.165338431			9457.680078113	0.069617776		0.077993818		
17.2696218	1.6085495	3.789155556	0.109801743	0.718857464		17.2696218	0.924591769		0.725240199		0.165083433			9458.64436034	0.069646807		0.077982005		
17.2552544	1.6083386	3.789168931	0.109846366	0.718528265		17.2552544	0.924464088		0.724981542		0.164831544			9459.608642566	0.069676098		0.077969963		
17.2409109	1.6081495	3.789182583	0.109879898	0.71827184		17.2409109	0.924364224		0.724700395		0.164584508			9460.572924793	0.069705615		0.077957768		
17.2265912	1.6079417	3.789196162	0.109983488	0.718268225		17.2265912	0.924126262		0.724398041		0.164359987			9461.53720702	0.069735313		0.077945543		
17.2122952	1.6076851	3.789209356	0.110053981	0.718643794		17.2122952	0.92394696		0.724089205		0.164171987			9462.501489246	0.069765162		0.077933379		
17.198023	1.6074282	3.789222036	0.110098628	0.719031646		17.198023	0.923810275		0.723787018		0.164010889			9463.465771473	0.069795155		0.077921277		
17.1837744	1.6071814	3.789234322	0.110139848	0.719639919		17.1837744	0.923677308		0.723497426		0.16384627			9464.430053699	0.069825311		0.077909134		
17.1695495	1.6069328	3.789246484	0.110196242	0.720901631		17.1695495	0.92351587		0.7232259		0.163651563			9465.394335926	0.069855658		0.077896815		
17.155348	1.6066483	3.789258728	0.110270743	0.723253681		17.155348	0.923316779		0.722982851		0.163426986			9466.358618152	0.069886212		0.077884234		
17.14117	1.6063326	3.789271135	0.110304124	0.72467751		17.14117	0.923188514		0.722778112		0.163198971			9467.322900379	0.069916975		0.077871403		
17.1270155	1.6060051	3.789283698	0.110314018	0.725797639		17.1270155	0.923088514		0.722611806		0.162997802			9468.287182606	0.069947938		0.077858401		
17.1128843	1.6057069	3.789296303	0.110264547	0.724826199		17.1128843	0.923088514		0.722474538		0.162835324			9469.251464832	0.069979084		0.077845302		
17.0987764	1.6054235	3.789308757	0.110265602	0.726684686		17.0987764	0.922974642		0.722356659		0.162701219			9470.215747059	0.070010401		0.077832113		
17.0846917	1.6051129	3.789320905	0.110244166	0.727820315		17.0846917	0.922898605		0.722253891		0.162577157			9471.180029285	0.070041871		0.077818788		
17.0706303	1.6047791	3.789332829	0.1102102	0.728481484		17.0706303	0.92284406		0.722162283		0.162453987			9472.144311512	0.07007348		0.077805276		
17.0565919	1.6044757	3.78934486	0.110091836	0.72496546		17.0565919	0.922956631		0.722071655		0.162338172			9473.108593738	0.070105219		0.077791579		
