Reference:	"Gerakines and Hudson (2020)"
DOI:	"doi:https://doi.org/10.3847/1538-4357/abad39"
Sample Type:	"Ice"
Composition:	"CH3OH (1)"
Temperature:	"120K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/54"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
838.7763445	1.358873848		0.100129317			838.7763445	0.023021		
838.8968756	1.358317292		0.099700492			838.8968756	0.022914999		
839.0174068	1.357845318		0.099094174			839.0174068	0.022769999		
839.137938	1.357521019		0.098357536			839.137938	0.022598		
839.2584691	1.357394714		0.097565146			839.2584691	0.022417		
839.3790003	1.357456724		0.096805348			839.3790003	0.022247		
839.4995315	1.357677384		0.096146165			839.4995315	0.022103		
839.6200626	1.357980746		0.095637428			839.6200626	0.021995		
839.7405938	1.358300467		0.095271376			839.7405938	0.02192		
839.861125	1.358578437		0.095026484			839.861125	0.021872		
839.9816561	1.358789758		0.094848092			839.9816561	0.021838		
840.1021873	1.358936917		0.094701132			840.1021873	0.02181		
840.2227184	1.359037793		0.094553674			840.2227184	0.021781		
840.3432496	1.35911771		0.094403641			840.3432496	0.021751		
840.4637808	1.359187737		0.09425882			840.4637808	0.021722		
840.5843119	1.359245717		0.094128073			840.5843119	0.021696		
840.7048431	1.359287965		0.094011687			840.7048431	0.021673		
840.8253743	1.359308533		0.093905792			840.8253743	0.021652		
840.9459054	1.359314919		0.093805428			840.9459054	0.021632		
841.0664366	1.359306035		0.093715019			841.0664366	0.021614		
841.1869678	1.359290699		0.093638185			841.1869678	0.021599		
841.3074989	1.359256027		0.093597669			841.3074989	0.021592		
841.4280301	1.359177906		0.093595412			841.4280301	0.021593		
841.5485612	1.359018184		0.093625819			841.5485612	0.0216		
841.6690924	1.35874904		0.093643394			841.6690924	0.021602		
841.7896236	1.358364774		0.093596491			841.7896236	0.021587		
841.9101547	1.35789862		0.093417244			841.9101547	0.02154		
842.0306859	1.357416634		0.093078527			842.0306859	0.021455999		
842.1512171	1.356993269		0.092574333			842.1512171	0.021335		
842.2717482	1.356702249		0.091955295			842.2717482	0.02119		
842.3922794	1.356572527		0.091288796			842.3922794	0.021037		
842.5128106	1.356607218		0.090657279			842.5128106	0.020895		
842.6333417	1.356749687		0.090126061			842.6333417	0.020778		
842.7538729	1.356938022		0.089708635			842.7538729	0.020688		
842.8744041	1.357116325		0.089400598			842.8744041	0.020623		
842.9949352	1.357238915		0.089157725			842.9949352	0.020572		
843.1154664	1.357312788		0.088936079			843.1154664	0.020525		
843.2359975	1.357344123		0.088713494			843.2359975	0.020477		
843.3565287	1.357365323		0.088470123			843.3565287	0.020424		
843.4770599	1.357391943		0.088230751			843.4770599	0.020372		
843.597591	1.357420057		0.088000011			843.597591	0.020322		
843.7181222	1.357442231		0.087795777			843.7181222	0.020278		
843.8386534	1.357431523		0.087607121			843.8386534	0.020237		
843.9591845	1.357385093		0.087412613			843.9591845	0.020194		
844.0797157	1.357311689		0.087189943			844.0797157	0.020144		
844.2002469	1.357234039		0.086933054			844.2002469	0.020086		
844.320778	1.357171068		0.086644842			844.320778	0.020021		
844.4413092	1.357139141		0.0863457			844.4413092	0.019954		
844.5618403	1.357133757		0.086057609			844.5618403	0.01989		
844.6823715	1.357138552		0.085799097			844.6823715	0.019833		
844.8029027	1.357123797		0.085568072			844.8029027	0.019782		
844.9234338	1.357070202		0.085344365			844.9234338	0.019732		
845.043965	1.356973979		0.085093686			845.043965	0.019675		
845.1644962	1.356859716		0.084788268			845.1644962	0.019605		
845.2850273	1.356762363		0.084421197			845.2850273	0.019521		
845.4055585	1.356713492		0.08400744			845.4055585	0.019427		
845.5260897	1.356733343		0.083571462			845.5260897	0.019329		
845.6466208	1.356830242		0.083151554			845.6466208	0.019236		
845.767152	1.356984427		0.082783715			845.767152	0.019156		
845.8876831	1.357162946		0.082483275			845.8876831	0.019092		
846.0082143	1.357335839		0.082248065			846.0082143	0.019043		
846.1287455	1.357475441		0.082062812			846.1287455	0.019005		
846.2492766	1.357578266		0.081897566			846.2492766	0.018971		
846.3698078	1.357651838		0.081747447			846.3698078	0.01894		
846.490339	1.357692252		0.081599806			846.490339	0.018909		
846.6108701	1.357713562		0.081449303			846.6108701	0.018877		
846.7314013	1.357714305		0.081304653			846.7314013	0.018846		
846.8519325	1.357681891		0.081162456			846.8519325	0.018815		
846.9724636	1.357611342		0.081005851			846.9724636	0.01878		
847.0929948	1.357505393		0.080821723			847.0929948	0.018738		
847.2135259	1.357371687		0.080588006			847.2135259	0.018684		
847.3340571	1.357236272		0.080294217			847.3340571	0.018616		
847.4545883	1.357122845		0.079938681			847.4545883	0.018534		
847.5751194	1.357061934		0.079536465			847.5751194	0.018442		
847.6956506	1.357063647		0.079112714			847.6956506	0.018346		
847.8161818	1.357137546		0.078692606			847.8161818	0.018252		
847.9367129	1.357271798		0.078311399			847.9367129	0.018167999		
848.0572441	1.357439513		0.077983876			848.0572441	0.018097		
848.1777753	1.357619051		0.077711517			848.1777753	0.018039		
848.2983064	1.357792093		0.077495564			848.2983064	0.017994		
848.4188376	1.357931447		0.077324996			848.4188376	0.017959		
848.5393688	1.358032109		0.077174379			848.5393688	0.017928		
848.6598999	1.358091894		0.077035265			848.6598999	0.017899		
848.7804311	1.358107277		0.076882155			848.7804311	0.017866		
848.9009622	1.358100237		0.076700645			848.9009622	0.017826		
849.0214934	1.358079582		0.076490129			849.0214934	0.017779		
849.1420246	1.358062098		0.076240879			849.1420246	0.017723		
849.2625557	1.358070521		0.0759642			849.2625557	0.017661		
849.3830869	1.358112864		0.075676706			849.3830869	0.017597		
849.5036181	1.358193262		0.075399554			849.5036181	0.017536		
849.6241492	1.358295647		0.075155266			849.6241492	0.017483		
849.7446804	1.358395732		0.074945495			849.7446804	0.017438		
849.8652116	1.358477334		0.074762763			849.8652116	0.017399		
849.9857427	1.358522738		0.074591143			849.9857427	0.017362		
850.1062739	1.358532876		0.074396329			850.1062739	0.017319		
850.226805	1.358535422		0.074159325			850.226805	0.017266		
850.3473362	1.358559149		0.073878193			850.3473362	0.017203		
850.4678674	1.358637262		0.073567824			850.4678674	0.017134		
850.5883985	1.358790675		0.073265319			850.5883985	0.017068		
850.7089297	1.359014389		0.073022312			850.7089297	0.017017		
850.8294609	1.3592666		0.072875751			850.8294609	0.016989		
850.949992	1.359498423		0.072837381			850.949992	0.016986		
851.0705232	1.35964795		0.072889954			851.0705232	0.017003		
851.1910544	1.359686134		0.07297991			851.1910544	0.017027		
851.3115855	1.359602128		0.073061044			851.3115855	0.017047		
851.4321167	1.359414942		0.073068065			851.4321167	0.017048		
851.5526478	1.359177558		0.072976045			851.5526478	0.017025		
851.673179	1.358933717		0.072777755			851.673179	0.016977		
851.7937102	1.358729509		0.072495707			851.7937102	0.01691		
851.9142413	1.358578962		0.072158881			851.9142413	0.016831		
852.0347725	1.358491175		0.071796592			852.0347725	0.016747		
852.1553037	1.358452426		0.071426875			852.1553037	0.016662		
852.2758348	1.358465531		0.07105811			852.2758348	0.016577999		
852.396366	1.358519113		0.070703874			852.396366	0.016498		
852.5168972	1.358619127		0.070363783			852.5168972	0.016422		
852.6374283	1.358766197		0.070067637			852.6374283	0.016357		
852.7579595	1.358937923		0.069833918			852.7579595	0.016307		
852.8784906	1.359105139		0.069677257			852.8784906	0.016275		
852.9990218	1.359225298		0.069587597			852.9990218	0.016258		
853.119553	1.359272729		0.069536774			853.119553	0.016249		
853.2400841	1.359227936		0.069483478			853.2400841	0.016238		
853.3606153	1.359109184		0.06937119			853.3606153	0.016212		
853.4811465	1.358964063		0.069175533			853.4811465	0.016166		
853.6016776	1.358842383		0.068897544			853.6016776	0.016101		
853.7222088	1.358785432		0.068572888			853.7222088	0.016026		
853.84274	1.358802805		0.068247794			853.84274	0.015952		
853.9632711	1.358878794		0.067974328			853.9632711	0.015891		
854.0838023	1.358957448		0.067777319			854.0838023	0.015848		
854.2043334	1.358988785		0.067642914			854.2043334	0.015819		
854.3248646	1.358931016		0.067527001			854.3248646	0.015793		
854.4453958	1.358790352		0.067365421			854.4453958	0.015755		
854.5659269	1.358601377		0.06711772			854.5659269	0.015696		
854.6864581	1.358420187		0.066763341			854.6864581	0.015612		
854.8069893	1.358301326		0.066324376			854.8069893	0.015509		
854.9275204	1.358276608		0.065841393			854.9275204	0.015397		
855.0480516	1.358353666		0.06536922			855.0480516	0.015289		
855.1685828	1.358502463		0.064956474			855.1685828	0.015196		
855.2891139	1.358674441		0.064614633			855.2891139	0.01512		
855.4096451	1.358838837		0.064332819			855.4096451	0.015058		
855.5301763	1.358967211		0.064091527			855.5301763	0.015005		
855.6507074	1.35905598		0.063852788			855.6507074	0.014952		
855.7712386	1.359125127		0.063598408			855.7712386	0.014895		
855.8917697	1.359191131		0.063327382			855.8917697	0.014834		
856.0123009	1.359264356		0.063043324			856.0123009	0.01477		
856.1328321	1.359351662		0.062758534			856.1328321	0.014706		
856.2533632	1.359441313		0.06247796			856.2533632	0.014643		
856.3738944	1.359537021		0.062197145			856.3738944	0.01458		
856.4944256	1.35962845		0.061920947			856.4944256	0.014518		
856.6149567	1.359718907		0.061628015			856.6149567	0.014452		
856.7354879	1.35982636		0.061325738			856.7354879	0.014384		
856.8560191	1.359949701		0.061018429			856.8560191	0.014315		
856.9765502	1.360095602		0.060709921			856.9765502	0.014246		
857.0970814	1.360266093		0.060408557			857.0970814	0.014179		
857.2176125	1.360457168		0.060123023			857.2176125	0.014116		
857.3381437	1.360665115		0.059853532			857.3381437	0.014057		
857.4586749	1.360888814		0.059604358			857.4586749	0.014003		
857.579206	1.36113013		0.059375376			857.579206	0.013954		
857.6997372	1.361391264		0.059183303			857.6997372	0.013914		
857.8202684	1.361656947		0.059037436			857.8202684	0.013885		
857.9407995	1.361913945		0.058946935			857.9407995	0.013869		
858.0613307	1.362133318		0.058909241			858.0613307	0.013865		
858.1818619	1.362296219		0.05890858			858.1818619	0.013869		
858.302393	1.36238176		0.058916689			858.302393	0.013874		
858.4229242	1.362399317		0.058890916			858.4229242	0.01387		
858.5434553	1.362374609		0.058808707			858.5434553	0.013852		
858.6639865	1.36234018		0.058655537			858.6639865	0.013817		
858.7845177	1.3623374		0.058437422			858.7845177	0.013767		
858.9050488	1.362397152		0.058186263			858.9050488	0.01371		
859.02558	1.362523721		0.057939713			859.02558	0.013655		
859.1461112	1.362712732		0.057731677			859.1461112	0.01361		
859.2666423	1.362935542		0.057597439			859.2666423	0.013583		
859.3871735	1.363153184		0.057543407			859.3871735	0.013575		
859.5077047	1.363332612		0.057567241			859.5077047	0.013585		
859.6282358	1.363439971		0.05764987			859.6282358	0.013608		
859.748767	1.363454408		0.057763102			859.748767	0.013637		
859.8692981	1.363363449		0.057869886			859.8692981	0.013663		
859.9898293	1.363173109		0.057932088			859.9898293	0.013677		
860.1103605	1.36289818		0.057915239			860.1103605	0.013671		
860.2308916	1.362568371		0.057788176			860.2308916	0.013638		
860.3514228	1.362225769		0.057531612			860.3514228	0.013573999		
860.471954	1.361922998		0.057146692			860.471954	0.01348		
860.5924851	1.361703312		0.056660378			860.5924851	0.013363		
860.7130163	1.361595348		0.056108955			860.7130163	0.013232		
860.8335475	1.361613077		0.055542167			860.8335475	0.013099		
860.9540786	1.36174076		0.055007201			860.9540786	0.012974999		
861.0746098	1.361950765		0.054535031			861.0746098	0.012866999		
861.195141	1.362201271		0.054140557			861.195141	0.012778		
861.3156721	1.362461115		0.053808678			861.3156721	0.012704		
861.4362033	1.362715035		0.053523417			861.4362033	0.012641		
861.5567344	1.362964931		0.053259488			861.5567344	0.012583		
861.6772656	1.363228895		0.053020052			861.6772656	0.012531		
861.7977968	1.363506743		0.052809278			861.7977968	0.012486		
861.9183279	1.36381226		0.052643107			861.9183279	0.012452		
862.0388591	1.364127249		0.052551765			862.0388591	0.012436		
862.1593903	1.364423851		0.052549252			862.1593903	0.012441		
862.2799214	1.364652857		0.052638218			862.2799214	0.012467		
862.4004526	1.364776501		0.052783114			862.4004526	0.012505		
862.5209838	1.364770678		0.052947696			862.5209838	0.012546		
862.6415149	1.364625028		0.053069912			862.6415149	0.012575		
862.7620461	1.364366759		0.053093954			862.7620461	0.012579		
862.8825772	1.364042346		0.052975427			862.8825772	0.012548		
863.0031084	1.36371877		0.05270222			863.0031084	0.01248		
863.1236396	1.363451461		0.052283823			863.1236396	0.012377999		
863.2441707	1.363303487		0.051754476			863.2441707	0.012250999		
863.3647019	1.36330084		0.051179779			863.3647019	0.012114999		
863.4852331	1.363448753		0.050613919			863.4852331	0.011983		
863.6057642	1.363730657		0.050124664			863.6057642	0.011871		
863.7262954	1.364093256		0.049756561			863.7262954	0.011789		
863.8468266	1.364477191		0.049525148			863.8468266	0.01174		
863.9673577	1.364824681		0.049420831			863.9673577	0.011721		
864.0878889	1.365085552		0.049412827			864.0878889	0.011724		
864.20842	1.365231654		0.04944843			864.20842	0.011736		
864.3289512	1.36525723		0.049473813			864.3289512	0.011744		
864.4494824	1.36518728		0.049429359			864.4494824	0.011734		
864.5700135	1.365070008		0.049291686			864.5700135	0.011701		
864.6905447	1.364949503		0.04904597			864.6905447	0.011642		
864.8110759	1.364885166		0.048714077			864.8110759	0.011562999		
864.931607	1.364895324		0.048336738			864.931607	0.011474		
865.0521382	1.364995373		0.047950662			865.0521382	0.011384		
865.1726694	1.365169717		0.047606633			865.1726694	0.011305		
865.2932005	1.365379955		0.047327433			865.2932005	0.011242		
865.4137317	1.365587922		0.047114996			865.4137317	0.011195		
865.5342628	1.365759361		0.046954422			865.5342628	0.01116		
865.654794	1.365871861		0.046809448			865.654794	0.011128		
865.7753252	1.365934185		0.046642224			865.7753252	0.01109		
865.8958563	1.365967062		0.046426771			865.8958563	0.01104		
866.0163875	1.366008219		0.046152862			866.0163875	0.010976		
866.1369187	1.366087011		0.045835632			866.1369187	0.010902		
866.2574498	1.366223132		0.045499017			866.2574498	0.010824		
866.377981	1.366416356		0.045176251			866.377981	0.01075		
866.4985122	1.366650157		0.044888905			866.4985122	0.010685		
866.6190433	1.366901021		0.044646441			866.6190433	0.010631		
866.7395745	1.367147381		0.044441622			866.7395745	0.010586		
866.8601057	1.367379506		0.04425834			866.8601057	0.010546		
866.9806368	1.367600394		0.044079861			866.9806368	0.010507		
867.101168	1.367828221		0.043896984			867.101168	0.010467		
867.2216991	1.368079699		0.043725417			867.2216991	0.01043		
867.3422303	1.368354529		0.043581705			867.3422303	0.0104		
867.4627615	1.368646151		0.043490954			867.4627615	0.010383		
867.5832926	1.368921778		0.043463029			867.5832926	0.010381		
867.7038238	1.369160082		0.043494821			867.7038238	0.010393		
867.824355	1.369322383		0.043571731			867.824355	0.010415		
867.9448861	1.369398106		0.043648864			867.9448861	0.010436		
868.0654173	1.369393198		0.043692905			868.0654173	0.010448		
868.1859485	1.369336358		0.043669386			868.1859485	0.010443		
868.3064796	1.369260028		0.04357668			868.3064796	0.010421		
868.4270108	1.369190122		0.043409367			868.4270108	0.010381		
868.5475419	1.369161956		0.043186336			868.5475419	0.010328		
868.6680731	1.369182003		0.042936189			868.6680731	0.010269		
868.7886043	1.369251722		0.042675392			868.7886043	0.010208		
868.9091354	1.369370516		0.042424625			868.9091354	0.01015		
869.0296666	1.369526353		0.042200987			869.0296666	0.010099		
869.1501978	1.369707958		0.042013269			869.1501978	0.010057		
869.2707289	1.369901894		0.041874471			869.2707289	0.010027		
869.3912601	1.370081176		0.041790013			869.3912601	0.01001		
869.5117913	1.370220909		0.041748735			869.5117913	0.010003		
869.6323224	1.370299288		0.041731108			869.6323224	0.010001		
869.7528536	1.370308596		0.041700455			869.7528536	0.009995		
869.8733847	1.370261112		0.041627357			869.8733847	0.009978		
869.9939159	1.370181475		0.04148179			869.9939159	0.009943		
870.1144471	1.370113645		0.041261598			870.1144471	0.00989		
870.2349782	1.370086842		0.040977723			870.2349782	0.009822		
870.3555094	1.370136831		0.040665492			870.3555094	0.009748		
870.4760406	1.370250246		0.040374964			870.4760406	0.00968		
870.5965717	1.37040225		0.040127912			870.5965717	0.009623		
870.7171029	1.370552755		0.03993448			870.7171029	0.009579		
870.8376341	1.370671629		0.039771437			870.8376341	0.009542		
870.9581652	1.370744846		0.03960657			870.9581652	0.009504		
871.0786964	1.370789839		0.039402067			871.0786964	0.009456		
871.1992275	1.370836786		0.039144172			871.1992275	0.009395		
871.3197587	1.370928856		0.038834955			871.3197587	0.009322		
871.4402899	1.371090309		0.038514352			871.4402899	0.009247		
871.560821	1.371321848		0.038215189			871.560821	0.009178		
871.6813522	1.37160605		0.037979293			871.6813522	0.009125		
871.8018834	1.371898595		0.037821012			871.8018834	0.009091		
871.9224145	1.372161272		0.037729789			871.9224145	0.009073		
872.0429457	1.372369976		0.03767394			872.0429457	0.009063		
872.1634769	1.372526252		0.037620606			872.1634769	0.009053		
872.284008	1.372647413		0.037548492			872.284008	0.009038		
872.4045392	1.372753117		0.03745258			872.4045392	0.009017		
872.5250703	1.372861552		0.037340206			872.5250703	0.008992		
872.6456015	1.372970708		0.037227842			872.6456015	0.008967		
872.7661327	1.373074015		0.0371158			872.7661327	0.008942		
872.8866638	1.373161189		0.037004566			872.8866638	0.008917		
873.007195	1.373228185		0.03687389			873.007195	0.008887		
873.1277262	1.373288407		0.03671088			873.1277262	0.008849		
873.2482573	1.373366359		0.036506228			873.2482573	0.008801		
873.3687885	1.373490292		0.036279069			873.3687885	0.008748		
873.4893197	1.373671829		0.03605748			873.4893197	0.008697		
873.6098508	1.373901632		0.035882737			873.6098508	0.008658		
873.730382	1.37414596		0.035772708			873.730382	0.008635		
873.8509132	1.37436654		0.035737285			873.8509132	0.00863		
873.9714443	1.374515286		0.035741952			873.9714443	0.008634		
874.0919755	1.374595146		0.035741689			874.0919755	0.008636		
874.2125066	1.374612329		0.035703587			874.2125066	0.008628		
874.3330378	1.374606558		0.035593178			874.3330378	0.008602		
874.453569	1.374626797		0.035420435			874.453569	0.008561		
874.5741001	1.374702216		0.035216643			874.5741001	0.008513		
874.6946313	1.374838518		0.035026397			874.6946313	0.008469		
874.8151625	1.375009224		0.034887592			874.8151625	0.008438		
874.9356936	1.37517214		0.034810297			874.9356936	0.008422		
875.0562248	1.375287814		0.034780014			875.0562248	0.008417		
875.176756	1.375332864		0.034757096			875.176756	0.008413		
875.2972871	1.375314366		0.034700509			875.2972871	0.0084		
875.4178183	1.375258454		0.034576491			875.4178183	0.00837		
875.5383494	1.375211553		0.03437884			875.5383494	0.008322		
875.6588806	1.375201948		0.034126634			875.6588806	0.008261		
875.7794118	1.37525044		0.03384337			875.7794118	0.008193		
875.8999429	1.375357883		0.033565657			875.8999429	0.008127		
876.0204741	1.375502658		0.033314822			876.0204741	0.008068		
876.1410053	1.37566403		0.033091799			876.1410053	0.008016		
876.2615364	1.375831702		0.032892975			876.2615364	0.00797		
876.3820676	1.375993501		0.032710758			876.3820676	0.007928		
876.5025988	1.37615346		0.032528711			876.5025988	0.007886		
876.6231299	1.376324724		0.032350297			876.6231299	0.007845		
876.7436611	1.376504817		0.032183743			876.7436611	0.007807		
876.8641922	1.376691795		0.032029126			876.8641922	0.007772		
876.9847234	1.376884343		0.03189055			876.9847234	0.007741		
877.1052546	1.377078198		0.031768196			877.1052546	0.007714		
877.2257857	1.377270913		0.031662157			877.2257857	0.007691		
877.3463169	1.377464384		0.031568285			877.3463169	0.007671		
877.4668481	1.377665824		0.031498394			877.4668481	0.007657		
877.5873792	1.377863076		0.031465161			877.5873792	0.007652		
877.7079104	1.378041711		0.031477305			877.7079104	0.007658		
877.8284416	1.378171687		0.031532108			877.8284416	0.007674		
877.9489727	1.378232922		0.031610228			877.9489727	0.007695		
878.0695039	1.378205446		0.031680202			878.0695039	0.007713		
878.190035	1.378099608		0.031697063			878.190035	0.007717		
878.3105662	1.377941709		0.031631305			878.3105662	0.0077		
878.4310974	1.377775778		0.031468806			878.4310974	0.007659		
878.5516285	1.377634801		0.031220239			878.5516285	0.007597		
878.6721597	1.377555225		0.030904245			878.6721597	0.007519		
878.7926909	1.377540991		0.030565209			878.7926909	0.007435999		
878.913222	1.377583762		0.030215687			878.913222	0.007351		
879.0337532	1.377672697		0.029880443			879.0337532	0.00727		
879.1542844	1.377786477		0.029548307			879.1542844	0.00719		
879.2748155	1.377937627		0.029218741			879.2748155	0.007111		
879.3953467	1.378121893		0.028895985			879.3953467	0.007034		
879.5158779	1.378354789		0.028583409			879.5158779	0.00696		
879.636409	1.378639697		0.028313153			879.636409	0.006897		
879.7569402	1.378950407		0.028110508			879.7569402	0.006851		
879.8774713	1.379254716		0.027980823			879.8774713	0.006823		
879.9980025	1.379514294		0.027917615			879.9980025	0.006811		
880.1185337	1.37969722		0.027881914			880.1185337	0.006805		
880.2390648	1.379804253		0.027825332			880.2390648	0.006793		
880.359596	1.37986259		0.027706433			880.359596	0.006765		
880.4801272	1.379917177		0.027507202			880.4801272	0.006717		
880.6006583	1.380021352		0.027233454			880.6006583	0.006651		
880.7211895	1.380212294		0.026931973			880.7211895	0.006579		
880.8417207	1.380490464		0.026647052			880.8417207	0.006512		
880.9622518	1.380843158		0.026423466			880.9622518	0.006461		
881.082783	1.38122887		0.02628703			881.082783	0.006432		
881.2033141	1.381610615		0.026239212			881.2033141	0.006425		
881.3238453	1.381956612		0.026265205			881.3238453	0.006436		
881.4443765	1.382253512		0.026345444			881.4443765	0.00646		
881.5649076	1.382494136		0.026464154			881.5649076	0.006493		
881.6854388	1.382673845		0.026613507			881.6854388	0.006533		
881.80597	1.382780711		0.026781989			881.80597	0.006577		
881.9265011	1.382801418		0.02695817			881.9265011	0.006622		
882.0470323	1.382713135		0.027106964			882.0470323	0.006659		
882.1675635	1.382525514		0.027175819			882.1675635	0.006675		
882.2880946	1.382271995		0.027119143			882.2880946	0.006659		
882.4086258	1.382013566		0.026910199			882.4086258	0.006604999		
882.5291569	1.381818504		0.02655409			882.5291569	0.006515		
882.6496881	1.38175313		0.0260922			882.6496881	0.0064		
882.7702193	1.38185233		0.025599422			882.7702193	0.006279		
882.8907504	1.382103437		0.025160621			882.8907504	0.006173		
883.0112816	1.38245076		0.024830237			883.0112816	0.006095		
883.1318128	1.382829742		0.024630886			883.1318128	0.00605		
883.2523439	1.383169392		0.024545374			883.2523439	0.006033		
883.3728751	1.383428701		0.024523288			883.3728751	0.006031		
883.4934063	1.383603724		0.024500746			883.4934063	0.006028		
883.6139374	1.383732318		0.024440165			883.6139374	0.006015		
883.7344686	1.383850765		0.02432805			883.7344686	0.005989		
883.8549997	1.384008152		0.024182362			883.8549997	0.005955		
883.9755309	1.384209783		0.024046867			883.9755309	0.005924		
884.0960621	1.384447388		0.023949874			884.0960621	0.005903		
884.2165932	1.384687442		0.023916715			884.2165932	0.005898		
884.3371244	1.384895583		0.023940799			884.3371244	0.005907		
884.4576556	1.385040263		0.024003461			884.4576556	0.005925		
884.5781867	1.38511431		0.024065085			884.5781867	0.005942		
884.6987179	1.385127233		0.024101337			884.6987179	0.005952		
884.8192491	1.385098871		0.024091443			884.8192491	0.00595		
884.9397802	1.385047256		0.024034655			884.9397802	0.005936		
885.0603114	1.384986973		0.023926382			885.0603114	0.005909		
885.1808425	1.384930658		0.023774089			885.1808425	0.005871		
885.3013737	1.384884595		0.023577531			885.3013737	0.005822		
885.4219049	1.384858293		0.023340324			885.4219049	0.005763		
885.542436	1.384863956		0.023061995			885.542436	0.005694		
885.6629672	1.384917318		0.022757872			885.6629672	0.005619		
885.7834984	1.385021536		0.022443809			885.7834984	0.005542		
885.9040295	1.385174614		0.022139838			885.9040295	0.005468		
886.0245607	1.385363613		0.021854462			886.0245607	0.005399		
886.1450919	1.385581016		0.021595944			886.1450919	0.005337		
886.265623	1.385809457		0.021360994			886.265623	0.005281		
886.3861542	1.386051789		0.021141516			886.3861542	0.005229		
886.5066854	1.386305287		0.020937608			886.5066854	0.005181		
886.6272165	1.386580877		0.020744838			886.6272165	0.005136		
886.7477477	1.38688485		0.020582806			886.7477477	0.005099		
886.8682788	1.387207959		0.020467742			886.8682788	0.005074		
886.98881	1.387529284		0.020416323			886.98881	0.005065		
887.1093412	1.38781655		0.020425828			887.1093412	0.005071		
887.2298723	1.388041935		0.020477504			887.2298723	0.005087		
887.3504035	1.388193064		0.020536138			887.3504035	0.005104		
887.4709347	1.388273302		0.020569873			887.4709347	0.005114		
887.5914658	1.388305504		0.020542105			887.5914658	0.005108		
887.711997	1.388329295		0.020447278			887.711997	0.005085		
887.8325282	1.388373392		0.020288219			887.8325282	0.005046		
887.9530593	1.388468617		0.020091463			887.9530593	0.004998		
888.0735905	1.388614225		0.01988482			888.0735905	0.004948		
888.1941216	1.388807374		0.019692192			888.1941216	0.004902		
888.3146528	1.389024375		0.019522453			888.3146528	0.004862		
888.435184	1.389264513		0.019371656			888.435184	0.004827		
888.5557151	1.389519299		0.01924408			888.5557151	0.004798		
888.6762463	1.389794967		0.019135496			888.6762463	0.004774		
888.7967775	1.390095434		0.019061544			888.7967775	0.004759		
888.9173086	1.390415515		0.019042159			888.9173086	0.004758		
889.0378398	1.390727913		0.019094201			889.0378398	0.004775		
889.158371	1.391009035		0.019218566			889.158371	0.00481		
889.2789021	1.391217065		0.019412979			889.2789021	0.004862		
889.3994333	1.391323642		0.019635161			889.3994333	0.00492		
889.5199644	1.391321537		0.019849912			889.5199644	0.004975		
889.6404956	1.391216746		0.020005689			889.6404956	0.005014		
889.7610268	1.391049151		0.020069273			889.7610268	0.005029		
889.8815579	1.390860758		0.020031033			889.8815579	0.005018		
890.0020891	1.390689744		0.019901243			890.0020891	0.004984		
890.1226203	1.390564561		0.019702452			890.1226203	0.004933		
890.2431514	1.390490809		0.019470004			890.2431514	0.004874		
890.3636826	1.390458635		0.019216183			890.3636826	0.00481		
890.4842138	1.390465431		0.018956911			890.4842138	0.004745		
890.6047449	1.390491786		0.018692994			890.6047449	0.004679		
890.7252761	1.390540341		0.018416451			890.7252761	0.00461		
890.8458072	1.390609673		0.018123411			890.8458072	0.004537		
890.9663384	1.390719022		0.017809189			890.9663384	0.004459		
891.0868696	1.390874158		0.017493298			891.0868696	0.004381		
891.2074007	1.391079996		0.017179504			891.2074007	0.004304		
891.3279319	1.391339856		0.016895261			891.3279319	0.004235		
891.4484631	1.391635535		0.016649142			891.4484631	0.004176		
891.5689942	1.391964874		0.016452994			891.5689942	0.00413		
891.6895254	1.392305514		0.016319443			891.6895254	0.0041		
891.8100566	1.392639221		0.016249134			891.8100566	0.004086		
891.9305877	1.392941719		0.016239028			891.9305877	0.004087		
892.0511189	1.393192845		0.016274156			892.0511189	0.004099		
892.1716501	1.393378193		0.016331494			892.1716501	0.004116		
892.2921812	1.393492223		0.016387701			892.2921812	0.004132		
892.4127124	1.393534045		0.016403556			892.4127124	0.004137		
892.5332435	1.393542182		0.016350062			892.5332435	0.004124		
892.6537747	1.393545994		0.016226085			892.6537747	0.004093		
892.7743059	1.393583276		0.016034091			892.7743059	0.004045		
892.894837	1.393681543		0.015804442			892.894837	0.003988		
893.0153682	1.393852259		0.015575963			893.0153682	0.003932		
893.1358994	1.394071381		0.015388836			893.1358994	0.003887		
893.2564305	1.394310578		0.015251981			893.2564305	0.003855		
893.3769617	1.394532077		0.015170752			893.3769617	0.003837		
893.4974929	1.394708158		0.015107009			893.4974929	0.003823		
893.618024	1.394845427		0.01503306			893.618024	0.003806		
893.7385552	1.394956849		0.014917071			893.7385552	0.003778		
893.8590863	1.395088436		0.014749436			893.8590863	0.003737		
893.9796175	1.395272819		0.014556323			893.9796175	0.00369		
894.1001487	1.395521466		0.014376444			894.1001487	0.003647		
