Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"H2O:OCS (2:1)"
Temperature:	"100K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/130"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.1	1.4757		0.005628			500.08	99.900001526		
501.1	1.4757		0.010917			501.05	99.800003052		
502	1.4734		0.010924			501.53	99.900001526		
503	1.4722		0.010918			502.49	100		
503.9	1.4746		0.0056			503.46	99.800003052		
504.9	1.474		0.01613			504.42	99.800003052		
505.9	1.4723		0.0056			505.39	99.800003052		
506.8	1.4819		0			506.35	100		
507.8	1.4901		0.010598			507.31	100		
508.8	1.4943		0.010525			508.28	99.800003052		
509.7	1.5005		0.020687			509.24	99.800003052		
510.7	1.5022		0.03603			510.21	99.400001526		
511.7	1.4972		0.051624			511.17	99.300003052		
512.6	1.491		0.056978			512.14	99		
513.6	1.4817		0.072981			513.1	98.699996948		
514.5	1.4661		0.078977			514.07	98.699996948		
515.5	1.4521		0.074286			515.03	98.5		
516.5	1.4379		0.074897			516	98.599998474		
517.4	1.425		0.059238			516.96	98.800003052		
518.4	1.4234		0.03773			517.92	99.099998474		
519.4	1.4241		0.037644			518.89	99.300003052		
520.3	1.422		0.026975			519.85	99.5		
521.3	1.4236		0.016306			520.82	99.699996948		
522.3	1.4293		0.005714			521.78	99.800003052		
523.2	1.4388		0.000467			522.75	100		
524.2	1.4435		0.010801			523.71	99.900001526		
525.2	1.4415		0.010801			524.68	99.900001526		
526.1	1.4436		0.00046			525.64	99.800003052		
527.1	1.4495		0.000448			526.6	100.099998474		
528	1.4551		0.000432			527.57	100.099998474		
529	1.4563		0.010587			528.53	99.900001526		
530	1.4561		0.005495			529.5	99.900001526		
531	1.4571		0.010544			530.46	99.900001526		
531.9	1.4557		0.010541			531.43	99.800003052		
532.9	1.4536		0.010546			532.39	99.900001526		
533.8	1.4555		0.000434			533.36	100		
534.8	1.4587		0.005439			534.32	100		
535.8	1.4611		0.000417			535.29	100.099998474		
536.7	1.4638		0.005384			536.25	100		
537.7	1.4643		0.005374			537.21	100		
538.7	1.4653		0.005357			538.18	99.800003052		
539.6	1.4671		0.005335			539.14	100		
540.6	1.4664		0.010271			540.11	99.900001526		
541.5	1.4654		0.005333			541.07	99.800003052		
542.5	1.4693		0.000386			542.04	100		
543.5	1.4735		0.005251			543	99.900001526		
544.5	1.4736		0.010123			543.97	99.800003052		
545.4	1.4723		0.010123			544.93	99.800003052		
546.4	1.4747		0.005217			545.89	99.900001526		
547.3	1.4753		0.014911			546.86	99.800003052		
548.3	1.4742		0.010051			547.82	99.800003052		
549.3	1.4737		0.014886			548.79	99.800003052		
550.2	1.4729		0.010034			549.75	99.800003052		
551.2	1.4742		0.010002			550.72	99.800003052		
552.2	1.4746		0.009981			551.68	99.800003052		
553.1	1.4772		0.005141			552.65	99.800003052		
554.1	1.48		0.009884			553.61	99.800003052		
555.1	1.4807		0.009858			554.57	99.800003052		
