Reference:	"Mastrapa et al. (2009)"
DOI:	"doi:doi:10.1088/0004-637X/701/2/1347"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"70K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/254"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
15.002941	1.640942		0.109775		
14.981251	1.6393324		0.116873		
14.959624	1.6369288		0.11366		
14.938059	1.6382283		0.112198		
14.916557	1.6381578		0.117461		
14.895116	1.638272		0.114202		
14.873737	1.6382087		0.120047		
14.852419	1.6374822		0.11724		
14.831162	1.6383561		0.119205		
14.809966	1.6378044		0.121243		
14.78883	1.6386554		0.118783		
14.767755	1.6386275		0.124615		
14.74674	1.6383371		0.121124		
14.725784	1.6388742		0.124894		
14.704888	1.6384347		0.123979		
14.684051	1.6400122		0.122932		
14.663273	1.6404558		0.12752		
14.642553	1.6413377		0.124552		
14.621893	1.6415716		0.131093		
14.60129	1.6409833		0.128048		
14.580745	1.6422602		0.129836		
14.560258	1.642232		0.13189		
14.539829	1.6435768		0.129709		
14.519457	1.6438884		0.135937		
14.499142	1.6439891		0.132518		
14.478883	1.6447684		0.137126		
14.458682	1.6444334		0.13636		
14.438536	1.6458112		0.136333		
14.418447	1.6460312		0.140298		
14.398413	1.6472113		0.137234		
14.378435	1.647794		0.144064		
14.358512	1.6473313		0.141705		
14.338645	1.6481654		0.144338		
14.318832	1.6478571		0.145498		
14.299074	1.6492895		0.143449		
14.27937	1.6499974		0.148892		
14.259721	1.6506193		0.146274		
14.240126	1.6512895		0.151611		
14.220584	1.6509723		0.150392		
14.201096	1.6523296		0.151181		
14.181662	1.6526606		0.154357		
14.16228	1.6540463		0.152223		
14.142951	1.6545664		0.158912		
14.123676	1.6542246		0.156744		
14.104452	1.6550083		0.159748		
14.085281	1.6548944		0.160446		
14.066162	1.6562861		0.159575		
14.047094	1.6568679		0.164248		
14.028079	1.6576319		0.162112		
14.009114	1.6583217		0.167274		
13.990201	1.6582072		0.166082		
13.971339	1.6595833		0.167288		
13.952528	1.6601193		0.169897		
13.933767	1.6615636		0.168675		
13.915057	1.6622145		0.174345		
13.896397	1.6624642		0.172475		
13.877787	1.6635931		0.175815		
13.859226	1.6639069		0.176505		
13.840716	1.6655481		0.176485		
13.822254	1.6663757		0.180898		
13.803842	1.6673938		0.179563		
13.785479	1.6682816		0.184507		
13.767164	1.6687415		0.183451		
13.748899	1.6705082		0.185524		
13.730681	1.6714007		0.188213		
13.712512	1.6731861		0.187925		
13.694391	1.673991		0.193996		
13.676317	1.6744282		0.19266		
13.658292	1.6756488		0.196466		
13.640313	1.6764608		0.196815		
13.622382	1.6787384		0.197901		
13.604498	1.6799085		0.203007		
13.586661	1.6812407		0.202538		
13.568871	1.6821577		0.208557		
13.551127	1.6829436		0.207337		
13.53343	1.6851805		0.210803		
13.515778	1.6865024		0.213928		
