Reference:	"Mastrapa et al. (2009)"
DOI:	"doi:doi:10.1088/0004-637X/701/2/1347"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"130K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/258"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"		"Wavelength (µm)"	"k₁"	"Dk₁  (+/-)"	
15.002941	1.6299709			15.002941	0.091685		
14.981251	1.6293035			14.981251	0.102559		
14.959624	1.6273839			14.959624	0.095771		
14.938059	1.630103			14.938059	0.096173		
14.916557	1.6302989			14.916557	0.101544		
14.895116	1.6315831			14.895116	0.097147		
14.873737	1.6316069			14.873737	0.106369		
14.852419	1.6314371			14.852419	0.099848		
14.831162	1.6333749			14.831162	0.105196		
14.809966	1.6328334			14.809966	0.106285		
14.78883	1.634678			14.78883	0.104103		
14.767755	1.6343889			14.767755	0.1126		
14.74674	1.6344501			14.74674	0.106248		
14.725784	1.6353311			14.725784	0.113503		
14.704888	1.6349405			14.704888	0.110171		
14.684051	1.637416			14.684051	0.110887		
14.663273	1.6376271			14.663273	0.116409		
14.642553	1.6390146			14.642553	0.112264		
14.621893	1.6391138			14.621893	0.121879		
14.60129	1.6384904			14.60129	0.116346		
14.580745	1.6401505			14.580745	0.120577		
14.560258	1.6398585			14.560258	0.121824		
14.539829	1.6418707			14.539829	0.119613		
14.519457	1.6418723			14.519457	0.128191		
14.499142	1.64201			14.499142	0.122551		
14.478883	1.642872			14.478883	0.129799		
14.458682	1.6423495			14.458682	0.127186		
14.438536	1.6444072			14.438536	0.127967		
14.418447	1.6445825			14.418447	0.132821		
14.398413	1.6462103			14.398413	0.128824		
14.378435	1.6466426			14.378435	0.138336		
14.358512	1.6460733			14.358512	0.133883		
14.338645	1.6472811			14.338645	0.138368		
14.318832	1.6467658			14.318832	0.139137		
14.299074	1.6487969			14.299074	0.136811		
14.27937	1.6493191			14.27937	0.144548		
14.259721	1.6499096			14.259721	0.140127		
14.240126	1.6506937			14.240126	0.147606		
14.220584	1.6502122			14.220584	0.145154		
14.201096	1.6521306			14.201096	0.146484		
14.181662	1.6524148			14.181662	0.150701		
14.16228	1.6542095			14.16228	0.14757		
14.142951	1.6547145			14.142951	0.156802		
14.123676	1.6542403			14.123676	0.153097		
14.104452	1.65533			14.104452	0.157639		
14.085281	1.6550617			14.085281	0.158209		
14.066162	1.6569984			14.066162	0.1571		
14.047094	1.6575368			14.047094	0.163867		
14.028079	1.6584055			14.028079	0.160403		
