Reference:	"Mahjoub et al. (2012)"
DOI:	"doi:http://dx.doi.org/10.1016/j.icarus.2012.08.015"
Sample Type:	"Gas Tholin"
Composition:	"N2:CH4 (95:5)"
Temperature:	"300K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/230"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
1	1.58		0.0039		
0.99	1.58		0.0039		
0.98	1.58		0.004		
0.97	1.58		0.004		
0.96	1.58		0.004		
0.95	1.58		0.004		
0.94	1.58		0.004		
0.93	1.58		0.004		
0.92	1.58		0.004		
0.91	1.58		0.004		
0.9	1.58		0.004		
0.89	1.58		0.0042		
0.88	1.58		0.0042		
0.87	1.58		0.0043		
0.86	1.58		0.0044		
0.85	1.58		0.0044		
0.84	1.58		0.0045		
0.83	1.58		0.0046		
0.82	1.58		0.0046		
0.81	1.58		0.0047		
0.8	1.58		0.0048		
0.79	1.58		0.0048		
0.78	1.58		0.0049		
0.77	1.58		0.005		
0.76	1.58		0.0052		
0.75	1.58		0.0053		
0.74	1.58		0.0053		
0.73	1.58		0.0054		
0.72	1.58		0.0055		
0.71	1.58		0.0056		
0.7	1.58		0.0057		
0.69	1.58		0.0058		
0.68	1.58		0.006		
0.67	1.58		0.0061		
0.66	1.58		0.0062		
0.65	1.58		0.0063		
0.64	1.58		0.0065		
0.63	1.58		0.0067		
0.62	1.58		0.0069		
0.61	1.58		0.007		
0.6	1.58		0.0074		
0.59	1.58		0.0076		
0.58	1.58		0.008		
0.57	1.58		0.0081		
0.56	1.58		0.0088		
0.55	1.58		0.0093		
0.54	1.59		0.01		
0.53	1.6		0.01		
0.52	1.6		0.011		
0.51	1.6		0.013		
0.5	1.61		0.014		
0.49	1.61		0.016		
0.48	1.61		0.018		
0.47	1.61		0.019		
0.46	1.62		0.022		
0.45	1.63		0.024		
0.44	1.63		0.028		
0.43	1.65		0.03		
0.42	1.64		0.034		
0.41	1.65		0.038		
0.4	1.65		0.042		
0.39	1.66		0.049		
0.38	1.67		0.054		
0.37	1.67		0.06		
