Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"H2O:CH4 (20:1)"
Temperature:	"100K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/124"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.1	1.5107		0			400.26	92.599998474		
501.5	1.5131		0			401.22	92.5		
503	1.5142		9.8E-5			401.7	92.599998474		
504.4	1.5141		9.8E-5			402.67	92.5		
505.9	1.5138		0.000104			403.63	92.300003052		
507.3	1.5152		0			404.6	92.300003052		
508.8	1.5205		0			405.56	92.400001526		
510.2	1.5237		0			406.53	92.400001526		
511.7	1.5246		0			407.49	92.199996948		
513.1	1.5248		0.004917			408.46	91.800003052		
514.5	1.5237		0.004927			409.42	91.900001526		
516	1.5231		0.004926			410.39	91.699996948		
517.4	1.5238		0.002407			411.35	91.800003052		
518.9	1.5259		0.002355			412.31	91.599998474		
520.3	1.527		0.004794			413.28	91.699996948		
521.8	1.5273		0.004772			414.24	91.400001526		
523.2	1.5281		0.00474			415.21	91.5		
524.7	1.5292		0.0047			416.17	91.199996948		
526.1	1.5308		0.004649			417.14	91.099998474		
527.6	1.5317		0.007045			418.1	90.800003052		
529	1.532		0.007017			419.07	91		
530.5	1.5329		0.006972			420.03	90.599998474		
531.9	1.5328		0.009371			420.99	90.400001526		
533.4	1.5342		0.004494			421.96	90.400001526		
534.8	1.5359		0.009231			422.92	90.400001526		
536.2	1.5367		0.006791			423.89	90.300003052		
537.7	1.5381		0.009113			424.85	89.900001526		
539.1	1.5387		0.00907			425.82	90		
540.6	1.5398		0.009012			426.78	90.099998474		
542	1.5413		0.00894			427.75	89.800003052		
543.5	1.5438		0.008842			428.71	89.599998474		
544.9	1.5448		0.013476			429.67	90.099998474		
546.4	1.5446		0.013445			430.64	89.199996948		
547.8	1.5454		0.013381			431.6	89.300003052		
549.3	1.5454		0.015672			432.57	88.900001526		
550.7	1.546		0.013284			433.53	88.900001526		
552.2	1.5465		0.015547			434.5	89		
553.6	1.5484		0.01082			435.46	88.599998474		
555.1	1.5506		0.015315			436.43	88.199996948		
556.5	1.5523		0.012917			437.39	88.199996948		
558	1.554		0.017393			438.35	88.199996948		
559.4	1.5543		0.017335			439.32	88		
560.8	1.5556		0.017234			440.28	87.5		
562.3	1.5567		0.019417			441.25	87.900001526		
563.7	1.5572		0.019341			442.21	88		
565.2	1.5584		0.019238			443.18	87.699996948		
566.6	1.5604		0.019106			444.14	87.5		
568.1	1.562		0.021232			445.11	88		
569.5	1.5635		0.021106			446.07	88		
571	1.5653		0.023202			447.04	88		
572.4	1.5663		0.025325			448	88.099998474		
573.9	1.5661		0.027489			448.96	88		
575.3	1.5667		0.025165			449.93	88.400001526		
576.8	1.5696		0.024964			450.89	88.800003052		
578.2	1.5712		0.029229			451.86	88.199996948		
579.6	1.572		0.02911			452.82	88.800003052		
581.1	1.5734		0.031159			453.79	88.300003052		
582.5	1.5738		0.033246			454.75	88.900001526		
584	1.5746		0.033119			455.72	89.699996948		
585.4	1.5753		0.035175			456.68	89.5		
586.9	1.5759		0.035052			457.64	90		
588.3	1.5775		0.034873			458.61	90.900001526		
589.8	1.5789		0.036869			459.57	90.5		
591.2	1.5803		0.036691			460.54	91.300003052		
592.7	1.5821		0.03865			461.5	91.199996948		
594.1	1.583		0.040649			462.47	91.400001526		
595.6	1.5843		0.040467			463.43	91.599998474		
597	1.586		0.042398			464.4	92.300003052		
598.5	1.5872		0.044356			465.36	92.900001526		
599.9	1.5878		0.046343			466.32	93		
601.4	1.5887		0.04616			467.29	93.599998474		
602.8	1.59		0.048091			468.25	94		
604.2	1.5915		0.047866			469.22	93.599998474		
605.7	1.5937		0.049712			470.18	94.400001526		
607.1	1.5945		0.053764			471.15	94.300003052		
608.6	1.5949		0.053598			472.11	95.099998474		
610	1.5958		0.055504			473.08	95.400001526		
611.5	1.5971		0.055272			474.04	95.099998474		
612.9	1.599		0.057098			475.01	96.300003052		
614.4	1.6004		0.058942			475.97	96.400001526		
615.8	1.6017		0.060793			476.93	96.900001526		
617.3	1.6027		0.062648			477.9	96.900001526		
618.7	1.6035		0.064521			478.86	97.400001526		
620.2	1.6051		0.064234			479.83	97.5		
621.6	1.6064		0.068126			480.79	97.900001526		
623	1.6076		0.067858			481.76	97.900001526		
624.5	1.6088		0.071741			482.72	98		
626	1.6099		0.071471			483.69	98.300003052		
627.4	1.6109		0.075343			484.65	98.5		
628.8	1.6117		0.075093			485.61	98.599998474		
630.3	1.6134		0.076821			486.58	98.800003052		
631.7	1.6149		0.078556			487.54	99		
633.2	1.6165		0.080276			488.51	99.199996948		
634.6	1.6185		0.081953			489.47	99.400001526		
636.1	1.6199		0.085725			490.44	99.300003052		
637.5	1.6206		0.087499			491.4	99.599998474		
639	1.6218		0.089216			492.37	100		
640.4	1.6235		0.090879			493.33	99.800003052		
641.9	1.6248		0.094621			494.3	99.900001526		
643.3	1.6255		0.096361			495.26	99.800003052		
644.8	1.627		0.098017			496.22	100.199996948		
646.2	1.6282		0.10174			497.19	100		
647.6	1.6288		0.10347			498.15	100.099998474		
649.1	1.6303		0.1051			499.12	100.199996948		
650.5	1.6314		0.1088			500.08	100.199996948		
652	1.6322		0.1105			501.05	100.099998474		
653.4	1.6338		0.11208			502.01	100.099998474		
654.9	1.6355		0.11569			502.98	100		
656.3	1.6361		0.11941			503.94	100.199996948		
657.8	1.6367		0.1211			504.9	99.900001526		
659.2	1.6383		0.12266			505.87	100		
660.7	1.6401		0.12621			506.83	100.099998474		
662.1	1.6413		0.12983			507.8	100.199996948		
663.6	1.642		0.13351			508.76	100.300003052		
665	1.6432		0.13507			509.73	100.099998474		
666.5	1.6457		0.1385			510.69	100		
667.9	1.6448		0.14847			511.65	100		
669.4	1.6435		0.14627			512.62	99.900001526		
670.8	1.6448		0.14983			513.58	100		
672.2	1.6451		0.15353			514.55	99.800003052		
673.7	1.6457		0.15514			515.51	100		
675.1	1.6469		0.1587			516.48	99.900001526		
676.6	1.6477		0.16231			517.44	99.900001526		
678	1.6483		0.16593			518.41	99.900001526		
679.5	1.6487		0.16959			519.37	99.800003052		
680.9	1.6491		0.17324			520.34	99.800003052		
682.4	1.6494		0.1769			521.3	99.900001526		
683.8	1.6497		0.18057			522.26	99.800003052		
685.3	1.6499		0.18424			523.23	99.800003052		
686.7	1.65		0.18792			524.19	99.800003052		
688.1	1.6502		0.19159			525.16	99.800003052		
689.6	1.6504		0.19525			526.12	99.800003052		
691	1.651		0.19885			527.09	99.699996948		
692.5	1.6509		0.20462			528.05	99.800003052		
693.9	1.6501		0.20845			529.02	99.699996948		
695.4	1.6496		0.21223			529.98	99.800003052		
696.8	1.6492		0.216			530.94	99.699996948		
698.3	1.6489		0.21974			531.91	99.599998474		
699.7	1.649		0.22342			532.87	99.800003052		
701.2	1.6484		0.22929			533.84	99.699996948		
702.6	1.6473		0.2332			534.8	99.599998474		
704.1	1.6464		0.23705			535.77	99.599998474		
705.5	1.646		0.24082			536.73	99.699996948		
707	1.645		0.2468			537.7	99.599998474		
708.4	1.6433		0.25082			538.66	99.5		
709.9	1.6419		0.2548			539.63	99.699996948		
711.3	1.6406		0.25875			540.59	99.599998474		
712.8	1.6394		0.26269			541.55	99.599998474		
714.2	1.6386		0.26656			542.52	99.599998474		
715.6	1.6371		0.27269			543.48	99.599998474		
717.1	1.6349		0.27686			544.45	99.5		
718.5	1.6329		0.28098			545.41	99.400001526		
720	1.6309		0.28511			546.38	99.400001526		
721.4	1.6289		0.28922			547.34	99.599998474		
722.9	1.6268		0.2934			548.3	99.300003052		
724.3	1.6247		0.29756			549.27	99.300003052		
725.8	1.6226		0.30175			550.23	99.400001526		
