Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"OCS (1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/152"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
700.21	1.279			700.21	0.0084529			600.39	99.9		
701.18	1.2759			701.18	0.0084293			601.35	100		
702.14	1.2756			702.14	0.00037932			601.83	100		
703.1	1.275			703.1	0.0084057			602.8	99.9		
704.07	1.2737			704.07	0.00036335			603.76	99.9		
705.03	1.2763			705.03	0.00038791			604.73	99.9		
706	1.2792			706	0.00041699			605.69	99.9		
706.96	1.2792			706.96	0.0083807			606.66	99.9		
707.93	1.2765			707.93	0.0083582			607.62	99.9		
708.89	1.2747			708.89	0.0083394			608.59	100		
709.85	1.2721			709.85	0.0083253			609.55	99.9		
710.82	1.2728			710.82	0.00035644			610.51	99.9		
711.78	1.2773			711.78	0.00040317			611.48	100		
712.75	1.278			712.75	0.0083137			612.44	99.9		
713.71	1.2759			713.71	0.0082953			613.41	99.9		
714.68	1.2748			714.68	0.00828			614.37	99.9		
715.64	1.274			715.64	0.0082693			615.34	99.9		
716.61	1.2733			716.61	0.0082538			616.3	99.9		
717.57	1.2726			717.57	0.0082433			617.27	99.9		
718.54	1.2717			718.54	0.0082288			618.23	100		
719.5	1.2698			719.5	0.0082111			619.19	99.9		
720.46	1.2716			720.46	0.00035286			620.16	99.9		
721.43	1.2725			721.43	0.0082066			621.12	100		
722.39	1.2733			722.39	0.00037169			622.09	99.9		
723.36	1.275			723.36	0.0081913			623.05	100		
724.32	1.2731			724.32	0.0081766			624.02	99.9		
725.29	1.272			725.29	0.008162			624.98	99.9		
726.25	1.2709			726.25	0.008147			625.95	99.9		
727.22	1.269			727.22	0.0081296			626.91	99.9		
728.18	1.2707			728.18	0.00034285			627.87	99.9		
729.15	1.2721			729.15	0.0081217			628.84	99.9		
730.11	1.2687			730.11	0.0080991			629.8	100		
731.07	1.269			731.07	0.00032878			630.77	100		
732.04	1.2728			732.04	0.0003686			631.73	100		
733	1.2721			733	0.0080831			632.7	100		
733.97	1.272			733.97	0.0003624			633.66	99.9		
734.93	1.272			734.93	0.0080633			634.63	99.9		
735.9	1.2721			735.9	0.00036502			635.59	100		
736.86	1.2721			736.86	0.008045			636.55	100		
737.83	1.2722			737.83	0.00036573			637.52	99.9		
738.79	1.2723			738.79	0.0080268			638.48	99.9		
739.75	1.2724			739.75	0.00036883			639.45	99.9		
740.72	1.2726			740.72	0.0080113			640.41	99.9		
741.68	1.2729			741.68	0.00037384			641.38	99.9		
742.65	1.274			742.65	0.0079932			642.34	99.9		
743.61	1.2714			743.61	0.0079737			643.31	99.9		
744.58	1.2686			744.58	0.0079508			644.27	100		
745.54	1.2686			745.54	0.00033212			645.24	100		
746.51	1.2713			746.51	0.00036168			646.2	99.9		
747.47	1.2738			747.47	0.00038791			647.16	100		
748.43	1.2723			748.43	0.0079317			648.13	99.9		
749.4	1.2708			749.4	0.00035405			649.09	99.9		
750.36	1.2731			750.36	0.00038218			650.06	99.9		
751.33	1.2754			751.33	0.00040746			651.02	99.9		
752.29	1.274			752.29	0.0079026			651.99	99.9		
753.26	1.2728			753.26	0.00037956			652.95	99.9		
754.22	1.2762			754.22	0.00041556			653.92	99.9		
755.19	1.276			755.19	0.0078859			654.88	99.9		
756.15	1.2722			756.15	0.0078595			655.84	99.9		
757.11	1.272			757.11	0.00037575			656.81	99.8		
758.08	1.2749			758.08	0.00040555			657.77	99.9		
759.04	1.2779			759.04	0.00043726			658.74	99.9		
760.01	1.2782			760.01	0.0078518			659.7	99.9		
760.97	1.2759			760.97	0.0078344			660.67	99.8		
761.94	1.2745			761.94	0.0078132			661.63	99.9		
762.9	1.2727			762.9	0.0077984			662.6	99.9		
763.87	1.2746			763.87	0.00040674			663.56	100		
764.83	1.2765			764.83	0.0077975			664.53	100		
765.79	1.275			765.79	0.0077822			665.49	99.9		
766.76	1.2742			766.76	0.0077713			666.45	99.9		
767.72	1.2737			767.72	0.0077581			667.42	100		
768.69	1.2732			768.69	0.0077448			668.38	100		
769.65	1.2727			769.65	0.0077331			669.35	100		
770.62	1.2721			770.62	0.0077219			670.31	99.9		
771.58	1.2713			771.58	0.0077105			671.28	99.9		
772.55	1.2696			772.55	0.007695			672.24	100		
773.51	1.2712			773.51	0.00037479			673.21	100		
774.48	1.2717			774.48	0.0076861			674.17	100		
775.44	1.2714			775.44	0.00037885			675.13	100		
776.4	1.2753			776.4	0.000422			676.1	100		
777.37	1.2758			777.37	0.0076799			677.06	100		
778.33	1.2735			778.33	0.0076628			678.03	99.9		
779.3	1.2713			779.3	0.0076423			678.99	100		
780.26	1.2726			780.26	0.00039339			679.96	99.9		
781.23	1.2732			781.23	0.0076346			680.92	100		
782.19	1.2738			782.19	0.00040627			681.89	100		
783.16	1.275			783.16	0.0076292			682.85	100		
784.12	1.2727			784.12	0.0076118			683.81	100		
785.09	1.2701			785.09	0.0075877			684.78	100		
786.05	1.2701			786.05	0.00036955			685.74	100		
787.01	1.2727			787.01	0.00039697			686.71	99.9		
787.98	1.2742			787.98	0.00041533			687.67	100		
788.94	1.2757			788.94	0.0004313			688.64	100		
789.91	1.2779			789.91	0.00045204			689.6	99.9		
790.87	1.277			790.87	0.0075686			690.57	99.9		
791.84	1.2771			791.84	0.00044751			691.53	99.9		
792.8	1.2782			792.8	0.0075612			692.49	100		
793.77	1.276			793.77	0.0075407			693.46	100		
794.73	1.2739			794.73	0.0075223			694.42	100		
795.69	1.2753			795.69	0.00042748			695.39	100		
796.66	1.2761			796.66	0.0075169			696.35	100		
797.62	1.2768			797.62	0.00044727			697.32	100		
798.59	1.2784			798.59	0.0075138			698.28	99.9		
799.55	1.2767			799.55	0.0074954			699.25	100		
800.52	1.2758			800.52	0.0074811			700.21	99.9		
801.48	1.2748			801.48	0.0074706			701.18	99.9		
802.45	1.2731			802.45	0.0074544			702.14	100		
803.41	1.2745			803.41	0.00042462			703.1	99.9		
804.37	1.2749			804.37	0.0074468			704.07	100		
805.34	1.2744			805.34	0.00042582			705.03	100		
806.3	1.2772			806.3	0.00045633			706	100		
807.27	1.2802			807.27	0.00049019			706.96	99.9		
808.23	1.2804			808.23	0.0074461			707.93	99.9		
809.2	1.2775			809.2	0.0074215			708.89	99.9		
810.16	1.279			810.16	0.00047874			709.85	99.9		
811.13	1.2809			811.13	0.007427			710.82	100		
812.09	1.2795			812.09	0.0074084			711.78	100		
813.05	1.279			813.05	0.0074003			712.75	99.9		
814.02	1.2787			814.02	0.0073926			713.71	99.9		
814.98	1.2785			814.98	0.0073822			714.68	99.9		
815.95	1.2783			815.95	0.0073709			715.64	99.9		
816.91	1.2781			816.91	0.0073626			716.61	99.9		
817.88	1.278			817.88	0.0073566			717.57	99.9		
818.84	1.2777			818.84	0.0073473			718.54	99.9		
819.81	1.2772			819.81	0.0073371			719.5	99.9		
820.77	1.2757			820.77	0.0073185			720.46	100		
821.73	1.2768			821.73	0.00045967			721.43	99.9		
822.7	1.2811			822.7	0.00050712			722.39	100		
823.66	1.2818			823.66	0.0073304			723.36	99.9		
824.63	1.2791			824.63	0.0073094			724.32	99.9		
825.59	1.2799			825.59	0.00049734			725.29	99.9		
826.56	1.2842			826.56	0.00054145			726.25	99.9		
827.52	1.2854			827.52	0.0073216			727.22	99.9		
828.49	1.2842			828.49	0.0073082			728.18	100		
829.45	1.2839			829.45	0.0072997			729.15	99.9		
830.42	1.2839			830.42	0.0072925			730.11	99.9		
831.38	1.284			831.38	0.007288			731.07	100		
832.34	1.2842			832.34	0.0072756			732.04	100		
833.31	1.2844			833.31	0.0072739			733	99.9		
834.27	1.2845			834.27	0.0072634			733.97	100		
835.24	1.284			835.24	0.0072591			734.93	99.9		
836.2	1.2867			836.2	0.00057507			735.9	100		
837.17	1.2892			837.17	0.007268			736.86	99.9		
838.13	1.288			838.13	0.007256			737.83	100		
839.1	1.2909			839.1	0.00061703			738.79	99.9		
840.06	1.294			840.06	0.0072739			739.75	100		
841.02	1.2942			841.02	0.0072675			740.72	99.9		
841.99	1.2955			841.99	0.0072677			741.68	100		
842.95	1.2972			842.95	0.007267			742.65	99.9		
843.92	1.2994			843.92	0.0072715			743.61	99.9		
844.88	1.3024			844.88	0.0072768			744.58	99.9		
845.85	1.3069			845.85	0.0072863			745.54	100		
846.81	1.31			846.81	0.013793			746.51	100		
847.78	1.3119			847.78	0.013776			747.47	100		
848.74	1.3165			848.74	0.013753			748.43	99.9		
849.7	1.3245			849.7	0.013724			749.4	100		
850.67	1.3358			850.67	0.020035			750.36	100		
851.63	1.3442			851.63	0.038925			751.33	100		
852.6	1.3473			852.6	0.05781			752.29	99.9		
853.56	1.344			853.56	0.083359			753.26	100		
854.53	1.3349			854.53	0.10309			754.22	100		
855.49	1.3178			855.49	0.13036			755.19	99.9		
856.46	1.2909			856.46	0.14604			756.15	99.9		
857.42	1.2606			857.42	0.14898			757.11	100		
858.38	1.2333			858.38	0.13768			758.08	100		
859.35	1.2093			859.35	0.12562			759.04	100		
860.31	1.191			860.31	0.098361			760.01	99.9		
861.28	1.1832			861.28	0.070059			760.97	99.9		
862.24	1.1858			862.24	0.041436			761.94	99.9		
863.21	1.1936			863.21	0.027211			762.9	99.9		
864.17	1.2026			864.17	0.013242			763.87	100		
