Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"140K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/109"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
50.2	1.6743		-0.0438			50.153	100.13999939		
52.1	1.6965		-0.062296			51.117	100.260002136		
54	1.7205		-0.034211			52.082	100.209999084		
55.9	1.7344		-0.03557			53.046	100.190002441		
57.9	1.7362		0.002138			54.011	100.120002747		
59.8	1.7407		0			54.975	100.120002747		
61.7	1.743		0.019086			55.94	100.129997253		
63.7	1.7373		0.001102			56.904	99.963996887		
65.6	1.7412		0.009207			57.869	99.988998413		
67.5	1.7426		0.008664			58.833	99.964996338		
69.4	1.7469		0.008103			59.798	100.089996338		
71.4	1.7548		0.007537			60.762	99.870002747		
73.3	1.768		0.01176			61.727	99.917999268		
75.2	1.763		0.056395			62.691	99.809997559		
77.2	1.7487		0.041331			63.656	99.991996765		
79.1	1.7504		0.033242			64.62	99.738998413		
81	1.7473		0.045588			65.585	99.956001282		
82.9	1.7513		0.016104			66.549	99.957000732		
84.9	1.7701		0.019353			67.514	99.957000732		
86.8	1.7767		0.045008			68.478	99.958000183		
88.7	1.7747		0.048028			69.442	99.958000183		
90.7	1.7745		0.05265			70.406	99.958999634		
92.6	1.7721		0.055254			71.371	99.958999634		
94.5	1.78		0.036788			72.335	99.959999084		
96.4	1.7891		0.055592			73.3	99.935997009		
98.4	1.797		0.046847			74.264	99.960998535		
100.3	1.8012		0.071859			75.229	99.708000183		
102.2	1.8082		0.052752			76.193	99.901000977		
104.2	1.8201		0.076155			77.158	99.78099823		
106.1	1.8226		0.085985			78.122	99.865997314		
108	1.8289		0.088666			79.087	99.818000793		
110	1.8337		0.10873			80.051	99.866996765		
111.9	1.8271		0.12575			81.016	99.747001648		
113.8	1.8289		0.10648			81.98	99.867996216		
115.7	1.841		0.11705			82.945	99.903999329		
117.7	1.8592		0.11351			83.909	99.857002258		
119.6	1.8716		0.15635			84.874	99.880996704		
121.5	1.8681		0.18092			85.838	99.652999878		
123.5	1.8589		0.20144			86.803	99.725997925		
125.4	1.8568		0.19699			87.767	99.713996887		
127.3	1.8627		0.21632			88.732	99.702003479		
129.2	1.8574		0.24875			89.696	99.679000854		
131.2	1.8472		0.25993			90.661	99.666999817		
133.1	1.8358		0.28173			91.625	99.65599823		
135	1.8225		0.28915			92.59	99.643997192		
137	1.8092		0.30314			93.554	99.633003235		
138.9	1.7973		0.2996			94.519	99.752998352		
140.8	1.7888		0.31378			95.483	99.706001282		
142.7	1.7769		0.31548			96.448	99.622001648		
144.7	1.7693		0.3165			97.412	99.707000732		
146.6	1.7611		0.3252			98.377	99.67099762		
148.5	1.7544		0.3234			99.341	99.682998657		
150.5	1.746		0.33716			100.31	99.490997314		
152.4	1.7375		0.33197			101.27	99.745002747		
154.3	1.7314		0.34261			102.24	99.612998962		
156.2	1.7201		0.34431			103.2	99.73400116		
158.2	1.7123		0.34527			104.16	99.432998657		
160.1	1.7031		0.34778			105.13	99.554000854		
162	1.6948		0.34285			106.09	99.348999023		
164	1.6931		0.3343			107.06	99.470001221		
165.9	1.6933		0.33858			108.02	99.314002991		
167.8	1.6905		0.34097			108.99	99.362998962		
169.8	1.6907		0.33694			109.95	99.146003723		
171.7	1.6937		0.34152			110.91	98.809997559		
173.6	1.6953		0.34977			111.88	99.002998352		
175.5	1.6955		0.3536			112.84	99.075996399		
177.5	1.6979		0.36692			113.81	99.136001587		
179.4	1.6923		0.38624			114.77	98.931999207		
181.3	1.6837		0.39183			115.74	99.028999329		
183.2	1.6784		0.39762			116.7	98.861000061		
185.2	1.6739		0.40649			117.67	99.029998779		
187.1	1.6671		0.41902			118.63	98.644996643		
189	1.6566		0.42932			119.59	98.644996643		
191	1.6498		0.42776			120.56	98.416999817		
192.9	1.6453		0.44175			121.52	98.416999817		
194.8	1.6356		0.44848			122.49	98.165000916		
196.8	1.6278		0.46007			123.45	98.224998474		
198.7	1.619		0.46554			124.42	98.202003479		
200.6	1.6107		0.47711			125.38	98.237998962		
202.5	1.6002		0.48836			126.35	98.371002197		
204.5	1.5875		0.50034			127.31	98.033996582		
206.4	1.5764		0.50544			128.28	97.914001465		
208.3	1.5627		0.52524			129.24	97.722000122		
210.3	1.5465		0.53323			130.2	97.855003357		
212.2	1.5259		0.54831			131.17	97.601997375		
214.1	1.5038		0.5598			132.13	97.663002014		
216	1.4783		0.56752			133.1	97.387001038		
218	1.4502		0.57423			134.06	97.543998718		
219.9	1.4232		0.57082			135.03	97.303001404		
221.8	1.3902		0.58229			135.99	97.278999329		
223.8	1.3558		0.56181			136.96	97.158996582		
225.7	1.3302		0.54571			137.92	97.267997742		
