Reference:	"Hudgins et al. (1993)"
DOI:	"doi:https://doi.org/10.1086/191796"
Sample Type:	"Ice"
Composition:	"H2O:CH3OH:CO:NH3 (100:10:1:1)"
Temperature:	"80K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/117"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
T₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"T₁"	"DT₁  (+/-)"	
500.1	1.6048		0.03497			500.13	103.5		
501.1	1.5995		0.037687			501.1	103.400001526		
502	1.5899		0.038133			501.58	103.5		
503	1.5842		0.035835			502.54	103.5		
503.9	1.5846		0.028214			503.51	103.599998474		
504.9	1.5859		0.035604			504.47	103.800003052		
505.9	1.5826		0.038206			505.44	103.300003052		
506.8	1.5822		0.033144			506.4	103.599998474		
507.8	1.5811		0.040637			507.36	103.300003052		
508.8	1.5791		0.035658			508.33	103.699996948		
509.7	1.5785		0.038112			509.29	103.400001526		
510.7	1.5792		0.033019			510.26	103.599998474		
511.7	1.5804		0.037861			511.22	103.300003052		
512.6	1.5792		0.037847			512.19	103.599998474		
513.6	1.58		0.03525			513.15	103.400001526		
514.5	1.5817		0.037562			514.12	103.5		
515.5	1.5822		0.039928			515.08	103.5		
516.5	1.5799		0.044916			516.05	103.199996948		
517.4	1.5783		0.039982			517.01	103.300003052		
518.4	1.5796		0.039833			517.97	103.400001526		
519.4	1.5795		0.042217			518.94	103.199996948		
520.3	1.5798		0.039661			519.9	103.199996948		
521.3	1.5808		0.041978			520.87	103.199996948		
522.3	1.5811		0.041879			521.83	103.199996948		
523.2	1.5807		0.04426			522.8	103.199996948		
524.2	1.5807		0.041736			523.76	103.099998474		
525.2	1.5826		0.041549			524.73	103.099998474		
526.1	1.5841		0.043804			525.69	103.199996948		
527.1	1.5848		0.046101			526.66	103.099998474		
528	1.5829		0.050973			527.62	102.900001526		
529	1.582		0.046089			528.58	103		
530	1.5829		0.048358			529.55	103		
531	1.5831		0.048254			530.51	102.900001526		
531.9	1.5826		0.050602			531.48	102.900001526		
532.9	1.5825		0.048105			532.44	102.900001526		
533.8	1.5844		0.047899			533.41	102.800003052		
534.8	1.5845		0.0526			534.37	103		
535.8	1.5842		0.050123			535.34	102.800003052		
536.7	1.5848		0.05238			536.3	102.800003052		
537.7	1.5849		0.05227			537.26	102.699996948		
538.7	1.5845		0.054582			538.23	102.699996948		
539.6	1.5848		0.052082			539.19	102.599998474		
540.6	1.5857		0.054301			540.16	102.699996948		
541.5	1.5863		0.054158			541.12	102.599998474		
542.5	1.5871		0.056375			542.09	102.599998474		
543.5	1.585		0.061156			543.05	102.5		
544.5	1.5831		0.056428			544.02	102.400001526		
545.4	1.5852		0.053828			544.98	102.599998474		
546.4	1.586		0.058387			545.94	102.400001526		
547.3	1.586		0.055925			546.91	102.5		
548.3	1.5866		0.058131			547.87	102.300003052		
549.3	1.5878		0.055598			548.84	102.599998474		
550.2	1.5887		0.06011			549.8	102.400001526		
551.2	1.5878		0.060061			550.77	102.300003052		
552.2	1.5892		0.057523			551.73	102.400001526		
553.1	1.5903		0.062001			552.7	102.300003052		
554.1	1.5901		0.061904			553.66	102.199996948		
555.1	1.5898		0.064138			554.62	102.300003052		
556	1.5888		0.064094			555.59	102.099998474		
557	1.5895		0.061604			556.55	102.199996948		
558	1.5909		0.063709			557.52	102.199996948		
558.9	1.5903		0.065947			558.48	102		
559.9	1.5903		0.063516			559.45	102.099998474		
560.8	1.5924		0.063251			560.41	102.099998474		
561.8	1.593		0.067693			561.38	102		
562.8	1.5922		0.067631			562.34	101.900001526		
563.7	1.5925		0.067487			563.31	101.900001526		
564.7	1.5921		0.069693			564.27	101.900001526		
565.7	1.592		0.067284			565.23	101.900001526		
566.6	1.5936		0.067045			566.2	101.900001526		
567.6	1.5946		0.069132			567.16	101.800003052		
568.6	1.5954		0.068949			568.13	101.900001526		
569.5	1.5962		0.071033			569.09	101.800003052		
570.5	1.5959		0.07321			570.06	101.699996948		
571.5	1.5951		0.073144			571.02	101.699996948		
572.4	1.5963		0.070651			571.99	101.599998474		
573.4	1.5972		0.074983			572.95	101.599998474		
574.4	1.5965		0.074905			573.91	101.5		
575.3	1.5966		0.074764			574.88	101.5		
576.3	1.5974		0.07457			575.84	101.5		
577.2	1.5975		0.076681			576.81	101.5		
578.2	1.5985		0.074222			577.77	101.5		
579.2	1.599		0.078539			578.74	101.400001526		
580.1	1.5991		0.076151			579.7	101.400001526		
581.1	1.6002		0.078171			580.67	101.300003052		
582.1	1.6009		0.077971			581.63	101.300003052		
583	1.6017		0.080006			582.59	101.199996948		
584	1.6011		0.082152			583.56	101.300003052		
585	1.6013		0.079759			584.52	101.199996948		
585.9	1.6023		0.08176			585.49	101.099998474		
586.9	1.603		0.08156			586.45	101.199996948		
587.9	1.6036		0.083593			587.42	101.099998474		
588.8	1.604		0.08341			588.38	101		
589.8	1.6043		0.085454			589.35	101		
590.7	1.6043		0.085306			590.31	100.900001526		
591.7	1.6053		0.085072			591.27	100.900001526		
592.7	1.6063		0.087048			592.24	100.900001526		
593.6	1.606		0.089129			593.2	100.800003052		
594.6	1.6053		0.089038			594.17	100.800003052		
595.6	1.6067		0.086569			595.13	100.800003052		
596.5	1.6077		0.090716			596.1	100.800003052		
597.5	1.6073		0.090605			597.06	100.599998474		
598.5	1.6077		0.090414			598.03	100.599998474		
599.4	1.6088		0.090156			598.99	100.599998474		
600.4	1.6097		0.092108			599.96	100.599998474		
601.4	1.6104		0.091884			600.92	100.5		
602.3	1.6111		0.093842			601.88	100.5		
603.3	1.6117		0.093623			602.85	100.400001526		
604.2	1.6123		0.095582			603.81	100.400001526		
605.2	1.6127		0.095385			604.78	100.300003052		
606.2	1.6144		0.095061			605.74	100.300003052		
607.1	1.6152		0.099159			606.71	100.199996948		
608.1	1.6149		0.099025			607.67	100.099998474		
609.1	1.6159		0.098759			608.64	100.099998474		
610	1.6171		0.10063			609.6	100.099998474		
611	1.6174		0.10259			610.56	100		
612	1.6182		0.10234			611.53	99.900001526		
612.9	1.6181		0.10649			612.49	99.900001526		
613.9	1.618		0.10417			613.46	99.800003052		
614.9	1.6192		0.10602			614.42	99.800003052		
615.8	1.6193		0.10799			615.39	99.699996948		
616.8	1.6193		0.10781			616.35	99.599998474		
617.8	1.6205		0.10751			617.32	99.599998474		
618.7	1.6217		0.10935			618.28	99.599998474		
619.7	1.622		0.11127			619.24	99.5		
620.6	1.6227		0.11103			620.21	99.5		
621.6	1.6237		0.11287			621.17	99.400001526		
622.6	1.6238		0.11481			622.14	99.300003052		
623.5	1.6242		0.11458			623.1	99.199996948		
624.5	1.6247		0.11647			624.07	99.199996948		
625.5	1.625		0.11624			625.03	99.099998474		
626.4	1.6268		0.11585			626	99.099998474		
627.4	1.6279		0.11979			626.96	99		
628.4	1.6283		0.11955			627.92	98.900001526		
629.3	1.6294		0.12135			628.89	98.900001526		
630.3	1.6301		0.1232			629.85	98.699996948		
631.2	1.6302		0.1251			630.82	98.699996948		
632.2	1.6311		0.1248			631.78	98.599998474		
633.2	1.6315		0.12879			632.75	98.5		
634.1	1.631		0.12864			633.71	98.400001526		
635.1	1.632		0.12831			634.68	98.400001526		
636.1	1.6334		0.13005			635.64	98.300003052		
637	1.6343		0.13184			636.61	98.199996948		
638	1.635		0.13366			637.57	98.099998474		
639	1.6355		0.1355			638.53	98.099998474		
639.9	1.6355		0.13738			639.5	98		
640.9	1.6364		0.13706			640.46	97.900001526		
641.9	1.6369		0.14099			641.43	97.800003052		
642.8	1.6369		0.14077			642.39	97.800003052		
643.8	1.6378		0.14254			643.36	97.699996948		
644.8	1.6382		0.14437			644.32	97.5		
645.7	1.6381		0.14626			645.29	97.5		
646.7	1.6386		0.14596			646.25	97.400001526		
647.6	1.6397		0.14769			647.21	97.400001526		
648.6	1.6405		0.14946			648.18	97.300003052		
649.6	1.6411		0.15124			649.14	97.199996948		
650.5	1.6415		0.15305			650.11	97.099998474		
651.5	1.6417		0.15489			651.07	97		
652.5	1.6427		0.15451			652.04	97		
653.4	1.6438		0.15832			653	96.800003052		
654.4	1.6437		0.16018			653.97	96.699996948		
655.4	1.6435		0.16207			654.93	96.599998474		
656.3	1.644		0.16175			655.9	96.5		
657.3	1.6455		0.16338			656.86	96.400001526		
658.3	1.646		0.16724			657.82	96.300003052		
659.2	1.6454		0.16918			658.79	96.199996948		
660.2	1.6458		0.16887			659.75	96.099998474		
661.1	1.6472		0.1705			660.72	96		
662.1	1.6474		0.1744			661.68	95.900001526		
663.1	1.6478		0.17407			662.65	95.800003052		
664	1.6486		0.17788			663.61	95.699996948		
665	1.6484		0.17974			664.58	95.599998474		
666	1.6483		0.18159			665.54	95.5		
666.9	1.6478		0.18348			666.5	95.400001526		
667.9	1.6492		0.1809			667.47	95.400001526		
668.9	1.6511		0.18663			668.43	95.300003052		
669.8	1.651		0.18846			669.4	95		
670.8	1.6517		0.19017			670.36	94.900001526		
671.8	1.6519		0.19405			671.33	94.800003052		
672.7	1.6514		0.19593			672.29	94.699996948		
673.7	1.6513		0.19776			673.26	94.599998474		
674.6	1.6513		0.19957			674.22	94.5		
675.6	1.6515		0.20135			675.18	94.400001526		
676.6	1.6518		0.2031			676.15	94.199996948		
677.5	1.6526		0.20478			677.11	94.099998474		
678.5	1.6528		0.20865			678.08	94		
679.5	1.6524		0.21053			679.04	93.900001526		
680.4	1.6523		0.21234			680.01	93.800003052		
681.4	1.6525		0.2141			680.97	93.699996948		
682.4	1.6532		0.21577			681.94	93.5		
683.3	1.6535		0.21963			682.9	93.400001526		
684.3	1.6536		0.22142			683.86	93.300003052		
685.3	1.6533		0.22537			684.83	93.099998474		
686.2	1.6525		0.2273			685.79	93		
687.2	1.6522		0.22914			686.76	92.900001526		
688.1	1.6525		0.23089			687.72	92.800003052		
689.1	1.6522		0.23485			688.69	92.699996948		
690.1	1.6513		0.2368			689.65	92.5		
691	1.6508		0.23867			690.62	92.400001526		
692	1.6506		0.24051			691.58	92.300003052		
693	1.6506		0.2423			692.54	92.099998474		
693.9	1.6511		0.24398			693.51	92		
694.9	1.6515		0.24783			694.47	91.900001526		
695.9	1.6503		0.25197			695.44	91.699996948		
696.8	1.6498		0.2517			696.4	91.599998474		
697.8	1.6502		0.25555			697.37	91.5		
698.8	1.6489		0.25972			698.33	91.300003052		
699.7	1.6482		0.25948			699.3	91.199996948		
700.7	1.6481		0.26343			700.26	91.099998474		
701.7	1.6474		0.26535			701.23	90.900001526		
702.6	1.6474		0.26713			702.19	90.800003052		
703.6	1.647		0.27113			703.15	90.699996948		
704.5	1.6465		0.27302			704.12	90.599998474		
705.5	1.6456		0.27712			705.08	90.400001526		
706.5	1.6443		0.27917			706.05	90.300003052		
707.4	1.6435		0.28111			707.01	90.199996948		
708.4	1.6433		0.28292			707.98	90		
709.4	1.6429		0.28695			708.94	89.900001526		
710.3	1.642		0.28893			709.91	89.800003052		
711.3	1.641000032		0.293069988			710.87	89.599998474		
712.27	1.639500022		0.295170009			711.83	89.5		
