Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"CH3C3N (1)"
Temperature:	"35K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/28"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
80	1.878		0.205		
81	1.838		0.254		
82	1.788		0.266		
83	1.756		0.247		
84	1.755		0.221		
85	1.777		0.215		
90	1.75		0.348		
91	1.734		0.353		
92	1.724		0.362		
93	1.714		0.377		
94	1.698		0.396		
95	1.673		0.412		
96	1.643		0.419		
97	1.613		0.415		
98	1.59		0.4		
99	1.579		0.382		
100	1.58		0.367		
105	1.616		0.408		
106	1.616		0.439		
107	1.606		0.478		
108	1.578		0.52		
109	1.535		0.553		
110	1.481		0.574		
111	1.423		0.578		
112	1.367		0.57		
113	1.315		0.55		
114	1.27		0.52		
115	1.233		0.483		
120	1.191		0.309		
125	1.188		0.211		
130	1.248		0.136		
131	1.253		0.137		
132	1.252		0.135		
133	1.251		0.128		
134	1.253		0.12		
135	1.255		0.112		
140	1.267		0.0623		
145	1.315		0.0431		
146	1.32		0.0445		
147	1.324		0.0459		
148	1.325		0.0462		
149	1.325		0.0447		
150	1.326		0.0417		
155	1.342		0.0215		
160	1.369		0.0136		
170	1.403		0.0304		
175	1.402		0.04		
176	1.402		0.043		
177	1.401		0.0465		
178	1.397		0.049		
179	1.393		0.0497		
180	1.39		0.0489		
181	1.388		0.0476		
182	1.386		0.0469		
183	1.383		0.0465		
184	1.38		0.0455		
185	1.376		0.0429		
190	1.373		0.0168		
340	1.518		0.0128		
345	1.604		0.0615		
350	1.646		0.244		
351	1.633		0.323		
352	1.574		0.415		
353	1.457		0.485		
354	1.304		0.484		
355	1.173		0.395		
356	1.115		0.259		
357	1.131		0.14		
358	1.181		0.0707		
359	1.233		0.0399		
360	1.272		0.0302		
365	1.331		0.0381		
370	1.348		0.0138		
375	1.375		0.00439		
495	1.542		0.0102		
500	1.675		0.0226		
501	1.76		0.0473		
502	1.864		0.182		
503	1.837		0.362		
504	1.807		0.586		
505	1.487		0.794		
506	1.116		0.699		
507	0.918		0.426		
508	0.956		0.122		
509	1.114		0.00597		
510	1.207		0.00031		
