Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"CH3CH2CN (1)"
Temperature:	"35K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/17"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
75	1.737		0.057		
80	1.759		0.193		
82	1.735		0.259		
84	1.685		0.314		
85	1.649		0.327		
86	1.615		0.326		
87	1.59		0.316		
88	1.573		0.303		
90	1.561		0.275		
92	1.581		0.26		
93	1.597		0.268		
94	1.609		0.287		
95	1.613		0.311		
96	1.609		0.336		
100	1.544		0.427		
101	1.516		0.442		
102	1.485		0.452		
103	1.454		0.457		
104	1.422		0.457		
105	1.392		0.451		
106	1.363		0.44		
107	1.339		0.425		
108	1.32		0.407		
109	1.307		0.389		
110	1.298		0.374		
115	1.269		0.322		
116	1.266		0.314		
117	1.263		0.31		
118	1.258		0.308		
119	1.252		0.307		
120	1.242		0.305		
121	1.232		0.301		
122	1.219		0.298		
123	1.206		0.292		
124	1.19		0.283		
125	1.175		0.27		
130	1.146		0.186		
140	1.186		0.0638		
150	1.246		0.0181		
160	1.286		0.0067		
210	1.41		0.0124		
220	1.534		0.0988		
222	1.56		0.198		
223	1.549		0.272		
224	1.499		0.354		
225	1.403		0.421		
226	1.274		0.428		
227	1.166		0.365		
228	1.107		0.272		
229	1.095		0.186		
230	1.109		0.12		
231	1.147		0.0992		
233	1.176		0.0714		
235	1.197		0.0549		
541	1.411		0.00999		
542	1.419		0.0136		
543	1.438		0.0421		
544	1.394		0.0542		
545	1.426		0.0405		
546	1.4		0.151		
547	1.288		0.0541		
548	1.331		0.013		
549	1.356		0.00459		
760	1.399		0.0118		
761	1.398		0.0135		
762	1.398		0.0147		
763	1.398		0.0135		
764	1.398		0.0134		
765	1.399		0.013		
770	1.417		0.0165		
775	1.455		0.0336		
776	1.477		0.0434		
777	1.515		0.0746		
778	1.56		0.133		
779	1.522		0.353		
780	1.257		0.354		
781	1.149		0.206		
782	1.169		0.0707		
783	1.231		0.0266		
784	1.264		0.0176		
785	1.282		0.0124		
787	1.305		0.00566		
789	1.319		0.00454		
