Reference:	"Dello Russo and Khanna (1996)"
DOI:	"doi:https://doi.org/10.1006/icar.1996.0165"
Sample Type:	"Ice"
Composition:	"C4N2 (1)"
Temperature:	"35K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/26"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"k₁"	"Dk₁  (+/-)"	
80	1.713		0.0349		
81	1.706		0.00514		
82	1.724		0.0031		
83	1.744		0.0147		
84	1.73		0.0406		
85	1.724		0.0184		
86	1.742		0.00831		
87	1.753		0.0297		
88	1.757		0.00597		
89	1.78		0.0121		
90	1.789		0.0261		
91	1.803		0.0165		
92	1.859		0.00682		
93	1.907		0.0836		
94	1.878		0.174		
95	1.801		0.198		
96	1.747		0.156		
97	1.747		0.0911		
98	1.797		0.0512		
99	1.862		0.0559		
100	1.918		0.0961		
101	1.951		0.158		
102	1.957		0.232		
103	1.928		0.306		
104	1.867		0.36		
105	1.79		0.374		
106	1.725		0.346		
107	1.69		0.295		
108	1.686		0.245		
109	1.697		0.206		
110	1.715		0.171		
115	2.194		0.191		
116	2.286		0.364		
117	2.305		0.579		
118	2.238		0.799		
119	2.089		0.985		
120	1.879		1.1		
121	1.647		1.13		
122	1.435		1.07		
123	1.278		0.956		
124	1.189		0.813		
125	1.163		0.681		
130	1.22		0.461		
135	1.206		0.258		
140	1.362		0.171		
145	1.445		0.342		
146	1.4		0.373		
147	1.35		0.375		
148	1.313		0.354		
149	1.297		0.329		
150	1.293		0.313		
151	1.291		0.308		
152	1.282		0.309		
153	1.267		0.307		
154	1.249		0.301		
155	1.23		0.292		
160	1.179		0.169		
170	1.282		0.0853		
180	1.333		0.0486		
470	1.669		0.00673		
471	1.729		0.032		
472	1.682		0.0732		
473	1.764		0.0132		
474	1.901		0.0355		
475	2.161		0.176		
476	2.283		0.86		
477	1.448		1.4		
478	0.744		0.908		
479	0.99		0.358		
480	1.08		0.24		
481	1.127		0.162		
482	1.127		0.094		
483	1.209		0.0435		
484	1.23		0.0198		
485	1.281		0.00359		
