Reference:	"Mastrapa et al. (2009)"
DOI:	"doi:doi:10.1088/0004-637X/701/2/1347"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"100K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/245"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"		"Wavelength (µm)"	"k₁"	"Dk₁  (+/-)"	
22.108926	1.7582329			22.108926	0.151134		
22.061857	1.709004			22.061857	0.150062		
22.014988	1.6840362			22.014988	0.149408		
21.968317	1.6674343			21.968317	0.147952		
21.921844	1.6547706			21.921844	0.148075		
21.875567	1.6441476			21.875567	0.147112		
21.829486	1.6351673			21.829486	0.146322		
21.783597	1.6273521			21.783597	0.145015		
21.737902	1.6205193			21.737902	0.143711		
21.692397	1.6148775			21.692397	0.141657		
21.647083	1.609534			21.647083	0.141804		
21.601958	1.6037742			21.601958	0.14071		
21.557021	1.5982735			21.557021	0.138886		
21.51227	1.5930665			21.51227	0.136347		
21.467704	1.588992			21.467704	0.131716		
21.423323	1.5869678			21.423323	0.126963		
21.379125	1.5860294			21.379125	0.124464		
21.335108	1.5850112			21.335108	0.122766		
21.291273	1.5843496			21.291273	0.120508		
21.247618	1.5837772			21.247618	0.119994		
21.204141	1.582811			21.204141	0.119058		
21.160841	1.5821147			21.160841	0.117688		
21.117719	1.5816084			21.117719	0.117075		
21.074771	1.5809237			21.074771	0.116559		
21.031998	1.5804294			21.031998	0.115519		
20.989398	1.5799947			20.989398	0.115382		
20.946971	1.5793324			20.946971	0.114916		
20.904714	1.5790584			20.904714	0.11383		
20.862628	1.5787726			20.862628	0.114173		
20.820711	1.5782502			20.820711	0.113609		
20.778962	1.5780053			20.778962	0.113168		
20.73738	1.5775613			20.73738	0.113414		
20.695964	1.5770284			20.695964	0.112716		
20.654713	1.5769216			20.654713	0.111987		
20.613626	1.5768924			20.613626	0.111904		
20.572703	1.5770226			20.572703	0.111298		
20.531942	1.5770174			20.531942	0.11197		
20.491341	1.5766702			20.491341	0.11177		
20.450902	1.5766677			20.450902	0.111239		
20.410621	1.5765146			20.410621	0.11177		
20.370499	1.5763532			20.370499	0.110892		
20.330534	1.5768301			20.330534	0.11035		
20.290726	1.5770725			20.290726	0.111119		
20.251073	1.5771947			20.251073	0.110583		
20.211575	1.5775973			20.211575	0.110754		
20.172231	1.5777575			20.172231	0.11111		
20.133039	1.5782587			20.133039	0.11042		
20.094	1.5787638			20.094	0.111507		
20.055112	1.5787917			20.055112	0.111672		
20.016373	1.5794595			20.016373	0.110888		
19.977785	1.580109			19.977785	0.112243		
19.939345	1.5805929			19.939345	0.111934		
19.901052	1.5815189			19.901052	0.112527		
19.862906	1.5821379			19.862906	0.113751		
19.824906	1.5827442			19.824906	0.11417		
19.787052	1.5833187			19.787052	0.115616		
19.749341	1.5837029			19.749341	0.116443		
19.711775	1.5844423			19.711775	0.117264		
19.67435	1.5846378			19.67435	0.119897		
19.637068	1.5844669			19.637068	0.120566		
19.599926	1.5844583			19.599926	0.122258		
19.562925	1.5839055			19.562925	0.123916		
19.526063	1.5835483			19.526063	0.124149		
19.48934	1.5833563			19.48934	0.125644		
19.452755	1.5830028			19.452755	0.126361		
19.416307	1.5830167			19.416307	0.127086		
19.379995	1.5825658			19.379995	0.129277		
19.343819	1.5820268			19.343819	0.129362		
19.307778	1.5818371			19.307778	0.130792		
19.27187	1.5810049			19.27187	0.132465		
19.236096	1.5805072			19.236096	0.132199		
19.200455	1.5799753			19.200455	0.13438		
19.164945	1.5790364			19.164945	0.134646		
19.129567	1.5785705			19.129567	0.135279		
19.094318	1.5775772			19.094318	0.137035		
19.0592	1.5767506			19.0592	0.136335		
19.02421	1.5762321			19.02421	0.137673		
18.989349	1.5752949			18.989349	0.138049		
18.954615	1.5749859			18.954615	0.137646		
18.920008	1.5744069			18.920008	0.139576		
18.885527	1.573403			18.885527	0.139418		
18.851172	1.5729334			18.851172	0.13959		
18.816941	1.5721281			18.816941	0.140696		
18.782835	1.5715809			18.782835	0.139833		
18.748852	1.5711926			18.748852	0.14109		
18.714991	1.570413			18.714991	0.141137		
18.681253	1.5700555			18.681253	0.141046		
18.647636	1.5693116			18.647636	0.142327		
18.61414	1.5687256			18.61414	0.141231		
18.580764	1.5684237			18.580764	0.142215		
18.547508	1.5677183			18.547508	0.142186		
18.51437	1.5675808			18.51437	0.141557		
18.481351	1.5672615			18.481351	0.142802		
18.448449	1.5668615			18.448449	0.142125		
18.415664	1.5665952			18.415664	0.143046		
18.382995	1.5658643			18.382995	0.143215		
18.350442	1.565698			18.350442	0.142286		
18.318004	1.565504			18.318004	0.143379		
18.285681	1.5651767			18.285681	0.142688		
18.253471	1.56523			18.253471	0.143011		
18.221375	1.5648153			18.221375	0.143738		
18.189392	1.5647239			18.189392	0.142767		
18.15752	1.564601			18.15752	0.144052		
18.12576	1.5642303			18.12576	0.143393		
18.094111	1.5644665			18.094111	0.143282		
18.062572	1.5642644			18.062572	0.144419		
18.031143	1.5641872			18.031143	0.143488		
17.999824	1.5640839			17.999824	0.144841		
17.968613	1.5636975			17.968613	0.144202		
17.937509	1.5639925			17.937509	0.143917		
17.906514	1.5638406			17.906514	0.145158		
17.875625	1.5639187			17.875625	0.143851		
17.844843	1.5642025			17.844843	0.145237		
17.814166	1.5639015			17.814166	0.145323		
17.783595	1.5639868			17.783595	0.145098		
17.753129	1.5637447			17.753129	0.146188		
17.722766	1.5637673			17.722766	0.144876		
17.692508	1.5641668			17.692508	0.145819		
17.662352	1.5640262			17.662352	0.146139		
17.6323	1.5642649			17.6323	0.145646		
17.602349	1.5642328			17.602349	0.146978		
17.5725	1.5642428			17.5725	0.145905		
17.542752	1.5646812			17.542752	0.146594		
17.513104	1.5647099			17.513104	0.146971		
17.483557	1.5651574			17.483557	0.146451		
17.454109	1.5652667			17.454109	0.148161		
17.42476	1.5652053			17.42476	0.147358		
17.39551	1.5655379			17.39551	0.148047		
17.366357	1.5654939			17.366357	0.148419		
17.337303	1.5659645			17.337303	0.147679		
17.308345	1.5662505			17.308345	0.149286		
